season,game_pk,game_date,game_id,away,home,away_score_model,home_score_model,model_edge,predicted_winner,actual_winner,winner_correct,away_run_projection,home_run_projection,projected_total,projected_f5_total,actual_away_runs,actual_home_runs,actual_full_total,actual_f5_total,actual_post5_runs,away_context_confidence,home_context_confidence,prediction_type,predicted_team,predicted_opponent,predicted_home_away,predicted_team_score,predicted_team_runs,prediction_threshold,predicted_outcome,actual_outcome,correct,actual_team_runs,actual_opponent_runs,actual_margin,actual_home_won,context_confidence,opponent_context_confidence,confidence_label,wrong_reason
2023,718490,2023-04-21,ATH@TEX,ATH,TEX,29.486,80.323,50.837,TEX,ATH,0,3.614,6.728,10.342,5.585,5,4,9,7,2,unknown,unknown,winner,TEX,ATH,home,80.323,,,1,0,0,4,5,1,0,unknown,unknown,high,coinflip_close_game
2023,718726,2023-04-03,BAL@TEX,BAL,TEX,50.67,101.303,50.633,TEX,BAL,0,5.105,7.5,12.605,6.807,2,0,2,2,0,unknown,unknown,winner,TEX,BAL,home,101.303,,,1,0,0,0,2,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,747062,2024-03-31,LAA@BAL,LAA,BAL,32.89,83.44,50.55,BAL,LAA,0,3.369,6.391,9.76,5.27,4,1,5,5,0,unknown,unknown,winner,BAL,LAA,home,83.44,,,1,0,0,1,4,3,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,778492,2025-04-01,AZ@NYY,AZ,NYY,53.301,103.689,50.388,NYY,AZ,0,4.733,7.5,12.233,6.606,7,5,12,6,6,unknown,unknown,winner,NYY,AZ,home,103.689,,,1,0,0,5,7,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,746653,2024-04-09,CWS@CLE,CWS,CLE,19.028,69.401,50.373,CLE,CWS,0,2.329,5.354,7.683,4.149,7,5,12,10,2,unknown,unknown,winner,CLE,CWS,home,69.401,,,1,0,0,5,7,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,718750,2023-04-01,COL@SD,COL,SD,73.95,24.25,49.7,COL,SD,0,5.335,2.435,7.77,4.196,4,8,12,6,6,unknown,unknown,winner,COL,SD,away,73.95,,,1,0,0,4,8,4,1,unknown,unknown,high,home_field_or_away_underperformed
2025,778543,2025-03-28,CHC@AZ,CHC,AZ,97.961,48.261,49.7,CHC,AZ,0,7.5,4.929,12.429,6.712,1,8,9,7,2,unknown,unknown,winner,CHC,AZ,away,97.961,,,1,0,0,1,8,7,1,unknown,unknown,high,home_field_or_away_underperformed
2023,718762,2023-04-01,SF@NYY,SF,NYY,25.625,75.275,49.65,NYY,SF,0,2.835,5.275,8.11,4.379,7,5,12,6,6,unknown,unknown,winner,NYY,SF,home,75.275,,,1,0,0,5,7,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,746418,2024-03-28,NYY@HOU,NYY,HOU,43.519,91.383,47.864,HOU,NYY,0,3.586,6.63,10.216,5.517,5,4,9,7,2,unknown,unknown,winner,HOU,NYY,home,91.383,,,1,0,0,4,5,1,0,unknown,unknown,high,coinflip_close_game
2024,747798,2024-03-26,MIL@COL,MIL,COL,78.779,31.162,47.617,MIL,COL,0,6.284,3.209,9.493,5.126,1,6,7,5,2,unknown,unknown,winner,MIL,COL,away,78.779,,,1,0,0,1,6,5,1,unknown,unknown,high,home_field_or_away_underperformed
2023,718706,2023-04-04,LAA@SEA,LAA,SEA,74.362,27.352,47.01,LAA,SEA,0,5.585,2.931,8.516,4.599,2,11,13,8,5,unknown,unknown,winner,LAA,SEA,away,74.362,,,1,0,0,2,11,9,1,unknown,unknown,high,home_field_or_away_underperformed
2023,718355,2023-04-30,TB@CWS,TB,CWS,74.34,28.005,46.335,TB,CWS,0,5.723,3.033,8.756,4.728,9,12,21,3,18,unknown,unknown,winner,TB,CWS,away,74.34,,,1,0,0,9,12,3,1,unknown,unknown,high,home_field_or_away_underperformed
2024,747809,2024-03-25,CLE@AZ,CLE,AZ,82.327,37.062,45.265,CLE,AZ,0,5.981,3.503,9.484,5.121,0,6,6,5,1,unknown,unknown,winner,CLE,AZ,away,82.327,,,1,0,0,0,6,6,1,unknown,unknown,high,home_field_or_away_underperformed
2025,777955,2025-05-11,SD@COL,SD,COL,77.021,32.01,45.011,SD,COL,0,6.619,3.707,10.326,5.576,3,9,12,7,5,unknown,unknown,winner,SD,COL,away,77.021,,,1,0,0,3,9,6,1,unknown,unknown,high,home_field_or_away_underperformed
2025,778503,2025-03-31,LAA@STL,LAA,STL,28.811,73.776,44.965,STL,LAA,0,2.321,5.237,7.558,4.081,5,4,9,4,5,unknown,unknown,winner,STL,LAA,home,73.776,,,1,0,0,4,5,1,0,unknown,unknown,high,coinflip_close_game
2024,746175,2024-03-21,SD@LAD,SD,LAD,21.564,66.114,44.55,LAD,SD,0,2.015,4.615,6.63,3.58,15,11,26,18,8,unknown,unknown,winner,LAD,SD,home,66.114,,,1,0,0,11,15,4,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,778490,2025-04-01,MIN@CWS,MIN,CWS,22.189,64.801,42.612,CWS,MIN,0,2.333,5.37,7.703,4.16,8,3,11,3,8,unknown,unknown,winner,CWS,MIN,home,64.801,,,1,0,0,3,8,5,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,778479,2025-04-02,PIT@TB,PIT,TB,24.097,66.559,42.462,TB,PIT,0,2.761,5.021,7.782,4.202,4,2,6,2,4,unknown,unknown,winner,TB,PIT,home,66.559,,,1,0,0,2,4,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,747057,2024-04-02,KC@BAL,KC,BAL,33.455,75.639,42.184,BAL,KC,0,3.617,5.859,9.476,5.117,4,1,5,5,0,unknown,unknown,winner,BAL,KC,home,75.639,,,1,0,0,1,4,3,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,747221,2024-03-30,COL@AZ,COL,AZ,29.809,71.607,41.798,AZ,COL,0,3.165,5.804,8.969,4.843,9,4,13,11,2,unknown,unknown,winner,AZ,COL,home,71.607,,,1,0,0,4,9,5,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,747875,2024-03-21,NYM@DET,NYM,DET,53.964,94.064,40.1,DET,NYM,0,3.645,6.695,10.34,5.584,10,5,15,7,8,unknown,unknown,winner,DET,NYM,home,94.064,,,1,0,0,5,10,5,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,778550,2025-03-28,BOS@TEX,BOS,TEX,66.761,26.811,39.95,BOS,TEX,0,4.734,2.534,7.268,3.925,1,4,5,3,2,unknown,unknown,winner,BOS,TEX,away,66.761,,,1,0,0,1,4,3,1,unknown,unknown,high,home_field_or_away_underperformed
2025,778529,2025-03-29,CLE@KC,CLE,KC,79.757,39.807,39.95,CLE,KC,0,6.095,3.895,9.99,5.395,3,4,7,4,3,unknown,unknown,winner,CLE,KC,away,79.757,,,1,0,0,3,4,1,1,unknown,unknown,high,coinflip_close_game
2023,718758,2023-04-01,MIL@CHC,MIL,CHC,27.575,67.475,39.9,CHC,MIL,0,2.88,4.62,7.5,4.05,3,1,4,0,4,unknown,unknown,winner,CHC,MIL,home,67.475,,,1,0,0,1,3,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,718724,2023-04-03,PIT@BOS,PIT,BOS,39.936,79.303,39.367,BOS,PIT,0,4.085,6.743,10.828,5.847,7,6,13,12,1,unknown,unknown,winner,BOS,PIT,home,79.303,,,1,0,0,6,7,1,0,unknown,unknown,high,coinflip_close_game
2025,777301,2025-06-29,COL@MIL,COL,MIL,35.948,75.007,39.059,MIL,COL,0,3.888,6.597,10.485,5.662,4,3,7,0,7,unknown,unknown,winner,MIL,COL,home,75.007,,,1,0,0,3,4,1,0,unknown,unknown,high,coinflip_close_game
2023,718701,2023-04-05,MIN@MIA,MIN,MIA,61.895,22.882,39.013,MIN,MIA,0,4.542,2.384,6.926,3.74,2,5,7,1,6,unknown,unknown,winner,MIN,MIA,away,61.895,,,1,0,0,2,5,3,1,unknown,unknown,high,home_field_or_away_underperformed
2023,718660,2023-04-08,STL@MIL,STL,MIL,34.17,72.885,38.715,MIL,STL,0,3.399,5.467,8.866,4.788,6,0,6,6,0,unknown,unknown,winner,MIL,STL,home,72.885,,,1,0,0,0,6,6,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,747837,2024-03-23,PHI@NYY,PHI,NYY,33.045,71.628,38.583,NYY,PHI,0,3.21,5.743,8.953,4.835,6,6,12,8,4,unknown,unknown,winner,NYY,PHI,home,71.628,,,1,0,0,6,6,0,0,unknown,unknown,high,coinflip_close_game
2023,718200,2023-05-12,TEX@ATH,TEX,ATH,71.898,33.447,38.451,TEX,ATH,0,5.983,3.802,9.785,5.284,7,9,16,8,8,unknown,unknown,winner,TEX,ATH,away,71.898,,,1,0,0,7,9,2,1,unknown,unknown,high,home_field_or_away_underperformed
2023,718707,2023-04-04,CLE@ATH,CLE,ATH,71.682,33.462,38.22,CLE,ATH,0,5.844,3.856,9.7,5.238,3,4,7,5,2,unknown,unknown,winner,CLE,ATH,away,71.682,,,1,0,0,3,4,1,1,unknown,unknown,high,coinflip_close_game
2024,746008,2024-04-03,MIN@MIL,MIN,MIL,34.575,72.4,37.825,MIL,MIN,0,3.574,5.807,9.381,5.066,7,3,10,4,6,unknown,unknown,winner,MIL,MIN,home,72.4,,,1,0,0,3,7,4,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,746814,2024-04-02,ATL@CWS,ATL,CWS,66.745,29.18,37.565,ATL,CWS,0,5.439,3.324,8.763,4.732,2,3,5,0,5,unknown,unknown,winner,ATL,CWS,away,66.745,,,1,0,0,2,3,1,1,unknown,unknown,high,coinflip_close_game
2023,716790,2023-08-29,ATH@SEA,ATH,SEA,35.024,72.092,37.068,SEA,ATH,0,3.577,6.283,9.86,5.324,3,1,4,4,0,unknown,unknown,winner,SEA,ATH,home,72.092,,,1,0,0,1,3,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,745602,2024-03-31,ATL@PHI,ATL,PHI,70.833,33.826,37.007,ATL,PHI,0,5.916,3.916,9.832,5.309,4,5,9,5,4,unknown,unknown,winner,ATL,PHI,away,70.833,,,1,0,0,4,5,1,1,unknown,unknown,high,coinflip_close_game
2024,746990,2024-09-04,CWS@BAL,CWS,BAL,27.839,64.095,36.256,BAL,CWS,0,3.001,5.458,8.459,4.568,8,1,9,7,2,unknown,unknown,winner,BAL,CWS,home,64.095,,,1,0,0,1,8,7,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,718593,2023-04-13,DET@TOR,DET,TOR,32.104,67.949,35.845,TOR,DET,0,3.754,5.777,9.531,5.147,3,1,4,3,1,unknown,unknown,winner,TOR,DET,home,67.949,,,1,0,0,1,3,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,718599,2023-04-12,ATH@BAL,ATH,BAL,31.707,67.246,35.539,BAL,ATH,0,3.819,5.947,9.766,5.274,8,4,12,6,6,unknown,unknown,winner,BAL,ATH,home,67.246,,,1,0,0,4,8,4,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,718671,2023-04-07,LAD@AZ,LAD,AZ,68.633,33.354,35.279,LAD,AZ,0,5.301,3.162,8.463,4.57,3,6,9,5,4,unknown,unknown,winner,LAD,AZ,away,68.633,,,1,0,0,3,6,3,1,unknown,unknown,high,home_field_or_away_underperformed
2025,777802,2025-05-23,NYY@COL,NYY,COL,65.361,30.501,34.86,NYY,COL,0,5.408,3.459,8.867,4.788,2,3,5,5,0,unknown,unknown,winner,NYY,COL,away,65.361,,,1,0,0,2,3,1,1,unknown,unknown,high,coinflip_close_game
2025,778518,2025-03-28,NYM@HOU,NYM,HOU,20.611,55.411,34.8,HOU,NYM,0,2.0,3.669,5.669,3.061,3,1,4,4,0,unknown,unknown,winner,HOU,NYM,home,55.411,,,1,0,0,1,3,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,778541,2025-03-28,ATH@SEA,ATH,SEA,26.461,61.261,34.8,SEA,ATH,0,2.379,4.279,6.658,3.595,7,0,7,2,5,unknown,unknown,winner,SEA,ATH,home,61.261,,,1,0,0,0,7,7,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,718445,2023-04-24,TEX@CIN,TEX,CIN,71.536,37.304,34.232,TEX,CIN,0,5.824,3.616,9.44,5.098,6,7,13,10,3,unknown,unknown,winner,TEX,CIN,away,71.536,,,1,0,0,6,7,1,1,unknown,unknown,high,coinflip_close_game
2025,778385,2025-04-09,TEX@CHC,TEX,CHC,41.476,75.127,33.651,CHC,TEX,0,3.469,6.011,9.48,5.119,6,2,8,6,2,unknown,unknown,winner,CHC,TEX,home,75.127,,,1,0,0,2,6,4,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,718424,2023-04-26,TEX@CIN,TEX,CIN,72.274,38.661,33.613,TEX,CIN,0,6.071,3.617,9.688,5.232,3,5,8,5,3,unknown,unknown,winner,TEX,CIN,away,72.274,,,1,0,0,3,5,2,1,unknown,unknown,high,home_field_or_away_underperformed
2024,746498,2024-04-06,ATH@DET,ATH,DET,28.267,61.838,33.571,DET,ATH,0,2.785,4.762,7.547,4.075,4,0,4,2,2,unknown,unknown,winner,DET,ATH,home,61.838,,,1,0,0,0,4,4,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,718723,2023-04-03,DET@HOU,DET,HOU,26.319,59.444,33.125,HOU,DET,0,2.857,5.276,8.133,4.392,7,6,13,8,5,unknown,unknown,winner,HOU,DET,home,59.444,,,1,0,0,6,7,1,0,unknown,unknown,high,coinflip_close_game
2025,778488,2025-04-01,KC@MIL,KC,MIL,69.926,36.901,33.025,KC,MIL,0,6.353,4.153,10.506,5.673,0,5,5,2,3,unknown,unknown,winner,KC,MIL,away,69.926,,,1,0,0,0,5,5,1,unknown,unknown,high,home_field_or_away_underperformed
2024,746809,2024-04-17,KC@CWS,KC,CWS,60.51,27.605,32.905,KC,CWS,0,5.175,3.134,8.309,4.487,1,2,3,1,2,unknown,unknown,winner,KC,CWS,away,60.51,,,1,0,0,1,2,1,1,unknown,unknown,high,coinflip_close_game
2024,747142,2024-04-08,NYM@ATL,NYM,ATL,33.758,66.642,32.884,ATL,NYM,0,3.157,5.444,8.601,4.645,8,7,15,8,7,unknown,unknown,winner,ATL,NYM,home,66.642,,,1,0,0,7,8,1,0,unknown,unknown,high,coinflip_close_game
2023,718434,2023-04-25,TEX@CIN,TEX,CIN,72.322,39.575,32.747,TEX,CIN,0,5.98,3.758,9.738,5.259,6,7,13,5,8,unknown,unknown,winner,TEX,CIN,away,72.322,,,1,0,0,6,7,1,1,unknown,unknown,high,coinflip_close_game
2023,717013,2023-08-13,ATL@NYM,ATL,NYM,72.519,39.838,32.681,ATL,NYM,0,6.201,3.571,9.772,5.277,6,7,13,10,3,unknown,unknown,winner,ATL,NYM,away,72.519,,,1,0,0,6,7,1,1,unknown,unknown,high,coinflip_close_game
2023,718587,2023-04-14,TB@TOR,TB,TOR,79.435,46.79,32.645,TB,TOR,0,5.707,3.949,9.656,5.214,3,6,9,7,2,unknown,unknown,winner,TB,TOR,away,79.435,,,1,0,0,3,6,3,1,unknown,unknown,high,home_field_or_away_underperformed
2023,717970,2023-05-29,ATL@ATH,ATL,ATH,59.591,27.049,32.542,ATL,ATH,0,4.92,3.192,8.112,4.38,2,7,9,5,4,unknown,unknown,winner,ATL,ATH,away,59.591,,,1,0,0,2,7,5,1,unknown,unknown,high,home_field_or_away_underperformed
2023,716927,2023-08-20,SF@ATL,SF,ATL,36.937,69.376,32.439,ATL,SF,0,3.053,5.795,8.848,4.778,4,3,7,5,2,unknown,unknown,winner,ATL,SF,home,69.376,,,1,0,0,3,4,1,0,unknown,unknown,high,coinflip_close_game
2025,778406,2025-04-08,PHI@ATL,PHI,ATL,62.568,30.152,32.416,PHI,ATL,0,4.804,3.321,8.125,4.388,5,7,12,8,4,unknown,unknown,winner,PHI,ATL,away,62.568,,,1,0,0,5,7,2,1,unknown,unknown,high,home_field_or_away_underperformed
2025,778525,2025-03-30,BAL@TOR,BAL,TOR,78.507,46.139,32.368,BAL,TOR,0,6.604,4.738,11.342,6.125,1,3,4,3,1,unknown,unknown,winner,BAL,TOR,away,78.507,,,1,0,0,1,3,2,1,unknown,unknown,high,home_field_or_away_underperformed
2023,718542,2023-04-17,TB@CIN,TB,CIN,74.828,42.618,32.21,TB,CIN,0,5.582,3.945,9.527,5.145,1,8,9,4,5,unknown,unknown,winner,TB,CIN,away,74.828,,,1,0,0,1,8,7,1,unknown,unknown,high,home_field_or_away_underperformed
2024,745763,2024-04-10,MIA@NYY,MIA,NYY,32.476,64.628,32.152,NYY,MIA,0,3.501,5.164,8.665,4.679,5,2,7,4,3,unknown,unknown,winner,NYY,MIA,home,64.628,,,1,0,0,2,5,3,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,718680,2023-04-07,KC@SF,KC,SF,32.304,64.382,32.078,SF,KC,0,3.554,5.555,9.109,4.919,3,1,4,3,1,unknown,unknown,winner,SF,KC,home,64.382,,,1,0,0,1,3,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,717854,2023-06-07,STL@TEX,STL,TEX,34.366,66.433,32.067,TEX,STL,0,3.049,5.32,8.369,4.519,1,0,1,0,1,unknown,unknown,winner,TEX,STL,home,66.433,,,1,0,0,0,1,1,0,unknown,unknown,high,coinflip_close_game
2025,777887,2025-05-17,COL@AZ,COL,AZ,34.301,66.311,32.01,AZ,COL,0,3.925,5.942,9.867,5.328,14,12,26,17,9,unknown,unknown,winner,AZ,COL,home,66.311,,,1,0,0,12,14,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,778067,2025-05-03,DET@LAA,DET,LAA,66.018,34.111,31.907,DET,LAA,0,5.557,3.247,8.804,4.754,2,5,7,1,6,unknown,unknown,winner,DET,LAA,away,66.018,,,1,0,0,2,5,3,1,unknown,unknown,high,home_field_or_away_underperformed
2023,718595,2023-04-12,KC@TEX,KC,TEX,33.138,64.983,31.845,TEX,KC,0,3.453,5.274,8.727,4.713,10,1,11,7,4,unknown,unknown,winner,TEX,KC,home,64.983,,,1,0,0,1,10,9,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,778527,2025-03-30,LAA@CWS,LAA,CWS,24.122,55.672,31.55,CWS,LAA,0,2.183,4.483,6.666,3.6,3,2,5,4,1,unknown,unknown,winner,CWS,LAA,home,55.672,,,1,0,0,2,3,1,0,unknown,unknown,high,coinflip_close_game
2023,717395,2023-07-15,CWS@ATL,CWS,ATL,38.439,69.977,31.538,ATL,CWS,0,3.531,5.812,9.343,5.045,6,5,11,8,3,unknown,unknown,winner,ATL,CWS,home,69.977,,,1,0,0,5,6,1,0,unknown,unknown,high,coinflip_close_game
2024,745683,2024-03-31,CLE@ATH,CLE,ATH,69.976,38.442,31.534,CLE,ATH,0,5.436,3.616,9.052,4.888,3,4,7,3,4,unknown,unknown,winner,CLE,ATH,away,69.976,,,1,0,0,3,4,1,1,unknown,unknown,high,coinflip_close_game
2025,777987,2025-05-10,TEX@DET,TEX,DET,40.392,71.89,31.498,DET,TEX,0,3.613,5.932,9.545,5.154,10,3,13,9,4,unknown,unknown,winner,DET,TEX,home,71.89,,,1,0,0,3,10,7,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,778483,2025-04-02,BOS@BAL,BOS,BAL,35.942,67.422,31.48,BAL,BOS,0,3.731,5.601,9.332,5.039,3,0,3,3,0,unknown,unknown,winner,BAL,BOS,home,67.422,,,1,0,0,0,3,3,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,746068,2024-05-12,PHI@MIA,PHI,MIA,69.104,37.636,31.468,PHI,MIA,0,5.9,3.808,9.708,5.242,6,7,13,9,4,unknown,unknown,winner,PHI,MIA,away,69.104,,,1,0,0,6,7,1,1,unknown,unknown,high,coinflip_close_game
2023,718367,2023-04-30,PIT@WSN,PIT,WSN,68.226,36.848,31.378,PIT,WSN,0,5.522,3.504,9.026,4.874,2,7,9,8,1,unknown,unknown,winner,PIT,WSN,away,68.226,,,1,0,0,2,7,5,1,unknown,unknown,high,home_field_or_away_underperformed
2024,745584,2024-05-08,TOR@PHI,TOR,PHI,37.884,69.208,31.324,PHI,TOR,0,3.496,5.947,9.443,5.099,5,3,8,2,6,unknown,unknown,winner,PHI,TOR,home,69.208,,,1,0,0,3,5,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,777969,2025-05-11,TEX@DET,TEX,DET,39.537,70.729,31.192,DET,TEX,0,3.485,5.886,9.371,5.06,6,1,7,5,2,unknown,unknown,winner,DET,TEX,home,70.729,,,1,0,0,1,6,5,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,716400,2023-09-28,ATH@MIN,ATH,MIN,32.883,63.736,30.853,MIN,ATH,0,3.319,5.534,8.853,4.781,2,1,3,1,2,unknown,unknown,winner,MIN,ATH,home,63.736,,,1,0,0,1,2,1,0,unknown,unknown,high,coinflip_close_game
2025,777899,2025-05-16,LAA@LAD,LAA,LAD,42.883,73.507,30.624,LAD,LAA,0,4.135,6.237,10.372,5.601,6,2,8,5,3,unknown,unknown,winner,LAD,LAA,home,73.507,,,1,0,0,2,6,4,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,747811,2024-03-25,LAA@LAD,LAA,LAD,38.589,68.933,30.344,LAD,LAA,0,4.126,5.836,9.962,5.379,6,0,6,4,2,unknown,unknown,winner,LAD,LAA,home,68.933,,,1,0,0,0,6,6,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,777202,2025-07-07,CLE@HOU,CLE,HOU,32.791,63.082,30.291,HOU,CLE,0,2.883,5.358,8.241,4.45,7,5,12,8,4,unknown,unknown,winner,HOU,CLE,home,63.082,,,1,0,0,5,7,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,718771,2023-03-31,NYM@MIA,NYM,MIA,66.285,36.085,30.2,NYM,MIA,0,4.849,3.349,8.198,4.427,1,2,3,1,2,unknown,unknown,winner,NYM,MIA,away,66.285,,,1,0,0,1,2,1,1,unknown,unknown,high,coinflip_close_game
2025,778540,2025-03-29,SF@CIN,SF,CIN,71.957,41.757,30.2,SF,CIN,0,5.44,3.94,9.38,5.065,2,3,5,4,1,unknown,unknown,winner,SF,CIN,away,71.957,,,1,0,0,2,3,1,1,unknown,unknown,high,coinflip_close_game
2025,778115,2025-04-30,NYY@BAL,NYY,BAL,66.981,36.951,30.03,NYY,BAL,0,5.72,3.542,9.262,5.001,4,5,9,8,1,unknown,unknown,winner,NYY,BAL,away,66.981,,,1,0,0,4,5,1,1,unknown,unknown,high,coinflip_close_game
2025,778474,2025-04-02,MIN@CWS,MIN,CWS,29.562,59.562,30.0,CWS,MIN,0,3.319,5.209,8.528,4.605,6,1,7,6,1,unknown,unknown,winner,CWS,MIN,home,59.562,,,1,0,0,1,6,5,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,718437,2023-04-24,ATH@LAA,ATH,LAA,31.338,61.215,29.877,LAA,ATH,0,3.758,5.429,9.187,4.961,11,10,21,9,12,unknown,unknown,winner,LAA,ATH,home,61.215,,,1,0,0,10,11,1,0,unknown,unknown,high,coinflip_close_game
2025,778035,2025-05-06,LAD@MIA,LAD,MIA,74.216,44.621,29.595,LAD,MIA,0,6.412,4.299,10.711,5.784,4,5,9,3,6,unknown,unknown,winner,LAD,MIA,away,74.216,,,1,0,0,4,5,1,1,unknown,unknown,high,coinflip_close_game
2025,776200,2025-09-24,WSN@ATL,WSN,ATL,39.491,69.032,29.541,ATL,WSN,0,3.645,6.33,9.975,5.386,4,3,7,2,5,unknown,unknown,winner,ATL,WSN,home,69.032,,,1,0,0,3,4,1,0,unknown,unknown,high,coinflip_close_game
2023,718378,2023-04-29,KC@MIN,KC,MIN,36.611,66.128,29.517,MIN,KC,0,3.919,5.662,9.581,5.174,3,2,5,2,3,unknown,unknown,winner,MIN,KC,home,66.128,,,1,0,0,2,3,1,0,unknown,unknown,high,coinflip_close_game
2023,718763,2023-03-31,CLE@SEA,CLE,SEA,29.525,58.835,29.31,SEA,CLE,0,2.925,3.874,6.799,3.671,9,4,13,12,1,unknown,unknown,winner,SEA,CLE,home,58.835,,,1,0,0,4,9,5,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,747870,2024-03-21,NYY@ATL,NYY,ATL,103.314,74.056,29.258,NYY,ATL,0,7.5,5.963,13.463,7.27,2,5,7,5,2,unknown,unknown,winner,NYY,ATL,away,103.314,,,1,0,0,2,5,3,1,unknown,unknown,high,home_field_or_away_underperformed
2024,747865,2024-03-21,CWS@KC,CWS,KC,33.364,62.514,29.15,KC,CWS,0,3.1,5.5,8.6,4.644,3,3,6,4,2,unknown,unknown,winner,KC,CWS,home,62.514,,,1,0,0,3,3,0,0,unknown,unknown,high,coinflip_close_game
2025,778513,2025-03-30,ATH@SEA,ATH,SEA,58.355,29.239,29.116,ATH,SEA,0,4.556,2.923,7.479,4.039,1,2,3,1,2,unknown,unknown,winner,ATH,SEA,away,58.355,,,1,0,0,1,2,1,1,unknown,unknown,high,coinflip_close_game
2025,777947,2025-05-12,LAA@SD,LAA,SD,41.22,70.335,29.115,SD,LAA,0,3.963,5.985,9.948,5.372,9,5,14,6,8,unknown,unknown,winner,SD,LAA,home,70.335,,,1,0,0,5,9,4,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,778452,2025-04-05,AZ@WSN,AZ,WSN,67.636,38.627,29.009,AZ,WSN,0,5.713,4.219,9.932,5.363,3,4,7,4,3,unknown,unknown,winner,AZ,WSN,away,67.636,,,1,0,0,3,4,1,1,unknown,unknown,high,coinflip_close_game
2025,778410,2025-04-07,CIN@SF,CIN,SF,37.374,66.324,28.95,SF,CIN,0,3.562,4.954,8.516,4.599,2,0,2,0,2,unknown,unknown,winner,SF,CIN,home,66.324,,,1,0,0,0,2,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,776730,2025-08-15,AZ@COL,AZ,COL,66.384,37.613,28.771,AZ,COL,0,6.071,3.926,9.997,5.398,3,4,7,6,1,unknown,unknown,winner,AZ,COL,away,66.384,,,1,0,0,3,4,1,1,unknown,unknown,high,coinflip_close_game
2024,746412,2024-03-29,NYY@HOU,NYY,HOU,48.363,77.107,28.744,HOU,NYY,0,3.915,5.943,9.858,5.323,7,1,8,1,7,unknown,unknown,winner,HOU,NYY,home,77.107,,,1,0,0,1,7,6,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,745692,2024-09-27,PIT@NYY,PIT,NYY,34.316,62.821,28.505,NYY,PIT,0,2.969,5.354,8.323,4.494,4,2,6,2,4,unknown,unknown,winner,NYY,PIT,home,62.821,,,1,0,0,2,4,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,777919,2025-05-14,PIT@NYM,PIT,NYM,29.618,58.022,28.404,NYM,PIT,0,2.9,4.596,7.496,4.048,4,0,4,4,0,unknown,unknown,winner,NYM,PIT,home,58.022,,,1,0,0,0,4,4,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,747050,2024-04-26,ATH@BAL,ATH,BAL,36.539,64.909,28.37,BAL,ATH,0,3.38,5.269,8.649,4.67,3,2,5,3,2,unknown,unknown,winner,BAL,ATH,home,64.909,,,1,0,0,2,3,1,0,unknown,unknown,high,coinflip_close_game
2023,717632,2023-06-24,KC@TB,KC,TB,36.144,64.507,28.363,TB,KC,0,3.677,5.223,8.9,4.806,9,4,13,11,2,unknown,unknown,winner,TB,KC,home,64.507,,,1,0,0,4,9,5,0,unknown,unknown,high,model_missed_team_strength_or_pitching
