season,game_pk,game_date,game_id,away,home,away_score_model,home_score_model,model_edge,predicted_winner,actual_winner,winner_correct,away_run_projection,home_run_projection,projected_total,projected_f5_total,actual_away_runs,actual_home_runs,actual_full_total,actual_f5_total,actual_post5_runs,away_context_confidence,home_context_confidence,prediction_type,predicted_team,predicted_opponent,predicted_home_away,predicted_team_score,predicted_team_runs,prediction_threshold,predicted_outcome,actual_outcome,correct,actual_team_runs,actual_opponent_runs,actual_margin,actual_home_won,context_confidence,opponent_context_confidence,confidence_label,wrong_reason
2025,776766,2025-08-13,MIA@CLE,MIA,CLE,44.933,55.052,10.119,CLE,MIA,0,3.978,4.876,8.854,4.781,13,4,17,10,7,unknown,unknown,winner,CLE,MIA,home,55.052,,,1,0,0,4,13,9,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,746946,2024-06-15,NYY@BOS,NYY,BOS,63.735,53.623,10.112,NYY,BOS,0,5.209,4.71,9.919,5.356,4,8,12,7,5,unknown,unknown,winner,NYY,BOS,away,63.735,,,1,0,0,4,8,4,1,unknown,unknown,high,home_field_or_away_underperformed
2025,776398,2025-09-09,DET@NYY,DET,NYY,49.247,59.339,10.092,NYY,DET,0,4.119,5.097,9.216,4.977,12,2,14,4,10,unknown,unknown,winner,NYY,DET,home,59.339,,,1,0,0,2,12,10,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,717810,2023-06-11,BOS@NYY,BOS,NYY,41.331,51.42,10.089,NYY,BOS,0,3.527,4.286,7.813,4.219,3,2,5,3,2,unknown,unknown,winner,NYY,BOS,home,51.42,,,1,0,0,2,3,1,0,unknown,unknown,high,coinflip_close_game
2025,777903,2025-05-16,TB@MIA,TB,MIA,51.776,41.693,10.083,TB,MIA,0,4.61,4.004,8.614,4.652,4,9,13,9,4,unknown,unknown,winner,TB,MIA,away,51.776,,,1,0,0,4,9,5,1,unknown,unknown,high,home_field_or_away_underperformed
2024,745393,2024-07-09,SEA@SD,SEA,SD,44.388,54.47,10.082,SD,SEA,0,3.779,4.746,8.525,4.604,8,3,11,5,6,unknown,unknown,winner,SD,SEA,home,54.47,,,1,0,0,3,8,5,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,717252,2023-07-26,MIA@TB,MIA,TB,39.907,49.982,10.075,TB,MIA,0,3.399,4.022,7.421,4.007,7,1,8,7,1,unknown,unknown,winner,TB,MIA,home,49.982,,,1,0,0,1,7,6,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,717288,2023-07-23,SD@DET,SD,DET,56.099,46.052,10.047,SD,DET,0,4.928,4.177,9.105,4.917,1,3,4,3,1,unknown,unknown,winner,SD,DET,away,56.099,,,1,0,0,1,3,2,1,unknown,unknown,high,home_field_or_away_underperformed
2023,717197,2023-07-30,BOS@SF,BOS,SF,50.593,40.56,10.033,BOS,SF,0,4.329,3.297,7.626,4.118,3,4,7,2,5,unknown,unknown,winner,BOS,SF,away,50.593,,,1,0,0,3,4,1,1,unknown,unknown,high,coinflip_close_game
2023,718511,2023-04-19,SF@MIA,SF,MIA,40.811,50.841,10.03,MIA,SF,0,3.876,4.499,8.375,4.522,5,2,7,2,5,unknown,unknown,winner,MIA,SF,home,50.841,,,1,0,0,2,5,3,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,745318,2024-07-10,TOR@SF,TOR,SF,44.406,54.435,10.029,SF,TOR,0,4.025,4.824,8.849,4.778,10,6,16,6,10,unknown,unknown,winner,SF,TOR,home,54.435,,,1,0,0,6,10,4,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,747842,2024-03-23,TB@ATL,TB,ATL,59.629,69.654,10.025,ATL,TB,0,4.455,5.255,9.71,5.243,5,2,7,4,3,unknown,unknown,winner,ATL,TB,home,69.654,,,1,0,0,2,5,3,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,717385,2023-07-16,LAD@NYM,LAD,NYM,57.599,47.577,10.022,LAD,NYM,0,4.836,4.246,9.082,4.904,1,2,3,1,2,unknown,unknown,winner,LAD,NYM,away,57.599,,,1,0,0,1,2,1,1,unknown,unknown,high,coinflip_close_game
2024,746140,2024-05-31,COL@LAD,COL,LAD,46.532,56.552,10.02,LAD,COL,0,4.497,4.66,9.157,4.945,4,1,5,4,1,unknown,unknown,winner,LAD,COL,home,56.552,,,1,0,0,1,4,3,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,747183,2024-06-28,ATH@AZ,ATH,AZ,44.184,54.201,10.017,AZ,ATH,0,4.241,4.806,9.047,4.885,9,4,13,5,8,unknown,unknown,winner,AZ,ATH,home,54.201,,,1,0,0,4,9,5,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,777139,2025-07-11,PHI@SD,PHI,SD,51.686,41.68,10.006,PHI,SD,0,4.326,3.445,7.771,4.196,2,4,6,5,1,unknown,unknown,winner,PHI,SD,away,51.686,,,1,0,0,2,4,2,1,unknown,unknown,high,home_field_or_away_underperformed
2023,718046,2023-05-24,HOU@MIL,HOU,MIL,54.359,44.356,10.003,HOU,MIL,0,4.607,3.735,8.342,4.505,0,4,4,2,2,unknown,unknown,winner,HOU,MIL,away,54.359,,,1,0,0,0,4,4,1,unknown,unknown,high,home_field_or_away_underperformed
2024,746369,2024-07-13,TEX@HOU,TEX,HOU,50.762,60.762,10.0,HOU,TEX,0,4.6,5.214,9.814,5.3,2,1,3,2,1,unknown,unknown,winner,HOU,TEX,home,60.762,,,1,0,0,1,2,1,0,unknown,unknown,high,coinflip_close_game
2024,746909,2024-09-09,BAL@BOS,BAL,BOS,52.045,42.056,9.989,BAL,BOS,0,4.37,3.577,7.947,4.291,3,12,15,6,9,unknown,unknown,winner,BAL,BOS,away,52.045,,,1,0,0,3,12,9,1,unknown,unknown,high,home_field_or_away_underperformed
2025,777578,2025-06-09,CHC@PHI,CHC,PHI,52.245,42.276,9.969,CHC,PHI,0,4.217,3.446,7.663,4.138,3,4,7,3,4,unknown,unknown,winner,CHC,PHI,away,52.245,,,1,0,0,3,4,1,1,unknown,unknown,high,coinflip_close_game
2023,717585,2023-06-28,SD@PIT,SD,PIT,50.582,40.618,9.964,SD,PIT,0,4.46,3.565,8.025,4.334,1,7,8,2,6,unknown,unknown,winner,SD,PIT,away,50.582,,,1,0,0,1,7,6,1,unknown,unknown,high,home_field_or_away_underperformed
2023,717713,2023-06-18,STL@NYM,STL,NYM,45.717,55.678,9.961,NYM,STL,0,4.227,5.026,9.253,4.997,8,7,15,14,1,unknown,unknown,winner,NYM,STL,home,55.678,,,1,0,0,7,8,1,0,unknown,unknown,high,coinflip_close_game
2025,777327,2025-06-28,SF@CWS,SF,CWS,52.009,42.056,9.953,SF,CWS,0,4.44,4.076,8.516,4.599,0,1,1,0,1,unknown,unknown,winner,SF,CWS,away,52.009,,,1,0,0,0,1,1,1,unknown,unknown,high,coinflip_close_game
2023,718695,2023-04-05,SF@CWS,SF,CWS,54.264,44.356,9.908,SF,CWS,0,4.812,4.264,9.076,4.901,3,7,10,5,5,unknown,unknown,winner,SF,CWS,away,54.264,,,1,0,0,3,7,4,1,unknown,unknown,high,home_field_or_away_underperformed
2025,776304,2025-09-16,SD@NYM,SD,NYM,53.667,43.764,9.903,SD,NYM,0,4.656,3.672,8.328,4.497,3,8,11,10,1,unknown,unknown,winner,SD,NYM,away,53.667,,,1,0,0,3,8,5,1,unknown,unknown,high,home_field_or_away_underperformed
2023,717370,2023-07-17,WSN@CHC,WSN,CHC,48.296,58.19,9.894,CHC,WSN,0,4.568,5.218,9.786,5.284,7,5,12,5,7,unknown,unknown,winner,CHC,WSN,home,58.19,,,1,0,0,5,7,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,778443,2025-04-06,STL@BOS,STL,BOS,65.087,55.194,9.893,STL,BOS,0,5.523,4.86,10.383,5.607,4,5,9,3,6,unknown,unknown,winner,STL,BOS,away,65.087,,,1,0,0,4,5,1,1,unknown,unknown,high,coinflip_close_game
2025,778432,2025-04-06,STL@BOS,STL,BOS,65.087,55.194,9.893,STL,BOS,0,5.523,4.86,10.383,5.607,7,18,25,13,12,unknown,unknown,winner,STL,BOS,away,65.087,,,1,0,0,7,18,11,1,unknown,unknown,high,home_field_or_away_underperformed
2025,776966,2025-07-28,TOR@BAL,TOR,BAL,60.325,50.441,9.884,TOR,BAL,0,5.188,4.617,9.805,5.295,4,11,15,14,1,unknown,unknown,winner,TOR,BAL,away,60.325,,,1,0,0,4,11,7,1,unknown,unknown,high,home_field_or_away_underperformed
2023,716493,2023-09-21,PIT@CHC,PIT,CHC,47.673,57.556,9.883,CHC,PIT,0,4.354,5.011,9.365,5.057,8,6,14,3,11,unknown,unknown,winner,CHC,PIT,home,57.556,,,1,0,0,6,8,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,716918,2023-08-20,MIL@TEX,MIL,TEX,46.064,55.936,9.872,TEX,MIL,0,3.925,4.613,8.538,4.611,6,2,8,4,4,unknown,unknown,winner,TEX,MIL,home,55.936,,,1,0,0,2,6,4,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,777715,2025-05-30,MIL@PHI,MIL,PHI,49.18,59.05,9.87,PHI,MIL,0,4.325,4.912,9.237,4.988,6,2,8,6,2,unknown,unknown,winner,PHI,MIL,home,59.05,,,1,0,0,2,6,4,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,716938,2023-08-19,MIL@TEX,MIL,TEX,48.058,57.915,9.857,TEX,MIL,0,4.127,4.792,8.919,4.816,6,1,7,3,4,unknown,unknown,winner,TEX,MIL,home,57.915,,,1,0,0,1,6,5,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,717993,2023-05-28,STL@CLE,STL,CLE,53.213,43.366,9.847,STL,CLE,0,4.739,3.947,8.686,4.69,3,4,7,5,2,unknown,unknown,winner,STL,CLE,away,53.213,,,1,0,0,3,4,1,1,unknown,unknown,high,coinflip_close_game
2025,777207,2025-07-06,TEX@SD,TEX,SD,54.397,44.55,9.847,TEX,SD,0,4.798,3.748,8.546,4.615,1,4,5,3,2,unknown,unknown,winner,TEX,SD,away,54.397,,,1,0,0,1,4,3,1,unknown,unknown,high,home_field_or_away_underperformed
2023,718389,2023-04-28,PHI@HOU,PHI,HOU,43.203,53.042,9.839,HOU,PHI,0,3.766,4.371,8.137,4.394,3,1,4,3,1,unknown,unknown,winner,HOU,PHI,home,53.042,,,1,0,0,1,3,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,777670,2025-06-02,LAA@BOS,LAA,BOS,41.713,51.55,9.837,BOS,LAA,0,3.786,4.504,8.29,4.477,7,6,13,11,2,unknown,unknown,winner,BOS,LAA,home,51.55,,,1,0,0,6,7,1,0,unknown,unknown,high,coinflip_close_game
2025,778301,2025-04-16,CLE@BAL,CLE,BAL,53.77,43.945,9.825,CLE,BAL,0,4.649,4.059,8.708,4.702,1,9,10,5,5,unknown,unknown,winner,CLE,BAL,away,53.77,,,1,0,0,1,9,8,1,unknown,unknown,high,home_field_or_away_underperformed
2024,745953,2024-08-12,LAD@MIL,LAD,MIL,51.597,61.414,9.817,MIL,LAD,0,4.324,5.261,9.585,5.176,5,2,7,4,3,unknown,unknown,winner,MIL,LAD,home,61.414,,,1,0,0,2,5,3,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,745368,2024-09-08,SF@SD,SF,SD,44.179,53.995,9.816,SD,SF,0,3.854,4.615,8.469,4.573,7,6,13,7,6,unknown,unknown,winner,SD,SF,home,53.995,,,1,0,0,6,7,1,0,unknown,unknown,high,coinflip_close_game
2023,717812,2023-06-10,NYM@PIT,NYM,PIT,48.297,58.103,9.806,PIT,NYM,0,4.391,5.12,9.511,5.136,5,1,6,2,4,unknown,unknown,winner,PIT,NYM,home,58.103,,,1,0,0,1,5,4,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,778045,2025-05-05,SD@NYY,SD,NYY,45.338,55.126,9.788,NYY,SD,0,3.479,4.567,8.046,4.345,4,3,7,2,5,unknown,unknown,winner,NYY,SD,home,55.126,,,1,0,0,3,4,1,0,unknown,unknown,high,coinflip_close_game
2023,718214,2023-05-12,NYM@WSN,NYM,WSN,40.991,50.776,9.785,WSN,NYM,0,3.569,4.648,8.217,4.437,3,2,5,2,3,unknown,unknown,winner,WSN,NYM,home,50.776,,,1,0,0,2,3,1,0,unknown,unknown,high,coinflip_close_game
2025,777364,2025-06-24,MIA@SF,MIA,SF,45.044,54.819,9.775,SF,MIA,0,4.267,4.607,8.874,4.792,4,2,6,5,1,unknown,unknown,winner,SF,MIA,home,54.819,,,1,0,0,2,4,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,777258,2025-07-03,DET@WSN,DET,WSN,64.116,54.341,9.775,DET,WSN,0,5.456,5.08,10.536,5.689,7,11,18,12,6,unknown,unknown,winner,DET,WSN,away,64.116,,,1,0,0,7,11,4,1,unknown,unknown,high,home_field_or_away_underperformed
2024,745162,2024-06-27,CIN@STL,CIN,STL,44.741,54.503,9.762,STL,CIN,0,3.957,4.82,8.777,4.74,11,4,15,12,3,unknown,unknown,winner,STL,CIN,home,54.503,,,1,0,0,4,11,7,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,745279,2024-03-31,BOS@SEA,BOS,SEA,44.364,54.124,9.76,SEA,BOS,0,3.766,4.414,8.18,4.417,5,1,6,5,1,unknown,unknown,winner,SEA,BOS,home,54.124,,,1,0,0,1,5,4,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,746783,2024-06-18,HOU@CWS,HOU,CWS,52.946,43.19,9.756,HOU,CWS,0,4.612,4.399,9.011,4.866,0,2,2,2,0,unknown,unknown,winner,HOU,CWS,away,52.946,,,1,0,0,0,2,2,1,unknown,unknown,high,home_field_or_away_underperformed
2023,718142,2023-05-17,PIT@DET,PIT,DET,37.537,47.29,9.753,DET,PIT,0,3.078,4.295,7.373,3.981,8,0,8,4,4,unknown,unknown,winner,DET,PIT,home,47.29,,,1,0,0,0,8,8,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,776328,2025-09-13,LAD@SF,LAD,SF,47.465,57.21,9.745,SF,LAD,0,3.945,5.017,8.962,4.839,13,7,20,16,4,unknown,unknown,winner,SF,LAD,home,57.21,,,1,0,0,7,13,6,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,718489,2023-04-21,HOU@ATL,HOU,ATL,49.602,59.343,9.741,ATL,HOU,0,4.31,4.62,8.93,4.822,6,4,10,5,5,unknown,unknown,winner,ATL,HOU,home,59.343,,,1,0,0,4,6,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,716703,2023-09-05,PHI@SD,PHI,SD,62.395,52.663,9.732,PHI,SD,0,5.459,4.656,10.115,5.462,0,8,8,3,5,unknown,unknown,winner,PHI,SD,away,62.395,,,1,0,0,0,8,8,1,unknown,unknown,high,home_field_or_away_underperformed
2023,717003,2023-08-13,SD@AZ,SD,AZ,52.848,43.127,9.721,SD,AZ,0,4.65,3.762,8.412,4.542,4,5,9,5,4,unknown,unknown,winner,SD,AZ,away,52.848,,,1,0,0,4,5,1,1,unknown,unknown,high,coinflip_close_game
2023,717914,2023-06-03,PHI@WSN,PHI,WSN,46.39,56.105,9.715,WSN,PHI,0,4.29,5.142,9.432,5.093,4,2,6,4,2,unknown,unknown,winner,WSN,PHI,home,56.105,,,1,0,0,2,4,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,778480,2025-04-02,TEX@CIN,TEX,CIN,42.757,52.469,9.712,CIN,TEX,0,3.54,4.642,8.182,4.418,1,0,1,1,0,unknown,unknown,winner,CIN,TEX,home,52.469,,,1,0,0,0,1,1,0,unknown,unknown,high,coinflip_close_game
2023,717848,2023-06-08,CWS@NYY,CWS,NYY,46.986,56.697,9.711,NYY,CWS,0,4.31,4.769,9.079,4.903,6,5,11,9,2,unknown,unknown,winner,NYY,CWS,home,56.697,,,1,0,0,5,6,1,0,unknown,unknown,high,coinflip_close_game
2023,717837,2023-06-09,LAD@PHI,LAD,PHI,59.243,49.54,9.703,LAD,PHI,0,5.033,4.478,9.511,5.136,4,5,9,5,4,unknown,unknown,winner,LAD,PHI,away,59.243,,,1,0,0,4,5,1,1,unknown,unknown,high,coinflip_close_game
2024,745968,2024-07-09,PIT@MIL,PIT,MIL,45.69,55.359,9.669,MIL,PIT,0,4.078,4.584,8.662,4.677,12,2,14,4,10,unknown,unknown,winner,MIL,PIT,home,55.359,,,1,0,0,2,12,10,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,777439,2025-06-20,ATL@MIA,ATL,MIA,54.005,44.336,9.669,ATL,MIA,0,4.779,4.118,8.897,4.804,2,6,8,5,3,unknown,unknown,winner,ATL,MIA,away,54.005,,,1,0,0,2,6,4,1,unknown,unknown,high,home_field_or_away_underperformed
2024,744829,2024-07-19,CIN@WSN,CIN,WSN,58.938,49.273,9.665,CIN,WSN,0,5.327,4.469,9.796,5.29,5,8,13,8,5,unknown,unknown,winner,CIN,WSN,away,58.938,,,1,0,0,5,8,3,1,unknown,unknown,high,home_field_or_away_underperformed
2025,777355,2025-06-25,MIA@SF,MIA,SF,41.647,51.312,9.665,SF,MIA,0,3.897,4.257,8.154,4.403,8,5,13,4,9,unknown,unknown,winner,SF,MIA,home,51.312,,,1,0,0,5,8,3,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,745647,2024-07-02,LAA@ATH,LAA,ATH,49.729,40.066,9.663,LAA,ATH,0,4.567,3.717,8.284,4.473,5,7,12,5,7,unknown,unknown,winner,LAA,ATH,away,49.729,,,1,0,0,5,7,2,1,unknown,unknown,high,home_field_or_away_underperformed
2023,717407,2023-07-14,WSN@STL,WSN,STL,45.921,55.583,9.662,STL,WSN,0,4.297,5.127,9.424,5.089,7,5,12,8,4,unknown,unknown,winner,STL,WSN,home,55.583,,,1,0,0,5,7,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,776958,2025-07-28,TEX@LAA,TEX,LAA,53.799,44.146,9.653,TEX,LAA,0,4.626,3.846,8.472,4.575,4,6,10,5,5,unknown,unknown,winner,TEX,LAA,away,53.799,,,1,0,0,4,6,2,1,unknown,unknown,high,home_field_or_away_underperformed
2025,777967,2025-05-11,ATL@PIT,ATL,PIT,44.414,34.774,9.64,ATL,PIT,0,3.821,3.326,7.147,3.859,3,4,7,3,4,unknown,unknown,winner,ATL,PIT,away,44.414,,,1,0,0,3,4,1,1,unknown,unknown,high,coinflip_close_game
2025,776368,2025-09-11,DET@NYY,DET,NYY,60.078,50.444,9.634,DET,NYY,0,5.212,4.233,9.445,5.1,3,9,12,10,2,unknown,unknown,winner,DET,NYY,away,60.078,,,1,0,0,3,9,6,1,unknown,unknown,high,home_field_or_away_underperformed
2023,718567,2023-04-15,AZ@MIA,AZ,MIA,55.652,46.022,9.63,AZ,MIA,0,4.878,4.198,9.076,4.901,2,3,5,2,3,unknown,unknown,winner,AZ,MIA,away,55.652,,,1,0,0,2,3,1,1,unknown,unknown,high,coinflip_close_game
2023,717905,2023-06-03,NYY@LAD,NYY,LAD,54.022,63.65,9.628,LAD,NYY,0,4.642,5.422,10.064,5.435,6,3,9,5,4,unknown,unknown,winner,LAD,NYY,home,63.65,,,1,0,0,3,6,3,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,778164,2025-04-26,MIL@STL,MIL,STL,53.265,43.639,9.626,MIL,STL,0,4.671,3.825,8.496,4.588,5,6,11,7,4,unknown,unknown,winner,MIL,STL,away,53.265,,,1,0,0,5,6,1,1,unknown,unknown,high,coinflip_close_game
2023,716825,2023-08-27,CLE@TOR,CLE,TOR,41.395,51.006,9.611,TOR,CLE,0,3.613,4.328,7.941,4.288,10,7,17,7,10,unknown,unknown,winner,TOR,CLE,home,51.006,,,1,0,0,7,10,3,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,776647,2025-08-22,BOS@NYY,BOS,NYY,50.978,60.589,9.611,NYY,BOS,0,4.343,5.239,9.582,5.174,1,0,1,0,1,unknown,unknown,winner,NYY,BOS,home,60.589,,,1,0,0,0,1,1,0,unknown,unknown,high,coinflip_close_game
2025,777562,2025-06-11,DET@BAL,DET,BAL,49.715,40.152,9.563,DET,BAL,0,3.845,3.76,7.605,4.107,1,10,11,2,9,unknown,unknown,winner,DET,BAL,away,49.715,,,1,0,0,1,10,9,1,unknown,unknown,high,home_field_or_away_underperformed
2023,717406,2023-07-14,DET@SEA,DET,SEA,47.52,57.081,9.561,SEA,DET,0,4.372,5.005,9.377,5.064,5,4,9,5,4,unknown,unknown,winner,SEA,DET,home,57.081,,,1,0,0,4,5,1,0,unknown,unknown,high,coinflip_close_game
2023,716479,2023-09-22,TOR@TB,TOR,TB,44.19,53.749,9.559,TB,TOR,0,3.691,4.395,8.086,4.366,6,2,8,1,7,unknown,unknown,winner,TB,TOR,home,53.749,,,1,0,0,2,6,4,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,776615,2025-08-24,KC@DET,KC,DET,46.441,55.991,9.55,DET,KC,0,4.007,4.676,8.683,4.689,10,8,18,13,5,unknown,unknown,winner,DET,KC,home,55.991,,,1,0,0,8,10,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,776851,2025-08-06,BAL@PHI,BAL,PHI,49.535,59.078,9.543,PHI,BAL,0,4.557,5.026,9.583,5.175,5,1,6,5,1,unknown,unknown,winner,PHI,BAL,home,59.078,,,1,0,0,1,5,4,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,716702,2023-09-05,COL@AZ,COL,AZ,46.443,55.96,9.517,AZ,COL,0,4.531,4.981,9.512,5.136,3,2,5,5,0,unknown,unknown,winner,AZ,COL,home,55.96,,,1,0,0,2,3,1,0,unknown,unknown,high,coinflip_close_game
2024,746319,2024-04-22,TOR@KC,TOR,KC,44.933,54.435,9.502,KC,TOR,0,3.998,4.675,8.673,4.683,5,3,8,3,5,unknown,unknown,winner,KC,TOR,home,54.435,,,1,0,0,3,5,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,745034,2024-04-08,HOU@TEX,HOU,TEX,44.898,54.396,9.498,TEX,HOU,0,3.752,4.78,8.532,4.607,10,5,15,15,0,unknown,unknown,winner,TEX,HOU,home,54.396,,,1,0,0,5,10,5,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,745552,2024-07-12,ATH@PHI,ATH,PHI,49.622,59.117,9.495,PHI,ATH,0,4.731,4.877,9.608,5.188,6,2,8,6,2,unknown,unknown,winner,PHI,ATH,home,59.117,,,1,0,0,2,6,4,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,745735,2024-06-08,LAD@NYY,LAD,NYY,49.28,58.765,9.485,NYY,LAD,0,4.006,4.672,8.678,4.686,11,3,14,5,9,unknown,unknown,winner,NYY,LAD,home,58.765,,,1,0,0,3,11,8,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,777913,2025-05-15,TB@TOR,TB,TOR,47.704,57.179,9.475,TOR,TB,0,4.289,5.16,9.449,5.102,8,3,11,7,4,unknown,unknown,winner,TOR,TB,home,57.179,,,1,0,0,3,8,5,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,776290,2025-09-17,TOR@TB,TOR,TB,51.917,42.442,9.475,TOR,TB,0,4.345,3.579,7.924,4.279,1,2,3,2,1,unknown,unknown,winner,TOR,TB,away,51.917,,,1,0,0,1,2,1,1,unknown,unknown,high,coinflip_close_game
2023,716586,2023-09-14,TB@BAL,TB,BAL,52.973,62.444,9.471,BAL,TB,0,4.352,5.279,9.631,5.201,4,3,7,6,1,unknown,unknown,winner,BAL,TB,home,62.444,,,1,0,0,3,4,1,0,unknown,unknown,high,coinflip_close_game
2024,746248,2024-04-06,BOS@LAA,BOS,LAA,56.679,47.209,9.47,BOS,LAA,0,4.556,4.121,8.677,4.686,1,2,3,1,2,unknown,unknown,winner,BOS,LAA,away,56.679,,,1,0,0,1,2,1,1,unknown,unknown,high,coinflip_close_game
2024,747123,2024-05-15,CHC@ATL,CHC,ATL,42.202,51.663,9.461,ATL,CHC,0,3.66,4.101,7.761,4.191,7,1,8,5,3,unknown,unknown,winner,ATL,CHC,home,51.663,,,1,0,0,1,7,6,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,778142,2025-04-28,DET@HOU,DET,HOU,52.312,42.859,9.453,DET,HOU,0,4.117,3.555,7.672,4.143,5,8,13,5,8,unknown,unknown,winner,DET,HOU,away,52.312,,,1,0,0,5,8,3,1,unknown,unknown,high,home_field_or_away_underperformed
2025,776480,2025-09-02,BAL@SD,BAL,SD,47.104,56.539,9.435,SD,BAL,0,4.32,4.9,9.22,4.979,6,2,8,7,1,unknown,unknown,winner,SD,BAL,home,56.539,,,1,0,0,2,6,4,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,745414,2024-05-29,MIA@SD,MIA,SD,37.439,46.871,9.432,SD,MIA,0,3.561,3.969,7.53,4.066,9,1,10,7,3,unknown,unknown,winner,SD,MIA,home,46.871,,,1,0,0,1,9,8,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,744955,2024-09-22,SEA@TEX,SEA,TEX,55.299,45.868,9.431,SEA,TEX,0,4.881,4.089,8.97,4.844,5,6,11,2,9,unknown,unknown,winner,SEA,TEX,away,55.299,,,1,0,0,5,6,1,1,unknown,unknown,high,coinflip_close_game
2023,716635,2023-09-11,WSN@PIT,WSN,PIT,44.523,53.943,9.42,PIT,WSN,0,4.051,4.973,9.024,4.873,6,2,8,5,3,unknown,unknown,winner,PIT,WSN,home,53.943,,,1,0,0,2,6,4,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,718187,2023-05-14,STL@BOS,STL,BOS,51.737,61.155,9.418,BOS,STL,0,4.884,5.332,10.216,5.517,9,1,10,5,5,unknown,unknown,winner,BOS,STL,home,61.155,,,1,0,0,1,9,8,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,718361,2023-05-01,ATL@NYM,ATL,NYM,55.433,46.016,9.417,ATL,NYM,0,4.439,3.85,8.289,4.476,3,5,8,2,6,unknown,unknown,winner,ATL,NYM,away,55.433,,,1,0,0,3,5,2,1,unknown,unknown,high,home_field_or_away_underperformed
2023,718580,2023-04-14,LAA@BOS,LAA,BOS,56.482,47.07,9.412,LAA,BOS,0,4.699,4.34,9.039,4.881,3,5,8,5,3,unknown,unknown,winner,LAA,BOS,away,56.482,,,1,0,0,3,5,2,1,unknown,unknown,high,home_field_or_away_underperformed
2024,746978,2024-04-12,LAA@BOS,LAA,BOS,46.549,55.957,9.408,BOS,LAA,0,4.186,4.711,8.897,4.804,7,0,7,5,2,unknown,unknown,winner,BOS,LAA,home,55.957,,,1,0,0,0,7,7,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,776751,2025-08-13,TB@ATH,TB,ATH,44.337,53.738,9.401,ATH,TB,0,3.791,4.938,8.729,4.714,8,2,10,8,2,unknown,unknown,winner,ATH,TB,home,53.738,,,1,0,0,2,8,6,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,776773,2025-08-12,DET@CWS,DET,CWS,54.116,44.718,9.398,DET,CWS,0,4.566,4.218,8.784,4.743,6,9,15,6,9,unknown,unknown,winner,DET,CWS,away,54.116,,,1,0,0,6,9,3,1,unknown,unknown,high,home_field_or_away_underperformed
2025,776534,2025-08-29,AZ@LAD,AZ,LAD,48.65,58.048,9.398,LAD,AZ,0,4.267,4.941,9.208,4.972,3,0,3,2,1,unknown,unknown,winner,LAD,AZ,home,58.048,,,1,0,0,0,3,3,0,unknown,unknown,high,model_missed_team_strength_or_pitching
