candidate_id,game,derivative_type,market_ticker,original_label,replayed_label,process_grade,side,bid,ask,mid,spread_cents,tape_label,raw_edge_cents,entry_price_cents,entry_friction_cents,exit_friction_cents,spread_penalty_cents,thin_tape_penalty_cents,conservative_fee_buffer_cents,conservative_net_edge_cents,paper_take_eligible,friction_fail_reason,hedge_alternative_cost_cents
860,SD@STL,team_total,KXMLBTEAMTOTAL-26JUN151945SDSTL-SD2,watch,observe,bad_process,YES,31,36,33,5,usable_tape,64,36,3,3,0,0,5,53,True,,69
861,MIA@PHI,fg_total,KXMLBTOTAL-26JUN151840MIAPHI-6,blocked,blocked,questionable_process,NO,88,89,88,1,usable_tape,88,12,1,1,0,0,4,82,True,,89
862,DET@HOU,team_total,KXMLBTEAMTOTAL-26JUN152010DETHOU-HOU2,watch,observe,bad_process,YES,74,80,77,6,usable_tape,20,80,3,3,0,0,5,9,True,,26
863,NYM@CIN,team_total,KXMLBTEAMTOTAL-26JUN151910NYMCIN-NYM5,blocked,blocked,sound_process,YES,9,63,36,54,usable_tape,37,63,27,27,12,0,5,-34,False,severe_wide_spread,91
864,MIN@TEX,fg_total,KXMLBTOTAL-26JUN152005MINTEX-8,blocked,blocked,questionable_process,NO,73,74,73,1,usable_tape,73,27,1,1,0,0,5,66,True,,74
865,SD@STL,team_total,KXMLBTEAMTOTAL-26JUN151945SDSTL-SD2,blocked,blocked,questionable_process,YES,31,36,33,5,usable_tape,64,36,3,3,0,0,5,53,True,,69
866,MIA@PHI,fg_total,KXMLBTOTAL-26JUN151840MIAPHI-6,blocked,blocked,questionable_process,NO,88,89,88,1,usable_tape,88,12,1,1,0,0,4,82,True,,89
867,MIA@PHI,fg_total,KXMLBTOTAL-26JUN151840MIAPHI-6,blocked,blocked,questionable_process,NO,88,89,88,1,usable_tape,88,12,1,1,0,0,4,82,True,,89
868,DET@HOU,team_total,KXMLBTEAMTOTAL-26JUN152010DETHOU-HOU2,blocked,blocked,questionable_process,YES,74,80,77,6,usable_tape,20,80,3,3,0,0,5,9,True,,26
869,MIN@TEX,fg_total,KXMLBTOTAL-26JUN152005MINTEX-8,watch,watch,questionable_process,NO,73,74,73,1,usable_tape,73,27,1,1,0,0,5,66,True,,74
870,MIA@PHI,fg_total,KXMLBTOTAL-26JUN151840MIAPHI-6,blocked,blocked,questionable_process,NO,88,89,88,1,usable_tape,88,12,1,1,0,0,4,82,True,,89
871,MIA@PHI,fg_total,KXMLBTOTAL-26JUN151840MIAPHI-6,blocked,blocked,questionable_process,NO,88,89,88,1,usable_tape,88,12,1,1,0,0,4,82,True,,89
872,DET@HOU,team_total,KXMLBTEAMTOTAL-26JUN152010DETHOU-HOU2,watch,observe,bad_process,YES,74,80,77,6,usable_tape,20,80,3,3,0,0,5,9,True,,26
873,MIN@TEX,fg_total,KXMLBTOTAL-26JUN152005MINTEX-8,blocked,blocked,questionable_process,NO,73,74,73,1,usable_tape,73,27,1,1,0,0,5,66,True,,74
874,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,watch,watch,questionable_process,NO,94,96,95,2,usable_tape,94,6,1,1,0,0,4,88,True,,96
875,DET@HOU,f5_total,KXMLBF5TOTAL-26JUN152010DETHOU-1,watch,blocked,bad_process,NO,99,100,99,1,usable_tape,99,1,1,1,0,0,4,93,True,,100
876,DET@HOU,team_total,KXMLBTEAMTOTAL-26JUN152010DETHOU-HOU2,watch,suppress,bad_process,YES,74,80,77,6,usable_tape,20,80,3,3,0,0,5,9,True,,26
877,MIA@PHI,fg_total,KXMLBTOTAL-26JUN151840MIAPHI-6,blocked,blocked,questionable_process,NO,88,89,88,1,usable_tape,88,12,1,1,0,0,4,82,True,,89
878,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,watch,watch,questionable_process,NO,94,96,95,2,usable_tape,94,6,1,1,0,0,4,88,True,,96
879,DET@HOU,f5_total,KXMLBF5TOTAL-26JUN152010DETHOU-1,watch,blocked,bad_process,NO,99,100,99,1,usable_tape,99,1,1,1,0,0,4,93,True,,100
880,DET@HOU,team_total,KXMLBTEAMTOTAL-26JUN152010DETHOU-HOU2,watch,suppress,bad_process,YES,74,80,77,6,usable_tape,20,80,3,3,0,0,5,9,True,,26
881,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,blocked,blocked,questionable_process,NO,94,96,95,2,usable_tape,94,6,1,1,0,0,4,88,True,,96
882,DET@HOU,f5_total,KXMLBF5TOTAL-26JUN152010DETHOU-1,blocked,blocked,sound_process,NO,99,100,99,1,usable_tape,99,1,1,1,0,0,4,93,True,,100
883,DET@HOU,team_total,KXMLBTEAMTOTAL-26JUN152010DETHOU-HOU2,blocked,blocked,questionable_process,YES,74,80,77,6,usable_tape,20,80,3,3,0,0,5,9,True,,26
884,MIN@TEX,fg_total,KXMLBTOTAL-26JUN152005MINTEX-8,watch,watch,questionable_process,NO,73,74,73,1,usable_tape,73,27,1,1,0,0,5,66,True,,74
885,MIN@TEX,team_total,KXMLBTEAMTOTAL-26JUN152005MINTEX-TEX2,watch,suppress,bad_process,YES,99,100,99,1,usable_tape,0,100,1,1,0,0,3,-5,False,insufficient_net_edge,1
886,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,watch,watch,questionable_process,NO,94,96,95,2,usable_tape,94,6,1,1,0,0,4,88,True,,96
887,DET@HOU,f5_total,KXMLBF5TOTAL-26JUN152010DETHOU-1,blocked,blocked,sound_process,NO,99,100,99,1,usable_tape,99,1,1,1,0,0,4,93,True,,100
888,DET@HOU,team_total,KXMLBTEAMTOTAL-26JUN152010DETHOU-HOU2,watch,suppress,bad_process,YES,74,80,77,6,usable_tape,20,80,3,3,0,0,5,9,True,,26
