feature,feature_value,outcome,seasons_seen,season_count,total_count,min_season_count,avg_rate,avg_lift,min_lift,max_lift,stability_label
bullpen_outs_last_2d_bucket,heavy_19_27,team_f5_runs_2plus,"2023,2024,2025",3,7541,2450,0.59,0.0069,0.0006,0.0174,mixed_or_noisy
BD_L5_bucket,avg_95_105,opponent_runs_4plus,"2023,2024,2025",3,1588,515,0.5511,-0.0069,-0.0615,0.0216,mixed_or_noisy
BO_gap_bucket,plus_7_to_15,team_won,"2023,2024,2025",3,1245,378,0.4924,-0.0069,-0.0079,-0.0059,mixed_or_noisy
BD_gap_bucket,minus_7_to_15,team_post5_runs_2plus,"2023,2024,2025",3,1162,383,0.4879,0.0069,-0.007,0.0221,mixed_or_noisy
BD_gap_bucket,plus_7_to_15,opponent_post5_runs_2plus,"2023,2024,2025",3,1162,383,0.4879,0.0069,-0.007,0.0221,mixed_or_noisy
BD_chaos_bucket,very_high_115_plus,team_post5_runs_2plus,"2023,2024,2025",3,5675,1870,0.4742,-0.0068,-0.0127,0.0013,mixed_or_noisy
BO_vs_opponent_BD_gap_bucket,plus_15_plus,opponent_runs_5plus,"2023,2024,2025",3,4841,1576,0.4248,-0.0068,-0.0176,0.0017,mixed_or_noisy
BO_event_bucket,low_85_95,team_post5_runs_2plus,"2023,2024,2025",3,3090,1000,0.4742,-0.0068,-0.0175,0.0039,mixed_or_noisy
BO_gap_bucket,minus_7_to_15,team_won,"2023,2024,2025",3,1245,378,0.5061,0.0068,0.0059,0.0079,mixed_or_noisy
reliever_appearances_last_2d_bucket,high_7_10,team_runs_5plus,"2023,2024,2025",3,7197,2314,0.4383,0.0067,0.0052,0.0075,mixed_or_noisy
reliever_appearances_last_2d_bucket,medium_4_6,team_post5_runs_2plus,"2023,2024,2025",3,7058,2298,0.4743,-0.0067,-0.0127,-0.0031,mixed_or_noisy
BO_vs_opponent_BD_gap_bucket,plus_15_plus,opponent_runs_4plus,"2023,2024,2025",3,4841,1576,0.5512,-0.0067,-0.0288,0.0127,mixed_or_noisy
bullpen_outs_last_2d_bucket,normal_10_18,game_total_10plus,"2023,2024,2025",3,4624,1511,0.3924,-0.0067,-0.0186,0.0,mixed_or_noisy
bullpen_outs_last_2d_bucket,normal_10_18,game_total_9plus,"2023,2024,2025",3,4624,1511,0.4917,-0.0067,-0.0256,0.0064,mixed_or_noisy
extra_innings_previous_game,yes,team_f5_runs_2plus,"2023,2024,2025",3,1268,409,0.5764,-0.0067,-0.0428,0.0156,mixed_or_noisy
back_to_back_reliever_count_bucket,zero,team_runs_5plus,"2023,2024,2025",3,8313,2672,0.425,-0.0066,-0.0106,-0.0034,mixed_or_noisy
BD_L10_bucket,low_85_95,game_total_10plus,"2023,2024,2025",3,1972,648,0.4057,0.0066,0.0014,0.0144,mixed_or_noisy
BD_bucket,low_85_95,game_total_10plus,"2023,2024,2025",3,1972,648,0.4057,0.0066,0.0014,0.0144,mixed_or_noisy
BD_chaos_bucket,low_85_95,opponent_runs_4plus,"2023,2024,2025",3,1669,506,0.5646,0.0066,-0.0273,0.0243,mixed_or_noisy
BD_gap_bucket,plus_7_to_15,team_won,"2023,2024,2025",3,1162,383,0.506,0.0066,0.0007,0.014,mixed_or_noisy
reliever_appearances_last_2d_bucket,low_1_3,team_runs_5plus,"2023,2024,2025",3,422,131,0.4382,0.0066,-0.0243,0.0639,mixed_or_noisy
BO_plus_weak_BD_tag,no,team_f5_runs_2plus,"2023,2024,2025",3,12105,3938,0.5766,-0.0065,-0.0094,-0.0015,mixed_or_noisy
starter_short_outing_previous_game,no,team_f5_runs_2plus,"2023,2024,2025",3,9923,3280,0.5897,0.0065,0.0059,0.0073,mixed_or_noisy
reliever_appearances_last_2d_bucket,medium_4_6,team_runs_4plus,"2023,2024,2025",3,7058,2298,0.5515,-0.0065,-0.0082,-0.0054,mixed_or_noisy
BD_chaos_bucket,very_high_115_plus,team_f5_runs_2plus,"2023,2024,2025",3,5675,1870,0.5897,0.0065,0.0034,0.0095,mixed_or_noisy
BO_L5_bucket,very_high_115_plus,opponent_runs_5plus,"2023,2024,2025",3,5192,1714,0.4251,-0.0065,-0.0206,0.0042,mixed_or_noisy
bullpen_outs_last_2d_bucket,normal_10_18,opponent_post5_runs_2plus,"2023,2024,2025",3,4624,1511,0.4744,-0.0065,-0.0122,-0.0036,mixed_or_noisy
BO_plus_weak_BD_tag,no,team_post5_runs_2plus,"2023,2024,2025",3,12105,3938,0.4746,-0.0064,-0.0095,-0.0039,mixed_or_noisy
back_to_back_reliever_count_bucket,low_1_3,game_total_9plus,"2023,2024,2025",3,6526,2093,0.5049,0.0064,0.0015,0.0114,mixed_or_noisy
BD_gap_bucket,neutral_minus7_plus7,game_total_10plus,"2023,2024,2025",3,2046,624,0.4055,0.0064,0.0003,0.0181,mixed_or_noisy
bullpen_outs_last_2d_bucket,heavy_19_27,opponent_runs_4plus,"2023,2024,2025",3,7541,2450,0.5642,0.0063,-0.0014,0.0109,mixed_or_noisy
big_inning_allowed_rate_L10_bucket,avg_40_55,team_post5_runs_2plus,"2023,2024,2025",3,6294,1979,0.4872,0.0063,0.0029,0.0102,mixed_or_noisy
error_rate_L10_bucket,low_lt_25,team_runs_4plus,"2023,2024,2025",3,3402,1051,0.5642,0.0063,-0.004,0.0152,mixed_or_noisy
BO_vs_opponent_BD_gap_bucket,neutral_minus7_plus7,team_won,"2023,2024,2025",3,2131,679,0.5057,0.0063,-0.0072,0.0228,mixed_or_noisy
reliever_appearances_last_2d_bucket,high_7_10,team_post5_runs_2plus,"2023,2024,2025",3,7197,2314,0.4872,0.0062,0.0002,0.0155,mixed_or_noisy
back_to_back_reliever_count_bucket,low_1_3,opponent_post5_runs_2plus,"2023,2024,2025",3,6526,2093,0.4872,0.0062,0.0028,0.01,mixed_or_noisy
BO_L5_bucket,very_low_lt_85,game_total_10plus,"2023,2024,2025",3,4859,1580,0.3929,-0.0062,-0.0174,0.0015,mixed_or_noisy
avoid_low_BO_strong_BD_tag,yes,game_total_10plus,"2023,2024,2025",3,3132,974,0.3929,-0.0062,-0.0156,0.0004,mixed_or_noisy
big_inning_allowed_rate_L10_bucket,below_avg_25_40,game_total_9plus,"2023,2024,2025",3,3121,955,0.4923,-0.0062,-0.0145,0.0066,mixed_or_noisy
error_rate_L10_bucket,very_high_70_plus,team_runs_5plus,"2023,2024,2025",3,2187,638,0.4253,-0.0062,-0.0216,0.02,mixed_or_noisy
BD_gap_bucket,minus_7_to_15,team_won,"2023,2024,2025",3,1162,383,0.4932,-0.0062,-0.014,0.0007,mixed_or_noisy
reliever_appearances_last_2d_bucket,medium_4_6,team_runs_5plus,"2023,2024,2025",3,7058,2298,0.4255,-0.0061,-0.0097,-0.0024,mixed_or_noisy
BO_plus_tired_bullpen_tag,yes,f5_total_4plus,"2023,2024,2025",3,5172,1717,0.6321,0.0061,0.0056,0.007,mixed_or_noisy
BD_L5_bucket,very_low_lt_85,f5_total_4plus,"2023,2024,2025",3,4438,1461,0.632,0.0061,0.004,0.0085,mixed_or_noisy
error_rate_L10_bucket,very_high_70_plus,team_runs_4plus,"2023,2024,2025",3,2187,638,0.5518,-0.0061,-0.0305,0.0155,mixed_or_noisy
BO_L5_bucket,low_85_95,opponent_runs_4plus,"2023,2024,2025",3,1584,514,0.5518,-0.0061,-0.0095,0.0006,mixed_or_noisy
BO_plus_tired_bullpen_tag,no,team_f5_runs_2plus,"2023,2024,2025",3,9840,3214,0.5772,-0.006,-0.0088,-0.0036,mixed_or_noisy
BD_gap_bucket,neutral_minus7_plus7,team_f5_runs_2plus,"2023,2024,2025",3,2046,624,0.5892,0.006,-0.0282,0.0238,mixed_or_noisy
BO_plus_tired_bullpen_tag,no,game_total_9plus,"2023,2024,2025",3,9840,3214,0.4925,-0.0059,-0.0084,-0.0047,mixed_or_noisy
bullpen_outs_last_2d_bucket,heavy_19_27,game_total_9plus,"2023,2024,2025",3,7541,2450,0.5044,0.0059,0.0025,0.01,mixed_or_noisy
BO_L5_bucket,very_high_115_plus,game_total_9plus,"2023,2024,2025",3,5192,1714,0.5043,0.0059,-0.0062,0.0164,mixed_or_noisy
BO_vs_opponent_BD_gap_bucket,neutral_minus7_plus7,team_runs_5plus,"2023,2024,2025",3,2131,679,0.4256,-0.0059,-0.0207,0.0179,mixed_or_noisy
BD_chaos_bucket,low_85_95,game_total_10plus,"2023,2024,2025",3,1669,506,0.405,0.0059,-0.0108,0.0269,mixed_or_noisy
BO_vs_opponent_BD_gap_bucket,plus_7_to_15,f5_total_4plus,"2023,2024,2025",3,1120,353,0.6319,0.0059,-0.0076,0.0148,mixed_or_noisy
starter_short_outing_previous_game,no,team_won,"2023,2024,2025",3,9923,3280,0.5051,0.0058,0.0043,0.0071,mixed_or_noisy
starter_short_outing_previous_game,yes,team_runs_4plus,"2023,2024,2025",3,5089,1662,0.5521,-0.0058,-0.0107,-0.0022,mixed_or_noisy
BO_gap_bucket,neutral_minus7_plus7,f5_total_4plus,"2023,2024,2025",3,2234,708,0.6318,0.0058,-0.0059,0.0271,mixed_or_noisy
error_rate_L10_bucket,high_55_70,team_runs_4plus,"2023,2024,2025",3,1691,520,0.5521,-0.0058,-0.0105,-0.0018,mixed_or_noisy
reliever_appearances_last_2d_bucket,low_1_3,opponent_runs_4plus,"2023,2024,2025",3,422,131,0.5638,0.0058,-0.0531,0.0412,mixed_or_noisy
reliever_appearances_last_2d_bucket,low_1_3,team_f5_runs_2plus,"2023,2024,2025",3,422,131,0.5773,-0.0058,-0.0563,0.0555,mixed_or_noisy
BD_chaos_bucket,very_high_115_plus,opponent_post5_runs_2plus,"2023,2024,2025",3,5675,1870,0.4753,-0.0057,-0.0179,0.0024,mixed_or_noisy
BD_L5_bucket,very_high_115_plus,f5_total_4plus,"2023,2024,2025",3,5750,1876,0.6204,-0.0056,-0.0188,0.0088,mixed_or_noisy
bullpen_heavy_previous_game,yes,game_total_9plus,"2023,2024,2025",3,2846,870,0.5041,0.0056,-0.0146,0.0432,mixed_or_noisy
BD_chaos_bucket,avg_95_105,team_runs_4plus,"2023,2024,2025",3,1853,586,0.5636,0.0056,-0.0002,0.0087,mixed_or_noisy
BD_gap_bucket,minus_15_or_worse,game_total_9plus,"2023,2024,2025",3,5272,1701,0.493,-0.0055,-0.0141,0.0003,mixed_or_noisy
BD_gap_bucket,plus_15_plus,game_total_9plus,"2023,2024,2025",3,5272,1701,0.493,-0.0055,-0.0141,0.0003,mixed_or_noisy
bullpen_outs_last_2d_bucket,normal_10_18,opponent_runs_5plus,"2023,2024,2025",3,4624,1511,0.4261,-0.0055,-0.0249,0.013,mixed_or_noisy
BO_L10_bucket,high_105_115,team_won,"2023,2024,2025",3,2073,656,0.4938,-0.0055,-0.03,0.0084,mixed_or_noisy
BO_bucket,high_105_115,team_won,"2023,2024,2025",3,2073,656,0.4938,-0.0055,-0.03,0.0084,mixed_or_noisy
strong_BO_clean_BD_tag,no,team_f5_runs_2plus,"2023,2024,2025",3,11682,3798,0.5778,-0.0054,-0.0077,-0.0018,mixed_or_noisy
BD_L10_bucket,very_high_115_plus,team_runs_4plus,"2023,2024,2025",3,5199,1660,0.5633,0.0054,-0.0001,0.0128,mixed_or_noisy
BD_bucket,very_high_115_plus,team_runs_4plus,"2023,2024,2025",3,5199,1660,0.5633,0.0054,-0.0001,0.0128,mixed_or_noisy
BO_L10_bucket,high_105_115,f5_total_4plus,"2023,2024,2025",3,2073,656,0.6314,0.0054,-0.0098,0.0203,mixed_or_noisy
BO_bucket,high_105_115,f5_total_4plus,"2023,2024,2025",3,2073,656,0.6314,0.0054,-0.0098,0.0203,mixed_or_noisy
BO_L10_bucket,low_85_95,team_f5_runs_2plus,"2023,2024,2025",3,1985,597,0.5885,0.0054,-0.0121,0.0192,mixed_or_noisy
BO_bucket,low_85_95,team_f5_runs_2plus,"2023,2024,2025",3,1985,597,0.5885,0.0054,-0.0121,0.0192,mixed_or_noisy
BO_L5_bucket,low_85_95,game_total_10plus,"2023,2024,2025",3,1584,514,0.3937,-0.0054,-0.0109,0.0018,mixed_or_noisy
bullpen_heavy_previous_game,no,opponent_post5_runs_2plus,"2023,2024,2025",3,12166,3950,0.4757,-0.0053,-0.0099,-0.0018,mixed_or_noisy
starter_short_outing_previous_game,no,opponent_post5_runs_2plus,"2023,2024,2025",3,9923,3280,0.4757,-0.0053,-0.0088,-0.0031,mixed_or_noisy
BD_chaos_bucket,very_high_115_plus,game_total_10plus,"2023,2024,2025",3,5675,1870,0.3938,-0.0053,-0.0106,0.0042,mixed_or_noisy
BO_vs_opponent_BD_gap_bucket,minus_15_or_worse,opponent_post5_runs_2plus,"2023,2024,2025",3,5602,1794,0.4863,0.0053,-0.0143,0.0279,mixed_or_noisy
BO_L5_bucket,very_high_115_plus,f5_total_4plus,"2023,2024,2025",3,5192,1714,0.6313,0.0053,-0.0088,0.0173,mixed_or_noisy
BD_gap_bucket,minus_15_or_worse,opponent_post5_runs_2plus,"2023,2024,2025",3,5272,1701,0.4862,0.0052,-0.0011,0.0094,mixed_or_noisy
BD_gap_bucket,plus_15_plus,team_post5_runs_2plus,"2023,2024,2025",3,5272,1701,0.4862,0.0052,-0.0011,0.0094,mixed_or_noisy
BO_L5_bucket,very_high_115_plus,game_total_10plus,"2023,2024,2025",3,5192,1714,0.4043,0.0052,-0.005,0.0177,mixed_or_noisy
strong_BO_clean_BD_tag,yes,team_post5_runs_2plus,"2023,2024,2025",3,3330,1085,0.4862,0.0052,-0.0068,0.0258,mixed_or_noisy
extra_innings_previous_game,yes,opponent_post5_runs_2plus,"2023,2024,2025",3,1268,409,0.4758,-0.0052,-0.0304,0.0082,mixed_or_noisy
bullpen_heavy_previous_game,yes,f5_total_4plus,"2023,2024,2025",3,2846,870,0.6209,-0.0051,-0.0193,0.0049,mixed_or_noisy
big_inning_allowed_rate_L10_bucket,low_lt_25,team_runs_4plus,"2023,2024,2025",3,2661,788,0.5529,-0.0051,-0.0114,0.0042,mixed_or_noisy
BO_L10_bucket,high_105_115,team_f5_runs_2plus,"2023,2024,2025",3,2073,656,0.5882,0.0051,-0.02,0.0305,mixed_or_noisy
BO_bucket,high_105_115,team_f5_runs_2plus,"2023,2024,2025",3,2073,656,0.5882,0.0051,-0.02,0.0305,mixed_or_noisy
starter_short_outing_previous_game,no,team_runs_5plus,"2023,2024,2025",3,9923,3280,0.4366,0.005,-0.0002,0.0087,mixed_or_noisy
back_to_back_reliever_count_bucket,zero,opponent_post5_runs_2plus,"2023,2024,2025",3,8313,2672,0.476,-0.005,-0.0078,-0.0023,mixed_or_noisy
bullpen_outs_last_2d_bucket,heavy_19_27,game_total_10plus,"2023,2024,2025",3,7541,2450,0.4041,0.005,0.0016,0.0082,mixed_or_noisy
back_to_back_reliever_count_bucket,low_1_3,opponent_runs_5plus,"2023,2024,2025",3,6526,2093,0.4366,0.005,-0.0028,0.0163,mixed_or_noisy
BO_gap_bucket,minus_15_or_worse,game_total_9plus,"2023,2024,2025",3,5095,1663,0.4934,-0.005,-0.0137,0.0013,mixed_or_noisy
BO_gap_bucket,plus_15_plus,game_total_9plus,"2023,2024,2025",3,5095,1663,0.4934,-0.005,-0.0137,0.0013,mixed_or_noisy
strong_BO_clean_BD_tag,yes,opponent_post5_runs_2plus,"2023,2024,2025",3,3330,1085,0.476,-0.005,-0.0235,0.0123,mixed_or_noisy
BO_event_bucket,avg_95_105,game_total_10plus,"2023,2024,2025",3,3135,938,0.4041,0.005,-0.0023,0.0166,mixed_or_noisy
BO_gap_bucket,neutral_minus7_plus7,opponent_runs_4plus,"2023,2024,2025",3,2234,708,0.553,-0.005,-0.007,-0.0013,mixed_or_noisy
BO_gap_bucket,neutral_minus7_plus7,team_runs_4plus,"2023,2024,2025",3,2234,708,0.553,-0.005,-0.007,-0.0013,mixed_or_noisy
BO_L10_bucket,avg_95_105,game_total_9plus,"2023,2024,2025",3,2079,628,0.4934,-0.005,-0.0113,0.0067,mixed_or_noisy
BO_bucket,avg_95_105,game_total_9plus,"2023,2024,2025",3,2079,628,0.4934,-0.005,-0.0113,0.0067,mixed_or_noisy
BD_L5_bucket,avg_95_105,opponent_runs_5plus,"2023,2024,2025",3,1588,515,0.4266,-0.005,-0.0416,0.0242,mixed_or_noisy
back_to_back_reliever_count_bucket,zero,game_total_9plus,"2023,2024,2025",3,8313,2672,0.4935,-0.0049,-0.0085,0.0001,mixed_or_noisy
big_inning_allowed_rate_L10_bucket,avg_40_55,team_f5_runs_2plus,"2023,2024,2025",3,6294,1979,0.5782,-0.0049,-0.013,0.0003,mixed_or_noisy
BD_gap_bucket,minus_15_or_worse,game_total_10plus,"2023,2024,2025",3,5272,1701,0.3942,-0.0049,-0.0071,-0.0031,mixed_or_noisy
BD_gap_bucket,plus_15_plus,game_total_10plus,"2023,2024,2025",3,5272,1701,0.3942,-0.0049,-0.0071,-0.0031,mixed_or_noisy
BO_L5_bucket,very_low_lt_85,opponent_runs_4plus,"2023,2024,2025",3,4859,1580,0.5628,0.0049,-0.0024,0.0166,mixed_or_noisy
bullpen_outs_last_2d_bucket,normal_10_18,f5_total_4plus,"2023,2024,2025",3,4624,1511,0.6211,-0.0049,-0.0119,0.0031,mixed_or_noisy
BD_chaos_bucket,high_105_115,f5_total_4plus,"2023,2024,2025",3,2318,696,0.6211,-0.0049,-0.0154,0.0027,mixed_or_noisy
BO_vs_opponent_BD_gap_bucket,neutral_minus7_plus7,f5_total_4plus,"2023,2024,2025",3,2131,679,0.621,-0.0049,-0.0181,0.0077,mixed_or_noisy
BD_L10_bucket,low_85_95,team_f5_runs_2plus,"2023,2024,2025",3,1972,648,0.5782,-0.0049,-0.0179,0.011,mixed_or_noisy
BD_bucket,low_85_95,team_f5_runs_2plus,"2023,2024,2025",3,1972,648,0.5782,-0.0049,-0.0179,0.011,mixed_or_noisy
error_rate_L10_bucket,high_55_70,team_runs_5plus,"2023,2024,2025",3,1691,520,0.4267,-0.0049,-0.013,0.0035,mixed_or_noisy
BD_L5_bucket,low_85_95,team_f5_runs_2plus,"2023,2024,2025",3,1666,526,0.5782,-0.0049,-0.0228,0.0158,mixed_or_noisy
BO_L5_bucket,high_105_115,team_post5_runs_2plus,"2023,2024,2025",3,1601,514,0.4761,-0.0049,-0.0175,0.0139,mixed_or_noisy
BD_gap_bucket,minus_7_to_15,f5_total_4plus,"2023,2024,2025",3,1162,383,0.6309,0.0049,-0.0319,0.0421,mixed_or_noisy
BD_gap_bucket,plus_7_to_15,f5_total_4plus,"2023,2024,2025",3,1162,383,0.6309,0.0049,-0.0319,0.0421,mixed_or_noisy
avoid_low_BO_strong_BD_tag,no,game_total_9plus,"2023,2024,2025",3,11880,3882,0.5033,0.0048,0.002,0.009,mixed_or_noisy
back_to_back_reliever_count_bucket,zero,team_f5_runs_2plus,"2023,2024,2025",3,8313,2672,0.5783,-0.0048,-0.0092,0.0036,mixed_or_noisy
BD_L10_bucket,avg_95_105,opponent_runs_5plus,"2023,2024,2025",3,2025,647,0.4268,-0.0048,-0.0208,0.0153,mixed_or_noisy
BD_bucket,avg_95_105,opponent_runs_5plus,"2023,2024,2025",3,2025,647,0.4268,-0.0048,-0.0208,0.0153,mixed_or_noisy
BD_chaos_bucket,low_85_95,game_total_9plus,"2023,2024,2025",3,1669,506,0.4936,-0.0048,-0.0241,0.0178,mixed_or_noisy
BO_L5_bucket,high_105_115,opponent_runs_4plus,"2023,2024,2025",3,1601,514,0.5627,0.0048,-0.0084,0.0271,mixed_or_noisy
BO_L10_bucket,very_high_115_plus,opponent_runs_4plus,"2023,2024,2025",3,4604,1506,0.5532,-0.0047,-0.0167,0.0085,mixed_or_noisy
BO_bucket,very_high_115_plus,opponent_runs_4plus,"2023,2024,2025",3,4604,1506,0.5532,-0.0047,-0.0167,0.0085,mixed_or_noisy
BO_vs_opponent_BD_gap_bucket,neutral_minus7_plus7,team_f5_runs_2plus,"2023,2024,2025",3,2131,679,0.5879,0.0047,-0.0038,0.0152,mixed_or_noisy
BO_vs_opponent_BD_gap_bucket,minus_7_to_15,opponent_runs_5plus,"2023,2024,2025",3,1220,390,0.4362,0.0047,-0.0192,0.0244,mixed_or_noisy
back_to_back_reliever_count_bucket,zero,opponent_runs_5plus,"2023,2024,2025",3,8313,2672,0.427,-0.0046,-0.0145,0.0014,mixed_or_noisy
BD_L5_bucket,very_high_115_plus,game_total_10plus,"2023,2024,2025",3,5750,1876,0.3945,-0.0046,-0.0082,-0.0003,mixed_or_noisy
BO_L10_bucket,low_85_95,team_runs_4plus,"2023,2024,2025",3,1985,597,0.5626,0.0046,-0.0031,0.0186,mixed_or_noisy
BO_bucket,low_85_95,team_runs_4plus,"2023,2024,2025",3,1985,597,0.5626,0.0046,-0.0031,0.0186,mixed_or_noisy
BO_L5_bucket,avg_95_105,team_post5_runs_2plus,"2023,2024,2025",3,1684,531,0.4856,0.0046,0.0001,0.0101,mixed_or_noisy
BO_L5_bucket,low_85_95,team_post5_runs_2plus,"2023,2024,2025",3,1584,514,0.4856,0.0046,-0.0228,0.0188,mixed_or_noisy
strong_BO_clean_BD_tag,no,opponent_runs_5plus,"2023,2024,2025",3,11682,3798,0.436,0.0045,0.0015,0.0067,mixed_or_noisy
starter_short_outing_previous_game,no,opponent_runs_4plus,"2023,2024,2025",3,9923,3280,0.5535,-0.0045,-0.0107,0.0005,mixed_or_noisy
bullpen_outs_last_2d_bucket,heavy_19_27,team_runs_5plus,"2023,2024,2025",3,7541,2450,0.4361,0.0045,-0.0094,0.0136,mixed_or_noisy
BD_L10_bucket,very_high_115_plus,team_post5_runs_2plus,"2023,2024,2025",3,5199,1660,0.4765,-0.0045,-0.0255,0.0081,mixed_or_noisy
BD_bucket,very_high_115_plus,team_post5_runs_2plus,"2023,2024,2025",3,5199,1660,0.4765,-0.0045,-0.0255,0.0081,mixed_or_noisy
error_rate_L10_bucket,avg_40_55,team_f5_runs_2plus,"2023,2024,2025",3,5053,1627,0.5786,-0.0045,-0.0081,-0.0007,mixed_or_noisy
BO_gap_bucket,neutral_minus7_plus7,team_f5_runs_2plus,"2023,2024,2025",3,2234,708,0.5786,-0.0045,-0.0137,0.0037,mixed_or_noisy
BO_vs_opponent_BD_gap_bucket,neutral_minus7_plus7,opponent_runs_4plus,"2023,2024,2025",3,2131,679,0.5534,-0.0045,-0.0147,0.0094,mixed_or_noisy
BD_L10_bucket,low_85_95,team_runs_4plus,"2023,2024,2025",3,1972,648,0.5625,0.0045,-0.0152,0.0217,mixed_or_noisy
BD_bucket,low_85_95,team_runs_4plus,"2023,2024,2025",3,1972,648,0.5625,0.0045,-0.0152,0.0217,mixed_or_noisy
error_rate_L10_bucket,below_avg_25_40,game_total_10plus,"2023,2024,2025",3,2587,824,0.3947,-0.0044,-0.014,0.0006,mixed_or_noisy
BO_L10_bucket,avg_95_105,team_won,"2023,2024,2025",3,2079,628,0.4949,-0.0044,-0.0303,0.0345,mixed_or_noisy
BO_bucket,avg_95_105,team_won,"2023,2024,2025",3,2079,628,0.4949,-0.0044,-0.0303,0.0345,mixed_or_noisy
BD_chaos_bucket,high_105_115,opponent_post5_runs_2plus,"2023,2024,2025",3,2318,696,0.4852,0.0043,-0.0076,0.0198,mixed_or_noisy
BO_plus_tired_bullpen_tag,no,team_post5_runs_2plus,"2023,2024,2025",3,9840,3214,0.4768,-0.0042,-0.01,0.0036,mixed_or_noisy
BO_vs_opponent_BD_gap_bucket,minus_15_or_worse,f5_total_4plus,"2023,2024,2025",3,5602,1794,0.6217,-0.0042,-0.0125,0.0001,mixed_or_noisy
BD_L5_bucket,low_85_95,opponent_runs_5plus,"2023,2024,2025",3,1666,526,0.4358,0.0042,0.0035,0.0053,mixed_or_noisy
BO_vs_opponent_BD_gap_bucket,minus_7_to_15,team_f5_runs_2plus,"2023,2024,2025",3,1220,390,0.5873,0.0042,-0.0582,0.0436,mixed_or_noisy
BD_L5_bucket,very_high_115_plus,team_f5_runs_2plus,"2023,2024,2025",3,5750,1876,0.5872,0.0041,0.0014,0.0088,mixed_or_noisy
BD_L10_bucket,very_high_115_plus,team_runs_5plus,"2023,2024,2025",3,5199,1660,0.4356,0.0041,-0.0049,0.011,mixed_or_noisy
BD_bucket,very_high_115_plus,team_runs_5plus,"2023,2024,2025",3,5199,1660,0.4356,0.0041,-0.0049,0.011,mixed_or_noisy
strong_BO_clean_BD_tag,yes,game_total_9plus,"2023,2024,2025",3,3330,1085,0.5026,0.0041,-0.0031,0.0086,mixed_or_noisy
BO_event_bucket,low_85_95,opponent_runs_4plus,"2023,2024,2025",3,3090,1000,0.5538,-0.0041,-0.0075,-0.0003,mixed_or_noisy
BO_plus_weak_BD_tag,yes,opponent_runs_4plus,"2023,2024,2025",3,2907,942,0.562,0.0041,-0.0215,0.0189,mixed_or_noisy
error_rate_L10_bucket,below_avg_25_40,team_won,"2023,2024,2025",3,2587,824,0.5035,0.0041,-0.0235,0.0286,mixed_or_noisy
BO_L10_bucket,avg_95_105,team_post5_runs_2plus,"2023,2024,2025",3,2079,628,0.4851,0.0041,-0.0041,0.0169,mixed_or_noisy
BO_bucket,avg_95_105,team_post5_runs_2plus,"2023,2024,2025",3,2079,628,0.4851,0.0041,-0.0041,0.0169,mixed_or_noisy
BO_L5_bucket,high_105_115,team_runs_5plus,"2023,2024,2025",3,1601,514,0.4275,-0.0041,-0.0046,-0.0035,mixed_or_noisy
BO_L5_bucket,low_85_95,team_runs_5plus,"2023,2024,2025",3,1584,514,0.4275,-0.0041,-0.0122,0.0009,mixed_or_noisy
big_inning_allowed_rate_L10_bucket,very_high_70_plus,f5_total_4plus,"2023,2024,2025",3,1036,329,0.6301,0.0041,-0.0117,0.0256,mixed_or_noisy
strong_BO_clean_BD_tag,no,opponent_runs_4plus,"2023,2024,2025",3,11682,3798,0.5619,0.004,0.0004,0.0082,mixed_or_noisy
BD_L10_bucket,avg_95_105,game_total_10plus,"2023,2024,2025",3,2025,647,0.3951,-0.004,-0.0151,0.0167,mixed_or_noisy
BD_bucket,avg_95_105,game_total_10plus,"2023,2024,2025",3,2025,647,0.3951,-0.004,-0.0151,0.0167,mixed_or_noisy
BD_L5_bucket,very_high_115_plus,team_post5_runs_2plus,"2023,2024,2025",3,5750,1876,0.477,-0.0039,-0.0156,0.012,mixed_or_noisy
BD_gap_bucket,minus_15_or_worse,f5_total_4plus,"2023,2024,2025",3,5272,1701,0.6221,-0.0039,-0.0046,-0.0035,mixed_or_noisy
BD_gap_bucket,plus_15_plus,f5_total_4plus,"2023,2024,2025",3,5272,1701,0.6221,-0.0039,-0.0046,-0.0035,mixed_or_noisy
BD_L10_bucket,very_high_115_plus,f5_total_4plus,"2023,2024,2025",3,5199,1660,0.6221,-0.0039,-0.0177,0.0107,mixed_or_noisy
BD_bucket,very_high_115_plus,f5_total_4plus,"2023,2024,2025",3,5199,1660,0.6221,-0.0039,-0.0177,0.0107,mixed_or_noisy
BD_L5_bucket,high_105_115,game_total_10plus,"2023,2024,2025",3,1478,463,0.403,0.0039,-0.011,0.0158,mixed_or_noisy
bullpen_outs_last_2d_bucket,heavy_19_27,opponent_runs_5plus,"2023,2024,2025",3,7541,2450,0.4354,0.0038,-0.0023,0.0107,mixed_or_noisy
BO_event_bucket,avg_95_105,team_won,"2023,2024,2025",3,3135,938,0.4955,-0.0038,-0.0106,0.0056,mixed_or_noisy
error_rate_L10_bucket,below_avg_25_40,game_total_9plus,"2023,2024,2025",3,2587,824,0.5022,0.0038,-0.0081,0.0185,mixed_or_noisy
BO_L5_bucket,avg_95_105,game_total_10plus,"2023,2024,2025",3,1684,531,0.4029,0.0038,-0.0032,0.0176,mixed_or_noisy
