feature,feature_value,outcome,seasons_seen,season_count,total_count,min_season_count,avg_rate,avg_lift,min_lift,max_lift,stability_label
BD_bucket,very_low_lt_85,team_runs_4plus,"2023,2024,2025",3,3917,1266,0.5473,-0.0107,-0.0176,-0.0048,mixed_or_noisy
BO_event_bucket,very_low_lt_85,game_total_9plus,"2023,2024,2025",3,3528,1159,0.4878,-0.0107,-0.0289,0.0032,mixed_or_noisy
BO_event_bucket,low_85_95,game_total_10plus,"2023,2024,2025",3,3090,1000,0.3884,-0.0107,-0.0181,0.0009,mixed_or_noisy
BO_event_bucket,high_105_115,game_total_9plus,"2023,2024,2025",3,2481,796,0.5091,0.0107,0.0049,0.0188,mixed_or_noisy
BD_chaos_bucket,avg_95_105,team_won,"2023,2024,2025",3,1853,586,0.51,0.0107,0.0008,0.0188,mixed_or_noisy
BO_L5_bucket,avg_95_105,opponent_runs_4plus,"2023,2024,2025",3,1684,531,0.5686,0.0107,-0.0182,0.0485,mixed_or_noisy
extra_innings_previous_game,yes,team_runs_4plus,"2023,2024,2025",3,1268,409,0.5473,-0.0107,-0.0317,0.0147,mixed_or_noisy
avoid_low_BO_strong_BD_tag,yes,team_post5_runs_2plus,"2023,2024,2025",3,3132,974,0.4703,-0.0106,-0.0179,-0.0021,mixed_or_noisy
BD_L5_bucket,high_105_115,game_total_9plus,"2023,2024,2025",3,1478,463,0.509,0.0105,-0.0103,0.0408,mixed_or_noisy
back_to_back_reliever_count_bucket,low_1_3,team_runs_4plus,"2023,2024,2025",3,6526,2093,0.5683,0.0104,-0.001,0.0223,mixed_or_noisy
starter_short_outing_previous_game,yes,opponent_post5_runs_2plus,"2023,2024,2025",3,5089,1662,0.4914,0.0104,0.0062,0.017,mixed_or_noisy
BO_event_bucket,very_low_lt_85,opponent_runs_4plus,"2023,2024,2025",3,3528,1159,0.5683,0.0104,0.0012,0.0192,mixed_or_noisy
big_inning_allowed_rate_L10_bucket,low_lt_25,game_total_10plus,"2023,2024,2025",3,2661,788,0.3887,-0.0104,-0.038,0.0134,mixed_or_noisy
big_inning_allowed_rate_L10_bucket,low_lt_25,team_runs_5plus,"2023,2024,2025",3,2661,788,0.4212,-0.0104,-0.0226,0.0001,mixed_or_noisy
BD_L10_bucket,high_105_115,team_won,"2023,2024,2025",3,1807,551,0.5098,0.0104,0.0027,0.0237,mixed_or_noisy
BD_bucket,high_105_115,team_won,"2023,2024,2025",3,1807,551,0.5098,0.0104,0.0027,0.0237,mixed_or_noisy
BD_L5_bucket,avg_95_105,team_post5_runs_2plus,"2023,2024,2025",3,1588,515,0.4706,-0.0104,-0.0157,-0.0019,mixed_or_noisy
BO_plus_weak_BD_tag,no,team_runs_5plus,"2023,2024,2025",3,12105,3938,0.4213,-0.0103,-0.0117,-0.0092,mixed_or_noisy
big_inning_allowed_rate_L10_bucket,avg_40_55,opponent_runs_4plus,"2023,2024,2025",3,6294,1979,0.5682,0.0103,-0.0018,0.0175,mixed_or_noisy
BO_L5_bucket,very_low_lt_85,team_post5_runs_2plus,"2023,2024,2025",3,4859,1580,0.4707,-0.0103,-0.0263,0.007,mixed_or_noisy
bullpen_heavy_previous_game,yes,team_runs_5plus,"2023,2024,2025",3,2846,870,0.4212,-0.0103,-0.0164,-0.0014,mixed_or_noisy
BD_L10_bucket,very_low_lt_85,game_total_10plus,"2023,2024,2025",3,3917,1266,0.4093,0.0102,0.0005,0.0165,mixed_or_noisy
BD_bucket,very_low_lt_85,game_total_10plus,"2023,2024,2025",3,3917,1266,0.4093,0.0102,0.0005,0.0165,mixed_or_noisy
BO_vs_opponent_BD_gap_bucket,plus_7_to_15,opponent_post5_runs_2plus,"2023,2024,2025",3,1120,353,0.4708,-0.0102,-0.0283,0.009,mixed_or_noisy
BO_plus_tired_bullpen_tag,no,team_won,"2023,2024,2025",3,9840,3214,0.4892,-0.0101,-0.0115,-0.009,mixed_or_noisy
BD_L10_bucket,very_high_115_plus,opponent_post5_runs_2plus,"2023,2024,2025",3,5199,1660,0.4709,-0.0101,-0.0178,0.0007,mixed_or_noisy
BD_bucket,very_high_115_plus,opponent_post5_runs_2plus,"2023,2024,2025",3,5199,1660,0.4709,-0.0101,-0.0178,0.0007,mixed_or_noisy
BD_chaos_bucket,very_low_lt_85,team_f5_runs_2plus,"2023,2024,2025",3,3405,1107,0.573,-0.0101,-0.0225,-0.0014,mixed_or_noisy
BO_event_bucket,low_85_95,f5_total_4plus,"2023,2024,2025",3,3090,1000,0.6158,-0.0101,-0.0232,-0.0006,mixed_or_noisy
big_inning_allowed_rate_L10_bucket,very_high_70_plus,team_runs_4plus,"2023,2024,2025",3,1036,329,0.5681,0.0101,-0.0249,0.0757,mixed_or_noisy
reliever_appearances_last_2d_bucket,high_7_10,opponent_runs_4plus,"2023,2024,2025",3,7197,2314,0.5679,0.01,0.0029,0.0138,mixed_or_noisy
BD_L5_bucket,very_high_115_plus,game_total_9plus,"2023,2024,2025",3,5750,1876,0.4884,-0.01,-0.0139,-0.008,mixed_or_noisy
error_rate_L10_bucket,below_avg_25_40,opponent_runs_4plus,"2023,2024,2025",3,2587,824,0.5479,-0.01,-0.0276,0.0107,mixed_or_noisy
BD_chaos_bucket,low_85_95,opponent_post5_runs_2plus,"2023,2024,2025",3,1669,506,0.4909,0.01,-0.005,0.0264,mixed_or_noisy
BO_gap_bucket,minus_7_to_15,team_runs_5plus,"2023,2024,2025",3,1245,378,0.4415,0.01,-0.0112,0.0305,mixed_or_noisy
BO_gap_bucket,plus_7_to_15,opponent_runs_5plus,"2023,2024,2025",3,1245,378,0.4415,0.01,-0.0112,0.0305,mixed_or_noisy
BO_L5_bucket,very_high_115_plus,team_f5_runs_2plus,"2023,2024,2025",3,5192,1714,0.593,0.0099,0.0042,0.0207,mixed_or_noisy
starter_short_outing_previous_game,yes,team_runs_5plus,"2023,2024,2025",3,5089,1662,0.4217,-0.0099,-0.0173,0.0003,mixed_or_noisy
BO_event_bucket,very_high_115_plus,game_total_9plus,"2023,2024,2025",3,2686,811,0.5084,0.0099,-0.008,0.0262,mixed_or_noisy
BO_L5_bucket,avg_95_105,opponent_runs_5plus,"2023,2024,2025",3,1684,531,0.4414,0.0099,-0.0045,0.027,mixed_or_noisy
BD_gap_bucket,minus_7_to_15,team_f5_runs_2plus,"2023,2024,2025",3,1162,383,0.593,0.0099,-0.008,0.0341,mixed_or_noisy
avoid_low_BO_strong_BD_tag,no,team_runs_4plus,"2023,2024,2025",3,11880,3882,0.5678,0.0098,0.0038,0.016,mixed_or_noisy
bullpen_outs_last_2d_bucket,heavy_19_27,f5_total_4plus,"2023,2024,2025",3,7541,2450,0.6358,0.0098,0.0046,0.0167,mixed_or_noisy
back_to_back_reliever_count_bucket,low_1_3,team_runs_5plus,"2023,2024,2025",3,6526,2093,0.4413,0.0098,0.0068,0.0148,mixed_or_noisy
BD_chaos_bucket,high_105_115,team_won,"2023,2024,2025",3,2318,696,0.5091,0.0098,-0.0129,0.0236,mixed_or_noisy
error_rate_L10_bucket,high_55_70,opponent_runs_5plus,"2023,2024,2025",3,1691,520,0.4218,-0.0098,-0.0584,0.0321,mixed_or_noisy
BD_chaos_bucket,low_85_95,team_runs_4plus,"2023,2024,2025",3,1669,506,0.5481,-0.0098,-0.0352,0.013,mixed_or_noisy
BD_L5_bucket,avg_95_105,team_runs_5plus,"2023,2024,2025",3,1588,515,0.4414,0.0098,0.0028,0.0225,mixed_or_noisy
BD_L5_bucket,very_high_115_plus,team_won,"2023,2024,2025",3,5750,1876,0.509,0.0097,0.002,0.0196,mixed_or_noisy
BO_L10_bucket,very_high_115_plus,team_post5_runs_2plus,"2023,2024,2025",3,4604,1506,0.4907,0.0097,-0.0028,0.0192,mixed_or_noisy
BO_bucket,very_high_115_plus,team_post5_runs_2plus,"2023,2024,2025",3,4604,1506,0.4907,0.0097,-0.0028,0.0192,mixed_or_noisy
error_rate_L10_bucket,low_lt_25,team_won,"2023,2024,2025",3,3402,1051,0.509,0.0097,0.0066,0.0158,mixed_or_noisy
avoid_low_BO_strong_BD_tag,yes,f5_total_4plus,"2023,2024,2025",3,3132,974,0.6163,-0.0097,-0.0161,-0.0018,mixed_or_noisy
BD_L5_bucket,low_85_95,team_runs_4plus,"2023,2024,2025",3,1666,526,0.5676,0.0097,0.0063,0.0156,mixed_or_noisy
avoid_low_BO_strong_BD_tag,yes,opponent_post5_runs_2plus,"2023,2024,2025",3,3132,974,0.4906,0.0096,-0.0158,0.0363,mixed_or_noisy
big_inning_allowed_rate_L10_bucket,below_avg_25_40,game_total_10plus,"2023,2024,2025",3,3121,955,0.3895,-0.0096,-0.0215,0.0139,mixed_or_noisy
BD_L10_bucket,low_85_95,opponent_runs_5plus,"2023,2024,2025",3,1972,648,0.4411,0.0096,-0.0033,0.0258,mixed_or_noisy
BD_bucket,low_85_95,opponent_runs_5plus,"2023,2024,2025",3,1972,648,0.4411,0.0096,-0.0033,0.0258,mixed_or_noisy
BD_chaos_bucket,low_85_95,opponent_runs_5plus,"2023,2024,2025",3,1669,506,0.4412,0.0096,0.0076,0.0112,mixed_or_noisy
back_to_back_reliever_count_bucket,zero,game_total_10plus,"2023,2024,2025",3,8313,2672,0.3896,-0.0095,-0.0134,-0.0052,mixed_or_noisy
big_inning_allowed_rate_L10_bucket,below_avg_25_40,team_f5_runs_2plus,"2023,2024,2025",3,3121,955,0.5927,0.0095,-0.0013,0.0254,mixed_or_noisy
error_rate_L10_bucket,very_high_70_plus,game_total_10plus,"2023,2024,2025",3,2187,638,0.4086,0.0095,0.0086,0.0112,mixed_or_noisy
BD_chaos_bucket,very_low_lt_85,team_runs_5plus,"2023,2024,2025",3,3405,1107,0.4221,-0.0094,-0.0223,0.0066,mixed_or_noisy
BO_L5_bucket,avg_95_105,team_won,"2023,2024,2025",3,1684,531,0.5088,0.0094,-0.0148,0.0273,mixed_or_noisy
BD_L5_bucket,low_85_95,team_won,"2023,2024,2025",3,1666,526,0.5087,0.0094,0.0,0.019,mixed_or_noisy
BO_gap_bucket,minus_7_to_15,team_runs_4plus,"2023,2024,2025",3,1245,378,0.5673,0.0094,-0.0115,0.0354,mixed_or_noisy
BO_gap_bucket,plus_7_to_15,opponent_runs_4plus,"2023,2024,2025",3,1245,378,0.5673,0.0094,-0.0115,0.0354,mixed_or_noisy
bullpen_heavy_previous_game,yes,team_f5_runs_2plus,"2023,2024,2025",3,2846,870,0.5738,-0.0093,-0.0168,0.0028,mixed_or_noisy
bullpen_outs_last_2d_bucket,very_heavy_28_plus,opponent_post5_runs_2plus,"2023,2024,2025",3,2542,786,0.4902,0.0093,0.0068,0.0108,mixed_or_noisy
BD_L10_bucket,high_105_115,opponent_runs_4plus,"2023,2024,2025",3,1807,551,0.5487,-0.0093,-0.0236,0.017,mixed_or_noisy
BD_bucket,high_105_115,opponent_runs_4plus,"2023,2024,2025",3,1807,551,0.5487,-0.0093,-0.0236,0.017,mixed_or_noisy
error_rate_L10_bucket,high_55_70,team_f5_runs_2plus,"2023,2024,2025",3,1691,520,0.5924,0.0093,0.0,0.0147,mixed_or_noisy
BO_L5_bucket,low_85_95,f5_total_4plus,"2023,2024,2025",3,1584,514,0.6167,-0.0093,-0.016,0.0008,mixed_or_noisy
BO_event_bucket,very_high_115_plus,game_total_10plus,"2023,2024,2025",3,2686,811,0.4083,0.0092,-0.0092,0.0284,mixed_or_noisy
BO_L10_bucket,low_85_95,game_total_9plus,"2023,2024,2025",3,1985,597,0.4892,-0.0092,-0.0229,0.0021,mixed_or_noisy
BO_bucket,low_85_95,game_total_9plus,"2023,2024,2025",3,1985,597,0.4892,-0.0092,-0.0229,0.0021,mixed_or_noisy
error_rate_L10_bucket,high_55_70,team_post5_runs_2plus,"2023,2024,2025",3,1691,520,0.4718,-0.0092,-0.0201,0.0045,mixed_or_noisy
BO_vs_opponent_BD_gap_bucket,minus_15_or_worse,opponent_runs_5plus,"2023,2024,2025",3,5602,1794,0.4407,0.0091,-0.0022,0.0176,mixed_or_noisy
bullpen_heavy_previous_game,yes,team_won,"2023,2024,2025",3,2846,870,0.4903,-0.0091,-0.023,0.005,mixed_or_noisy
BO_L10_bucket,avg_95_105,opponent_post5_runs_2plus,"2023,2024,2025",3,2079,628,0.4719,-0.0091,-0.0245,0.0055,mixed_or_noisy
BO_bucket,avg_95_105,opponent_post5_runs_2plus,"2023,2024,2025",3,2079,628,0.4719,-0.0091,-0.0245,0.0055,mixed_or_noisy
BO_L10_bucket,very_low_lt_85,opponent_post5_runs_2plus,"2023,2024,2025",3,4179,1333,0.49,0.009,-0.0055,0.0296,mixed_or_noisy
BO_bucket,very_low_lt_85,opponent_post5_runs_2plus,"2023,2024,2025",3,4179,1333,0.49,0.009,-0.0055,0.0296,mixed_or_noisy
BO_event_bucket,avg_95_105,opponent_post5_runs_2plus,"2023,2024,2025",3,3135,938,0.472,-0.009,-0.0137,-0.0008,mixed_or_noisy
BD_L5_bucket,high_105_115,team_post5_runs_2plus,"2023,2024,2025",3,1478,463,0.4719,-0.009,-0.0139,-0.0013,mixed_or_noisy
BD_L5_bucket,high_105_115,team_runs_5plus,"2023,2024,2025",3,1478,463,0.4226,-0.009,-0.0123,-0.0062,mixed_or_noisy
reliever_appearances_last_2d_bucket,low_1_3,team_runs_4plus,"2023,2024,2025",3,422,131,0.549,-0.009,-0.0455,0.0412,mixed_or_noisy
reliever_appearances_last_2d_bucket,high_7_10,team_runs_4plus,"2023,2024,2025",3,7197,2314,0.5668,0.0089,0.0063,0.0119,mixed_or_noisy
big_inning_allowed_rate_L10_bucket,avg_40_55,game_total_9plus,"2023,2024,2025",3,6294,1979,0.5073,0.0089,0.0048,0.0132,mixed_or_noisy
avoid_low_BO_strong_BD_tag,yes,opponent_runs_5plus,"2023,2024,2025",3,3132,974,0.4404,0.0089,-0.0102,0.0235,mixed_or_noisy
big_inning_allowed_rate_L10_bucket,below_avg_25_40,f5_total_4plus,"2023,2024,2025",3,3121,955,0.6171,-0.0089,-0.0322,0.0135,mixed_or_noisy
BD_L10_bucket,avg_95_105,team_runs_5plus,"2023,2024,2025",3,2025,647,0.4405,0.0089,-0.0094,0.0184,mixed_or_noisy
BD_bucket,avg_95_105,team_runs_5plus,"2023,2024,2025",3,2025,647,0.4405,0.0089,-0.0094,0.0184,mixed_or_noisy
BO_L10_bucket,low_85_95,game_total_10plus,"2023,2024,2025",3,1985,597,0.3902,-0.0089,-0.0317,0.0126,mixed_or_noisy
BO_bucket,low_85_95,game_total_10plus,"2023,2024,2025",3,1985,597,0.3902,-0.0089,-0.0317,0.0126,mixed_or_noisy
bullpen_heavy_previous_game,yes,opponent_runs_5plus,"2023,2024,2025",3,2846,870,0.4403,0.0088,-0.0154,0.025,mixed_or_noisy
BD_chaos_bucket,avg_95_105,f5_total_4plus,"2023,2024,2025",3,1853,586,0.6348,0.0088,-0.0165,0.0293,mixed_or_noisy
strong_BO_clean_BD_tag,no,team_won,"2023,2024,2025",3,11682,3798,0.4907,-0.0087,-0.0136,-0.0056,mixed_or_noisy
BO_vs_opponent_BD_gap_bucket,minus_15_or_worse,game_total_10plus,"2023,2024,2025",3,5602,1794,0.3904,-0.0087,-0.0178,-0.0004,mixed_or_noisy
BO_plus_weak_BD_tag,yes,opponent_post5_runs_2plus,"2023,2024,2025",3,2907,942,0.4897,0.0087,-0.0149,0.028,mixed_or_noisy
BO_L5_bucket,avg_95_105,game_total_9plus,"2023,2024,2025",3,1684,531,0.5071,0.0087,-0.0051,0.026,mixed_or_noisy
avoid_low_BO_strong_BD_tag,no,team_won,"2023,2024,2025",3,11880,3882,0.5079,0.0086,0.0015,0.0131,mixed_or_noisy
bullpen_outs_last_2d_bucket,heavy_19_27,team_runs_4plus,"2023,2024,2025",3,7541,2450,0.5665,0.0086,-0.0051,0.016,mixed_or_noisy
BO_L10_bucket,very_high_115_plus,f5_total_4plus,"2023,2024,2025",3,4604,1506,0.6346,0.0086,-0.007,0.0277,mixed_or_noisy
BO_bucket,very_high_115_plus,f5_total_4plus,"2023,2024,2025",3,4604,1506,0.6346,0.0086,-0.007,0.0277,mixed_or_noisy
big_inning_allowed_rate_L10_bucket,low_lt_25,team_f5_runs_2plus,"2023,2024,2025",3,2661,788,0.5917,0.0086,0.0051,0.0134,mixed_or_noisy
starter_short_outing_previous_game,yes,opponent_runs_4plus,"2023,2024,2025",3,5089,1662,0.5665,0.0085,-0.0011,0.0205,mixed_or_noisy
bullpen_heavy_previous_game,yes,team_post5_runs_2plus,"2023,2024,2025",3,2846,870,0.4725,-0.0085,-0.0257,0.0003,mixed_or_noisy
big_inning_allowed_rate_L10_bucket,avg_40_55,team_runs_4plus,"2023,2024,2025",3,6294,1979,0.5663,0.0084,0.002,0.0138,mixed_or_noisy
BD_chaos_bucket,avg_95_105,game_total_9plus,"2023,2024,2025",3,1853,586,0.49,-0.0084,-0.0194,-0.0013,mixed_or_noisy
BO_plus_weak_BD_tag,no,team_won,"2023,2024,2025",3,12105,3938,0.491,-0.0083,-0.0086,-0.0078,mixed_or_noisy
BD_L10_bucket,very_high_115_plus,game_total_9plus,"2023,2024,2025",3,5199,1660,0.4901,-0.0083,-0.014,-0.0005,mixed_or_noisy
BD_bucket,very_high_115_plus,game_total_9plus,"2023,2024,2025",3,5199,1660,0.4901,-0.0083,-0.014,-0.0005,mixed_or_noisy
BO_plus_weak_BD_tag,yes,opponent_runs_5plus,"2023,2024,2025",3,2907,942,0.4233,-0.0083,-0.0195,-0.0006,mixed_or_noisy
big_inning_allowed_rate_L10_bucket,high_55_70,opponent_post5_runs_2plus,"2023,2024,2025",3,1808,537,0.4893,0.0083,-0.001,0.0159,mixed_or_noisy
big_inning_allowed_rate_L10_bucket,avg_40_55,f5_total_4plus,"2023,2024,2025",3,6294,1979,0.6341,0.0082,0.0065,0.0107,mixed_or_noisy
BO_plus_tired_bullpen_tag,yes,team_post5_runs_2plus,"2023,2024,2025",3,5172,1717,0.4892,0.0082,-0.0065,0.0186,mixed_or_noisy
BD_L5_bucket,very_low_lt_85,game_total_10plus,"2023,2024,2025",3,4438,1461,0.4073,0.0082,0.0029,0.0137,mixed_or_noisy
BD_L5_bucket,very_low_lt_85,team_runs_4plus,"2023,2024,2025",3,4438,1461,0.5498,-0.0082,-0.0211,0.0065,mixed_or_noisy
BO_L5_bucket,low_85_95,team_won,"2023,2024,2025",3,1584,514,0.4911,-0.0082,-0.0097,-0.0066,mixed_or_noisy
BO_plus_weak_BD_tag,no,team_runs_4plus,"2023,2024,2025",3,12105,3938,0.5498,-0.0081,-0.0112,-0.0064,mixed_or_noisy
strong_BO_clean_BD_tag,no,team_runs_5plus,"2023,2024,2025",3,11682,3798,0.4234,-0.0081,-0.0094,-0.0063,mixed_or_noisy
BO_L5_bucket,very_high_115_plus,opponent_runs_4plus,"2023,2024,2025",3,5192,1714,0.5499,-0.0081,-0.0249,0.0012,mixed_or_noisy
error_rate_L10_bucket,low_lt_25,opponent_runs_4plus,"2023,2024,2025",3,3402,1051,0.5498,-0.0081,-0.0107,-0.0039,mixed_or_noisy
BD_gap_bucket,minus_15_or_worse,team_post5_runs_2plus,"2023,2024,2025",3,5272,1701,0.4731,-0.0079,-0.019,0.0027,mixed_or_noisy
BD_gap_bucket,plus_15_plus,opponent_post5_runs_2plus,"2023,2024,2025",3,5272,1701,0.4731,-0.0079,-0.019,0.0027,mixed_or_noisy
BO_event_bucket,high_105_115,opponent_post5_runs_2plus,"2023,2024,2025",3,2481,796,0.473,-0.0079,-0.0225,0.0003,mixed_or_noisy
BO_plus_tired_bullpen_tag,no,game_total_10plus,"2023,2024,2025",3,9840,3214,0.3913,-0.0078,-0.011,-0.0041,mixed_or_noisy
BO_plus_tired_bullpen_tag,no,team_runs_4plus,"2023,2024,2025",3,9840,3214,0.5501,-0.0078,-0.0098,-0.0058,mixed_or_noisy
BD_L5_bucket,very_low_lt_85,team_f5_runs_2plus,"2023,2024,2025",3,4438,1461,0.5753,-0.0078,-0.0203,0.004,mixed_or_noisy
BO_event_bucket,avg_95_105,game_total_9plus,"2023,2024,2025",3,3135,938,0.5063,0.0078,-0.008,0.0179,mixed_or_noisy
BD_L5_bucket,avg_95_105,game_total_10plus,"2023,2024,2025",3,1588,515,0.3913,-0.0078,-0.0427,0.0206,mixed_or_noisy
BD_chaos_bucket,high_105_115,team_f5_runs_2plus,"2023,2024,2025",3,2318,696,0.5909,0.0077,-0.0156,0.0208,mixed_or_noisy
BD_L10_bucket,high_105_115,team_post5_runs_2plus,"2023,2024,2025",3,1807,551,0.4887,0.0077,-0.0109,0.0176,mixed_or_noisy
BD_bucket,high_105_115,team_post5_runs_2plus,"2023,2024,2025",3,1807,551,0.4887,0.0077,-0.0109,0.0176,mixed_or_noisy
BO_gap_bucket,minus_7_to_15,opponent_post5_runs_2plus,"2023,2024,2025",3,1245,378,0.4886,0.0077,0.001,0.0159,mixed_or_noisy
BO_gap_bucket,plus_7_to_15,team_post5_runs_2plus,"2023,2024,2025",3,1245,378,0.4886,0.0077,0.001,0.0159,mixed_or_noisy
avoid_low_BO_strong_BD_tag,no,team_f5_runs_2plus,"2023,2024,2025",3,11880,3882,0.5908,0.0076,0.0042,0.0141,mixed_or_noisy
BD_L10_bucket,low_85_95,team_runs_5plus,"2023,2024,2025",3,1972,648,0.4391,0.0076,-0.0122,0.0217,mixed_or_noisy
BD_bucket,low_85_95,team_runs_5plus,"2023,2024,2025",3,1972,648,0.4391,0.0076,-0.0122,0.0217,mixed_or_noisy
back_to_back_reliever_count_bucket,low_1_3,team_f5_runs_2plus,"2023,2024,2025",3,6526,2093,0.5906,0.0075,-0.0029,0.0137,mixed_or_noisy
bullpen_outs_last_2d_bucket,normal_10_18,opponent_runs_4plus,"2023,2024,2025",3,4624,1511,0.5504,-0.0075,-0.027,0.0092,mixed_or_noisy
BD_chaos_bucket,very_low_lt_85,game_total_10plus,"2023,2024,2025",3,3405,1107,0.4066,0.0075,-0.0047,0.0147,mixed_or_noisy
error_rate_L10_bucket,low_lt_25,team_f5_runs_2plus,"2023,2024,2025",3,3402,1051,0.5906,0.0075,-0.0062,0.0199,mixed_or_noisy
big_inning_allowed_rate_L10_bucket,below_avg_25_40,team_post5_runs_2plus,"2023,2024,2025",3,3121,955,0.4734,-0.0075,-0.0314,0.0122,mixed_or_noisy
BO_event_bucket,low_85_95,team_won,"2023,2024,2025",3,3090,1000,0.4918,-0.0075,-0.012,0.0006,mixed_or_noisy
bullpen_heavy_previous_game,yes,team_runs_4plus,"2023,2024,2025",3,2846,870,0.5504,-0.0075,-0.0201,0.0089,mixed_or_noisy
BO_L5_bucket,high_105_115,team_runs_4plus,"2023,2024,2025",3,1601,514,0.5504,-0.0075,-0.0161,-0.0026,mixed_or_noisy
BO_vs_opponent_BD_gap_bucket,plus_15_plus,f5_total_4plus,"2023,2024,2025",3,4841,1576,0.6334,0.0074,0.0041,0.0098,mixed_or_noisy
BD_chaos_bucket,high_105_115,game_total_10plus,"2023,2024,2025",3,2318,696,0.4065,0.0074,0.003,0.0155,mixed_or_noisy
BD_chaos_bucket,high_105_115,opponent_runs_5plus,"2023,2024,2025",3,2318,696,0.4241,-0.0074,-0.0094,-0.0058,mixed_or_noisy
BD_L10_bucket,avg_95_105,game_total_9plus,"2023,2024,2025",3,2025,647,0.491,-0.0074,-0.0195,0.0006,mixed_or_noisy
BD_bucket,avg_95_105,game_total_9plus,"2023,2024,2025",3,2025,647,0.491,-0.0074,-0.0195,0.0006,mixed_or_noisy
BO_gap_bucket,neutral_minus7_plus7,game_total_10plus,"2023,2024,2025",3,2234,708,0.3918,-0.0073,-0.0181,0.0072,mixed_or_noisy
BO_L10_bucket,avg_95_105,team_runs_5plus,"2023,2024,2025",3,2079,628,0.4243,-0.0073,-0.0346,0.0264,mixed_or_noisy
BO_bucket,avg_95_105,team_runs_5plus,"2023,2024,2025",3,2079,628,0.4243,-0.0073,-0.0346,0.0264,mixed_or_noisy
BO_plus_weak_BD_tag,no,game_total_10plus,"2023,2024,2025",3,12105,3938,0.3919,-0.0072,-0.0082,-0.0059,mixed_or_noisy
starter_short_outing_previous_game,no,opponent_runs_5plus,"2023,2024,2025",3,9923,3280,0.4244,-0.0072,-0.0124,-0.0017,mixed_or_noisy
BD_L10_bucket,very_high_115_plus,game_total_10plus,"2023,2024,2025",3,5199,1660,0.3919,-0.0072,-0.0095,-0.0052,mixed_or_noisy
BD_bucket,very_high_115_plus,game_total_10plus,"2023,2024,2025",3,5199,1660,0.3919,-0.0072,-0.0095,-0.0052,mixed_or_noisy
BO_L10_bucket,very_low_lt_85,game_total_10plus,"2023,2024,2025",3,4179,1333,0.3919,-0.0072,-0.0241,0.0064,mixed_or_noisy
BO_bucket,very_low_lt_85,game_total_10plus,"2023,2024,2025",3,4179,1333,0.3919,-0.0072,-0.0241,0.0064,mixed_or_noisy
BO_gap_bucket,neutral_minus7_plus7,opponent_runs_5plus,"2023,2024,2025",3,2234,708,0.4244,-0.0072,-0.0087,-0.0059,mixed_or_noisy
BO_gap_bucket,neutral_minus7_plus7,team_runs_5plus,"2023,2024,2025",3,2234,708,0.4244,-0.0072,-0.0087,-0.0059,mixed_or_noisy
BO_L10_bucket,low_85_95,opponent_post5_runs_2plus,"2023,2024,2025",3,1985,597,0.4738,-0.0072,-0.0246,0.0056,mixed_or_noisy
BO_bucket,low_85_95,opponent_post5_runs_2plus,"2023,2024,2025",3,1985,597,0.4738,-0.0072,-0.0246,0.0056,mixed_or_noisy
BO_plus_weak_BD_tag,no,game_total_9plus,"2023,2024,2025",3,12105,3938,0.4914,-0.0071,-0.0092,-0.0045,mixed_or_noisy
strong_BO_clean_BD_tag,no,team_runs_4plus,"2023,2024,2025",3,11682,3798,0.5508,-0.0071,-0.008,-0.0063,mixed_or_noisy
back_to_back_reliever_count_bucket,zero,team_runs_4plus,"2023,2024,2025",3,8313,2672,0.5509,-0.0071,-0.0168,0.002,mixed_or_noisy
error_rate_L10_bucket,avg_40_55,opponent_runs_4plus,"2023,2024,2025",3,5053,1627,0.565,0.0071,-0.0009,0.017,mixed_or_noisy
bullpen_outs_last_2d_bucket,normal_10_18,team_runs_4plus,"2023,2024,2025",3,4624,1511,0.5508,-0.0071,-0.0132,0.0019,mixed_or_noisy
bullpen_outs_last_2d_bucket,very_heavy_28_plus,opponent_runs_5plus,"2023,2024,2025",3,2542,786,0.4387,0.0071,-0.011,0.0201,mixed_or_noisy
bullpen_outs_last_2d_bucket,very_heavy_28_plus,team_runs_5plus,"2023,2024,2025",3,2542,786,0.4245,-0.0071,-0.0269,0.0087,mixed_or_noisy
BO_vs_opponent_BD_gap_bucket,minus_7_to_15,game_total_10plus,"2023,2024,2025",3,1220,390,0.4062,0.0071,-0.0121,0.0244,mixed_or_noisy
BO_vs_opponent_BD_gap_bucket,minus_7_to_15,opponent_post5_runs_2plus,"2023,2024,2025",3,1220,390,0.4881,0.0071,-0.0175,0.0299,mixed_or_noisy
BO_L5_bucket,very_high_115_plus,team_post5_runs_2plus,"2023,2024,2025",3,5192,1714,0.4879,0.007,-0.0024,0.02,mixed_or_noisy
BO_event_bucket,high_105_115,opponent_runs_5plus,"2023,2024,2025",3,2481,796,0.4246,-0.007,-0.0081,-0.0063,mixed_or_noisy
error_rate_L10_bucket,very_high_70_plus,f5_total_4plus,"2023,2024,2025",3,2187,638,0.633,0.007,-0.0097,0.0174,mixed_or_noisy
BO_L10_bucket,high_105_115,team_post5_runs_2plus,"2023,2024,2025",3,2073,656,0.488,0.007,-0.0011,0.0178,mixed_or_noisy
BO_bucket,high_105_115,team_post5_runs_2plus,"2023,2024,2025",3,2073,656,0.488,0.007,-0.0011,0.0178,mixed_or_noisy
