season,feature,feature_value,outcome,count,feature_rate,baseline_rate,lift
2023,BO_gap_bucket,neutral_minus7_plus7,opponent_post5_runs_2plus,736,0.4783,0.4955,-0.0172
2024,BO_gap_bucket,neutral_minus7_plus7,opponent_post5_runs_2plus,790,0.4722,0.4773,-0.0051
2025,BO_gap_bucket,neutral_minus7_plus7,opponent_post5_runs_2plus,708,0.4534,0.4701,-0.0167
2023,BO_gap_bucket,neutral_minus7_plus7,opponent_runs_4plus,736,0.5679,0.5745,-0.0066
2024,BO_gap_bucket,neutral_minus7_plus7,opponent_runs_4plus,790,0.543,0.55,-0.007
2025,BO_gap_bucket,neutral_minus7_plus7,opponent_runs_4plus,708,0.548,0.5493,-0.0013
2023,BO_gap_bucket,neutral_minus7_plus7,opponent_runs_5plus,736,0.447,0.4529,-0.0059
2024,BO_gap_bucket,neutral_minus7_plus7,opponent_runs_5plus,790,0.4165,0.4252,-0.0087
2025,BO_gap_bucket,neutral_minus7_plus7,opponent_runs_5plus,708,0.4096,0.4166,-0.007
2023,BO_gap_bucket,neutral_minus7_plus7,team_f5_runs_2plus,736,0.591,0.5945,-0.0035
2024,BO_gap_bucket,neutral_minus7_plus7,team_f5_runs_2plus,790,0.5658,0.5795,-0.0137
2025,BO_gap_bucket,neutral_minus7_plus7,team_f5_runs_2plus,708,0.5791,0.5754,0.0037
2023,BO_gap_bucket,neutral_minus7_plus7,team_post5_runs_2plus,736,0.4783,0.4955,-0.0172
2024,BO_gap_bucket,neutral_minus7_plus7,team_post5_runs_2plus,790,0.4722,0.4773,-0.0051
2025,BO_gap_bucket,neutral_minus7_plus7,team_post5_runs_2plus,708,0.4534,0.4701,-0.0167
2023,BO_gap_bucket,neutral_minus7_plus7,team_runs_4plus,736,0.5679,0.5745,-0.0066
2024,BO_gap_bucket,neutral_minus7_plus7,team_runs_4plus,790,0.543,0.55,-0.007
2025,BO_gap_bucket,neutral_minus7_plus7,team_runs_4plus,708,0.548,0.5493,-0.0013
2023,BO_gap_bucket,neutral_minus7_plus7,team_runs_5plus,736,0.447,0.4529,-0.0059
2024,BO_gap_bucket,neutral_minus7_plus7,team_runs_5plus,790,0.4165,0.4252,-0.0087
2025,BO_gap_bucket,neutral_minus7_plus7,team_runs_5plus,708,0.4096,0.4166,-0.007
2023,BO_gap_bucket,neutral_minus7_plus7,team_won,736,0.5,0.5,0.0
2024,BO_gap_bucket,neutral_minus7_plus7,team_won,790,0.5,0.498,0.002
2025,BO_gap_bucket,neutral_minus7_plus7,team_won,708,0.5,0.5,0.0
2023,BO_gap_bucket,plus_15_plus,f5_total_4plus,1663,0.6356,0.6342,0.0014
2024,BO_gap_bucket,plus_15_plus,f5_total_4plus,1704,0.6279,0.6211,0.0068
2025,BO_gap_bucket,plus_15_plus,f5_total_4plus,1728,0.6128,0.6226,-0.0098
2023,BO_gap_bucket,plus_15_plus,game_total_10plus,1663,0.4251,0.4257,-0.0006
2024,BO_gap_bucket,plus_15_plus,game_total_10plus,1704,0.3844,0.3805,0.0039
2025,BO_gap_bucket,plus_15_plus,game_total_10plus,1728,0.3767,0.3911,-0.0144
2023,BO_gap_bucket,plus_15_plus,game_total_9plus,1663,0.525,0.5237,0.0013
2024,BO_gap_bucket,plus_15_plus,game_total_9plus,1704,0.4836,0.4863,-0.0027
2025,BO_gap_bucket,plus_15_plus,game_total_9plus,1728,0.4716,0.4853,-0.0137
2023,BO_gap_bucket,plus_15_plus,opponent_post5_runs_2plus,1663,0.4841,0.4955,-0.0114
2024,BO_gap_bucket,plus_15_plus,opponent_post5_runs_2plus,1704,0.4577,0.4773,-0.0196
2025,BO_gap_bucket,plus_15_plus,opponent_post5_runs_2plus,1728,0.4543,0.4701,-0.0158
2023,BO_gap_bucket,plus_15_plus,opponent_runs_4plus,1663,0.5406,0.5745,-0.0339
2024,BO_gap_bucket,plus_15_plus,opponent_runs_4plus,1704,0.5311,0.55,-0.0189
2025,BO_gap_bucket,plus_15_plus,opponent_runs_4plus,1728,0.5399,0.5493,-0.0094
2023,BO_gap_bucket,plus_15_plus,opponent_runs_5plus,1663,0.4155,0.4529,-0.0374
2024,BO_gap_bucket,plus_15_plus,opponent_runs_5plus,1704,0.4049,0.4252,-0.0203
2025,BO_gap_bucket,plus_15_plus,opponent_runs_5plus,1728,0.3987,0.4166,-0.0179
2023,BO_gap_bucket,plus_15_plus,team_f5_runs_2plus,1663,0.6254,0.5945,0.0309
2024,BO_gap_bucket,plus_15_plus,team_f5_runs_2plus,1704,0.6033,0.5795,0.0238
2025,BO_gap_bucket,plus_15_plus,team_f5_runs_2plus,1728,0.5706,0.5754,-0.0048
2023,BO_gap_bucket,plus_15_plus,team_post5_runs_2plus,1663,0.5117,0.4955,0.0162
2024,BO_gap_bucket,plus_15_plus,team_post5_runs_2plus,1704,0.4871,0.4773,0.0098
2025,BO_gap_bucket,plus_15_plus,team_post5_runs_2plus,1728,0.4815,0.4701,0.0114
2023,BO_gap_bucket,plus_15_plus,team_runs_4plus,1663,0.6073,0.5745,0.0328
2024,BO_gap_bucket,plus_15_plus,team_runs_4plus,1704,0.5745,0.55,0.0245
2025,BO_gap_bucket,plus_15_plus,team_runs_4plus,1728,0.5446,0.5493,-0.0047
2023,BO_gap_bucket,plus_15_plus,team_runs_5plus,1663,0.4835,0.4529,0.0306
2024,BO_gap_bucket,plus_15_plus,team_runs_5plus,1704,0.4495,0.4252,0.0243
2025,BO_gap_bucket,plus_15_plus,team_runs_5plus,1728,0.4207,0.4166,0.0041
2023,BO_gap_bucket,plus_15_plus,team_won,1663,0.5418,0.5,0.0418
2024,BO_gap_bucket,plus_15_plus,team_won,1704,0.5393,0.498,0.0413
2025,BO_gap_bucket,plus_15_plus,team_won,1728,0.5226,0.5,0.0226
2023,BO_gap_bucket,plus_7_to_15,f5_total_4plus,425,0.6353,0.6342,0.0011
2024,BO_gap_bucket,plus_7_to_15,f5_total_4plus,442,0.5995,0.6211,-0.0216
2025,BO_gap_bucket,plus_7_to_15,f5_total_4plus,378,0.6455,0.6226,0.0229
2023,BO_gap_bucket,plus_7_to_15,game_total_10plus,425,0.4494,0.4257,0.0237
2024,BO_gap_bucket,plus_7_to_15,game_total_10plus,442,0.3665,0.3805,-0.014
2025,BO_gap_bucket,plus_7_to_15,game_total_10plus,378,0.4497,0.3911,0.0586
2023,BO_gap_bucket,plus_7_to_15,game_total_9plus,425,0.5365,0.5237,0.0128
2024,BO_gap_bucket,plus_7_to_15,game_total_9plus,442,0.4864,0.4863,0.0001
2025,BO_gap_bucket,plus_7_to_15,game_total_9plus,378,0.537,0.4853,0.0517
2023,BO_gap_bucket,plus_7_to_15,opponent_post5_runs_2plus,425,0.5035,0.4955,0.008
2024,BO_gap_bucket,plus_7_to_15,opponent_post5_runs_2plus,442,0.4977,0.4773,0.0204
2025,BO_gap_bucket,plus_7_to_15,opponent_post5_runs_2plus,378,0.5106,0.4701,0.0405
2023,BO_gap_bucket,plus_7_to_15,opponent_runs_4plus,425,0.5788,0.5745,0.0043
2024,BO_gap_bucket,plus_7_to_15,opponent_runs_4plus,442,0.5385,0.55,-0.0115
2025,BO_gap_bucket,plus_7_to_15,opponent_runs_4plus,378,0.5847,0.5493,0.0354
2023,BO_gap_bucket,plus_7_to_15,opponent_runs_5plus,425,0.4635,0.4529,0.0106
2024,BO_gap_bucket,plus_7_to_15,opponent_runs_5plus,442,0.414,0.4252,-0.0112
2025,BO_gap_bucket,plus_7_to_15,opponent_runs_5plus,378,0.4471,0.4166,0.0305
2023,BO_gap_bucket,plus_7_to_15,team_f5_runs_2plus,425,0.6329,0.5945,0.0384
2024,BO_gap_bucket,plus_7_to_15,team_f5_runs_2plus,442,0.5769,0.5795,-0.0026
2025,BO_gap_bucket,plus_7_to_15,team_f5_runs_2plus,378,0.5979,0.5754,0.0225
2023,BO_gap_bucket,plus_7_to_15,team_post5_runs_2plus,425,0.4965,0.4955,0.001
2024,BO_gap_bucket,plus_7_to_15,team_post5_runs_2plus,442,0.4932,0.4773,0.0159
2025,BO_gap_bucket,plus_7_to_15,team_post5_runs_2plus,378,0.4762,0.4701,0.0061
2023,BO_gap_bucket,plus_7_to_15,team_runs_4plus,425,0.5906,0.5745,0.0161
2024,BO_gap_bucket,plus_7_to_15,team_runs_4plus,442,0.5452,0.55,-0.0048
2025,BO_gap_bucket,plus_7_to_15,team_runs_4plus,378,0.5741,0.5493,0.0248
2023,BO_gap_bucket,plus_7_to_15,team_runs_5plus,425,0.4824,0.4529,0.0295
2024,BO_gap_bucket,plus_7_to_15,team_runs_5plus,442,0.4231,0.4252,-0.0021
2025,BO_gap_bucket,plus_7_to_15,team_runs_5plus,378,0.463,0.4166,0.0464
2023,BO_gap_bucket,plus_7_to_15,team_won,425,0.4941,0.5,-0.0059
2024,BO_gap_bucket,plus_7_to_15,team_won,442,0.491,0.498,-0.007
2025,BO_gap_bucket,plus_7_to_15,team_won,378,0.4921,0.5,-0.0079
2023,BO_plus_tired_bullpen_tag,no,f5_total_4plus,3214,0.6304,0.6342,-0.0038
2024,BO_plus_tired_bullpen_tag,no,f5_total_4plus,3403,0.6183,0.6211,-0.0028
2025,BO_plus_tired_bullpen_tag,no,f5_total_4plus,3223,0.6196,0.6226,-0.003
2023,BO_plus_tired_bullpen_tag,no,game_total_10plus,3214,0.4216,0.4257,-0.0041
2024,BO_plus_tired_bullpen_tag,no,game_total_10plus,3403,0.3723,0.3805,-0.0082
2025,BO_plus_tired_bullpen_tag,no,game_total_10plus,3223,0.3801,0.3911,-0.011
2023,BO_plus_tired_bullpen_tag,no,game_total_9plus,3214,0.519,0.5237,-0.0047
2024,BO_plus_tired_bullpen_tag,no,game_total_9plus,3403,0.4816,0.4863,-0.0047
2025,BO_plus_tired_bullpen_tag,no,game_total_9plus,3223,0.4769,0.4853,-0.0084
2023,BO_plus_tired_bullpen_tag,no,opponent_post5_runs_2plus,3214,0.4984,0.4955,0.0029
2024,BO_plus_tired_bullpen_tag,no,opponent_post5_runs_2plus,3403,0.4778,0.4773,0.0005
2025,BO_plus_tired_bullpen_tag,no,opponent_post5_runs_2plus,3223,0.4694,0.4701,-0.0007
2023,BO_plus_tired_bullpen_tag,no,opponent_runs_4plus,3214,0.5778,0.5745,0.0033
2024,BO_plus_tired_bullpen_tag,no,opponent_runs_4plus,3403,0.546,0.55,-0.004
2025,BO_plus_tired_bullpen_tag,no,opponent_runs_4plus,3223,0.5442,0.5493,-0.0051
2023,BO_plus_tired_bullpen_tag,no,opponent_runs_5plus,3214,0.4605,0.4529,0.0076
2024,BO_plus_tired_bullpen_tag,no,opponent_runs_5plus,3403,0.4223,0.4252,-0.0029
2025,BO_plus_tired_bullpen_tag,no,opponent_runs_5plus,3223,0.412,0.4166,-0.0046
2023,BO_plus_tired_bullpen_tag,no,team_f5_runs_2plus,3214,0.589,0.5945,-0.0055
2024,BO_plus_tired_bullpen_tag,no,team_f5_runs_2plus,3403,0.5707,0.5795,-0.0088
2025,BO_plus_tired_bullpen_tag,no,team_f5_runs_2plus,3223,0.5718,0.5754,-0.0036
2023,BO_plus_tired_bullpen_tag,no,team_post5_runs_2plus,3214,0.4991,0.4955,0.0036
2024,BO_plus_tired_bullpen_tag,no,team_post5_runs_2plus,3403,0.4711,0.4773,-0.0062
2025,BO_plus_tired_bullpen_tag,no,team_post5_runs_2plus,3223,0.4601,0.4701,-0.01
2023,BO_plus_tired_bullpen_tag,no,team_runs_4plus,3214,0.5647,0.5745,-0.0098
2024,BO_plus_tired_bullpen_tag,no,team_runs_4plus,3403,0.5442,0.55,-0.0058
2025,BO_plus_tired_bullpen_tag,no,team_runs_4plus,3223,0.5414,0.5493,-0.0079
2023,BO_plus_tired_bullpen_tag,no,team_runs_5plus,3214,0.4396,0.4529,-0.0133
2024,BO_plus_tired_bullpen_tag,no,team_runs_5plus,3403,0.4173,0.4252,-0.0079
2025,BO_plus_tired_bullpen_tag,no,team_runs_5plus,3223,0.4052,0.4166,-0.0114
2023,BO_plus_tired_bullpen_tag,no,team_won,3214,0.4885,0.5,-0.0115
2024,BO_plus_tired_bullpen_tag,no,team_won,3403,0.489,0.498,-0.009
2025,BO_plus_tired_bullpen_tag,no,team_won,3223,0.4902,0.5,-0.0098
2023,BO_plus_tired_bullpen_tag,yes,f5_total_4plus,1728,0.6412,0.6342,0.007
2024,BO_plus_tired_bullpen_tag,yes,f5_total_4plus,1717,0.6267,0.6211,0.0056
2025,BO_plus_tired_bullpen_tag,yes,f5_total_4plus,1727,0.6283,0.6226,0.0057
2023,BO_plus_tired_bullpen_tag,yes,game_total_10plus,1728,0.4334,0.4257,0.0077
2024,BO_plus_tired_bullpen_tag,yes,game_total_10plus,1717,0.3966,0.3805,0.0161
2025,BO_plus_tired_bullpen_tag,yes,game_total_10plus,1727,0.4117,0.3911,0.0206
2023,BO_plus_tired_bullpen_tag,yes,game_total_9plus,1728,0.5324,0.5237,0.0087
2024,BO_plus_tired_bullpen_tag,yes,game_total_9plus,1717,0.4956,0.4863,0.0093
2025,BO_plus_tired_bullpen_tag,yes,game_total_9plus,1727,0.5009,0.4853,0.0156
2023,BO_plus_tired_bullpen_tag,yes,opponent_post5_runs_2plus,1728,0.4902,0.4955,-0.0053
2024,BO_plus_tired_bullpen_tag,yes,opponent_post5_runs_2plus,1717,0.4764,0.4773,-0.0009
2025,BO_plus_tired_bullpen_tag,yes,opponent_post5_runs_2plus,1727,0.4713,0.4701,0.0012
2023,BO_plus_tired_bullpen_tag,yes,opponent_runs_4plus,1728,0.5683,0.5745,-0.0062
2024,BO_plus_tired_bullpen_tag,yes,opponent_runs_4plus,1717,0.5579,0.55,0.0079
2025,BO_plus_tired_bullpen_tag,yes,opponent_runs_4plus,1727,0.5588,0.5493,0.0095
2023,BO_plus_tired_bullpen_tag,yes,opponent_runs_5plus,1728,0.4387,0.4529,-0.0142
2024,BO_plus_tired_bullpen_tag,yes,opponent_runs_5plus,1717,0.431,0.4252,0.0058
2025,BO_plus_tired_bullpen_tag,yes,opponent_runs_5plus,1727,0.425,0.4166,0.0084
2023,BO_plus_tired_bullpen_tag,yes,team_f5_runs_2plus,1728,0.6047,0.5945,0.0102
2024,BO_plus_tired_bullpen_tag,yes,team_f5_runs_2plus,1717,0.597,0.5795,0.0175
2025,BO_plus_tired_bullpen_tag,yes,team_f5_runs_2plus,1727,0.5819,0.5754,0.0065
2023,BO_plus_tired_bullpen_tag,yes,team_post5_runs_2plus,1728,0.489,0.4955,-0.0065
2024,BO_plus_tired_bullpen_tag,yes,team_post5_runs_2plus,1717,0.4898,0.4773,0.0125
2025,BO_plus_tired_bullpen_tag,yes,team_post5_runs_2plus,1727,0.4887,0.4701,0.0186
2023,BO_plus_tired_bullpen_tag,yes,team_runs_4plus,1728,0.5926,0.5745,0.0181
2024,BO_plus_tired_bullpen_tag,yes,team_runs_4plus,1717,0.5614,0.55,0.0114
2025,BO_plus_tired_bullpen_tag,yes,team_runs_4plus,1727,0.564,0.5493,0.0147
2023,BO_plus_tired_bullpen_tag,yes,team_runs_5plus,1728,0.4774,0.4529,0.0245
2024,BO_plus_tired_bullpen_tag,yes,team_runs_5plus,1717,0.4409,0.4252,0.0157
2025,BO_plus_tired_bullpen_tag,yes,team_runs_5plus,1727,0.4378,0.4166,0.0212
2023,BO_plus_tired_bullpen_tag,yes,team_won,1728,0.5214,0.5,0.0214
2024,BO_plus_tired_bullpen_tag,yes,team_won,1717,0.516,0.498,0.018
2025,BO_plus_tired_bullpen_tag,yes,team_won,1727,0.5182,0.5,0.0182
2023,BO_plus_weak_BD_tag,no,f5_total_4plus,3989,0.6285,0.6342,-0.0057
2024,BO_plus_weak_BD_tag,no,f5_total_4plus,4178,0.6211,0.6211,0.0
2025,BO_plus_weak_BD_tag,no,f5_total_4plus,3938,0.6196,0.6226,-0.003
2023,BO_plus_weak_BD_tag,no,game_total_10plus,3989,0.4181,0.4257,-0.0076
2024,BO_plus_weak_BD_tag,no,game_total_10plus,4178,0.3746,0.3805,-0.0059
2025,BO_plus_weak_BD_tag,no,game_total_10plus,3938,0.3829,0.3911,-0.0082
2023,BO_plus_weak_BD_tag,no,game_total_9plus,3989,0.5162,0.5237,-0.0075
2024,BO_plus_weak_BD_tag,no,game_total_9plus,4178,0.4818,0.4863,-0.0045
2025,BO_plus_weak_BD_tag,no,game_total_9plus,3938,0.4761,0.4853,-0.0092
2023,BO_plus_weak_BD_tag,no,opponent_post5_runs_2plus,3989,0.4991,0.4955,0.0036
2024,BO_plus_weak_BD_tag,no,opponent_post5_runs_2plus,4178,0.471,0.4773,-0.0063
2025,BO_plus_weak_BD_tag,no,opponent_post5_runs_2plus,3938,0.4667,0.4701,-0.0034
2023,BO_plus_weak_BD_tag,no,opponent_runs_4plus,3989,0.5796,0.5745,0.0051
2024,BO_plus_weak_BD_tag,no,opponent_runs_4plus,4178,0.5467,0.55,-0.0033
2025,BO_plus_weak_BD_tag,no,opponent_runs_4plus,3938,0.5444,0.5493,-0.0049
2023,BO_plus_weak_BD_tag,no,opponent_runs_5plus,3989,0.4575,0.4529,0.0046
2024,BO_plus_weak_BD_tag,no,opponent_runs_5plus,4178,0.4263,0.4252,0.0011
2025,BO_plus_weak_BD_tag,no,opponent_runs_5plus,3938,0.4167,0.4166,0.0001
2023,BO_plus_weak_BD_tag,no,team_f5_runs_2plus,3989,0.5851,0.5945,-0.0094
2024,BO_plus_weak_BD_tag,no,team_f5_runs_2plus,4178,0.5708,0.5795,-0.0087
2025,BO_plus_weak_BD_tag,no,team_f5_runs_2plus,3938,0.5739,0.5754,-0.0015
2023,BO_plus_weak_BD_tag,no,team_post5_runs_2plus,3989,0.4916,0.4955,-0.0039
2024,BO_plus_weak_BD_tag,no,team_post5_runs_2plus,4178,0.4715,0.4773,-0.0058
2025,BO_plus_weak_BD_tag,no,team_post5_runs_2plus,3938,0.4606,0.4701,-0.0095
2023,BO_plus_weak_BD_tag,no,team_runs_4plus,3989,0.5633,0.5745,-0.0112
2024,BO_plus_weak_BD_tag,no,team_runs_4plus,4178,0.5433,0.55,-0.0067
2025,BO_plus_weak_BD_tag,no,team_runs_4plus,3938,0.5429,0.5493,-0.0064
2023,BO_plus_weak_BD_tag,no,team_runs_5plus,3989,0.4412,0.4529,-0.0117
2024,BO_plus_weak_BD_tag,no,team_runs_5plus,4178,0.416,0.4252,-0.0092
2025,BO_plus_weak_BD_tag,no,team_runs_5plus,3938,0.4066,0.4166,-0.01
2023,BO_plus_weak_BD_tag,no,team_won,3989,0.4914,0.5,-0.0086
2024,BO_plus_weak_BD_tag,no,team_won,4178,0.4902,0.498,-0.0078
2025,BO_plus_weak_BD_tag,no,team_won,3938,0.4914,0.5,-0.0086
2023,BO_plus_weak_BD_tag,yes,f5_total_4plus,953,0.6579,0.6342,0.0237
2024,BO_plus_weak_BD_tag,yes,f5_total_4plus,942,0.621,0.6211,-0.0001
2025,BO_plus_weak_BD_tag,yes,f5_total_4plus,1012,0.6344,0.6226,0.0118
2023,BO_plus_weak_BD_tag,yes,game_total_10plus,953,0.4575,0.4257,0.0318
2024,BO_plus_weak_BD_tag,yes,game_total_10plus,942,0.4066,0.3805,0.0261
2025,BO_plus_weak_BD_tag,yes,game_total_10plus,1012,0.4229,0.3911,0.0318
2023,BO_plus_weak_BD_tag,yes,game_total_9plus,953,0.5551,0.5237,0.0314
2024,BO_plus_weak_BD_tag,yes,game_total_9plus,942,0.5064,0.4863,0.0201
2025,BO_plus_weak_BD_tag,yes,game_total_9plus,1012,0.5208,0.4853,0.0355
2023,BO_plus_weak_BD_tag,yes,opponent_post5_runs_2plus,953,0.4806,0.4955,-0.0149
2024,BO_plus_weak_BD_tag,yes,opponent_post5_runs_2plus,942,0.5053,0.4773,0.028
2025,BO_plus_weak_BD_tag,yes,opponent_post5_runs_2plus,1012,0.4832,0.4701,0.0131
2023,BO_plus_weak_BD_tag,yes,opponent_runs_4plus,953,0.553,0.5745,-0.0215
2024,BO_plus_weak_BD_tag,yes,opponent_runs_4plus,942,0.5648,0.55,0.0148
2025,BO_plus_weak_BD_tag,yes,opponent_runs_4plus,1012,0.5682,0.5493,0.0189
2023,BO_plus_weak_BD_tag,yes,opponent_runs_5plus,953,0.4334,0.4529,-0.0195
2024,BO_plus_weak_BD_tag,yes,opponent_runs_5plus,942,0.4204,0.4252,-0.0048
2025,BO_plus_weak_BD_tag,yes,opponent_runs_5plus,1012,0.416,0.4166,-0.0006
2023,BO_plus_weak_BD_tag,yes,team_f5_runs_2plus,953,0.6338,0.5945,0.0393
2024,BO_plus_weak_BD_tag,yes,team_f5_runs_2plus,942,0.6178,0.5795,0.0383
2025,BO_plus_weak_BD_tag,yes,team_f5_runs_2plus,1012,0.581,0.5754,0.0056
2023,BO_plus_weak_BD_tag,yes,team_post5_runs_2plus,953,0.5121,0.4955,0.0166
2024,BO_plus_weak_BD_tag,yes,team_post5_runs_2plus,942,0.5032,0.4773,0.0259
2025,BO_plus_weak_BD_tag,yes,team_post5_runs_2plus,1012,0.5069,0.4701,0.0368
2023,BO_plus_weak_BD_tag,yes,team_runs_4plus,953,0.6212,0.5745,0.0467
2024,BO_plus_weak_BD_tag,yes,team_runs_4plus,942,0.5796,0.55,0.0296
2025,BO_plus_weak_BD_tag,yes,team_runs_4plus,1012,0.5741,0.5493,0.0248
2023,BO_plus_weak_BD_tag,yes,team_runs_5plus,953,0.5016,0.4529,0.0487
2024,BO_plus_weak_BD_tag,yes,team_runs_5plus,942,0.466,0.4252,0.0408
2025,BO_plus_weak_BD_tag,yes,team_runs_5plus,1012,0.4555,0.4166,0.0389
2023,BO_plus_weak_BD_tag,yes,team_won,953,0.5362,0.5,0.0362
2024,BO_plus_weak_BD_tag,yes,team_won,942,0.5329,0.498,0.0349
2025,BO_plus_weak_BD_tag,yes,team_won,1012,0.5336,0.5,0.0336
2023,BO_vs_opponent_BD_gap_bucket,minus_15_or_worse,f5_total_4plus,1794,0.6343,0.6342,0.0001
2024,BO_vs_opponent_BD_gap_bucket,minus_15_or_worse,f5_total_4plus,1933,0.6208,0.6211,-0.0003
2025,BO_vs_opponent_BD_gap_bucket,minus_15_or_worse,f5_total_4plus,1875,0.6101,0.6226,-0.0125
2023,BO_vs_opponent_BD_gap_bucket,minus_15_or_worse,game_total_10plus,1794,0.4253,0.4257,-0.0004
2024,BO_vs_opponent_BD_gap_bucket,minus_15_or_worse,game_total_10plus,1933,0.3725,0.3805,-0.008
2025,BO_vs_opponent_BD_gap_bucket,minus_15_or_worse,game_total_10plus,1875,0.3733,0.3911,-0.0178
2023,BO_vs_opponent_BD_gap_bucket,minus_15_or_worse,game_total_9plus,1794,0.5217,0.5237,-0.002
2024,BO_vs_opponent_BD_gap_bucket,minus_15_or_worse,game_total_9plus,1933,0.477,0.4863,-0.0093
2025,BO_vs_opponent_BD_gap_bucket,minus_15_or_worse,game_total_9plus,1875,0.4587,0.4853,-0.0266
2023,BO_vs_opponent_BD_gap_bucket,minus_15_or_worse,opponent_post5_runs_2plus,1794,0.5234,0.4955,0.0279
2024,BO_vs_opponent_BD_gap_bucket,minus_15_or_worse,opponent_post5_runs_2plus,1933,0.463,0.4773,-0.0143
2025,BO_vs_opponent_BD_gap_bucket,minus_15_or_worse,opponent_post5_runs_2plus,1875,0.4725,0.4701,0.0024
2023,BO_vs_opponent_BD_gap_bucket,minus_15_or_worse,opponent_runs_4plus,1794,0.6054,0.5745,0.0309
2024,BO_vs_opponent_BD_gap_bucket,minus_15_or_worse,opponent_runs_4plus,1933,0.553,0.55,0.003
2025,BO_vs_opponent_BD_gap_bucket,minus_15_or_worse,opponent_runs_4plus,1875,0.5568,0.5493,0.0075
2023,BO_vs_opponent_BD_gap_bucket,minus_15_or_worse,opponent_runs_5plus,1794,0.4705,0.4529,0.0176
2024,BO_vs_opponent_BD_gap_bucket,minus_15_or_worse,opponent_runs_5plus,1933,0.4371,0.4252,0.0119
2025,BO_vs_opponent_BD_gap_bucket,minus_15_or_worse,opponent_runs_5plus,1875,0.4144,0.4166,-0.0022
2023,BO_vs_opponent_BD_gap_bucket,minus_15_or_worse,team_f5_runs_2plus,1794,0.5669,0.5945,-0.0276
2024,BO_vs_opponent_BD_gap_bucket,minus_15_or_worse,team_f5_runs_2plus,1933,0.5603,0.5795,-0.0192
2025,BO_vs_opponent_BD_gap_bucket,minus_15_or_worse,team_f5_runs_2plus,1875,0.5509,0.5754,-0.0245
2023,BO_vs_opponent_BD_gap_bucket,minus_15_or_worse,team_post5_runs_2plus,1794,0.49,0.4955,-0.0055
2024,BO_vs_opponent_BD_gap_bucket,minus_15_or_worse,team_post5_runs_2plus,1933,0.4646,0.4773,-0.0127
2025,BO_vs_opponent_BD_gap_bucket,minus_15_or_worse,team_post5_runs_2plus,1875,0.4459,0.4701,-0.0242
2023,BO_vs_opponent_BD_gap_bucket,minus_15_or_worse,team_runs_4plus,1794,0.5396,0.5745,-0.0349
2024,BO_vs_opponent_BD_gap_bucket,minus_15_or_worse,team_runs_4plus,1933,0.5287,0.55,-0.0213
2025,BO_vs_opponent_BD_gap_bucket,minus_15_or_worse,team_runs_4plus,1875,0.5056,0.5493,-0.0437
2023,BO_vs_opponent_BD_gap_bucket,minus_15_or_worse,team_runs_5plus,1794,0.4192,0.4529,-0.0337
2024,BO_vs_opponent_BD_gap_bucket,minus_15_or_worse,team_runs_5plus,1933,0.4014,0.4252,-0.0238
2025,BO_vs_opponent_BD_gap_bucket,minus_15_or_worse,team_runs_5plus,1875,0.376,0.4166,-0.0406
2023,BO_vs_opponent_BD_gap_bucket,minus_15_or_worse,team_won,1794,0.466,0.5,-0.034
2024,BO_vs_opponent_BD_gap_bucket,minus_15_or_worse,team_won,1933,0.4847,0.498,-0.0133
2025,BO_vs_opponent_BD_gap_bucket,minus_15_or_worse,team_won,1875,0.4571,0.5,-0.0429
2023,BO_vs_opponent_BD_gap_bucket,minus_7_to_15,f5_total_4plus,431,0.6473,0.6342,0.0131
2024,BO_vs_opponent_BD_gap_bucket,minus_7_to_15,f5_total_4plus,399,0.5965,0.6211,-0.0246
2025,BO_vs_opponent_BD_gap_bucket,minus_7_to_15,f5_total_4plus,390,0.6282,0.6226,0.0056
2023,BO_vs_opponent_BD_gap_bucket,minus_7_to_15,game_total_10plus,431,0.4501,0.4257,0.0244
2024,BO_vs_opponent_BD_gap_bucket,minus_7_to_15,game_total_10plus,399,0.3684,0.3805,-0.0121
2025,BO_vs_opponent_BD_gap_bucket,minus_7_to_15,game_total_10plus,390,0.4,0.3911,0.0089
2023,BO_vs_opponent_BD_gap_bucket,minus_7_to_15,game_total_9plus,431,0.5452,0.5237,0.0215
2024,BO_vs_opponent_BD_gap_bucket,minus_7_to_15,game_total_9plus,399,0.4511,0.4863,-0.0352
2025,BO_vs_opponent_BD_gap_bucket,minus_7_to_15,game_total_9plus,390,0.4974,0.4853,0.0121
2023,BO_vs_opponent_BD_gap_bucket,minus_7_to_15,opponent_post5_runs_2plus,431,0.478,0.4955,-0.0175
2024,BO_vs_opponent_BD_gap_bucket,minus_7_to_15,opponent_post5_runs_2plus,399,0.4862,0.4773,0.0089
2025,BO_vs_opponent_BD_gap_bucket,minus_7_to_15,opponent_post5_runs_2plus,390,0.5,0.4701,0.0299
2023,BO_vs_opponent_BD_gap_bucket,minus_7_to_15,opponent_runs_4plus,431,0.5615,0.5745,-0.013
2024,BO_vs_opponent_BD_gap_bucket,minus_7_to_15,opponent_runs_4plus,399,0.5464,0.55,-0.0036
2025,BO_vs_opponent_BD_gap_bucket,minus_7_to_15,opponent_runs_4plus,390,0.5718,0.5493,0.0225
2023,BO_vs_opponent_BD_gap_bucket,minus_7_to_15,opponent_runs_5plus,431,0.4617,0.4529,0.0088
