game_date,away_team,home_team,away_abbr,home_abbr,away_pitcher,home_pitcher,start_time,book_count,books_with_current,books_with_open,home_no_vig_avg,away_no_vig_avg,home_no_vig_median,away_no_vig_median,home_no_vig_open_avg,away_no_vig_open_avg,home_no_vig_open_median,away_no_vig_open_median,source_url
2023-05-03,Seattle Mariners,Oakland Athletics,SEA,OAK,L. Gilbert,J. Sears,2023-05-04T01:40:00,5,5,5,0.371,0.629,0.3699,0.6301,0.3937,0.6063,0.396,0.604,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-03
2023-05-04,Chicago Cubs,Washington Nationals,CHC,WSN,J. Taillon,P. Corbin,2023-05-04T17:05:00,5,5,5,0.3815,0.6185,0.3813,0.6187,0.3457,0.6543,0.3452,0.6548,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-04
2023-05-04,New York Mets,Detroit Tigers,NYM,DET,J. Verlander,E. Rodriguez,2023-05-04T17:10:00,5,5,5,0.3855,0.6145,0.384,0.616,0.3791,0.6209,0.3813,0.6187,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-04
2023-05-04,Pittsburgh Pirates,Tampa Bay Rays,PIT,TB,V. Velasquez,Z. Eflin,2023-05-04T17:10:00,5,5,5,0.6302,0.3698,0.6324,0.3676,0.6268,0.3732,0.6301,0.3699,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-04
2023-05-04,Los Angeles Angels,St. Louis Cardinals,LAA,STL,G. Canning,J. Flaherty,2023-05-04T17:15:00,5,5,5,0.6124,0.3876,0.616,0.384,0.574,0.426,0.5711,0.4289,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-04
2023-05-04,Baltimore Orioles,Kansas City Royals,BAL,KC,G. Rodriguez,J. Lyles,2023-05-04T18:10:00,5,5,5,0.3672,0.6328,0.3676,0.6324,0.4042,0.5958,0.4082,0.5918,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-04
2023-05-04,Minnesota Twins,Chicago White Sox,MIN,CWS,P. Lopez,L. Giolito,2023-05-04T18:10:00,5,5,5,0.4297,0.5703,0.4289,0.5711,0.4436,0.5564,0.4436,0.5564,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-04
2023-05-04,Milwaukee Brewers,Colorado Rockies,MIL,COL,W. Miley,C. Seabold,2023-05-04T19:10:00,5,5,5,0.4144,0.5856,0.4138,0.5862,0.4383,0.5617,0.4322,0.5678,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-04
2023-05-04,Seattle Mariners,Oakland Athletics,SEA,OAK,G. Kirby,D. Rucinski,2023-05-04T19:37:00,5,5,5,0.3121,0.6879,0.3111,0.6889,0.3434,0.6566,0.3412,0.6588,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-04
2023-05-04,Atlanta Braves,Miami Marlins,ATL,MIA,D. Dodd,J. Luzardo,2023-05-04T20:10:00,5,5,5,0.5006,0.4994,0.5,0.5,0.4536,0.5464,0.438,0.562,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-04
2023-05-04,Toronto Blue Jays,Boston Red Sox,TOR,BOS,K. Gausman,B. Bello,2023-05-04T22:10:00,5,5,5,0.3555,0.6445,0.3556,0.6444,0.4107,0.5893,0.4118,0.5882,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-04
2023-05-05,Miami Marlins,Chicago Cubs,MIA,CHC,E. Cabrera,J. Steele,2023-05-05T18:20:00,5,5,5,0.6063,0.3937,0.6067,0.3933,0.5929,0.4071,0.594,0.406,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-05
2023-05-05,Toronto Blue Jays,Pittsburgh Pirates,TOR,PIT,C. Bassitt,R. Hill,2023-05-05T22:35:00,5,5,5,0.4004,0.5996,0.4009,0.5991,0.4266,0.5734,0.4289,0.5711,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-05
2023-05-05,New York Yankees,Tampa Bay Rays,NYY,TB,J. Brito,Y. Chirinos,2023-05-05T22:40:00,5,5,5,0.6231,0.3769,0.622,0.378,0.6372,0.3628,0.6386,0.3614,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-05
2023-05-05,Chicago White Sox,Cincinnati Reds,CWS,CIN,L. Lynn,H. Greene,2023-05-05T22:40:00,5,5,5,0.5237,0.4763,0.5217,0.4783,0.4948,0.5052,0.4892,0.5108,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-05
2023-05-05,Boston Red Sox,Philadelphia Phillies,BOS,PHI,C. Sale,Z. Wheeler,2023-05-05T23:05:00,5,5,5,0.5943,0.4057,0.5963,0.4037,0.5899,0.4101,0.594,0.406,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-05
2023-05-05,Colorado Rockies,New York Mets,COL,NYM,A. Senzatela,K. Senga,2023-05-05T23:10:00,5,5,5,0.6989,0.3011,0.6968,0.3032,0.6774,0.3226,0.6758,0.3242,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-05
2023-05-05,Minnesota Twins,Cleveland Guardians,MIN,CLE,B. Ober,P. Battenfield,2023-05-05T23:10:00,5,5,5,0.4756,0.5244,0.4783,0.5217,0.4796,0.5204,0.4675,0.5325,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-05
2023-05-05,Baltimore Orioles,Atlanta Braves,BAL,ATL,D. Kremer,M. Fried,2023-05-05T23:20:00,5,5,5,0.6585,0.3415,0.6588,0.3412,0.6566,0.3434,0.6636,0.3364,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-05
2023-05-05,Oakland Athletics,Kansas City Royals,OAK,KC,K. Muller,B. Keller,2023-05-06T00:10:00,5,5,5,0.5627,0.4373,0.562,0.438,0.5785,0.4215,0.5798,0.4202,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-05
2023-05-05,Detroit Tigers,St. Louis Cardinals,DET,STL,M. Boyd,J. Montgomery,2023-05-06T00:15:00,5,5,5,0.6758,0.3242,0.6714,0.3286,0.6729,0.3271,0.6636,0.3364,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-05
2023-05-05,Texas Rangers,Los Angeles Angels,TEX,LAA,D. Dunning,T. Anderson,2023-05-06T01:38:00,5,5,5,0.5489,0.4511,0.5427,0.4573,0.582,0.418,0.5798,0.4202,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-05
2023-05-05,Los Angeles Dodgers,San Diego Padres,LAD,SD,C. Kershaw,Y. Darvish,2023-05-06T01:40:00,5,5,5,0.4874,0.5126,0.4892,0.5108,0.4735,0.5265,0.4675,0.5325,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-05
2023-05-05,Washington Nationals,Arizona Diamondbacks,WSN,AZ,J. Gray,M. Kelly,2023-05-06T01:40:00,5,5,5,0.6337,0.3663,0.6324,0.3676,0.6294,0.3706,0.6256,0.3744,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-05
2023-05-05,Houston Astros,Seattle Mariners,HOU,SEA,C. Javier,L. Castillo,2023-05-06T02:10:00,5,5,5,0.5518,0.4482,0.5526,0.4474,0.5633,0.4367,0.5711,0.4289,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-05
2023-05-05,Milwaukee Brewers,San Francisco Giants,MIL,SF,C. Burnes,S. Manaea,2023-05-06T02:15:00,5,5,5,0.4698,0.5302,0.4675,0.5325,0.4425,0.5575,0.4289,0.5711,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-05
2023-05-06,Detroit Tigers,St. Louis Cardinals,DET,STL,S. Turnbull,A. Wainwright,2023-05-06T18:15:00,5,5,5,0.6321,0.3679,0.6324,0.3676,0.6527,0.3473,0.65,0.35,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-06
2023-05-06,Miami Marlins,Chicago Cubs,MIA,CHC,M. Barnes,D. Smyly,2023-05-06T18:20:00,5,5,5,0.6259,0.3741,0.6257,0.3743,0.6023,0.3977,0.6068,0.3932,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-06
2023-05-06,New York Yankees,Tampa Bay Rays,NYY,TB,D. German,D. Rasmussen,2023-05-06T20:10:00,5,5,5,0.6212,0.3788,0.622,0.378,0.6208,0.3792,0.6279,0.3721,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-06
2023-05-06,Colorado Rockies,New York Mets,COL,NYM,A. Gomber,T. Megill,2023-05-06T20:10:00,5,5,5,0.6579,0.3421,0.6581,0.3419,0.6681,0.3319,0.669,0.331,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-06
2023-05-06,Minnesota Twins,Cleveland Guardians,MIN,CLE,S. Gray,L. Allen,2023-05-06T22:10:00,5,5,5,0.5031,0.4969,0.5,0.5,0.4763,0.5237,0.4783,0.5217,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-06
2023-05-06,Toronto Blue Jays,Pittsburgh Pirates,TOR,PIT,J. Berrios,J. Oviedo,2023-05-06T22:35:00,5,5,5,0.4344,0.5656,0.4395,0.5605,0.4244,0.5756,0.4289,0.5711,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-06
2023-05-06,Chicago White Sox,Cincinnati Reds,CWS,CIN,M. Clevinger,N. Lodolo,2023-05-06T22:40:00,5,5,5,0.5537,0.4463,0.5526,0.4474,0.5281,0.4719,0.5217,0.4783,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-06
2023-05-06,Oakland Athletics,Kansas City Royals,OAK,KC,K. Waldichuk,B. Singer,2023-05-06T23:10:00,5,5,5,0.6117,0.3883,0.6092,0.3908,0.6087,0.3913,0.6067,0.3933,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-06
2023-05-06,Milwaukee Brewers,San Francisco Giants,MIL,SF,C. Rea,A. Cobb,2023-05-06T23:15:00,5,5,5,0.6077,0.3923,0.6068,0.3932,0.5999,0.4001,0.5985,0.4015,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-06
2023-05-06,Boston Red Sox,Philadelphia Phillies,BOS,PHI,C. Kluber,B. Falter,2023-05-06T23:15:00,5,5,5,0.5889,0.4111,0.5882,0.4118,0.5635,0.4365,0.562,0.438,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-06
2023-05-06,Baltimore Orioles,Atlanta Braves,BAL,ATL,K. Bradish,S. Strider,2023-05-06T23:15:00,5,5,5,0.6913,0.3087,0.6919,0.3081,0.6751,0.3249,0.6758,0.3242,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-06
2023-05-06,Washington Nationals,Arizona Diamondbacks,WSN,AZ,M. Gore,T. Henry,2023-05-07T00:10:00,5,5,5,0.5817,0.4183,0.5427,0.4573,0.5621,0.4379,0.5678,0.4322,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-06
2023-05-06,Los Angeles Dodgers,San Diego Padres,LAD,SD,D. May,B. Snell,2023-05-07T00:40:00,5,5,5,0.5412,0.4588,0.5427,0.4573,0.5199,0.4801,0.5108,0.4892,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-06
2023-05-06,Texas Rangers,Los Angeles Angels,TEX,LAA,N. Eovaldi,R. Detmers,2023-05-07T01:07:00,5,5,5,0.5052,0.4948,0.5045,0.4955,0.5204,0.4796,0.5217,0.4783,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-06
2023-05-06,Houston Astros,Seattle Mariners,HOU,SEA,J. France,M. Gonzales,2023-05-07T01:40:00,5,5,5,0.4693,0.5307,0.4675,0.5325,0.517,0.483,0.5198,0.4802,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-06
2023-05-07,Baltimore Orioles,Atlanta Braves,BAL,ATL,T. Wells,B. Elder,2023-05-07T15:35:00,5,5,5,0.5918,0.4082,0.5912,0.4088,0.5916,0.4084,0.5934,0.4066,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-07
2023-05-07,Toronto Blue Jays,Pittsburgh Pirates,TOR,PIT,Y. Kikuchi,R. Contreras,2023-05-07T17:35:00,5,5,5,0.4569,0.5431,0.4573,0.5427,0.4409,0.5591,0.4395,0.5605,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-07
2023-05-07,Boston Red Sox,Philadelphia Phillies,BOS,PHI,T. Houck,T. Walker,2023-05-07T17:35:00,5,5,5,0.5304,0.4696,0.5325,0.4675,0.5287,0.4713,0.5325,0.4675,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-07
2023-05-07,New York Yankees,Tampa Bay Rays,NYY,TB,G. Cole,J. Guerra,2023-05-07T17:40:00,5,5,5,0.4907,0.5093,0.4892,0.5108,0.4796,0.5204,0.4783,0.5217,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-07
2023-05-07,Minnesota Twins,Cleveland Guardians,MIN,CLE,J. Ryan,C. Quantrill,2023-05-07T17:40:00,5,5,5,0.4132,0.5868,0.411,0.589,0.4597,0.5403,0.463,0.537,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-07
2023-05-07,Colorado Rockies,New York Mets,COL,NYM,R. Feltner,J. Lucchesi,2023-05-07T17:40:00,5,5,5,0.6457,0.3543,0.6464,0.3536,0.6551,0.3449,0.6581,0.3419,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-07
2023-05-07,Oakland Athletics,Kansas City Royals,OAK,KC,M. Miller,R. Yarbrough,2023-05-07T18:10:00,5,5,5,0.4886,0.5114,0.4892,0.5108,0.5074,0.4926,0.5108,0.4892,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-07
2023-05-07,Detroit Tigers,St. Louis Cardinals,DET,STL,A. Faedo,S. Matz,2023-05-07T18:15:00,5,5,5,0.6341,0.3659,0.6344,0.3656,0.6438,0.3562,0.6386,0.3614,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-07
2023-05-07,Miami Marlins,Chicago Cubs,MIA,CHC,S. Alcantara,H. Wesneski,2023-05-07T18:20:00,5,5,5,0.4874,0.5126,0.4892,0.5108,0.4722,0.5278,0.4675,0.5325,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-07
2023-05-07,Milwaukee Brewers,San Francisco Giants,MIL,SF,A. Houser,R. Stripling,2023-05-07T20:05:00,5,5,5,0.5667,0.4333,0.562,0.438,0.5495,0.4505,0.5468,0.4532,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-07
2023-05-07,Texas Rangers,Los Angeles Angels,TEX,LAA,M. Perez,J. Suarez,2023-05-07T20:07:00,5,5,5,0.5407,0.4593,0.5427,0.4573,0.5381,0.4619,0.5325,0.4675,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-07
2023-05-07,Houston Astros,Seattle Mariners,HOU,SEA,B. Bielak,B. Miller,2023-05-07T20:10:00,5,5,5,0.5537,0.4463,0.5526,0.4474,0.5244,0.4756,0.5217,0.4783,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-07
2023-05-07,Washington Nationals,Arizona Diamondbacks,WSN,AZ,T. Williams,R. Nelson,2023-05-07T20:10:00,5,5,5,0.5761,0.4239,0.5776,0.4224,0.6062,0.3938,0.604,0.396,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-07
2023-05-07,Chicago White Sox,Cincinnati Reds,CWS,CIN,M. Kopech,G. Ashcraft,2023-05-07T20:10:00,5,5,5,0.5356,0.4644,0.5355,0.4645,0.5308,0.4692,0.5325,0.4675,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-07
2023-05-07,Los Angeles Dodgers,San Diego Padres,LAD,SD,J. Urias,J. Musgrove,2023-05-07T23:10:00,5,5,5,0.4861,0.5139,0.4892,0.5108,0.496,0.504,0.5,0.5,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-07
2023-05-08,Detroit Tigers,Cleveland Guardians,DET,CLE,J. Wentz,T. Bibee,2023-05-08T22:10:00,5,5,5,0.6394,0.3606,0.6429,0.3571,0.577,0.423,0.6301,0.3699,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-08
2023-05-08,Tampa Bay Rays,Baltimore Orioles,TB,BAL,S. McClanahan,K. Gibson,2023-05-08T22:35:00,5,5,5,0.3714,0.6286,0.3721,0.6279,0.3982,0.6018,0.4015,0.5985,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-08
2023-05-08,Colorado Rockies,Pittsburgh Pirates,COL,PIT,K. Freeland,M. Keller,2023-05-08T22:35:00,5,5,5,0.618,0.382,0.6154,0.3846,0.6016,0.3984,0.5991,0.4009,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-08
2023-05-08,Oakland Athletics,New York Yankees,OAK,NYY,J. Sears,N. Cortes,2023-05-08T23:05:00,5,5,5,0.6367,0.3633,0.6344,0.3656,0.6614,0.3386,0.666,0.334,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-08
2023-05-08,Los Angeles Dodgers,Milwaukee Brewers,LAD,MIL,T. Gonsolin,F. Peralta,2023-05-08T23:40:00,5,5,5,0.5256,0.4744,0.5217,0.4783,0.5047,0.4953,0.5108,0.4892,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-08
2023-05-08,Chicago White Sox,Kansas City Royals,CWS,KC,D. Cease,Z. Greinke,2023-05-08T23:40:00,5,5,5,0.4633,0.5367,0.4592,0.5408,0.4399,0.5601,0.4474,0.5526,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-08
2023-05-08,St. Louis Cardinals,Chicago Cubs,STL,CHC,M. Mikolas,M. Stroman,2023-05-08T23:40:00,5,5,5,0.5332,0.4668,0.5325,0.4675,0.5749,0.4251,0.5776,0.4224,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-08
2023-05-08,Houston Astros,Los Angeles Angels,HOU,LAA,H. Brown,P. Sandoval,2023-05-09T01:38:00,5,5,5,0.4605,0.5395,0.4573,0.5427,0.493,0.507,0.5,0.5,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-08
2023-05-08,Miami Marlins,Arizona Diamondbacks,MIA,AZ,B. Garrett,Z. Gallen,2023-05-09T01:40:00,5,5,5,0.6392,0.3608,0.6429,0.3571,0.6589,0.3411,0.6605,0.3395,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-08
2023-05-08,Texas Rangers,Seattle Mariners,TEX,SEA,J. Gray,L. Gilbert,2023-05-09T01:40:00,5,5,5,0.6156,0.3844,0.616,0.384,0.5941,0.4059,0.5824,0.4176,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-08
2023-05-08,Washington Nationals,San Francisco Giants,WSN,SF,J. Irvin,A. DeSclafani,2023-05-09T01:45:00,5,5,5,0.6675,0.3325,0.6643,0.3357,0.6563,0.3437,0.65,0.35,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-08
2023-05-09,Detroit Tigers,Cleveland Guardians,DET,CLE,M. Lorenzen,S. Bieber,2023-05-09T22:10:00,5,5,5,0.64,0.36,0.6411,0.3589,0.6631,0.3369,0.6605,0.3395,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-09
2023-05-09,Tampa Bay Rays,Baltimore Orioles,TB,BAL,Z. Eflin,G. Rodriguez,2023-05-09T22:35:00,5,5,5,0.4521,0.5479,0.4494,0.5506,0.4718,0.5282,0.4675,0.5325,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-09
2023-05-09,Colorado Rockies,Pittsburgh Pirates,COL,PIT,C. Seabold,L. Ortiz,2023-05-09T22:35:00,5,5,5,0.6101,0.3899,0.6097,0.3903,0.5999,0.4001,0.5991,0.4009,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-09
2023-05-09,New York Mets,Cincinnati Reds,NYM,CIN,D. Peterson,L. Weaver,2023-05-09T22:40:00,5,5,5,0.4024,0.5976,0.4033,0.5967,0.3406,0.6594,0.3412,0.6588,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-09
2023-05-09,Toronto Blue Jays,Philadelphia Phillies,TOR,PHI,A. Manoah,A. Nola,2023-05-09T22:40:00,5,5,5,0.557,0.443,0.5599,0.4401,0.5387,0.4613,0.5468,0.4532,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-09
2023-05-09,Oakland Athletics,New York Yankees,OAK,NYY,D. Rucinski,C. Schmidt,2023-05-09T23:05:00,5,5,5,0.711,0.289,0.7085,0.2915,0.6617,0.3383,0.6605,0.3395,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-09
2023-05-09,Boston Red Sox,Atlanta Braves,BOS,ATL,N. Pivetta,C. Morton,2023-05-09T23:20:00,5,5,5,0.6253,0.3747,0.6256,0.3744,0.6152,0.3848,0.6187,0.3813,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-09
2023-05-09,Chicago White Sox,Kansas City Royals,CWS,KC,L. Giolito,J. Lyles,2023-05-09T23:40:00,5,5,5,0.4219,0.5781,0.4202,0.5798,0.4318,0.5682,0.4224,0.5776,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-09
2023-05-09,St. Louis Cardinals,Chicago Cubs,STL,CHC,J. Flaherty,J. Taillon,2023-05-09T23:40:00,5,5,5,0.5213,0.4787,0.5217,0.4783,0.5248,0.4752,0.5325,0.4675,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-09
2023-05-09,Los Angeles Dodgers,Milwaukee Brewers,LAD,MIL,N. Syndergaard,E. Lauer,2023-05-09T23:40:00,5,5,5,0.4328,0.5672,0.4675,0.5325,0.4935,0.5065,0.4892,0.5108,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-09
2023-05-09,San Diego Padres,Minnesota Twins,SD,MIN,M. Wacha,L. Varland,2023-05-09T23:40:00,5,5,5,0.5104,0.4896,0.5108,0.4892,0.5083,0.4917,0.5108,0.4892,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-09
2023-05-09,Houston Astros,Los Angeles Angels,HOU,LAA,F. Valdez,S. Ohtani,2023-05-10T01:38:00,5,5,5,0.5713,0.4287,0.562,0.438,0.5543,0.4457,0.5526,0.4474,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-09
2023-05-09,Texas Rangers,Seattle Mariners,TEX,SEA,A. Heaney,G. Kirby,2023-05-10T01:40:00,5,5,5,0.5887,0.4113,0.5882,0.4118,0.5869,0.4131,0.5918,0.4082,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-09
2023-05-09,Miami Marlins,Arizona Diamondbacks,MIA,AZ,J. Luzardo,B. Pfaadt,2023-05-10T01:40:00,5,5,5,0.4993,0.5007,0.5108,0.4892,0.5246,0.4754,0.5217,0.4783,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-09
2023-05-09,Washington Nationals,San Francisco Giants,WSN,SF,P. Corbin,L. Webb,2023-05-10T01:45:00,5,5,5,0.6629,0.3371,0.6597,0.3403,0.6783,0.3217,0.6744,0.3256,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-09
2023-05-10,Colorado Rockies,Pittsburgh Pirates,COL,PIT,A. Senzatela,R. Hill,2023-05-10T16:35:00,5,5,5,0.5598,0.4402,0.5605,0.4395,0.5828,0.4172,0.5912,0.4088,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-10
2023-05-10,Oakland Athletics,New York Yankees,OAK,NYY,K. Muller,J. Brito,2023-05-10T16:35:00,5,5,5,0.6879,0.3121,0.6866,0.3134,0.6484,0.3516,0.6588,0.3412,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-10
2023-05-10,Detroit Tigers,Cleveland Guardians,DET,CLE,E. Rodriguez,P. Battenfield,2023-05-10T17:10:00,5,5,5,0.5031,0.4969,0.5,0.5,0.5455,0.4545,0.5427,0.4573,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-10
2023-05-10,Los Angeles Dodgers,Milwaukee Brewers,LAD,MIL,C. Kershaw,W. Miley,2023-05-10T17:40:00,5,5,5,0.4041,0.5959,0.4009,0.5991,0.3978,0.6022,0.4035,0.5965,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-10
2023-05-10,Texas Rangers,Seattle Mariners,TEX,SEA,D. Dunning,L. Castillo,2023-05-10T19:40:00,5,5,5,0.6358,0.3642,0.6322,0.3678,0.6292,0.3708,0.6301,0.3699,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-10
2023-05-10,Miami Marlins,Arizona Diamondbacks,MIA,AZ,E. Cabrera,M. Kelly,2023-05-10T19:40:00,5,5,5,0.5732,0.4268,0.5742,0.4258,0.5762,0.4238,0.5711,0.4289,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-10
2023-05-10,Washington Nationals,San Francisco Giants,WSN,SF,J. Gray,S. Manaea,2023-05-10T19:45:00,5,5,5,0.5947,0.4053,0.5965,0.4035,0.585,0.415,0.5798,0.4202,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-10
2023-05-10,Toronto Blue Jays,Philadelphia Phillies,TOR,PHI,K. Gausman,Z. Wheeler,2023-05-10T20:05:00,5,5,5,0.5117,0.4883,0.5108,0.4892,0.5139,0.4861,0.5108,0.4892,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-10
2023-05-10,Houston Astros,Los Angeles Angels,HOU,LAA,C. Javier,G. Canning,2023-05-10T20:07:00,5,5,5,0.4646,0.5354,0.4675,0.5325,0.4935,0.5065,0.5,0.5,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-05-10
