id,market_ticker,snapped_at,yes_bids_json,yes_asks_json,spread_cents,mid_cents,raw_json,event_ticker,sport,home_team,away_team,game_pk,market_type,yes_bid,yes_ask,no_bid,no_ask,last_price,volume,open_interest,source
1729544,KXMLBF5SPREAD-26JUN141340DETCLE-CLE3,2026-06-16T23:46:44.857079+00:00,[],[],3,16,"{""orderbook"": {""orderbook_fp"": {""no_dollars"": [], ""yes_dollars"": []}}}",KXMLBF5SPREAD-26JUN141340DETCLE,mlb,CLE,DET,,f5_spread,15,18,,,17,,,rest_batch
1729545,KXMLBF5SPREAD-26JUN141340DETCLE-DET2,2026-06-16T23:46:44.857079+00:00,[],[],1,25,"{""orderbook"": {""orderbook_fp"": {""no_dollars"": [], ""yes_dollars"": []}}}",KXMLBF5SPREAD-26JUN141340DETCLE,mlb,CLE,DET,,f5_spread,25,26,,,,,,rest_batch
1729546,KXMLBF5SPREAD-26JUN141340DETCLE-DET3,2026-06-16T23:46:44.857079+00:00,[],[],3,15,"{""orderbook"": {""orderbook_fp"": {""no_dollars"": [], ""yes_dollars"": []}}}",KXMLBF5SPREAD-26JUN141340DETCLE,mlb,CLE,DET,,f5_spread,14,17,,,,,,rest_batch
1729547,KXMLBF5SPREAD-26JUN141410HOUKC-HOU2,2026-06-16T23:46:44.857079+00:00,[],[],1,27,"{""orderbook"": {""orderbook_fp"": {""no_dollars"": [], ""yes_dollars"": []}}}",KXMLBF5SPREAD-26JUN141410HOUKC,mlb,KC,HOU,,f5_spread,27,28,,,27,,,rest_batch
1729548,KXMLBF5SPREAD-26JUN141410HOUKC-HOU3,2026-06-16T23:46:44.857079+00:00,[],[],3,17,"{""orderbook"": {""orderbook_fp"": {""no_dollars"": [], ""yes_dollars"": []}}}",KXMLBF5SPREAD-26JUN141410HOUKC,mlb,KC,HOU,,f5_spread,16,19,,,,,,rest_batch
1729549,KXMLBF5SPREAD-26JUN141410HOUKC-KC2,2026-06-16T23:46:44.857079+00:00,[],[],3,31,"{""orderbook"": {""orderbook_fp"": {""no_dollars"": [], ""yes_dollars"": []}}}",KXMLBF5SPREAD-26JUN141410HOUKC,mlb,KC,HOU,,f5_spread,30,33,,,33,,,rest_batch
1729550,KXMLBF5SPREAD-26JUN141410HOUKC-KC3,2026-06-16T23:46:44.857079+00:00,[],[],3,21,"{""orderbook"": {""orderbook_fp"": {""no_dollars"": [], ""yes_dollars"": []}}}",KXMLBF5SPREAD-26JUN141410HOUKC,mlb,KC,HOU,,f5_spread,20,23,,,20,,,rest_batch
1729551,KXMLBF5SPREAD-26JUN141410LADCWS-CWS2,2026-06-16T23:46:44.857079+00:00,[],[],3,21,"{""orderbook"": {""orderbook_fp"": {""no_dollars"": [], ""yes_dollars"": []}}}",KXMLBF5SPREAD-26JUN141410LADCWS,mlb,CWS,LAD,,f5_spread,20,23,,,21,,,rest_batch
1729552,KXMLBF5SPREAD-26JUN141410LADCWS-CWS3,2026-06-16T23:46:44.857079+00:00,[],[],1,11,"{""orderbook"": {""orderbook_fp"": {""no_dollars"": [], ""yes_dollars"": []}}}",KXMLBF5SPREAD-26JUN141410LADCWS,mlb,CWS,LAD,,f5_spread,11,12,,,12,,,rest_batch
1729553,KXMLBF5SPREAD-26JUN141410LADCWS-LAD2,2026-06-16T23:46:44.857079+00:00,[],[],1,42,"{""orderbook"": {""orderbook_fp"": {""no_dollars"": [], ""yes_dollars"": []}}}",KXMLBF5SPREAD-26JUN141410LADCWS,mlb,CWS,LAD,,f5_spread,42,43,,,42,,,rest_batch
1729554,KXMLBF5SPREAD-26JUN141410LADCWS-LAD3,2026-06-16T23:46:44.857079+00:00,[],[],3,29,"{""orderbook"": {""orderbook_fp"": {""no_dollars"": [], ""yes_dollars"": []}}}",KXMLBF5SPREAD-26JUN141410LADCWS,mlb,CWS,LAD,,f5_spread,28,31,,,29,,,rest_batch
1729555,KXMLBF5SPREAD-26JUN141410PHIMIL-MIL2,2026-06-16T23:46:44.857079+00:00,[],[],2,22,"{""orderbook"": {""orderbook_fp"": {""no_dollars"": [], ""yes_dollars"": []}}}",KXMLBF5SPREAD-26JUN141410PHIMIL,mlb,MIL,PHI,,f5_spread,21,23,,,24,,,rest_batch
1729556,KXMLBF5SPREAD-26JUN141410PHIMIL-MIL3,2026-06-16T23:46:44.857079+00:00,[],[],2,12,"{""orderbook"": {""orderbook_fp"": {""no_dollars"": [], ""yes_dollars"": []}}}",KXMLBF5SPREAD-26JUN141410PHIMIL,mlb,MIL,PHI,,f5_spread,11,13,,,17,,,rest_batch
1729557,KXMLBF5SPREAD-26JUN141410PHIMIL-PHI2,2026-06-16T23:46:44.857079+00:00,[],[],1,28,"{""orderbook"": {""orderbook_fp"": {""no_dollars"": [], ""yes_dollars"": []}}}",KXMLBF5SPREAD-26JUN141410PHIMIL,mlb,MIL,PHI,,f5_spread,28,29,,,29,,,rest_batch
