id,game_pk,checked_at,status,inning,inning_half,outs,away_score,home_score,balls,strikes,runner_state,current_batter,current_pitcher
14287,823535,2026-06-16T19:45:28.319010,Live,3,top,3,1,1,0,3,,Sam Antonacci,Gerrit Cole
14286,823451,2026-06-16T19:45:27.347569,Live,4,bottom,0,0,7,0,0,,Edmundo Sosa,Tyler Phillips
14285,823045,2026-06-16T19:45:26.447235,Live,1,top,0,0,0,0,0,,Fernando Tatis Jr.,Andre Pallante
14284,822888,2026-06-16T19:45:25.565057,Live,1,top,0,0,0,0,0,,Trevor Larnach,Kumar Rocker
14283,822723,2026-06-16T19:45:24.731507,Live,4,bottom,3,0,2,1,0,,Drew Millas,Michael Wacha
14282,824912,2026-06-16T19:44:53.561819,Live,2,top,0,1,2,0,0,,Casey Schmitt,Grant Holmes
14281,824750,2026-06-16T19:44:52.611872,Live,3,bottom,0,1,0,2,0,-2-,Wilyer Abreu,Dylan Cease
14280,824667,2026-06-16T19:44:51.691517,Live,1,top,0,0,0,0,0,,Jake McCarthy,Edward Cabrera
14279,824504,2026-06-16T19:44:50.782590,Live,2,bottom,2,0,4,3,2,,Blake Dunn,Kodai Senga
14278,823775,2026-06-16T19:44:49.873845,Live,1,top,2,0,0,0,2,,Rhys Hoskins,Robert Gasser
14277,823535,2026-06-16T19:44:48.973628,Live,3,top,3,1,1,0,3,,Sam Antonacci,Gerrit Cole
14276,823451,2026-06-16T19:44:48.075171,Live,4,top,3,0,7,1,3,,Heriberto Hernández,Jesús Luzardo
14275,823045,2026-06-16T19:44:47.162666,Live,1,top,0,0,0,0,0,,Fernando Tatis Jr.,Andre Pallante
14274,822888,2026-06-16T19:44:46.272861,Live,1,top,0,0,0,0,0,,Trevor Larnach,Kumar Rocker
14273,822723,2026-06-16T19:44:45.332923,Live,4,bottom,2,0,2,0,0,1-3,Drew Millas,Michael Wacha
14272,824912,2026-06-16T19:44:14.142305,Live,1,bottom,3,1,2,2,3,,Austin Riley,Adrian Houser
14271,824750,2026-06-16T19:44:13.126878,Live,3,bottom,0,1,0,0,0,-2-,Wilyer Abreu,Dylan Cease
14270,824667,2026-06-16T19:44:12.235541,Live,1,top,0,0,0,0,0,,Jake McCarthy,Edward Cabrera
14269,824504,2026-06-16T19:44:11.336576,Live,2,bottom,2,0,4,3,1,,Blake Dunn,Kodai Senga
14268,823775,2026-06-16T19:44:10.441847,Live,1,top,2,0,0,0,1,,Rhys Hoskins,Robert Gasser
14267,823535,2026-06-16T19:44:09.509042,Live,3,top,3,1,1,0,3,,Sam Antonacci,Gerrit Cole
14266,823451,2026-06-16T19:44:08.587323,Live,4,top,3,0,7,1,3,,Heriberto Hernández,Jesús Luzardo
14265,823045,2026-06-16T19:44:07.686001,Live,1,top,0,0,0,0,0,,Fernando Tatis Jr.,Andre Pallante
14264,822888,2026-06-16T19:44:06.793771,Live,1,top,0,0,0,0,0,,Trevor Larnach,Kumar Rocker
14263,822723,2026-06-16T19:44:05.866332,Live,4,bottom,2,0,2,0,0,1-3,Drew Millas,Michael Wacha
14262,824912,2026-06-16T19:43:34.737182,Live,1,bottom,3,1,2,2,3,,Austin Riley,Adrian Houser
14261,824750,2026-06-16T19:43:33.827475,Live,3,bottom,0,1,0,3,2,,Ceddanne Rafaela,Dylan Cease
14260,824504,2026-06-16T19:43:32.816824,Live,2,bottom,2,0,4,2,0,,Blake Dunn,Kodai Senga
14259,823775,2026-06-16T19:43:31.904564,Live,1,top,2,0,0,0,0,,Rhys Hoskins,Robert Gasser
14258,823535,2026-06-16T19:43:30.906910,Live,3,top,2,1,1,0,1,,Sam Antonacci,Gerrit Cole
14257,823451,2026-06-16T19:43:29.937863,Live,4,top,2,0,7,1,2,,Heriberto Hernández,Jesús Luzardo
14256,823045,2026-06-16T19:43:28.995269,Live,1,top,0,0,0,0,0,,Fernando Tatis Jr.,Andre Pallante
14255,822888,2026-06-16T19:43:28.048807,Live,1,top,0,0,0,0,0,,Trevor Larnach,Kumar Rocker
14254,822723,2026-06-16T19:43:27.153186,Live,4,bottom,2,0,2,0,2,1--,Jacob Young,Michael Wacha
14253,824912,2026-06-16T19:42:55.822179,Live,1,bottom,3,1,2,2,3,,Austin Riley,Adrian Houser
14252,824750,2026-06-16T19:42:54.899806,Live,3,bottom,0,1,0,1,2,,Ceddanne Rafaela,Dylan Cease
14251,824504,2026-06-16T19:42:54.008679,Live,2,bottom,2,0,4,0,0,,Blake Dunn,Kodai Senga
14250,823775,2026-06-16T19:42:53.110623,Live,1,top,1,0,0,1,2,,Brayan Rocchio,Robert Gasser
14249,823535,2026-06-16T19:42:52.253348,Live,3,top,2,1,1,2,3,,Drew Romo,Gerrit Cole
14248,823451,2026-06-16T19:42:51.372647,Live,4,top,2,0,7,0,2,,Heriberto Hernández,Jesús Luzardo
14247,823045,2026-06-16T19:42:50.350295,Live,1,top,0,0,0,0,0,,Fernando Tatis Jr.,Andre Pallante
14246,822888,2026-06-16T19:42:49.468220,Live,1,top,0,0,0,0,0,,Trevor Larnach,Kumar Rocker
14245,822723,2026-06-16T19:42:48.558082,Live,4,bottom,2,0,2,0,2,1--,Jacob Young,Michael Wacha
14244,824912,2026-06-16T19:42:17.353344,Live,1,bottom,3,1,2,2,3,,Austin Riley,Adrian Houser
14243,824750,2026-06-16T19:42:16.418886,Live,3,bottom,0,1,0,1,2,,Ceddanne Rafaela,Dylan Cease
14242,824504,2026-06-16T19:42:15.400843,Live,2,bottom,1,0,4,0,0,,Edwin Arroyo,Kodai Senga
14241,823775,2026-06-16T19:42:14.466704,Live,1,top,1,0,0,1,0,,Brayan Rocchio,Robert Gasser
14240,823535,2026-06-16T19:42:13.589153,Live,3,top,1,1,1,2,2,,Drew Romo,Gerrit Cole
14239,823451,2026-06-16T19:42:12.689370,Live,4,top,2,0,7,0,0,,Heriberto Hernández,Jesús Luzardo
14238,823045,2026-06-16T19:42:11.782416,Live,1,top,0,0,0,0,0,,Fernando Tatis Jr.,Andre Pallante
14237,822888,2026-06-16T19:42:10.883611,Live,1,top,0,0,0,0,0,,Trevor Larnach,Kumar Rocker
14236,822723,2026-06-16T19:42:09.974949,Live,4,bottom,2,0,2,0,1,1--,Jacob Young,Michael Wacha
14235,824912,2026-06-16T19:41:38.873830,Live,1,bottom,2,1,2,2,2,1-3,Austin Riley,Adrian Houser
14234,824750,2026-06-16T19:41:37.932576,Live,3,bottom,0,1,0,1,1,,Ceddanne Rafaela,Dylan Cease
14233,824504,2026-06-16T19:41:37.031414,Live,2,bottom,0,0,4,1,1,,Matt McLain,Kodai Senga
14232,823775,2026-06-16T19:41:36.145195,Live,1,top,1,0,0,0,0,,Brayan Rocchio,Robert Gasser
14231,823535,2026-06-16T19:41:35.219847,Live,3,top,1,1,1,1,2,,Drew Romo,Gerrit Cole
14230,823451,2026-06-16T19:41:34.329662,Live,4,top,1,0,7,1,2,,Liam Hicks,Jesús Luzardo
14229,823045,2026-06-16T19:41:33.481580,Live,1,top,0,0,0,0,0,,Fernando Tatis Jr.,Andre Pallante
14228,822888,2026-06-16T19:41:32.585189,Live,1,top,0,0,0,0,0,,Trevor Larnach,Kumar Rocker
14227,822723,2026-06-16T19:41:31.618640,Live,4,bottom,2,0,2,0,0,1--,Jacob Young,Michael Wacha
14226,824912,2026-06-16T19:41:00.453003,Live,1,bottom,2,1,2,1,1,1-3,Austin Riley,Adrian Houser
14225,824750,2026-06-16T19:40:59.581647,Live,3,top,3,1,0,1,3,,Ernie Clement,Payton Tolle
14224,824504,2026-06-16T19:40:58.683500,Live,2,top,3,0,4,1,3,,Marcus Semien,Brady Singer
14223,823775,2026-06-16T19:40:57.780659,Live,1,top,0,0,0,2,1,,Travis Bazzana,Robert Gasser
14222,823535,2026-06-16T19:40:56.909378,Live,3,top,1,1,1,1,1,,Drew Romo,Gerrit Cole
14221,823451,2026-06-16T19:40:56.027984,Live,4,top,1,0,7,0,1,,Liam Hicks,Jesús Luzardo
14220,823045,2026-06-16T19:40:55.049887,Live,1,top,0,0,0,0,0,,Fernando Tatis Jr.,Andre Pallante
14219,822888,2026-06-16T19:40:54.143175,Live,1,top,0,0,0,0,0,,Trevor Larnach,Kumar Rocker
14218,822723,2026-06-16T19:40:53.258033,Live,4,bottom,2,0,2,1,1,,Daylen Lile,Michael Wacha
14217,824912,2026-06-16T19:40:22.099653,Live,1,bottom,2,1,2,0,0,1-3,Austin Riley,Adrian Houser
14216,824750,2026-06-16T19:40:21.056089,Live,3,top,3,1,0,1,3,,Ernie Clement,Payton Tolle
14215,824504,2026-06-16T19:40:20.118575,Live,2,top,3,0,4,1,3,,Marcus Semien,Brady Singer
14214,823775,2026-06-16T19:40:19.225648,Live,1,top,0,0,0,0,0,,Travis Bazzana,Robert Gasser
14213,823535,2026-06-16T19:40:18.284850,Live,3,top,1,1,1,1,0,,Tristan Peters,Gerrit Cole
14212,823451,2026-06-16T19:40:17.300096,Live,4,top,1,0,7,0,0,,Liam Hicks,Jesús Luzardo
14211,823045,2026-06-16T19:40:16.291765,Live,1,top,0,0,0,0,0,,Fernando Tatis Jr.,Andre Pallante
14210,822888,2026-06-16T19:40:15.444689,Live,1,top,0,0,0,0,0,,Trevor Larnach,Kumar Rocker
14209,822723,2026-06-16T19:40:14.540067,Live,4,bottom,2,0,2,1,2,,Dylan Crews,Michael Wacha
14208,824912,2026-06-16T19:39:43.407115,Live,1,bottom,2,1,1,1,1,12-,Mauricio Dubón,Adrian Houser
14207,824750,2026-06-16T19:39:42.479379,Live,3,top,3,1,0,1,3,,Ernie Clement,Payton Tolle
14206,824504,2026-06-16T19:39:41.596584,Live,2,top,3,0,4,1,3,,Marcus Semien,Brady Singer
14205,823775,2026-06-16T19:39:40.699748,Live,1,top,0,0,0,0,0,,Travis Bazzana,Robert Gasser
14204,823535,2026-06-16T19:39:39.806072,Live,2,bottom,3,1,1,0,2,,Ryan McMahon,Davis Martin
14203,823451,2026-06-16T19:39:38.861273,Live,4,top,0,0,7,0,0,,Otto Lopez,Jesús Luzardo
14202,823045,2026-06-16T19:39:37.961684,Live,1,top,0,0,0,0,0,,Fernando Tatis Jr.,Andre Pallante
14201,822888,2026-06-16T19:39:37.097796,Live,1,top,0,0,0,0,0,,Trevor Larnach,Kumar Rocker
14200,822723,2026-06-16T19:39:36.229723,Live,4,bottom,1,0,2,1,2,,Dylan Crews,Michael Wacha
14199,824912,2026-06-16T19:39:05.121839,Live,1,bottom,2,1,1,1,0,12-,Mauricio Dubón,Adrian Houser
14198,824750,2026-06-16T19:39:04.213709,Live,3,top,2,1,0,1,2,,Ernie Clement,Payton Tolle
14197,824504,2026-06-16T19:39:03.276443,Live,2,top,3,0,4,1,3,,Marcus Semien,Brady Singer
14196,823775,2026-06-16T19:39:02.341610,Live,1,top,0,0,0,0,0,,Travis Bazzana,Robert Gasser
14195,823535,2026-06-16T19:39:01.370009,Live,2,bottom,3,1,1,0,2,,Ryan McMahon,Davis Martin
14194,823451,2026-06-16T19:39:00.397725,Live,3,bottom,3,0,7,2,2,,Justin Crawford,Tyler Phillips
14193,823045,2026-06-16T19:38:59.322548,Live,1,top,0,0,0,0,0,,Fernando Tatis Jr.,Andre Pallante
14192,822723,2026-06-16T19:38:58.421334,Live,4,bottom,1,0,2,0,0,,Dylan Crews,Michael Wacha
14191,824912,2026-06-16T19:38:27.255763,Live,1,bottom,2,1,1,4,1,12-,Dominic Smith,Adrian Houser
14190,824750,2026-06-16T19:38:26.385827,Live,3,top,2,1,0,1,0,,Ernie Clement,Payton Tolle
14189,824504,2026-06-16T19:38:25.495124,Live,2,top,2,0,4,1,2,,Marcus Semien,Brady Singer
14188,823775,2026-06-16T19:38:24.633743,Live,1,top,0,0,0,0,0,,Travis Bazzana,Robert Gasser
14187,823535,2026-06-16T19:38:23.726227,Live,2,bottom,3,1,1,0,2,,Ryan McMahon,Davis Martin
14186,823451,2026-06-16T19:38:22.880715,Live,3,bottom,3,0,7,2,2,,Justin Crawford,Tyler Phillips
14185,823045,2026-06-16T19:38:21.878208,Live,1,top,0,0,0,0,0,,Fernando Tatis Jr.,Andre Pallante
14184,822723,2026-06-16T19:38:20.812741,Live,4,bottom,0,0,2,1,1,,CJ Abrams,Michael Wacha
14183,824912,2026-06-16T19:37:49.635316,Live,1,bottom,2,1,1,2,1,1--,Dominic Smith,Adrian Houser
14182,824750,2026-06-16T19:37:48.752196,Live,3,top,1,0,0,0,1,--3,George Springer,Payton Tolle
14181,824504,2026-06-16T19:37:47.903393,Live,2,top,2,0,4,0,0,,Marcus Semien,Brady Singer
14180,823775,2026-06-16T19:37:47.040985,Live,1,top,0,0,0,0,0,,Travis Bazzana,Robert Gasser
14179,823535,2026-06-16T19:37:46.188603,Live,2,bottom,3,1,1,0,2,,Ryan McMahon,Davis Martin
14178,823451,2026-06-16T19:37:45.289025,Live,3,bottom,3,0,7,2,2,,Justin Crawford,Tyler Phillips
14177,823045,2026-06-16T19:37:44.340734,Live,1,top,0,0,0,0,0,,Fernando Tatis Jr.,Andre Pallante
14176,822723,2026-06-16T19:37:43.421575,Live,4,bottom,0,0,2,0,0,,CJ Abrams,Michael Wacha
14175,824912,2026-06-16T19:37:12.299896,Live,1,bottom,2,1,1,1,0,1--,Dominic Smith,Adrian Houser
14174,824750,2026-06-16T19:37:11.352863,Live,3,top,1,0,0,0,0,--3,George Springer,Payton Tolle
14173,824504,2026-06-16T19:37:10.489770,Live,2,top,1,0,4,0,1,,A.J. Ewing,Brady Singer
14172,823775,2026-06-16T19:37:09.565103,Live,1,top,0,0,0,0,0,,Travis Bazzana,Robert Gasser
14171,823535,2026-06-16T19:37:08.623577,Live,2,bottom,2,1,1,0,1,,Ryan McMahon,Davis Martin
14170,823451,2026-06-16T19:37:07.710745,Live,3,bottom,2,0,7,1,2,,Justin Crawford,Tyler Phillips
14169,823045,2026-06-16T19:37:06.825169,Live,1,top,0,0,0,0,0,,Fernando Tatis Jr.,Andre Pallante
14168,822723,2026-06-16T19:37:05.861613,Live,4,top,3,0,2,3,2,,Salvador Perez,Foster Griffin
14167,824912,2026-06-16T19:36:34.703611,Live,1,bottom,2,1,1,0,0,1--,Dominic Smith,Adrian Houser
14166,824750,2026-06-16T19:36:33.779993,Live,3,top,1,0,0,0,0,--3,George Springer,Payton Tolle
14165,824504,2026-06-16T19:36:32.911667,Live,2,top,1,0,4,0,0,,A.J. Ewing,Brady Singer
14164,823775,2026-06-16T19:36:31.979042,Live,1,top,0,0,0,0,0,,Travis Bazzana,Robert Gasser
14163,823535,2026-06-16T19:36:31.176757,Live,2,bottom,2,1,1,0,0,,Ryan McMahon,Davis Martin
14162,823451,2026-06-16T19:36:30.268027,Live,3,bottom,2,0,7,0,1,,Justin Crawford,Tyler Phillips
14161,823045,2026-06-16T19:36:29.351078,Live,1,top,0,0,0,0,0,,Fernando Tatis Jr.,Andre Pallante
14160,822723,2026-06-16T19:36:28.460915,Live,4,top,3,0,2,3,2,,Salvador Perez,Foster Griffin
14159,824912,2026-06-16T19:35:57.346378,Live,1,bottom,1,1,1,0,0,1--,Ozzie Albies,Adrian Houser
14158,824750,2026-06-16T19:35:56.402220,Live,3,top,0,0,0,3,2,-2-,Myles Straw,Payton Tolle
14157,824504,2026-06-16T19:35:55.541843,Live,2,top,0,0,4,0,2,,Jared Young,Brady Singer
14156,823775,2026-06-16T19:35:54.574706,Live,1,top,0,0,0,0,0,,Travis Bazzana,Robert Gasser
14155,823535,2026-06-16T19:35:53.685730,Live,2,bottom,1,1,1,3,2,,José Caballero,Davis Martin
14154,823451,2026-06-16T19:35:52.770495,Live,3,bottom,2,0,7,0,0,,Justin Crawford,Tyler Phillips
14153,823045,2026-06-16T19:35:51.846055,Live,1,top,0,0,0,0,0,,Fernando Tatis Jr.,Andre Pallante
14152,822723,2026-06-16T19:35:50.969199,Live,4,top,3,0,2,3,2,,Salvador Perez,Foster Griffin
14151,824912,2026-06-16T19:35:19.839153,Live,1,bottom,0,1,1,0,2,1--,Matt Olson,Adrian Houser
14150,824750,2026-06-16T19:35:18.963546,Live,3,top,0,0,0,3,2,-2-,Myles Straw,Payton Tolle
14149,824504,2026-06-16T19:35:18.022874,Live,2,top,0,0,4,0,0,,Jared Young,Brady Singer
14148,823775,2026-06-16T19:35:17.135750,Live,1,top,0,0,0,0,0,,Travis Bazzana,Robert Gasser
14147,823535,2026-06-16T19:35:16.201034,Live,2,bottom,1,1,1,1,2,,José Caballero,Davis Martin
14146,823451,2026-06-16T19:35:15.291011,Live,3,bottom,1,0,7,0,2,,Gabriel Rincones Jr.,Tyler Phillips
14145,823045,2026-06-16T19:35:14.367514,Live,1,top,0,0,0,0,0,,Fernando Tatis Jr.,Andre Pallante
14144,822723,2026-06-16T19:35:13.485113,Live,4,top,2,0,2,3,2,1--,Salvador Perez,Foster Griffin
14143,824912,2026-06-16T19:34:42.348974,Live,1,bottom,0,1,1,0,1,1--,Matt Olson,Adrian Houser
14142,824750,2026-06-16T19:34:41.427262,Live,3,top,0,0,0,2,2,-2-,Myles Straw,Payton Tolle
14141,824504,2026-06-16T19:34:40.556443,Live,1,bottom,3,0,4,2,3,,Tyler Stephenson,Kodai Senga
14140,823775,2026-06-16T19:34:39.598293,Live,1,top,0,0,0,0,0,,Travis Bazzana,Robert Gasser
14139,823535,2026-06-16T19:34:38.734189,Live,2,bottom,1,1,1,0,1,,José Caballero,Davis Martin
14138,823451,2026-06-16T19:34:37.790042,Live,3,bottom,1,0,7,0,0,,Gabriel Rincones Jr.,Tyler Phillips
14137,823045,2026-06-16T19:34:36.877195,Live,1,top,0,0,0,0,0,,Fernando Tatis Jr.,Andre Pallante
14136,822723,2026-06-16T19:34:35.951563,Live,4,top,2,0,2,3,2,1--,Salvador Perez,Foster Griffin
14135,824912,2026-06-16T19:34:04.846660,Live,1,bottom,0,1,1,2,2,1--,Michael Harris II,Adrian Houser
14134,824750,2026-06-16T19:34:03.976143,Live,3,top,0,0,0,2,2,-2-,Myles Straw,Payton Tolle
14133,824504,2026-06-16T19:34:03.012585,Live,1,bottom,3,0,4,2,3,,Tyler Stephenson,Kodai Senga
14132,823775,2026-06-16T19:34:02.050696,Live,1,top,0,0,0,0,0,,Travis Bazzana,Robert Gasser
14131,823535,2026-06-16T19:34:01.104811,Live,2,bottom,1,1,1,3,1,,Spencer Jones,Davis Martin
14130,823451,2026-06-16T19:34:00.164886,Live,3,bottom,0,0,7,2,2,,J.T. Realmuto,Tyler Phillips
14129,823045,2026-06-16T19:33:59.215748,Live,1,top,0,0,0,0,0,,Fernando Tatis Jr.,Andre Pallante
14128,822723,2026-06-16T19:33:58.322070,Live,4,top,2,0,2,2,2,1--,Salvador Perez,Foster Griffin
14127,824912,2026-06-16T19:33:27.117617,Live,1,bottom,0,1,1,2,1,,Michael Harris II,Adrian Houser
14126,824750,2026-06-16T19:33:26.123330,Live,3,top,0,0,0,2,2,-2-,Myles Straw,Payton Tolle
14125,824504,2026-06-16T19:33:25.166213,Live,1,bottom,3,0,4,2,3,,Tyler Stephenson,Kodai Senga
14124,823775,2026-06-16T19:33:24.277519,Live,1,top,0,0,0,0,0,,Travis Bazzana,Robert Gasser
14123,823535,2026-06-16T19:33:23.384516,Live,2,bottom,1,1,0,3,1,,Spencer Jones,Davis Martin
14122,823451,2026-06-16T19:33:22.525084,Live,3,bottom,0,0,7,1,1,,J.T. Realmuto,Tyler Phillips
14121,823045,2026-06-16T19:33:21.657038,Live,1,top,0,0,0,0,0,,Fernando Tatis Jr.,Andre Pallante
14120,822723,2026-06-16T19:33:20.747066,Live,4,top,2,0,2,2,2,1--,Salvador Perez,Foster Griffin
14119,824912,2026-06-16T19:32:49.603906,Live,1,bottom,0,1,1,0,0,,Michael Harris II,Adrian Houser
14118,824750,2026-06-16T19:32:48.669792,Live,3,top,0,0,0,2,2,-2-,Myles Straw,Payton Tolle
14117,824504,2026-06-16T19:32:47.742033,Live,1,bottom,2,0,4,2,2,,Tyler Stephenson,Kodai Senga
14116,823775,2026-06-16T19:32:46.818835,Live,1,top,0,0,0,0,0,,Travis Bazzana,Robert Gasser
14115,823535,2026-06-16T19:32:45.933723,Live,2,bottom,1,1,0,1,1,,Spencer Jones,Davis Martin
14114,823451,2026-06-16T19:32:44.972108,Live,3,bottom,0,0,7,0,0,,J.T. Realmuto,Tyler Phillips
14113,823045,2026-06-16T19:32:44.041089,Live,1,top,0,0,0,0,0,,Fernando Tatis Jr.,Andre Pallante
14112,822723,2026-06-16T19:32:43.114860,Live,4,top,2,0,2,1,2,1--,Salvador Perez,Foster Griffin
14111,824912,2026-06-16T19:32:11.933084,Live,1,bottom,0,1,0,3,1,,Drake Baldwin,Adrian Houser
14110,824750,2026-06-16T19:32:11.060907,Live,3,top,0,0,0,2,2,-2-,Myles Straw,Payton Tolle
14109,824504,2026-06-16T19:32:10.160634,Live,1,bottom,2,0,4,1,2,,Tyler Stephenson,Kodai Senga
14108,823775,2026-06-16T19:32:09.270667,Live,1,top,0,0,0,0,0,,Travis Bazzana,Robert Gasser
14107,823535,2026-06-16T19:32:08.378195,Live,2,bottom,1,1,0,2,3,,Jazz Chisholm Jr.,Davis Martin
14106,823451,2026-06-16T19:32:07.416228,Live,3,top,3,0,7,2,2,,Xavier Edwards,Jesús Luzardo
14105,823045,2026-06-16T19:32:06.480433,Live,1,top,0,0,0,0,0,,Fernando Tatis Jr.,Andre Pallante
14104,822723,2026-06-16T19:32:05.488183,Live,4,top,2,0,2,0,2,1--,Salvador Perez,Foster Griffin
14103,824912,2026-06-16T19:31:34.228338,Live,1,bottom,0,1,0,2,0,,Drake Baldwin,Adrian Houser
14102,824750,2026-06-16T19:31:33.183745,Live,3,top,0,0,0,1,1,-2-,Myles Straw,Payton Tolle
14101,824504,2026-06-16T19:31:32.192712,Live,1,bottom,2,0,4,0,1,,Tyler Stephenson,Kodai Senga
14100,823775,2026-06-16T19:31:31.273058,Live,1,top,0,0,0,0,0,,Travis Bazzana,Robert Gasser
14099,823535,2026-06-16T19:31:30.389252,Live,2,bottom,0,1,0,2,2,,Jazz Chisholm Jr.,Davis Martin
14098,823451,2026-06-16T19:31:29.440053,Live,3,top,3,0,7,2,2,,Xavier Edwards,Jesús Luzardo
14097,823045,2026-06-16T19:31:28.562265,Live,1,top,0,0,0,0,0,,Fernando Tatis Jr.,Andre Pallante
14096,822723,2026-06-16T19:31:27.704618,Live,4,top,2,0,2,0,1,1--,Salvador Perez,Foster Griffin
14095,824912,2026-06-16T19:30:56.584146,Live,1,top,3,1,0,3,3,,Willy Adames,Grant Holmes
14094,824750,2026-06-16T19:30:55.742360,Live,3,top,0,0,0,0,2,-2-,Andrés Giménez,Payton Tolle
14093,824504,2026-06-16T19:30:54.777595,Live,1,bottom,2,0,4,0,0,,Tyler Stephenson,Kodai Senga
14092,823775,2026-06-16T19:30:53.858143,Live,1,top,0,0,0,0,0,,Travis Bazzana,Robert Gasser
14091,823535,2026-06-16T19:30:52.937272,Live,2,bottom,0,1,0,2,2,,Jazz Chisholm Jr.,Davis Martin
14090,823451,2026-06-16T19:30:52.040695,Live,3,top,3,0,7,2,2,,Xavier Edwards,Jesús Luzardo
14089,823045,2026-06-16T19:30:51.155282,Live,1,top,0,0,0,0,0,,Fernando Tatis Jr.,Andre Pallante
14088,822723,2026-06-16T19:30:50.310835,Live,4,top,2,0,2,0,0,1--,Starling Marte,Foster Griffin
14087,824912,2026-06-16T19:30:19.221295,Live,1,top,3,1,0,3,3,,Willy Adames,Grant Holmes
14086,824750,2026-06-16T19:30:18.353560,Live,3,top,1,0,0,0,2,,Andrés Giménez,Payton Tolle
14085,824504,2026-06-16T19:30:17.469052,Live,1,bottom,2,0,4,3,2,,Spencer Steer,Kodai Senga
14084,823775,2026-06-16T19:30:16.634037,Live,1,top,0,0,0,0,0,,Travis Bazzana,Robert Gasser
14083,823535,2026-06-16T19:30:15.756467,Live,2,bottom,0,1,0,1,1,,Jazz Chisholm Jr.,Davis Martin
14082,823451,2026-06-16T19:30:14.876973,Live,3,top,2,0,7,1,2,,Xavier Edwards,Jesús Luzardo
14081,823045,2026-06-16T19:30:14.024281,Live,1,top,0,0,0,0,0,,Fernando Tatis Jr.,Andre Pallante
14080,822723,2026-06-16T19:30:13.114684,Live,4,top,2,0,2,3,2,,Maikel Garcia,Foster Griffin
14079,824912,2026-06-16T19:29:41.965453,Live,1,top,3,1,0,3,3,,Willy Adames,Grant Holmes
14078,824750,2026-06-16T19:29:40.911181,Live,3,top,1,0,0,0,2,,Andrés Giménez,Payton Tolle
14077,824504,2026-06-16T19:29:39.959194,Live,1,bottom,2,0,3,3,2,,Spencer Steer,Kodai Senga
14076,823775,2026-06-16T19:29:38.983035,Live,1,top,0,0,0,0,0,,Travis Bazzana,Robert Gasser
14075,823535,2026-06-16T19:29:38.069244,Live,2,bottom,0,1,0,0,0,,Jazz Chisholm Jr.,Davis Martin
14074,823451,2026-06-16T19:29:37.227710,Live,3,top,2,0,7,0,1,,Xavier Edwards,Jesús Luzardo
14073,823045,2026-06-16T19:29:36.208434,Live,1,top,0,0,0,0,0,,Fernando Tatis Jr.,Andre Pallante
