season,state_bucket,offense_form_bucket,count,held_to_win_rate,gave_up_tie_or_lead_rate,opponent_scored_next_1_inning_rate,opponent_scored_next_2_innings_rate,lead_reduced_next_2_rate,lead_cut_to_1_next_2_rate,baseline_count,held_to_win_baseline_rate,held_to_win_lift,gave_up_tie_or_lead_baseline_rate,gave_up_tie_or_lead_lift,opponent_scored_next_1_inning_baseline_rate,opponent_scored_next_1_inning_lift,opponent_scored_next_2_innings_baseline_rate,opponent_scored_next_2_innings_lift,lead_reduced_next_2_baseline_rate,lead_reduced_next_2_lift,lead_cut_to_1_next_2_baseline_rate,lead_cut_to_1_next_2_lift
2025,up_4_early_1_3,50_55,202,0.9109,0.1782,0.3564,0.5198,0.3762,0.1139,719,0.8901,0.0208,0.2086,-0.0304,0.4089,-0.0525,0.5535,-0.0337,0.4339,-0.0577,0.1446,-0.0307
2023,up_4_late_7_plus,60_plus,201,0.995,0.005,0.3483,0.4328,0.3284,0.0448,2125,0.9755,0.0195,0.0381,-0.0331,0.3233,0.025,0.3751,0.0577,0.2894,0.039,0.0776,-0.0328
2025,up_3_late_7_plus,60_plus,199,0.9899,0.0854,0.3769,0.4322,0.3417,0.1658,2484,0.9569,0.033,0.0761,0.0093,0.318,0.0589,0.3732,0.059,0.3019,0.0398,0.1514,0.0144
2025,up_5_plus_early_1_3,50_55,199,0.9648,0.0503,0.4121,0.603,0.4573,0.0352,893,0.9351,0.0297,0.1053,-0.055,0.3751,0.037,0.5532,0.0498,0.4255,0.0318,0.0571,-0.0219
2023,up_2_middle_6,40_45,198,0.7828,0.3434,0.4343,0.5859,0.4697,0.4697,1240,0.8016,-0.0188,0.3056,0.0378,0.3903,0.044,0.5379,0.048,0.4323,0.0374,0.4323,0.0374
2023,up_5_plus_middle_6,40_45,198,0.9899,0.0253,0.3737,0.6364,0.4141,0.0253,1330,0.9805,0.0094,0.0331,-0.0078,0.4113,-0.0376,0.5887,0.0477,0.4549,-0.0408,0.0406,-0.0153
2023,up_5_plus_middle_6,55_60,198,0.9798,0.0505,0.4545,0.5859,0.4798,0.0556,1330,0.9805,-0.0007,0.0331,0.0174,0.4113,0.0432,0.5887,-0.0028,0.4549,0.0249,0.0406,0.015
2025,up_3_early_1_3,55_60,198,0.803,0.2929,0.3283,0.5051,0.3485,0.2071,1574,0.8113,-0.0083,0.3253,-0.0324,0.3952,-0.0669,0.5559,-0.0508,0.425,-0.0765,0.2541,-0.047
2024,up_5_plus_late_7_plus,lt_40,196,1.0,0.0,0.449,0.5204,0.4235,0.0,5053,0.9927,0.0073,0.0113,-0.0113,0.3275,0.1215,0.3794,0.141,0.3137,0.1098,0.0263,-0.0263
2025,up_5_plus_f5_1_5,60_plus,195,1.0,0.041,0.4564,0.5795,0.4564,0.0564,1789,0.9631,0.0369,0.0598,-0.0188,0.4203,0.0361,0.5696,0.0099,0.4477,0.0087,0.0464,0.01
2024,up_2_f5_1_5,60_plus,192,0.7292,0.3958,0.3906,0.5521,0.4635,0.4635,2806,0.7744,-0.0452,0.3553,0.0405,0.3813,0.0093,0.5474,0.0047,0.4195,0.044,0.4195,0.044
2025,up_4_f5_1_5,40_45,192,0.875,0.2083,0.4219,0.5781,0.4896,0.1875,1146,0.9136,-0.0386,0.1257,0.0826,0.3927,0.0292,0.5515,0.0266,0.4564,0.0332,0.1405,0.047
2023,up_2_middle_6,55_60,191,0.7801,0.3246,0.377,0.555,0.4503,0.4503,1240,0.8016,-0.0215,0.3056,0.019,0.3903,-0.0133,0.5379,0.0171,0.4323,0.018,0.4323,0.018
2024,up_1_f5_1_5,lt_40,189,0.5926,0.5979,0.3598,0.4868,0.381,0.9735,3704,0.6547,-0.0621,0.5702,0.0277,0.4023,-0.0425,0.5664,-0.0796,0.4355,-0.0545,0.9754,-0.0019
2025,up_4_early_1_3,45_50,189,0.8783,0.2063,0.455,0.5767,0.455,0.1376,719,0.8901,-0.0118,0.2086,-0.0023,0.4089,0.0461,0.5535,0.0232,0.4339,0.0211,0.1446,-0.007
2024,up_2_middle_6,55_60,186,0.8441,0.2903,0.4462,0.5968,0.4247,0.4247,1291,0.7885,0.0556,0.3238,-0.0335,0.4361,0.0101,0.5655,0.0313,0.4547,-0.03,0.4547,-0.03
2023,up_4_f5_1_5,40_45,184,0.8696,0.1957,0.4293,0.587,0.462,0.1304,1143,0.9029,-0.0333,0.1557,0.04,0.4156,0.0137,0.5608,0.0262,0.4558,0.0062,0.1382,-0.0078
2025,up_2_middle_6,55_60,183,0.847,0.2732,0.3934,0.5628,0.4098,0.4098,1273,0.8272,0.0198,0.3009,-0.0277,0.392,0.0014,0.5169,0.0459,0.4171,-0.0073,0.4171,-0.0073
2024,up_2_late_7_plus,lt_40,180,0.8333,0.2111,0.3611,0.3944,0.3611,0.3611,3327,0.8744,-0.0411,0.1776,0.0335,0.3408,0.0203,0.3956,-0.0012,0.3267,0.0344,0.3267,0.0344
2025,up_4_middle_6,50_55,180,0.9389,0.0667,0.3833,0.5333,0.4056,0.0889,654,0.9327,0.0062,0.078,-0.0113,0.3593,0.024,0.5138,0.0195,0.3761,0.0295,0.1147,-0.0258
2024,up_4_middle_6,50_55,178,0.8876,0.118,0.4551,0.5393,0.4382,0.1404,724,0.9282,-0.0406,0.1077,0.0103,0.4268,0.0283,0.5359,0.0034,0.4448,-0.0066,0.1367,0.0037
2023,up_4_f5_1_5,55_60,177,0.8701,0.2034,0.4011,0.5537,0.4689,0.1243,1143,0.9029,-0.0328,0.1557,0.0477,0.4156,-0.0145,0.5608,-0.0071,0.4558,0.0131,0.1382,-0.0139
2024,up_3_middle_6,40_45,176,0.8977,0.1818,0.3864,0.5341,0.4318,0.2386,1020,0.902,-0.0043,0.1539,0.0279,0.4118,-0.0254,0.5363,-0.0022,0.4275,0.0043,0.2392,-0.0006
2025,up_2_late_7_plus,lt_40,175,0.9086,0.1657,0.3086,0.36,0.2971,0.2971,3185,0.8942,0.0144,0.1799,-0.0142,0.3341,-0.0255,0.3962,-0.0362,0.3353,-0.0382,0.3353,-0.0382
2025,up_4_middle_6,45_50,175,0.9257,0.08,0.4,0.5086,0.4057,0.12,654,0.9327,-0.007,0.078,0.002,0.3593,0.0407,0.5138,-0.0052,0.3761,0.0296,0.1147,0.0053
2023,up_3_early_1_3,60_plus,174,0.7874,0.2931,0.4023,0.523,0.4253,0.2471,1690,0.774,0.0134,0.3657,-0.0726,0.4385,-0.0362,0.5964,-0.0734,0.458,-0.0327,0.2817,-0.0346
2024,up_4_f5_1_5,55_60,174,0.977,0.0977,0.3391,0.5287,0.4023,0.1667,1221,0.914,0.063,0.1532,-0.0555,0.3931,-0.054,0.5569,-0.0282,0.4398,-0.0375,0.1507,0.016
2024,up_3_late_7_plus,60_plus,170,0.9529,0.0471,0.3235,0.3706,0.3118,0.1588,2744,0.953,-0.0001,0.0678,-0.0207,0.3287,-0.0052,0.3812,-0.0106,0.32,-0.0082,0.1396,0.0192
2025,up_3_f5_1_5,60_plus,170,0.9176,0.1824,0.4118,0.5412,0.3647,0.2529,1710,0.8643,0.0533,0.2216,-0.0392,0.3713,0.0405,0.5222,0.019,0.4146,-0.0499,0.2444,0.0085
2025,up_5_plus_early_1_3,40_45,169,0.9704,0.0828,0.432,0.6095,0.5148,0.0651,893,0.9351,0.0353,0.1053,-0.0225,0.3751,0.0569,0.5532,0.0563,0.4255,0.0893,0.0571,0.008
2024,up_4_late_7_plus,60_plus,168,0.9881,0.0119,0.3393,0.3988,0.3512,0.125,2139,0.9715,0.0166,0.0383,-0.0264,0.323,0.0163,0.3806,0.0182,0.3249,0.0263,0.0827,0.0423
2025,up_3_middle_6,40_45,168,0.8631,0.2262,0.4583,0.5774,0.5298,0.2857,955,0.9026,-0.0395,0.156,0.0702,0.3916,0.0667,0.5047,0.0727,0.422,0.1078,0.2398,0.0459
2025,up_1_f5_1_5,lt_40,166,0.5783,0.6566,0.4699,0.6386,0.5422,0.9759,3632,0.6352,-0.0569,0.5765,0.0801,0.4025,0.0674,0.5498,0.0888,0.4452,0.097,0.9722,0.0037
2025,up_5_plus_late_7_plus,lt_40,166,1.0,0.0,0.4337,0.4819,0.4337,0.0301,5064,0.9943,0.0057,0.0079,-0.0079,0.3474,0.0863,0.4017,0.0802,0.3323,0.1014,0.0166,0.0135
2023,up_2_late_7_plus,lt_40,164,0.7683,0.25,0.3293,0.372,0.3049,0.3049,3321,0.8814,-0.1131,0.174,0.076,0.3342,-0.0049,0.3927,-0.0207,0.3219,-0.017,0.3219,-0.017
2025,up_3_early_1_3,60_plus,162,0.9383,0.179,0.3951,0.5309,0.3765,0.216,1574,0.8113,0.127,0.3253,-0.1463,0.3952,-0.0001,0.5559,-0.025,0.425,-0.0485,0.2541,-0.0381
2023,up_4_middle_6,45_50,160,0.9125,0.1062,0.4625,0.5875,0.4437,0.1562,684,0.9254,-0.0129,0.1038,0.0024,0.4108,0.0517,0.5468,0.0407,0.424,0.0197,0.1389,0.0173
2023,up_3_middle_6,40_45,157,0.8471,0.2484,0.465,0.6561,0.5414,0.3312,981,0.8695,-0.0224,0.1978,0.0506,0.4149,0.0501,0.5668,0.0893,0.4506,0.0908,0.2589,0.0723
2024,up_3_f5_1_5,60_plus,157,0.8981,0.1911,0.4013,0.5541,0.3949,0.2739,1931,0.8674,0.0307,0.2258,-0.0347,0.392,0.0093,0.5298,0.0243,0.4247,-0.0298,0.2496,0.0243
2023,up_3_middle_6,55_60,156,0.8397,0.2179,0.3462,0.5192,0.4231,0.2692,981,0.8695,-0.0298,0.1978,0.0201,0.4149,-0.0687,0.5668,-0.0476,0.4506,-0.0275,0.2589,0.0103
2025,up_1_middle_6,60_plus,154,0.7597,0.4221,0.3506,0.5,0.3636,0.974,1601,0.6721,0.0876,0.4859,-0.0638,0.3691,-0.0185,0.524,-0.024,0.4204,-0.0568,0.9781,-0.0041
2025,up_3_middle_6,55_60,154,0.8247,0.2273,0.3636,0.5,0.4026,0.3117,955,0.9026,-0.0779,0.156,0.0713,0.3916,-0.028,0.5047,-0.0047,0.422,-0.0194,0.2398,0.0719
2025,up_4_f5_1_5,55_60,154,0.9286,0.0779,0.3766,0.487,0.4156,0.1169,1146,0.9136,0.015,0.1257,-0.0478,0.3927,-0.0161,0.5515,-0.0645,0.4564,-0.0408,0.1405,-0.0236
2023,up_3_f5_1_5,60_plus,153,0.8889,0.2484,0.4183,0.6013,0.4641,0.3203,1832,0.8264,0.0625,0.2735,-0.0251,0.4099,0.0084,0.5617,0.0396,0.4481,0.016,0.2702,0.0501
2025,up_3_late_7_plus,lt_40,153,1.0,0.0654,0.3072,0.3595,0.2876,0.1373,2484,0.9569,0.0431,0.0761,-0.0107,0.318,-0.0108,0.3732,-0.0137,0.3019,-0.0143,0.1514,-0.0141
2023,up_4_early_1_3,55_60,152,0.8618,0.1711,0.4276,0.5066,0.4342,0.1711,914,0.8589,0.0029,0.2144,-0.0433,0.4344,-0.0068,0.57,-0.0634,0.4431,-0.0089,0.1915,-0.0204
2024,up_3_middle_6,55_60,152,0.9211,0.1316,0.4539,0.5658,0.4408,0.1908,1020,0.902,0.0191,0.1539,-0.0223,0.4118,0.0421,0.5363,0.0295,0.4275,0.0133,0.2392,-0.0484
2025,up_2_f5_1_5,lt_40,151,0.7219,0.4238,0.3974,0.5629,0.4371,0.4371,2589,0.7636,-0.0417,0.4002,0.0236,0.409,-0.0116,0.5577,0.0052,0.4434,-0.0063,0.4434,-0.0063
2025,up_5_plus_early_1_3,55_60,150,0.9333,0.0667,0.3333,0.52,0.36,0.04,893,0.9351,-0.0018,0.1053,-0.0386,0.3751,-0.0418,0.5532,-0.0332,0.4255,-0.0655,0.0571,-0.0171
2023,up_2_early_1_3,lt_40,149,0.7114,0.5638,0.396,0.5705,0.4295,0.4295,2917,0.7011,0.0103,0.505,0.0588,0.432,-0.036,0.5883,-0.0178,0.4758,-0.0463,0.4758,-0.0463
2023,up_5_plus_early_1_3,55_60,149,0.9195,0.1074,0.4765,0.6443,0.5034,0.1275,921,0.9359,-0.0164,0.1042,0.0032,0.4332,0.0433,0.6113,0.033,0.4734,0.03,0.0543,0.0732
2023,up_4_early_1_3,40_45,148,0.8446,0.2905,0.4392,0.5541,0.4392,0.1757,914,0.8589,-0.0143,0.2144,0.0761,0.4344,0.0048,0.57,-0.0159,0.4431,-0.0039,0.1915,-0.0158
2023,up_5_plus_middle_6,60_plus,148,0.9797,0.0203,0.3851,0.5338,0.3716,0.0405,1330,0.9805,-0.0008,0.0331,-0.0128,0.4113,-0.0262,0.5887,-0.0549,0.4549,-0.0833,0.0406,-0.0001
2024,up_3_early_1_3,60_plus,148,0.8919,0.2027,0.3986,0.5541,0.4189,0.1689,1634,0.8237,0.0682,0.2803,-0.0776,0.4002,-0.0016,0.5532,0.0009,0.4278,-0.0089,0.2301,-0.0612
2023,up_5_plus_early_1_3,40_45,139,0.8921,0.1439,0.518,0.6403,0.5827,0.0576,921,0.9359,-0.0438,0.1042,0.0397,0.4332,0.0848,0.6113,0.029,0.4734,0.1093,0.0543,0.0033
2024,up_5_plus_f5_1_5,60_plus,137,0.9343,0.1022,0.4234,0.562,0.4818,0.0511,1894,0.9498,-0.0155,0.0692,0.033,0.3685,0.0549,0.5148,0.0472,0.4197,0.0621,0.0533,-0.0022
2025,up_4_early_1_3,40_45,137,0.8832,0.2701,0.3796,0.5401,0.4234,0.1898,719,0.8901,-0.0069,0.2086,0.0615,0.4089,-0.0293,0.5535,-0.0134,0.4339,-0.0105,0.1446,0.0452
2024,up_4_middle_6,40_45,136,0.9044,0.1397,0.3456,0.5147,0.4191,0.1544,724,0.9282,-0.0238,0.1077,0.032,0.4268,-0.0812,0.5359,-0.0212,0.4448,-0.0257,0.1367,0.0177
2025,up_5_plus_middle_6,60_plus,135,0.9852,0.0148,0.3259,0.6,0.437,0.0296,1288,0.9806,0.0046,0.0272,-0.0124,0.3773,-0.0514,0.5435,0.0565,0.4045,0.0325,0.038,-0.0084
2024,up_1_middle_6,60_plus,134,0.6418,0.5522,0.3881,0.5821,0.4925,0.9776,1608,0.658,-0.0162,0.51,0.0422,0.3943,-0.0062,0.5647,0.0174,0.449,0.0435,0.9826,-0.005
2025,up_4_f5_1_5,60_plus,134,0.9627,0.1045,0.403,0.5373,0.4701,0.1493,1146,0.9136,0.0491,0.1257,-0.0212,0.3927,0.0103,0.5515,-0.0142,0.4564,0.0137,0.1405,0.0088
2024,up_2_f5_1_5,lt_40,125,0.592,0.536,0.384,0.576,0.448,0.448,2806,0.7744,-0.1824,0.3553,0.1807,0.3813,0.0027,0.5474,0.0286,0.4195,0.0285,0.4195,0.0285
2024,up_3_late_7_plus,lt_40,124,0.9194,0.0968,0.3548,0.379,0.3548,0.1855,2744,0.953,-0.0336,0.0678,0.029,0.3287,0.0261,0.3812,-0.0022,0.32,0.0348,0.1396,0.0459
2025,up_2_early_1_3,lt_40,124,0.7177,0.4677,0.371,0.5806,0.3468,0.3468,2763,0.7351,-0.0174,0.4629,0.0048,0.3959,-0.0249,0.553,0.0276,0.447,-0.1002,0.447,-0.1002
2025,up_2_middle_6,60_plus,124,0.7984,0.3306,0.4194,0.5726,0.4355,0.4355,1273,0.8272,-0.0288,0.3009,0.0297,0.392,0.0274,0.5169,0.0557,0.4171,0.0184,0.4171,0.0184
2023,up_4_middle_6,55_60,122,0.8852,0.1803,0.3689,0.5246,0.4016,0.1721,684,0.9254,-0.0402,0.1038,0.0765,0.4108,-0.0419,0.5468,-0.0222,0.424,-0.0224,0.1389,0.0332
2024,up_4_early_1_3,40_45,120,0.9167,0.1917,0.3667,0.55,0.4,0.1417,803,0.8829,0.0338,0.1918,-0.0001,0.3873,-0.0206,0.5268,0.0232,0.4247,-0.0247,0.1108,0.0309
2023,up_3_late_7_plus,lt_40,118,0.9322,0.0678,0.3898,0.4153,0.3051,0.161,2579,0.9387,-0.0065,0.0954,-0.0276,0.3373,0.0525,0.3889,0.0264,0.3075,-0.0024,0.1706,-0.0096
2024,up_5_plus_early_1_3,40_45,116,0.8879,0.1379,0.2155,0.3966,0.3793,0.0517,822,0.8881,-0.0002,0.135,0.0029,0.4161,-0.2006,0.573,-0.1764,0.4672,-0.0879,0.0389,0.0128
2024,up_5_plus_middle_6,60_plus,116,0.9828,0.0172,0.3793,0.5431,0.431,0.0431,1412,0.9816,0.0012,0.0269,-0.0097,0.3817,-0.0024,0.5163,0.0268,0.4256,0.0054,0.0276,0.0155
2024,up_5_plus_early_1_3,55_60,114,0.9123,0.0877,0.4474,0.5526,0.4298,0.0,822,0.8881,0.0242,0.135,-0.0473,0.4161,0.0313,0.573,-0.0204,0.4672,-0.0374,0.0389,-0.0389
2023,up_2_middle_6,60_plus,111,0.9189,0.2342,0.3423,0.5045,0.4054,0.4054,1240,0.8016,0.1173,0.3056,-0.0714,0.3903,-0.048,0.5379,-0.0334,0.4323,-0.0269,0.4323,-0.0269
2023,up_1_middle_6,60_plus,107,0.7103,0.4393,0.3364,0.514,0.4019,0.9626,1639,0.6705,0.0398,0.5095,-0.0702,0.3905,-0.0541,0.5503,-0.0363,0.446,-0.0441,0.975,-0.0124
2023,up_2_f5_1_5,lt_40,107,0.6075,0.5421,0.4766,0.6729,0.5421,0.5421,2652,0.7534,-0.1459,0.4163,0.1258,0.4427,0.0339,0.592,0.0809,0.4729,0.0692,0.4729,0.0692
2024,up_4_f5_1_5,60_plus,107,0.9346,0.1682,0.3925,0.514,0.4206,0.2243,1221,0.914,0.0206,0.1532,0.015,0.3931,-0.0006,0.5569,-0.0429,0.4398,-0.0192,0.1507,0.0736
2023,up_4_f5_1_5,60_plus,106,0.9906,0.0472,0.3962,0.5849,0.434,0.1038,1143,0.9029,0.0877,0.1557,-0.1085,0.4156,-0.0194,0.5608,0.0241,0.4558,-0.0218,0.1382,-0.0344
2024,up_4_middle_6,55_60,100,0.99,0.05,0.4,0.53,0.47,0.08,724,0.9282,0.0618,0.1077,-0.0577,0.4268,-0.0268,0.5359,-0.0059,0.4448,0.0252,0.1367,-0.0567
