season,state_bucket,opponent_run_prevention_bucket,count,held_to_win_rate,gave_up_tie_or_lead_rate,opponent_scored_next_1_inning_rate,opponent_scored_next_2_innings_rate,lead_reduced_next_2_rate,lead_cut_to_1_next_2_rate,baseline_count,held_to_win_baseline_rate,held_to_win_lift,gave_up_tie_or_lead_baseline_rate,gave_up_tie_or_lead_lift,opponent_scored_next_1_inning_baseline_rate,opponent_scored_next_1_inning_lift,opponent_scored_next_2_innings_baseline_rate,opponent_scored_next_2_innings_lift,lead_reduced_next_2_baseline_rate,lead_reduced_next_2_lift,lead_cut_to_1_next_2_baseline_rate,lead_cut_to_1_next_2_lift
2025,up_3_early_1_3,lt_40,201,0.9104,0.194,0.3433,0.4826,0.3383,0.1741,1574,0.8113,0.0991,0.3253,-0.1313,0.3952,-0.0519,0.5559,-0.0733,0.425,-0.0867,0.2541,-0.08
2025,up_5_plus_middle_6,40_45,200,0.98,0.02,0.41,0.555,0.4,0.02,1288,0.9806,-0.0006,0.0272,-0.0072,0.3773,0.0327,0.5435,0.0115,0.4045,-0.0045,0.038,-0.018
2025,up_4_late_7_plus,lt_40,199,0.9648,0.0352,0.3317,0.3869,0.2764,0.0653,1928,0.9761,-0.0113,0.0311,0.0041,0.2822,0.0495,0.333,0.0539,0.2573,0.0191,0.0705,-0.0052
2025,up_5_plus_middle_6,lt_40,198,0.9697,0.0455,0.3939,0.5152,0.4495,0.0404,1288,0.9806,-0.0109,0.0272,0.0183,0.3773,0.0166,0.5435,-0.0283,0.4045,0.045,0.038,0.0024
2024,up_2_late_7_plus,lt_40,197,0.9086,0.132,0.3706,0.4315,0.2944,0.2944,3327,0.8744,0.0342,0.1776,-0.0456,0.3408,0.0298,0.3956,0.0359,0.3267,-0.0323,0.3267,-0.0323
2023,up_5_plus_middle_6,40_45,194,0.9794,0.0206,0.433,0.6289,0.4742,0.0515,1330,0.9805,-0.0011,0.0331,-0.0125,0.4113,0.0217,0.5887,0.0402,0.4549,0.0193,0.0406,0.0109
2025,up_4_early_1_3,45_50,193,0.8756,0.2642,0.4197,0.5285,0.4404,0.1554,719,0.8901,-0.0145,0.2086,0.0556,0.4089,0.0108,0.5535,-0.025,0.4339,0.0065,0.1446,0.0108
2025,up_4_middle_6,50_55,192,0.9219,0.0885,0.3646,0.474,0.3802,0.151,654,0.9327,-0.0108,0.078,0.0105,0.3593,0.0053,0.5138,-0.0398,0.3761,0.0041,0.1147,0.0363
2023,up_1_late_7_plus,60_plus,189,0.8624,0.3016,0.2963,0.3228,0.3016,0.963,4144,0.7734,0.089,0.3313,-0.0297,0.3448,-0.0485,0.3924,-0.0696,0.3313,-0.0297,0.9718,-0.0088
2023,up_4_middle_6,50_55,189,0.9259,0.0952,0.381,0.5397,0.3968,0.1217,684,0.9254,0.0005,0.1038,-0.0086,0.4108,-0.0298,0.5468,-0.0071,0.424,-0.0272,0.1389,-0.0172
2024,up_3_late_7_plus,lt_40,186,0.9731,0.0538,0.3226,0.3495,0.2581,0.1667,2744,0.953,0.0201,0.0678,-0.014,0.3287,-0.0061,0.3812,-0.0317,0.32,-0.0619,0.1396,0.0271
2024,up_5_plus_early_1_3,45_50,185,0.9459,0.0649,0.427,0.5892,0.4108,0.0649,822,0.8881,0.0578,0.135,-0.0701,0.4161,0.0109,0.573,0.0162,0.4672,-0.0564,0.0389,0.026
2025,up_4_f5_1_5,55_60,185,0.9189,0.1027,0.3676,0.5081,0.4541,0.1459,1146,0.9136,0.0053,0.1257,-0.023,0.3927,-0.0251,0.5515,-0.0434,0.4564,-0.0023,0.1405,0.0054
2023,up_3_middle_6,55_60,184,0.8207,0.2609,0.462,0.6522,0.5489,0.3424,981,0.8695,-0.0488,0.1978,0.0631,0.4149,0.0471,0.5668,0.0854,0.4506,0.0983,0.2589,0.0835
2024,up_1_f5_1_5,60_plus,183,0.6339,0.5738,0.3607,0.5137,0.3825,0.9836,3704,0.6547,-0.0208,0.5702,0.0036,0.4023,-0.0416,0.5664,-0.0527,0.4355,-0.053,0.9754,0.0082
2025,up_5_plus_middle_6,55_60,181,0.9779,0.0331,0.2707,0.4862,0.3536,0.0552,1288,0.9806,-0.0027,0.0272,0.0059,0.3773,-0.1066,0.5435,-0.0573,0.4045,-0.0509,0.038,0.0172
2024,up_2_late_7_plus,60_plus,180,0.8722,0.15,0.2944,0.35,0.3167,0.3167,3327,0.8744,-0.0022,0.1776,-0.0276,0.3408,-0.0464,0.3956,-0.0456,0.3267,-0.01,0.3267,-0.01
2025,up_4_early_1_3,50_55,179,0.8771,0.1732,0.3911,0.5475,0.3575,0.1732,719,0.8901,-0.013,0.2086,-0.0354,0.4089,-0.0178,0.5535,-0.006,0.4339,-0.0764,0.1446,0.0286
2023,up_4_late_7_plus,lt_40,178,0.9719,0.0449,0.2978,0.3708,0.236,0.0618,2125,0.9755,-0.0036,0.0381,0.0068,0.3233,-0.0255,0.3751,-0.0043,0.2894,-0.0534,0.0776,-0.0158
2025,up_3_f5_1_5,lt_40,178,0.8764,0.191,0.3876,0.5674,0.3989,0.2303,1710,0.8643,0.0121,0.2216,-0.0306,0.3713,0.0163,0.5222,0.0452,0.4146,-0.0157,0.2444,-0.0141
2024,up_2_f5_1_5,lt_40,176,0.8125,0.3636,0.3864,0.6193,0.483,0.483,2806,0.7744,0.0381,0.3553,0.0083,0.3813,0.0051,0.5474,0.0719,0.4195,0.0635,0.4195,0.0635
2025,up_4_f5_1_5,40_45,176,0.9432,0.108,0.4205,0.5341,0.4375,0.125,1146,0.9136,0.0296,0.1257,-0.0177,0.3927,0.0278,0.5515,-0.0174,0.4564,-0.0189,0.1405,-0.0155
2023,up_2_late_7_plus,60_plus,175,0.8914,0.16,0.3029,0.3486,0.32,0.32,3321,0.8814,0.01,0.174,-0.014,0.3342,-0.0313,0.3927,-0.0441,0.3219,-0.0019,0.3219,-0.0019
2023,up_5_plus_f5_1_5,lt_40,175,0.9771,0.0286,0.3771,0.5029,0.3886,0.0343,1901,0.9605,0.0166,0.0631,-0.0345,0.3924,-0.0153,0.5692,-0.0663,0.4477,-0.0591,0.0568,-0.0225
2024,up_5_plus_middle_6,40_45,175,0.9771,0.0229,0.3371,0.4629,0.3257,0.0114,1412,0.9816,-0.0045,0.0269,-0.004,0.3817,-0.0446,0.5163,-0.0534,0.4256,-0.0999,0.0276,-0.0162
2025,up_2_late_7_plus,60_plus,174,0.9138,0.1092,0.2184,0.2586,0.2069,0.2069,3185,0.8942,0.0196,0.1799,-0.0707,0.3341,-0.1157,0.3962,-0.1376,0.3353,-0.1284,0.3353,-0.1284
2025,up_1_f5_1_5,60_plus,173,0.711,0.5376,0.3468,0.4682,0.3873,0.9422,3632,0.6352,0.0758,0.5765,-0.0389,0.4025,-0.0557,0.5498,-0.0816,0.4452,-0.0579,0.9722,-0.03
2025,up_4_middle_6,45_50,173,0.9306,0.0751,0.3988,0.5549,0.3815,0.0983,654,0.9327,-0.0021,0.078,-0.0029,0.3593,0.0395,0.5138,0.0411,0.3761,0.0054,0.1147,-0.0164
2023,up_4_f5_1_5,55_60,170,0.9235,0.1647,0.4235,0.5471,0.4824,0.1471,1143,0.9029,0.0206,0.1557,0.009,0.4156,0.0079,0.5608,-0.0137,0.4558,0.0266,0.1382,0.0089
2025,up_2_middle_6,40_45,167,0.8683,0.2455,0.3653,0.503,0.3473,0.3473,1273,0.8272,0.0411,0.3009,-0.0554,0.392,-0.0267,0.5169,-0.0139,0.4171,-0.0698,0.4171,-0.0698
2024,up_4_f5_1_5,40_45,165,0.8424,0.1939,0.4485,0.5939,0.497,0.1333,1221,0.914,-0.0716,0.1532,0.0407,0.3931,0.0554,0.5569,0.037,0.4398,0.0572,0.1507,-0.0174
2024,up_3_middle_6,40_45,164,0.939,0.0976,0.2927,0.4268,0.311,0.1646,1020,0.902,0.037,0.1539,-0.0563,0.4118,-0.1191,0.5363,-0.1095,0.4275,-0.1165,0.2392,-0.0746
2025,up_5_plus_early_1_3,40_45,163,0.9448,0.0552,0.3926,0.5951,0.5031,0.0368,893,0.9351,0.0097,0.1053,-0.0501,0.3751,0.0175,0.5532,0.0419,0.4255,0.0776,0.0571,-0.0203
2025,up_5_plus_early_1_3,lt_40,160,0.9375,0.1062,0.375,0.5813,0.4,0.05,893,0.9351,0.0024,0.1053,0.0009,0.3751,-0.0001,0.5532,0.0281,0.4255,-0.0255,0.0571,-0.0071
2025,up_3_late_7_plus,60_plus,156,0.9872,0.0256,0.2821,0.3205,0.2885,0.0385,2484,0.9569,0.0303,0.0761,-0.0505,0.318,-0.0359,0.3732,-0.0527,0.3019,-0.0134,0.1514,-0.1129
2023,up_2_middle_6,40_45,154,0.7792,0.3506,0.3766,0.5455,0.4351,0.4351,1240,0.8016,-0.0224,0.3056,0.045,0.3903,-0.0137,0.5379,0.0076,0.4323,0.0028,0.4323,0.0028
2024,up_5_plus_early_1_3,55_60,153,0.8758,0.1307,0.4706,0.6078,0.4837,0.0065,822,0.8881,-0.0123,0.135,-0.0043,0.4161,0.0545,0.573,0.0348,0.4672,0.0165,0.0389,-0.0324
2024,up_2_early_1_3,60_plus,151,0.6424,0.457,0.2848,0.4371,0.3444,0.3444,3030,0.7429,-0.1005,0.4502,0.0068,0.3835,-0.0987,0.5419,-0.1048,0.4145,-0.0701,0.4145,-0.0701
2024,up_4_early_1_3,55_60,151,0.8742,0.2185,0.3907,0.6291,0.5099,0.0927,803,0.8829,-0.0087,0.1918,0.0267,0.3873,0.0034,0.5268,0.1023,0.4247,0.0852,0.1108,-0.0181
2025,up_3_middle_6,40_45,151,0.9205,0.1391,0.457,0.596,0.4967,0.2781,955,0.9026,0.0179,0.156,-0.0169,0.3916,0.0654,0.5047,0.0913,0.422,0.0747,0.2398,0.0383
2024,up_3_late_7_plus,60_plus,146,0.9932,0.0205,0.2466,0.2877,0.2329,0.089,2744,0.953,0.0402,0.0678,-0.0473,0.3287,-0.0821,0.3812,-0.0935,0.32,-0.0871,0.1396,-0.0506
2024,up_2_f5_1_5,60_plus,145,0.6828,0.3931,0.3931,0.5379,0.4414,0.4414,2806,0.7744,-0.0916,0.3553,0.0378,0.3813,0.0118,0.5474,-0.0095,0.4195,0.0219,0.4195,0.0219
2025,up_4_f5_1_5,lt_40,145,0.931,0.0897,0.3724,0.5034,0.3931,0.1103,1146,0.9136,0.0174,0.1257,-0.036,0.3927,-0.0203,0.5515,-0.0481,0.4564,-0.0633,0.1405,-0.0302
2023,up_1_middle_6,lt_40,143,0.7133,0.4685,0.3497,0.5524,0.4196,0.972,1639,0.6705,0.0428,0.5095,-0.041,0.3905,-0.0408,0.5503,0.0021,0.446,-0.0264,0.975,-0.003
2023,up_4_early_1_3,55_60,142,0.8592,0.1761,0.3873,0.493,0.4085,0.1761,914,0.8589,0.0003,0.2144,-0.0383,0.4344,-0.0471,0.57,-0.077,0.4431,-0.0346,0.1915,-0.0154
2025,up_1_middle_6,lt_40,141,0.7376,0.3972,0.3688,0.4326,0.3475,0.9787,1601,0.6721,0.0655,0.4859,-0.0887,0.3691,-0.0003,0.524,-0.0914,0.4204,-0.0729,0.9781,0.0006
2023,up_2_early_1_3,60_plus,140,0.6857,0.5643,0.4357,0.6143,0.5214,0.5214,2917,0.7011,-0.0154,0.505,0.0593,0.432,0.0037,0.5883,0.026,0.4758,0.0456,0.4758,0.0456
2023,up_2_f5_1_5,60_plus,140,0.7571,0.3786,0.4429,0.5143,0.4786,0.4786,2652,0.7534,0.0037,0.4163,-0.0377,0.4427,0.0002,0.592,-0.0777,0.4729,0.0057,0.4729,0.0057
2023,up_5_plus_early_1_3,55_60,140,1.0,0.0,0.4,0.6357,0.5714,0.0143,921,0.9359,0.0641,0.1042,-0.1042,0.4332,-0.0332,0.6113,0.0244,0.4734,0.098,0.0543,-0.04
2023,up_3_f5_1_5,lt_40,139,0.8273,0.259,0.5108,0.6043,0.4532,0.3165,1832,0.8264,0.0009,0.2735,-0.0145,0.4099,0.1009,0.5617,0.0426,0.4481,0.0051,0.2702,0.0463
2024,up_5_plus_f5_1_5,lt_40,139,1.0,0.0288,0.3741,0.5036,0.446,0.036,1894,0.9498,0.0502,0.0692,-0.0404,0.3685,0.0056,0.5148,-0.0112,0.4197,0.0263,0.0533,-0.0173
2025,up_3_middle_6,55_60,138,0.8841,0.1594,0.3696,0.5362,0.4203,0.2681,955,0.9026,-0.0185,0.156,0.0034,0.3916,-0.022,0.5047,0.0315,0.422,-0.0017,0.2398,0.0283
2023,up_4_f5_1_5,40_45,136,0.9191,0.1324,0.4632,0.5662,0.4412,0.125,1143,0.9029,0.0162,0.1557,-0.0233,0.4156,0.0476,0.5608,0.0054,0.4558,-0.0146,0.1382,-0.0132
2024,up_4_late_7_plus,lt_40,136,1.0,0.0147,0.3309,0.3603,0.2647,0.0662,2139,0.9715,0.0285,0.0383,-0.0236,0.323,0.0079,0.3806,-0.0203,0.3249,-0.0602,0.0827,-0.0165
2025,up_2_early_1_3,60_plus,135,0.8074,0.3926,0.3259,0.4741,0.3481,0.3481,2763,0.7351,0.0723,0.4629,-0.0703,0.3959,-0.07,0.553,-0.0789,0.447,-0.0989,0.447,-0.0989
2023,up_3_early_1_3,lt_40,134,0.7388,0.3358,0.4701,0.6642,0.5672,0.3284,1690,0.774,-0.0352,0.3657,-0.0299,0.4385,0.0316,0.5964,0.0678,0.458,0.1092,0.2817,0.0467
2023,up_5_plus_middle_6,lt_40,132,0.9773,0.0227,0.3939,0.6439,0.4167,0.0227,1330,0.9805,-0.0032,0.0331,-0.0104,0.4113,-0.0174,0.5887,0.0552,0.4549,-0.0382,0.0406,-0.0179
2023,up_3_middle_6,40_45,123,0.8862,0.2114,0.3984,0.5854,0.4959,0.2764,981,0.8695,0.0167,0.1978,0.0136,0.4149,-0.0165,0.5668,0.0186,0.4506,0.0453,0.2589,0.0175
2024,up_3_early_1_3,lt_40,121,0.8347,0.3554,0.3884,0.5455,0.4215,0.2975,1634,0.8237,0.011,0.2803,0.0751,0.4002,-0.0118,0.5532,-0.0077,0.4278,-0.0063,0.2301,0.0674
2024,up_4_late_7_plus,60_plus,121,0.9835,0.0165,0.2975,0.3554,0.2975,0.0661,2139,0.9715,0.012,0.0383,-0.0218,0.323,-0.0255,0.3806,-0.0252,0.3249,-0.0274,0.0827,-0.0166
2023,up_5_plus_early_1_3,40_45,120,0.9,0.125,0.3417,0.45,0.3083,0.0333,921,0.9359,-0.0359,0.1042,0.0208,0.4332,-0.0915,0.6113,-0.1613,0.4734,-0.1651,0.0543,-0.021
2024,up_4_middle_6,55_60,120,0.95,0.1,0.4083,0.5083,0.4333,0.125,724,0.9282,0.0218,0.1077,-0.0077,0.4268,-0.0185,0.5359,-0.0276,0.4448,-0.0115,0.1367,-0.0117
2025,up_2_middle_6,lt_40,120,0.8167,0.2583,0.4083,0.4833,0.3167,0.3167,1273,0.8272,-0.0105,0.3009,-0.0426,0.392,0.0163,0.5169,-0.0336,0.4171,-0.1004,0.4171,-0.1004
2023,up_2_middle_6,lt_40,118,0.8559,0.2797,0.4322,0.5678,0.4322,0.4322,1240,0.8016,0.0543,0.3056,-0.0259,0.3903,0.0419,0.5379,0.0299,0.4323,-0.0001,0.4323,-0.0001
2025,up_2_f5_1_5,60_plus,118,0.8644,0.339,0.3644,0.4831,0.3983,0.3983,2589,0.7636,0.1008,0.4002,-0.0612,0.409,-0.0446,0.5577,-0.0746,0.4434,-0.0451,0.4434,-0.0451
2023,up_4_early_1_3,40_45,117,0.8547,0.265,0.4701,0.5556,0.4786,0.2393,914,0.8589,-0.0042,0.2144,0.0506,0.4344,0.0357,0.57,-0.0144,0.4431,0.0355,0.1915,0.0478
2023,up_5_plus_f5_1_5,60_plus,115,1.0,0.0,0.4696,0.6174,0.4261,0.0087,1901,0.9605,0.0395,0.0631,-0.0631,0.3924,0.0772,0.5692,0.0482,0.4477,-0.0216,0.0568,-0.0481
2024,up_4_early_1_3,40_45,114,0.8509,0.2018,0.4298,0.5614,0.4649,0.0263,803,0.8829,-0.032,0.1918,0.01,0.3873,0.0425,0.5268,0.0346,0.4247,0.0402,0.1108,-0.0845
2024,up_3_f5_1_5,lt_40,109,0.9266,0.1835,0.4312,0.5963,0.4128,0.2844,1931,0.8674,0.0592,0.2258,-0.0423,0.392,0.0392,0.5298,0.0665,0.4247,-0.0119,0.2496,0.0348
2024,up_5_plus_middle_6,lt_40,109,0.9817,0.0367,0.4587,0.578,0.4954,0.055,1412,0.9816,0.0001,0.0269,0.0098,0.3817,0.077,0.5163,0.0617,0.4256,0.0698,0.0276,0.0274
2024,up_3_f5_1_5,60_plus,108,0.8148,0.1852,0.3426,0.4907,0.3796,0.2593,1931,0.8674,-0.0526,0.2258,-0.0406,0.392,-0.0494,0.5298,-0.0391,0.4247,-0.0451,0.2496,0.0097
2024,up_1_middle_6,lt_40,106,0.6132,0.5189,0.4434,0.6226,0.4906,0.9811,1608,0.658,-0.0448,0.51,0.0089,0.3943,0.0491,0.5647,0.0579,0.449,0.0416,0.9826,-0.0015
2025,up_4_early_1_3,40_45,106,0.9151,0.1792,0.4057,0.5283,0.4151,0.1132,719,0.8901,0.025,0.2086,-0.0294,0.4089,-0.0032,0.5535,-0.0252,0.4339,-0.0188,0.1446,-0.0314
2023,up_4_middle_6,55_60,105,0.9524,0.0952,0.4476,0.6,0.4952,0.2381,684,0.9254,0.027,0.1038,-0.0086,0.4108,0.0368,0.5468,0.0532,0.424,0.0712,0.1389,0.0992
2025,up_4_early_1_3,lt_40,104,0.9615,0.0865,0.3173,0.4904,0.3942,0.0769,719,0.8901,0.0714,0.2086,-0.1221,0.4089,-0.0916,0.5535,-0.0631,0.4339,-0.0397,0.1446,-0.0677
2025,up_4_early_1_3,55_60,103,0.835,0.2913,0.4951,0.6019,0.5049,0.1845,719,0.8901,-0.0551,0.2086,0.0827,0.4089,0.0862,0.5535,0.0484,0.4339,0.071,0.1446,0.0399
2023,up_3_early_1_3,60_plus,102,0.8627,0.4412,0.3627,0.5686,0.4118,0.2647,1690,0.774,0.0887,0.3657,0.0755,0.4385,-0.0758,0.5964,-0.0278,0.458,-0.0462,0.2817,-0.017
2023,up_3_f5_1_5,60_plus,102,0.8627,0.3922,0.4314,0.5882,0.5294,0.3824,1832,0.8264,0.0363,0.2735,0.1187,0.4099,0.0215,0.5617,0.0265,0.4481,0.0813,0.2702,0.1122
2024,up_4_middle_6,40_45,102,0.8333,0.1863,0.3627,0.5,0.4216,0.1863,724,0.9282,-0.0949,0.1077,0.0786,0.4268,-0.0641,0.5359,-0.0359,0.4448,-0.0232,0.1367,0.0496
2023,up_3_late_7_plus,60_plus,100,0.99,0.04,0.21,0.24,0.14,0.05,2579,0.9387,0.0513,0.0954,-0.0554,0.3373,-0.1273,0.3889,-0.1489,0.3075,-0.1675,0.1706,-0.1206
2024,up_1_middle_6,60_plus,100,0.56,0.6,0.36,0.68,0.53,0.99,1608,0.658,-0.098,0.51,0.09,0.3943,-0.0343,0.5647,0.1153,0.449,0.081,0.9826,0.0074
