season,state_bucket,opponent_run_prevention_bucket,count,eventually_won_rate,tied_or_led_later_rate,scored_next_1_inning_rate,scored_next_2_innings_rate,reduced_deficit_next_2_rate,within_1_next_2_rate,baseline_count,eventually_won_baseline_rate,eventually_won_lift,tied_or_led_later_baseline_rate,tied_or_led_later_lift,scored_next_1_inning_baseline_rate,scored_next_1_inning_lift,scored_next_2_innings_baseline_rate,scored_next_2_innings_lift,reduced_deficit_next_2_baseline_rate,reduced_deficit_next_2_lift,within_1_next_2_baseline_rate,within_1_next_2_lift
2024,down_4_middle_6,45_50,199,0.1106,0.1407,0.4322,0.5427,0.4573,0.1608,724,0.0691,0.0415,0.1077,0.033,0.4268,0.0054,0.5359,0.0068,0.4448,0.0125,0.1367,0.0241
2025,down_2_early_1_3,lt_40,196,0.3061,0.5357,0.5408,0.6633,0.551,0.551,2763,0.2649,0.0412,0.4629,0.0728,0.3959,0.1449,0.553,0.1103,0.447,0.104,0.447,0.104
2023,down_2_early_1_3,lt_40,195,0.4103,0.5846,0.4872,0.6513,0.5128,0.5128,2917,0.2989,0.1114,0.505,0.0796,0.432,0.0552,0.5883,0.063,0.4758,0.037,0.4758,0.037
2024,down_3_early_1_3,40_45,195,0.1231,0.2513,0.3795,0.5641,0.4667,0.2256,1634,0.1707,-0.0476,0.2803,-0.029,0.4002,-0.0207,0.5532,0.0109,0.4278,0.0389,0.2301,-0.0045
2024,down_3_late_7_plus,lt_40,190,0.0895,0.1053,0.4105,0.4632,0.3947,0.2211,2744,0.0466,0.0429,0.0678,0.0375,0.3287,0.0818,0.3812,0.082,0.32,0.0747,0.1396,0.0815
2025,down_4_f5_1_5,55_60,189,0.1746,0.2116,0.3915,0.5291,0.455,0.1852,1146,0.0864,0.0882,0.1257,0.0859,0.3927,-0.0012,0.5515,-0.0224,0.4564,-0.0014,0.1405,0.0447
2025,down_5_plus_middle_6,40_45,189,0.0053,0.0159,0.3651,0.5132,0.3968,0.0317,1288,0.0194,-0.0141,0.0272,-0.0113,0.3773,-0.0122,0.5435,-0.0303,0.4045,-0.0077,0.038,-0.0063
2023,down_2_early_1_3,60_plus,188,0.1915,0.367,0.3351,0.4415,0.3404,0.3404,2917,0.2989,-0.1074,0.505,-0.138,0.432,-0.0969,0.5883,-0.1468,0.4758,-0.1354,0.4758,-0.1354
2023,down_1_f5_1_5,60_plus,183,0.388,0.5956,0.3388,0.5027,0.4044,0.9617,3577,0.3528,0.0352,0.5801,0.0155,0.4082,-0.0694,0.5639,-0.0612,0.4507,-0.0463,0.9723,-0.0106
2023,down_5_plus_middle_6,40_45,183,0.0219,0.0437,0.3497,0.5519,0.4372,0.0437,1330,0.0195,0.0024,0.0331,0.0106,0.4113,-0.0616,0.5887,-0.0368,0.4549,-0.0177,0.0406,0.0031
2025,down_4_middle_6,45_50,183,0.0601,0.071,0.3497,0.5246,0.3443,0.0984,654,0.0673,-0.0072,0.078,-0.007,0.3593,-0.0096,0.5138,0.0108,0.3761,-0.0318,0.1147,-0.0163
2023,down_2_late_7_plus,lt_40,182,0.1374,0.2418,0.3736,0.4505,0.3736,0.3736,3321,0.1186,0.0188,0.174,0.0678,0.3342,0.0394,0.3927,0.0578,0.3219,0.0517,0.3219,0.0517
2025,down_2_middle_6,40_45,181,0.1768,0.2818,0.3867,0.5304,0.4033,0.4033,1273,0.1728,0.004,0.3009,-0.0191,0.392,-0.0053,0.5169,0.0135,0.4171,-0.0138,0.4171,-0.0138
2025,down_3_late_7_plus,lt_40,181,0.0221,0.0718,0.3867,0.4475,0.3481,0.1713,2484,0.0431,-0.021,0.0761,-0.0043,0.318,0.0687,0.3732,0.0743,0.3019,0.0462,0.1514,0.0199
2025,down_2_f5_1_5,lt_40,179,0.3128,0.4302,0.486,0.6536,0.5028,0.5028,2589,0.2364,0.0764,0.4002,0.03,0.409,0.077,0.5577,0.0959,0.4434,0.0594,0.4434,0.0594
2024,down_4_early_1_3,45_50,178,0.0787,0.1685,0.3764,0.5112,0.382,0.1067,803,0.1146,-0.0359,0.1918,-0.0233,0.3873,-0.0109,0.5268,-0.0156,0.4247,-0.0427,0.1108,-0.0041
2024,down_5_plus_early_1_3,45_50,178,0.1404,0.2022,0.3989,0.573,0.4719,0.0449,822,0.1071,0.0333,0.135,0.0672,0.4161,-0.0172,0.573,0.0,0.4672,0.0047,0.0389,0.006
2025,down_1_late_7_plus,60_plus,178,0.1966,0.2303,0.264,0.3146,0.2303,0.9663,4136,0.2038,-0.0072,0.3039,-0.0736,0.3138,-0.0498,0.3656,-0.051,0.3039,-0.0736,0.9768,-0.0105
2023,down_5_plus_early_1_3,55_60,176,0.0057,0.0057,0.3125,0.4886,0.392,0.0114,921,0.0641,-0.0584,0.1042,-0.0985,0.4332,-0.1207,0.6113,-0.1227,0.4734,-0.0814,0.0543,-0.0429
2024,down_5_plus_middle_6,40_45,174,0.0287,0.046,0.3793,0.5115,0.408,0.046,1412,0.0184,0.0103,0.0269,0.0191,0.3817,-0.0024,0.5163,-0.0048,0.4256,-0.0176,0.0276,0.0184
2023,down_2_f5_1_5,lt_40,173,0.3179,0.474,0.5029,0.6243,0.5665,0.5665,2652,0.2466,0.0713,0.4163,0.0577,0.4427,0.0602,0.592,0.0323,0.4729,0.0936,0.4729,0.0936
2025,down_5_plus_early_1_3,55_60,171,0.117,0.1696,0.4152,0.5556,0.4035,0.117,893,0.0649,0.0521,0.1053,0.0643,0.3751,0.0401,0.5532,0.0024,0.4255,-0.022,0.0571,0.0599
2023,down_4_middle_6,50_55,170,0.0765,0.0882,0.4471,0.5882,0.4706,0.1824,684,0.0746,0.0019,0.1038,-0.0156,0.4108,0.0363,0.5468,0.0414,0.424,0.0466,0.1389,0.0435
2024,down_2_middle_6,40_45,169,0.2308,0.3373,0.497,0.6568,0.5207,0.5207,1291,0.206,0.0248,0.3238,0.0135,0.4361,0.0609,0.5655,0.0913,0.4547,0.066,0.4547,0.066
2024,down_2_f5_1_5,lt_40,166,0.3193,0.4699,0.4639,0.6325,0.4819,0.4819,2806,0.2217,0.0976,0.3553,0.1146,0.3813,0.0826,0.5474,0.0851,0.4195,0.0624,0.4195,0.0624
2024,down_5_plus_early_1_3,55_60,166,0.0542,0.0663,0.3614,0.488,0.3855,0.0482,822,0.1071,-0.0529,0.135,-0.0687,0.4161,-0.0547,0.573,-0.085,0.4672,-0.0817,0.0389,0.0093
2025,down_3_middle_6,55_60,166,0.0723,0.1386,0.4337,0.5482,0.4217,0.253,955,0.0974,-0.0251,0.156,-0.0174,0.3916,0.0421,0.5047,0.0435,0.422,-0.0003,0.2398,0.0132
2025,down_4_early_1_3,45_50,166,0.0602,0.1205,0.3976,0.5723,0.4398,0.0843,719,0.1099,-0.0497,0.2086,-0.0881,0.4089,-0.0113,0.5535,0.0188,0.4339,0.0059,0.1446,-0.0603
2024,down_4_f5_1_5,40_45,163,0.1043,0.2393,0.5092,0.681,0.5521,0.2638,1221,0.0844,0.0199,0.1532,0.0861,0.3931,0.1161,0.5569,0.1241,0.4398,0.1123,0.1507,0.1131
2023,down_3_late_7_plus,lt_40,157,0.051,0.0764,0.3248,0.3631,0.2739,0.1911,2579,0.0613,-0.0103,0.0954,-0.019,0.3373,-0.0125,0.3889,-0.0258,0.3075,-0.0336,0.1706,0.0205
2023,down_3_middle_6,55_60,157,0.1529,0.1911,0.3885,0.535,0.4331,0.2484,981,0.1305,0.0224,0.1978,-0.0067,0.4149,-0.0264,0.5668,-0.0318,0.4506,-0.0175,0.2589,-0.0105
2023,down_4_f5_1_5,40_45,156,0.1603,0.1923,0.3654,0.4872,0.3974,0.2051,1143,0.0971,0.0632,0.1557,0.0366,0.4156,-0.0502,0.5608,-0.0736,0.4558,-0.0584,0.1382,0.0669
2023,down_2_late_7_plus,60_plus,155,0.0839,0.1355,0.3226,0.3677,0.2839,0.2839,3321,0.1186,-0.0347,0.174,-0.0385,0.3342,-0.0116,0.3927,-0.025,0.3219,-0.038,0.3219,-0.038
2024,down_2_early_1_3,60_plus,154,0.3052,0.539,0.3636,0.5325,0.4026,0.4026,3030,0.2554,0.0498,0.4502,0.0888,0.3835,-0.0199,0.5419,-0.0094,0.4145,-0.0119,0.4145,-0.0119
2024,down_2_late_7_plus,60_plus,154,0.1169,0.2597,0.3247,0.3636,0.3442,0.3442,3327,0.1214,-0.0045,0.1776,0.0821,0.3408,-0.0161,0.3956,-0.032,0.3267,0.0175,0.3267,0.0175
2023,down_4_early_1_3,55_60,153,0.1503,0.2288,0.4314,0.549,0.3725,0.183,914,0.1411,0.0092,0.2144,0.0144,0.4344,-0.003,0.57,-0.021,0.4431,-0.0706,0.1915,-0.0085
2025,down_3_f5_1_5,lt_40,153,0.1634,0.2222,0.3072,0.5098,0.4183,0.2353,1710,0.1357,0.0277,0.2216,0.0006,0.3713,-0.0641,0.5222,-0.0124,0.4146,0.0037,0.2444,-0.0091
2025,down_2_late_7_plus,60_plus,152,0.0855,0.1382,0.3421,0.4276,0.375,0.375,3185,0.1058,-0.0203,0.1799,-0.0417,0.3341,0.008,0.3962,0.0314,0.3353,0.0397,0.3353,0.0397
2025,down_3_middle_6,40_45,152,0.1513,0.1908,0.3882,0.5132,0.4474,0.1842,955,0.0974,0.0539,0.156,0.0348,0.3916,-0.0034,0.5047,0.0085,0.422,0.0254,0.2398,-0.0556
2025,down_4_f5_1_5,40_45,151,0.1126,0.1523,0.4172,0.6358,0.4834,0.1391,1146,0.0864,0.0262,0.1257,0.0266,0.3927,0.0245,0.5515,0.0843,0.4564,0.027,0.1405,-0.0014
2023,down_3_middle_6,40_45,150,0.1867,0.2667,0.4333,0.6067,0.5133,0.3267,981,0.1305,0.0562,0.1978,0.0689,0.4149,0.0184,0.5668,0.0399,0.4506,0.0627,0.2589,0.0678
2023,down_4_late_7_plus,60_plus,148,0.0203,0.0203,0.4392,0.5405,0.3108,0.0541,2125,0.0245,-0.0042,0.0381,-0.0178,0.3233,0.1159,0.3751,0.1654,0.2894,0.0214,0.0776,-0.0235
2024,down_2_f5_1_5,60_plus,142,0.2535,0.4507,0.2887,0.507,0.4225,0.4225,2806,0.2217,0.0318,0.3553,0.0954,0.3813,-0.0926,0.5474,-0.0404,0.4195,0.003,0.4195,0.003
2024,down_4_middle_6,55_60,142,0.0634,0.0986,0.4718,0.5845,0.493,0.1408,724,0.0691,-0.0057,0.1077,-0.0091,0.4268,0.045,0.5359,0.0486,0.4448,0.0482,0.1367,0.0041
2023,down_2_middle_6,40_45,139,0.2806,0.3525,0.4173,0.6187,0.518,0.518,1240,0.1984,0.0822,0.3056,0.0469,0.3903,0.027,0.5379,0.0808,0.4323,0.0857,0.4323,0.0857
2024,down_3_late_7_plus,60_plus,138,0.0942,0.1304,0.4058,0.4638,0.4638,0.2609,2744,0.0466,0.0476,0.0678,0.0626,0.3287,0.0771,0.3812,0.0826,0.32,0.1438,0.1396,0.1213
2023,down_4_late_7_plus,lt_40,137,0.0146,0.0292,0.2774,0.3358,0.3139,0.0803,2125,0.0245,-0.0099,0.0381,-0.0089,0.3233,-0.0459,0.3751,-0.0393,0.2894,0.0245,0.0776,0.0027
2023,down_5_plus_f5_1_5,lt_40,136,0.0515,0.1176,0.3603,0.5147,0.5074,0.1471,1901,0.0395,0.012,0.0631,0.0545,0.3924,-0.0321,0.5692,-0.0545,0.4477,0.0597,0.0568,0.0903
2023,down_2_f5_1_5,60_plus,134,0.0896,0.2388,0.3284,0.4254,0.2836,0.2836,2652,0.2466,-0.157,0.4163,-0.1775,0.4427,-0.1143,0.592,-0.1666,0.4729,-0.1893,0.4729,-0.1893
2023,down_4_early_1_3,40_45,134,0.1567,0.2313,0.4179,0.5672,0.3881,0.2015,914,0.1411,0.0156,0.2144,0.0169,0.4344,-0.0165,0.57,-0.0028,0.4431,-0.055,0.1915,0.01
2024,down_4_late_7_plus,lt_40,134,0.0821,0.097,0.3209,0.3731,0.306,0.1493,2139,0.0276,0.0545,0.0383,0.0587,0.323,-0.0021,0.3806,-0.0075,0.3249,-0.0189,0.0827,0.0666
2025,down_2_f5_1_5,60_plus,133,0.2105,0.3835,0.4361,0.5113,0.4812,0.4812,2589,0.2364,-0.0259,0.4002,-0.0167,0.409,0.0271,0.5577,-0.0464,0.4434,0.0378,0.4434,0.0378
2023,down_4_middle_6,55_60,132,0.0682,0.0909,0.3409,0.4621,0.3485,0.1212,684,0.0746,-0.0064,0.1038,-0.0129,0.4108,-0.0699,0.5468,-0.0847,0.424,-0.0755,0.1389,-0.0177
2024,down_4_early_1_3,55_60,132,0.0682,0.1894,0.3561,0.5,0.4091,0.1136,803,0.1146,-0.0464,0.1918,-0.0024,0.3873,-0.0312,0.5268,-0.0268,0.4247,-0.0156,0.1108,0.0028
2023,down_3_late_7_plus,60_plus,131,0.0611,0.0763,0.3053,0.374,0.1908,0.1145,2579,0.0613,-0.0002,0.0954,-0.0191,0.3373,-0.032,0.3889,-0.0149,0.3075,-0.1167,0.1706,-0.0561
2025,down_5_plus_early_1_3,40_45,130,0.0462,0.0462,0.2538,0.4385,0.3615,0.0769,893,0.0649,-0.0187,0.1053,-0.0591,0.3751,-0.1213,0.5532,-0.1147,0.4255,-0.064,0.0571,0.0198
2023,down_3_f5_1_5,lt_40,129,0.1938,0.2558,0.4806,0.6512,0.5349,0.3333,1832,0.1736,0.0202,0.2735,-0.0177,0.4099,0.0707,0.5617,0.0895,0.4481,0.0868,0.2702,0.0631
2025,down_1_middle_6,lt_40,129,0.3798,0.4961,0.3178,0.4961,0.4186,0.9845,1601,0.3279,0.0519,0.4859,0.0102,0.3691,-0.0513,0.524,-0.0279,0.4204,-0.0018,0.9781,0.0064
2025,down_2_early_1_3,60_plus,129,0.2636,0.5426,0.3798,0.5271,0.4341,0.4341,2763,0.2649,-0.0013,0.4629,0.0797,0.3959,-0.0161,0.553,-0.0259,0.447,-0.0129,0.447,-0.0129
2023,down_5_plus_early_1_3,40_45,128,0.0,0.0312,0.4688,0.6484,0.5078,0.0156,921,0.0641,-0.0641,0.1042,-0.073,0.4332,0.0356,0.6113,0.0371,0.4734,0.0344,0.0543,-0.0387
2025,down_4_early_1_3,40_45,127,0.1969,0.252,0.4252,0.5354,0.4724,0.1654,719,0.1099,0.087,0.2086,0.0434,0.4089,0.0163,0.5535,-0.0181,0.4339,0.0385,0.1446,0.0208
2024,down_5_plus_f5_1_5,60_plus,125,0.096,0.096,0.392,0.552,0.488,0.064,1894,0.0491,0.0469,0.0692,0.0268,0.3685,0.0235,0.5148,0.0372,0.4197,0.0683,0.0533,0.0107
2025,down_3_early_1_3,lt_40,124,0.2016,0.371,0.4919,0.5645,0.4597,0.2661,1574,0.1887,0.0129,0.3253,0.0457,0.3952,0.0967,0.5559,0.0086,0.425,0.0347,0.2541,0.012
2025,down_4_early_1_3,55_60,124,0.1371,0.2661,0.371,0.5726,0.4516,0.1532,719,0.1099,0.0272,0.2086,0.0575,0.4089,-0.0379,0.5535,0.0191,0.4339,0.0177,0.1446,0.0086
2023,down_5_plus_f5_1_5,60_plus,122,0.0164,0.0164,0.3934,0.4672,0.3443,0.0246,1901,0.0395,-0.0231,0.0631,-0.0467,0.3924,0.001,0.5692,-0.102,0.4477,-0.1034,0.0568,-0.0322
2024,down_3_middle_6,40_45,119,0.0924,0.1429,0.437,0.5294,0.4202,0.2521,1020,0.098,-0.0056,0.1539,-0.011,0.4118,0.0252,0.5363,-0.0069,0.4275,-0.0073,0.2392,0.0129
2023,down_3_early_1_3,lt_40,117,0.359,0.4786,0.4701,0.6239,0.547,0.4188,1690,0.226,0.133,0.3657,0.1129,0.4385,0.0316,0.5964,0.0275,0.458,0.089,0.2817,0.1371
2025,down_5_plus_f5_1_5,lt_40,116,0.0,0.0,0.2672,0.4483,0.3879,0.0172,1789,0.0369,-0.0369,0.0598,-0.0598,0.4203,-0.1531,0.5696,-0.1213,0.4477,-0.0598,0.0464,-0.0292
2024,down_3_f5_1_5,lt_40,115,0.1739,0.287,0.4348,0.5652,0.4435,0.287,1931,0.13,0.0439,0.2258,0.0612,0.392,0.0428,0.5298,0.0354,0.4247,0.0188,0.2496,0.0374
2025,down_4_late_7_plus,lt_40,115,0.0,0.0696,0.3391,0.4,0.3913,0.0783,1928,0.0239,-0.0239,0.0311,0.0385,0.2822,0.0569,0.333,0.067,0.2573,0.134,0.0705,0.0078
2023,down_3_f5_1_5,60_plus,114,0.0702,0.1579,0.3772,0.5088,0.3772,0.2193,1832,0.1736,-0.1034,0.2735,-0.1156,0.4099,-0.0327,0.5617,-0.0529,0.4481,-0.0709,0.2702,-0.0509
2024,down_3_early_1_3,lt_40,111,0.2072,0.3514,0.5586,0.7568,0.5586,0.3514,1634,0.1707,0.0365,0.2803,0.0711,0.4002,0.1584,0.5532,0.2036,0.4278,0.1308,0.2301,0.1213
2023,down_1_middle_6,lt_40,110,0.4545,0.5545,0.3909,0.5636,0.4545,0.9818,1639,0.3295,0.125,0.5095,0.045,0.3905,0.0004,0.5503,0.0133,0.446,0.0085,0.975,0.0068
2024,down_3_f5_1_5,60_plus,109,0.1927,0.2385,0.3211,0.4495,0.367,0.2569,1931,0.13,0.0627,0.2258,0.0127,0.392,-0.0709,0.5298,-0.0803,0.4247,-0.0577,0.2496,0.0073
2024,down_1_middle_6,lt_40,106,0.3868,0.566,0.3491,0.5755,0.434,0.9717,1608,0.3346,0.0522,0.51,0.056,0.3943,-0.0452,0.5647,0.0108,0.449,-0.015,0.9826,-0.0109
2024,down_4_early_1_3,40_45,106,0.1792,0.2358,0.4528,0.6981,0.566,0.1698,803,0.1146,0.0646,0.1918,0.044,0.3873,0.0655,0.5268,0.1713,0.4247,0.1413,0.1108,0.059
2024,down_5_plus_f5_1_5,lt_40,103,0.068,0.1165,0.3883,0.5631,0.4563,0.068,1894,0.0491,0.0189,0.0692,0.0473,0.3685,0.0198,0.5148,0.0483,0.4197,0.0366,0.0533,0.0147
2025,down_4_middle_6,55_60,103,0.1359,0.1359,0.3301,0.5243,0.3495,0.1165,654,0.0673,0.0686,0.078,0.0579,0.3593,-0.0292,0.5138,0.0105,0.3761,-0.0266,0.1147,0.0018
2023,down_5_plus_middle_6,60_plus,102,0.0,0.0,0.3235,0.451,0.3137,0.0294,1330,0.0195,-0.0195,0.0331,-0.0331,0.4113,-0.0878,0.5887,-0.1377,0.4549,-0.1412,0.0406,-0.0112
2025,down_5_plus_f5_1_5,60_plus,102,0.1765,0.1765,0.5098,0.6275,0.4902,0.0588,1789,0.0369,0.1396,0.0598,0.1167,0.4203,0.0895,0.5696,0.0579,0.4477,0.0425,0.0464,0.0124
2024,down_5_plus_middle_6,60_plus,101,0.0297,0.0297,0.4059,0.5248,0.4554,0.0099,1412,0.0184,0.0113,0.0269,0.0028,0.3817,0.0242,0.5163,0.0085,0.4256,0.0298,0.0276,-0.0177
