season,state_bucket,offense_form_bucket,count,eventually_won_rate,tied_or_led_later_rate,scored_next_1_inning_rate,scored_next_2_innings_rate,reduced_deficit_next_2_rate,within_1_next_2_rate,baseline_count,eventually_won_baseline_rate,eventually_won_lift,tied_or_led_later_baseline_rate,tied_or_led_later_lift,scored_next_1_inning_baseline_rate,scored_next_1_inning_lift,scored_next_2_innings_baseline_rate,scored_next_2_innings_lift,reduced_deficit_next_2_baseline_rate,reduced_deficit_next_2_lift,within_1_next_2_baseline_rate,within_1_next_2_lift
2023,down_1_f5_1_5,lt_40,206,0.4029,0.6505,0.4029,0.6117,0.4854,0.9806,3577,0.3528,0.0501,0.5801,0.0704,0.4082,-0.0053,0.5639,0.0478,0.4507,0.0347,0.9723,0.0083
2025,down_3_early_1_3,55_60,206,0.2233,0.335,0.4369,0.6117,0.466,0.2864,1574,0.1887,0.0346,0.3253,0.0097,0.3952,0.0417,0.5559,0.0558,0.425,0.041,0.2541,0.0323
2023,down_2_late_7_plus,60_plus,205,0.1171,0.1659,0.3171,0.4049,0.3463,0.3463,3321,0.1186,-0.0015,0.174,-0.0081,0.3342,-0.0171,0.3927,0.0122,0.3219,0.0244,0.3219,0.0244
2023,down_5_plus_middle_6,55_60,205,0.0146,0.0146,0.3171,0.5561,0.3805,0.0341,1330,0.0195,-0.0049,0.0331,-0.0185,0.4113,-0.0942,0.5887,-0.0326,0.4549,-0.0744,0.0406,-0.0065
2024,down_5_plus_early_1_3,50_55,205,0.1707,0.2146,0.4634,0.6293,0.5122,0.0488,822,0.1071,0.0636,0.135,0.0796,0.4161,0.0473,0.573,0.0563,0.4672,0.045,0.0389,0.0099
2025,down_3_middle_6,40_45,205,0.0683,0.1171,0.3854,0.4976,0.4488,0.239,955,0.0974,-0.0291,0.156,-0.0389,0.3916,-0.0062,0.5047,-0.0071,0.422,0.0268,0.2398,-0.0008
2023,down_4_f5_1_5,40_45,203,0.1232,0.1626,0.468,0.6256,0.5271,0.1478,1143,0.0971,0.0261,0.1557,0.0069,0.4156,0.0524,0.5608,0.0648,0.4558,0.0713,0.1382,0.0096
2023,down_4_middle_6,45_50,195,0.0718,0.0821,0.4615,0.5538,0.4462,0.1231,684,0.0746,-0.0028,0.1038,-0.0217,0.4108,0.0507,0.5468,0.007,0.424,0.0222,0.1389,-0.0158
2025,down_4_early_1_3,45_50,195,0.0667,0.1897,0.4462,0.6154,0.5128,0.1641,719,0.1099,-0.0432,0.2086,-0.0189,0.4089,0.0373,0.5535,0.0619,0.4339,0.0789,0.1446,0.0195
2023,down_2_early_1_3,lt_40,192,0.1719,0.4115,0.3125,0.401,0.3802,0.3802,2917,0.2989,-0.127,0.505,-0.0935,0.432,-0.1195,0.5883,-0.1873,0.4758,-0.0956,0.4758,-0.0956
2025,down_4_f5_1_5,40_45,191,0.089,0.1047,0.3613,0.5079,0.4084,0.1309,1146,0.0864,0.0026,0.1257,-0.021,0.3927,-0.0314,0.5515,-0.0436,0.4564,-0.048,0.1405,-0.0096
2024,down_2_early_1_3,60_plus,190,0.2632,0.4842,0.3895,0.5158,0.4105,0.4105,3030,0.2554,0.0078,0.4502,0.034,0.3835,0.006,0.5419,-0.0261,0.4145,-0.004,0.4145,-0.004
2025,down_2_middle_6,55_60,189,0.127,0.2751,0.3333,0.4603,0.3439,0.3439,1273,0.1728,-0.0458,0.3009,-0.0258,0.392,-0.0587,0.5169,-0.0566,0.4171,-0.0732,0.4171,-0.0732
2024,down_4_middle_6,50_55,187,0.0481,0.1016,0.4171,0.5508,0.4118,0.139,724,0.0691,-0.021,0.1077,-0.0061,0.4268,-0.0097,0.5359,0.0149,0.4448,-0.033,0.1367,0.0023
2024,down_1_middle_6,55_60,186,0.2903,0.457,0.3817,0.5591,0.3763,0.9839,1608,0.3346,-0.0443,0.51,-0.053,0.3943,-0.0126,0.5647,-0.0056,0.449,-0.0727,0.9826,0.0013
2025,down_4_middle_6,50_55,185,0.0757,0.0865,0.4108,0.6216,0.4108,0.1135,654,0.0673,0.0084,0.078,0.0085,0.3593,0.0515,0.5138,0.1078,0.3761,0.0347,0.1147,-0.0012
2025,down_4_late_7_plus,60_plus,184,0.0326,0.0326,0.2609,0.3043,0.2391,0.1033,1928,0.0239,0.0087,0.0311,0.0015,0.2822,-0.0213,0.333,-0.0287,0.2573,-0.0182,0.0705,0.0328
2025,down_2_late_7_plus,lt_40,183,0.0656,0.1202,0.3661,0.4372,0.3115,0.3115,3185,0.1058,-0.0402,0.1799,-0.0597,0.3341,0.032,0.3962,0.041,0.3353,-0.0238,0.3353,-0.0238
2025,down_5_plus_middle_6,55_60,183,0.0055,0.0055,0.2896,0.4918,0.306,0.0164,1288,0.0194,-0.0139,0.0272,-0.0217,0.3773,-0.0877,0.5435,-0.0517,0.4045,-0.0985,0.038,-0.0216
2025,down_1_f5_1_5,lt_40,182,0.3352,0.5549,0.3462,0.4945,0.4066,0.989,3632,0.3648,-0.0296,0.5765,-0.0216,0.4025,-0.0563,0.5498,-0.0553,0.4452,-0.0386,0.9722,0.0168
2025,down_4_middle_6,45_50,182,0.033,0.033,0.3956,0.4725,0.3681,0.0714,654,0.0673,-0.0343,0.078,-0.045,0.3593,0.0363,0.5138,-0.0413,0.3761,-0.008,0.1147,-0.0433
2024,down_2_late_7_plus,lt_40,181,0.1326,0.1878,0.3481,0.4033,0.3757,0.3757,3327,0.1214,0.0112,0.1776,0.0102,0.3408,0.0073,0.3956,0.0077,0.3267,0.049,0.3267,0.049
2025,down_5_plus_early_1_3,40_45,180,0.0722,0.0722,0.3222,0.5056,0.4056,0.0333,893,0.0649,0.0073,0.1053,-0.0331,0.3751,-0.0529,0.5532,-0.0476,0.4255,-0.0199,0.0571,-0.0238
2024,down_5_plus_middle_6,55_60,178,0.0056,0.0337,0.4719,0.618,0.5225,0.0281,1412,0.0184,-0.0128,0.0269,0.0068,0.3817,0.0902,0.5163,0.1017,0.4256,0.0969,0.0276,0.0005
2023,down_4_f5_1_5,55_60,176,0.0682,0.108,0.358,0.517,0.375,0.1136,1143,0.0971,-0.0289,0.1557,-0.0477,0.4156,-0.0576,0.5608,-0.0438,0.4558,-0.0808,0.1382,-0.0246
2024,down_2_f5_1_5,60_plus,176,0.3125,0.4205,0.358,0.5284,0.4261,0.4261,2806,0.2217,0.0908,0.3553,0.0652,0.3813,-0.0233,0.5474,-0.019,0.4195,0.0066,0.4195,0.0066
2023,down_3_middle_6,40_45,175,0.1029,0.2343,0.3943,0.5543,0.4514,0.2914,981,0.1305,-0.0276,0.1978,0.0365,0.4149,-0.0206,0.5668,-0.0125,0.4506,0.0008,0.2589,0.0325
2024,down_3_middle_6,40_45,174,0.0805,0.1379,0.3908,0.5345,0.4368,0.2241,1020,0.098,-0.0175,0.1539,-0.016,0.4118,-0.021,0.5363,-0.0018,0.4275,0.0093,0.2392,-0.0151
2024,down_2_early_1_3,lt_40,172,0.3256,0.4709,0.4826,0.6686,0.4884,0.4884,3030,0.2554,0.0702,0.4502,0.0207,0.3835,0.0991,0.5419,0.1267,0.4145,0.0739,0.4145,0.0739
2025,down_4_early_1_3,50_55,172,0.0581,0.1453,0.3488,0.4826,0.3779,0.1279,719,0.1099,-0.0518,0.2086,-0.0633,0.4089,-0.0601,0.5535,-0.0709,0.4339,-0.056,0.1446,-0.0167
2025,down_4_f5_1_5,55_60,172,0.0581,0.1221,0.4186,0.5407,0.4593,0.1512,1146,0.0864,-0.0283,0.1257,-0.0036,0.3927,0.0259,0.5515,-0.0108,0.4564,0.0029,0.1405,0.0107
2024,down_2_f5_1_5,lt_40,171,0.2515,0.3567,0.2982,0.4912,0.3801,0.3801,2806,0.2217,0.0298,0.3553,0.0014,0.3813,-0.0831,0.5474,-0.0562,0.4195,-0.0394,0.4195,-0.0394
2024,down_2_middle_6,55_60,167,0.1976,0.3174,0.4072,0.5988,0.4072,0.4072,1291,0.206,-0.0084,0.3238,-0.0064,0.4361,-0.0289,0.5655,0.0333,0.4547,-0.0475,0.4547,-0.0475
2023,down_5_plus_early_1_3,40_45,165,0.0303,0.097,0.4121,0.5697,0.4606,0.0364,921,0.0641,-0.0338,0.1042,-0.0072,0.4332,-0.0211,0.6113,-0.0416,0.4734,-0.0128,0.0543,-0.0179
2023,down_2_middle_6,55_60,162,0.1914,0.3086,0.3827,0.5309,0.4259,0.4259,1240,0.1984,-0.007,0.3056,0.003,0.3903,-0.0076,0.5379,-0.007,0.4323,-0.0064,0.4323,-0.0064
2023,down_4_middle_6,50_55,160,0.0688,0.125,0.375,0.5687,0.4562,0.15,684,0.0746,-0.0058,0.1038,0.0212,0.4108,-0.0358,0.5468,0.0219,0.424,0.0322,0.1389,0.0111
2023,down_4_early_1_3,55_60,155,0.1419,0.1548,0.471,0.6065,0.4903,0.2645,914,0.1411,0.0008,0.2144,-0.0596,0.4344,0.0366,0.57,0.0365,0.4431,0.0472,0.1915,0.073
2024,down_3_late_7_plus,lt_40,152,0.0329,0.0461,0.2237,0.2632,0.1974,0.1184,2744,0.0466,-0.0137,0.0678,-0.0217,0.3287,-0.105,0.3812,-0.118,0.32,-0.1226,0.1396,-0.0212
2024,down_3_middle_6,55_60,152,0.1184,0.1908,0.5329,0.6974,0.4737,0.2566,1020,0.098,0.0204,0.1539,0.0369,0.4118,0.1211,0.5363,0.1611,0.4275,0.0462,0.2392,0.0174
2025,down_3_f5_1_5,60_plus,151,0.1126,0.2185,0.3046,0.4768,0.3907,0.2384,1710,0.1357,-0.0231,0.2216,-0.0031,0.3713,-0.0667,0.5222,-0.0454,0.4146,-0.0239,0.2444,-0.006
2023,down_3_late_7_plus,lt_40,149,0.1074,0.1342,0.2685,0.2752,0.2148,0.1879,2579,0.0613,0.0461,0.0954,0.0388,0.3373,-0.0688,0.3889,-0.1137,0.3075,-0.0927,0.1706,0.0173
2024,down_4_middle_6,40_45,147,0.0544,0.0612,0.4082,0.4898,0.415,0.0884,724,0.0691,-0.0147,0.1077,-0.0465,0.4268,-0.0186,0.5359,-0.0461,0.4448,-0.0298,0.1367,-0.0483
2023,down_4_early_1_3,40_45,144,0.1319,0.2222,0.3681,0.4931,0.3681,0.1806,914,0.1411,-0.0092,0.2144,0.0078,0.4344,-0.0663,0.57,-0.0769,0.4431,-0.075,0.1915,-0.0109
2023,down_2_late_7_plus,lt_40,143,0.1608,0.2517,0.3986,0.4056,0.3776,0.3776,3321,0.1186,0.0422,0.174,0.0777,0.3342,0.0644,0.3927,0.0129,0.3219,0.0557,0.3219,0.0557
2025,down_3_early_1_3,60_plus,140,0.25,0.4143,0.4357,0.5429,0.4,0.25,1574,0.1887,0.0613,0.3253,0.089,0.3952,0.0405,0.5559,-0.013,0.425,-0.025,0.2541,-0.0041
2023,down_3_f5_1_5,60_plus,138,0.1884,0.3043,0.413,0.587,0.442,0.3188,1832,0.1736,0.0148,0.2735,0.0308,0.4099,0.0031,0.5617,0.0253,0.4481,-0.0061,0.2702,0.0486
2024,down_4_early_1_3,40_45,137,0.0657,0.1533,0.3869,0.5036,0.4307,0.1022,803,0.1146,-0.0489,0.1918,-0.0385,0.3873,-0.0004,0.5268,-0.0232,0.4247,0.006,0.1108,-0.0086
2025,down_1_middle_6,60_plus,137,0.3504,0.5036,0.2701,0.4526,0.3577,0.9562,1601,0.3279,0.0225,0.4859,0.0177,0.3691,-0.099,0.524,-0.0714,0.4204,-0.0627,0.9781,-0.0219
2023,down_4_late_7_plus,60_plus,136,0.0294,0.0294,0.375,0.3971,0.3162,0.0956,2125,0.0245,0.0049,0.0381,-0.0087,0.3233,0.0517,0.3751,0.022,0.2894,0.0268,0.0776,0.018
2023,down_4_middle_6,40_45,136,0.0809,0.1176,0.4044,0.5441,0.4191,0.1471,684,0.0746,0.0063,0.1038,0.0138,0.4108,-0.0064,0.5468,-0.0027,0.424,-0.0049,0.1389,0.0082
2023,down_2_f5_1_5,lt_40,135,0.2815,0.4444,0.3556,0.4815,0.3778,0.3778,2652,0.2466,0.0349,0.4163,0.0281,0.4427,-0.0871,0.592,-0.1105,0.4729,-0.0951,0.4729,-0.0951
2024,down_5_plus_early_1_3,40_45,135,0.1704,0.1704,0.4296,0.6,0.4741,0.0889,822,0.1071,0.0633,0.135,0.0354,0.4161,0.0135,0.573,0.027,0.4672,0.0069,0.0389,0.05
2025,down_5_plus_f5_1_5,60_plus,134,0.0299,0.0597,0.3284,0.5522,0.4179,0.0448,1789,0.0369,-0.007,0.0598,-0.0001,0.4203,-0.0919,0.5696,-0.0174,0.4477,-0.0298,0.0464,-0.0016
2023,down_3_middle_6,55_60,132,0.1894,0.2652,0.447,0.6061,0.5,0.25,981,0.1305,0.0589,0.1978,0.0674,0.4149,0.0321,0.5668,0.0393,0.4506,0.0494,0.2589,-0.0089
2023,down_1_middle_6,60_plus,128,0.3203,0.4844,0.3516,0.5938,0.3906,0.9688,1639,0.3295,-0.0092,0.5095,-0.0251,0.3905,-0.0389,0.5503,0.0435,0.446,-0.0554,0.975,-0.0062
2025,down_2_early_1_3,lt_40,128,0.3906,0.5781,0.4375,0.6172,0.4219,0.4219,2763,0.2649,0.1257,0.4629,0.1152,0.3959,0.0416,0.553,0.0642,0.447,-0.0251,0.447,-0.0251
2025,down_4_early_1_3,40_45,126,0.1667,0.2302,0.4444,0.5714,0.4365,0.119,719,0.1099,0.0568,0.2086,0.0216,0.4089,0.0355,0.5535,0.0179,0.4339,0.0026,0.1446,-0.0256
2023,down_3_early_1_3,60_plus,123,0.1951,0.4634,0.5122,0.6504,0.6016,0.3496,1690,0.226,-0.0309,0.3657,0.0977,0.4385,0.0737,0.5964,0.054,0.458,0.1436,0.2817,0.0679
2024,down_4_f5_1_5,55_60,123,0.1057,0.1545,0.4553,0.6423,0.4878,0.0732,1221,0.0844,0.0213,0.1532,0.0013,0.3931,0.0622,0.5569,0.0854,0.4398,0.048,0.1507,-0.0775
2023,down_4_late_7_plus,lt_40,122,0.0574,0.082,0.4262,0.4672,0.3852,0.1148,2125,0.0245,0.0329,0.0381,0.0439,0.3233,0.1029,0.3751,0.0921,0.2894,0.0958,0.0776,0.0372
2023,down_5_plus_f5_1_5,lt_40,122,0.0,0.0,0.2131,0.3852,0.2377,0.0492,1901,0.0395,-0.0395,0.0631,-0.0631,0.3924,-0.1793,0.5692,-0.184,0.4477,-0.21,0.0568,-0.0076
2025,down_4_middle_6,40_45,122,0.0574,0.082,0.3197,0.541,0.3934,0.1393,654,0.0673,-0.0099,0.078,0.004,0.3593,-0.0396,0.5138,0.0272,0.3761,0.0173,0.1147,0.0246
2024,down_4_late_7_plus,lt_40,117,0.0684,0.0684,0.2906,0.3077,0.2991,0.1197,2139,0.0276,0.0408,0.0383,0.0301,0.323,-0.0324,0.3806,-0.0729,0.3249,-0.0258,0.0827,0.037
2025,down_5_plus_middle_6,60_plus,116,0.0259,0.0259,0.3879,0.6207,0.4224,0.0431,1288,0.0194,0.0065,0.0272,-0.0013,0.3773,0.0106,0.5435,0.0772,0.4045,0.0179,0.038,0.0051
2025,down_4_late_7_plus,lt_40,115,0.0261,0.0261,0.2957,0.3826,0.287,0.0783,1928,0.0239,0.0022,0.0311,-0.005,0.2822,0.0135,0.333,0.0496,0.2573,0.0297,0.0705,0.0078
2025,down_4_f5_1_5,60_plus,114,0.0789,0.1579,0.4035,0.5702,0.4912,0.1579,1146,0.0864,-0.0075,0.1257,0.0322,0.3927,0.0108,0.5515,0.0187,0.4564,0.0348,0.1405,0.0174
2024,down_4_late_7_plus,60_plus,112,0.0714,0.0804,0.3839,0.4821,0.3929,0.1607,2139,0.0276,0.0438,0.0383,0.0421,0.323,0.0609,0.3806,0.1015,0.3249,0.068,0.0827,0.078
2024,down_5_plus_early_1_3,55_60,112,0.0893,0.1071,0.4018,0.5268,0.4196,0.0179,822,0.1071,-0.0178,0.135,-0.0279,0.4161,-0.0143,0.573,-0.0462,0.4672,-0.0476,0.0389,-0.021
2025,down_2_middle_6,60_plus,112,0.1696,0.3036,0.3304,0.5446,0.4375,0.4375,1273,0.1728,-0.0032,0.3009,0.0027,0.392,-0.0616,0.5169,0.0277,0.4171,0.0204,0.4171,0.0204
2025,down_4_early_1_3,55_60,112,0.1339,0.2054,0.3304,0.4911,0.3125,0.1429,719,0.1099,0.024,0.2086,-0.0032,0.4089,-0.0785,0.5535,-0.0624,0.4339,-0.1214,0.1446,-0.0017
2024,down_5_plus_f5_1_5,60_plus,110,0.0636,0.1,0.4545,0.5909,0.5455,0.0727,1894,0.0491,0.0145,0.0692,0.0308,0.3685,0.086,0.5148,0.0761,0.4197,0.1258,0.0533,0.0194
2024,down_3_early_1_3,60_plus,109,0.3028,0.4037,0.4587,0.578,0.4862,0.3303,1634,0.1707,0.1321,0.2803,0.1234,0.4002,0.0585,0.5532,0.0248,0.4278,0.0584,0.2301,0.1002
2023,down_4_middle_6,55_60,107,0.0935,0.1121,0.3832,0.4953,0.3271,0.1215,684,0.0746,0.0189,0.1038,0.0083,0.4108,-0.0276,0.5468,-0.0515,0.424,-0.0969,0.1389,-0.0174
2024,down_3_f5_1_5,60_plus,107,0.1589,0.2804,0.215,0.3832,0.3364,0.1869,1931,0.13,0.0289,0.2258,0.0546,0.392,-0.177,0.5298,-0.1466,0.4247,-0.0883,0.2496,-0.0627
2025,down_3_late_7_plus,lt_40,107,0.0467,0.1121,0.3645,0.3925,0.3551,0.2617,2484,0.0431,0.0036,0.0761,0.036,0.318,0.0465,0.3732,0.0193,0.3019,0.0532,0.1514,0.1103
2025,down_3_middle_6,55_60,107,0.2056,0.271,0.4673,0.5514,0.4953,0.2804,955,0.0974,0.1082,0.156,0.115,0.3916,0.0757,0.5047,0.0467,0.422,0.0733,0.2398,0.0406
2025,down_5_plus_f5_1_5,lt_40,107,0.0841,0.0841,0.4673,0.6075,0.4673,0.0467,1789,0.0369,0.0472,0.0598,0.0243,0.4203,0.047,0.5696,0.0379,0.4477,0.0196,0.0464,0.0003
2025,down_2_f5_1_5,lt_40,105,0.2286,0.3905,0.4286,0.5619,0.4286,0.4286,2589,0.2364,-0.0078,0.4002,-0.0097,0.409,0.0196,0.5577,0.0042,0.4434,-0.0148,0.4434,-0.0148
2025,down_3_early_1_3,lt_40,104,0.2019,0.3173,0.4038,0.5769,0.3654,0.2885,1574,0.1887,0.0132,0.3253,-0.008,0.3952,0.0086,0.5559,0.021,0.425,-0.0596,0.2541,0.0344
2025,down_5_plus_early_1_3,55_60,104,0.1058,0.1058,0.3846,0.625,0.4135,0.0481,893,0.0649,0.0409,0.1053,0.0005,0.3751,0.0095,0.5532,0.0718,0.4255,-0.012,0.0571,-0.009
2023,down_5_plus_middle_6,lt_40,101,0.0198,0.0297,0.396,0.6238,0.4356,0.0297,1330,0.0195,0.0003,0.0331,-0.0034,0.4113,-0.0153,0.5887,0.0351,0.4549,-0.0193,0.0406,-0.0109
