season,state_bucket,l10_rpg_bucket,count,held_to_win_rate,gave_up_tie_or_lead_rate,opponent_scored_next_1_inning_rate,opponent_scored_next_2_innings_rate,lead_reduced_next_2_rate,lead_cut_to_1_next_2_rate,baseline_count,held_to_win_baseline_rate,held_to_win_lift,gave_up_tie_or_lead_baseline_rate,gave_up_tie_or_lead_lift,opponent_scored_next_1_inning_baseline_rate,opponent_scored_next_1_inning_lift,opponent_scored_next_2_innings_baseline_rate,opponent_scored_next_2_innings_lift,lead_reduced_next_2_baseline_rate,lead_reduced_next_2_lift,lead_cut_to_1_next_2_baseline_rate,lead_cut_to_1_next_2_lift
2023,up_3_early_1_3,low_lt_3_5,222,0.7568,0.4369,0.509,0.6982,0.4865,0.3018,1690,0.774,-0.0172,0.3657,0.0712,0.4385,0.0705,0.5964,0.1018,0.458,0.0285,0.2817,0.0201
2024,up_2_middle_6,very_high_5_5_plus,219,0.8219,0.2922,0.4566,0.5982,0.4384,0.4384,1291,0.7885,0.0334,0.3238,-0.0316,0.4361,0.0205,0.5655,0.0327,0.4547,-0.0163,0.4547,-0.0163
2025,up_4_early_1_3,mid_3_5_4_5,218,0.8853,0.2202,0.4725,0.6055,0.4771,0.1468,719,0.8901,-0.0048,0.2086,0.0116,0.4089,0.0636,0.5535,0.052,0.4339,0.0432,0.1446,0.0022
2025,up_4_f5_1_5,very_high_5_5_plus,218,0.945,0.0963,0.367,0.5046,0.4358,0.1376,1146,0.9136,0.0314,0.1257,-0.0294,0.3927,-0.0257,0.5515,-0.0469,0.4564,-0.0206,0.1405,-0.0029
2024,up_5_plus_middle_6,low_lt_3_5,217,0.9816,0.0461,0.3641,0.5115,0.4378,0.0184,1412,0.9816,0.0,0.0269,0.0192,0.3817,-0.0176,0.5163,-0.0048,0.4256,0.0122,0.0276,-0.0092
2023,up_4_early_1_3,very_high_5_5_plus,216,0.8241,0.2037,0.4537,0.5556,0.4676,0.1991,914,0.8589,-0.0348,0.2144,-0.0107,0.4344,0.0193,0.57,-0.0144,0.4431,0.0245,0.1915,0.0076
2024,up_4_f5_1_5,low_lt_3_5,214,0.8879,0.1916,0.4159,0.5935,0.4953,0.1449,1221,0.914,-0.0261,0.1532,0.0384,0.3931,0.0228,0.5569,0.0366,0.4398,0.0555,0.1507,-0.0058
2025,up_4_early_1_3,high_4_5_5_5,214,0.8972,0.1729,0.3598,0.5,0.3832,0.1215,719,0.8901,0.0071,0.2086,-0.0357,0.4089,-0.0491,0.5535,-0.0535,0.4339,-0.0507,0.1446,-0.0231
2025,up_4_middle_6,high_4_5_5_5,209,0.9378,0.0718,0.3397,0.5167,0.3684,0.0861,654,0.9327,0.0051,0.078,-0.0062,0.3593,-0.0196,0.5138,0.0029,0.3761,-0.0077,0.1147,-0.0286
2024,up_3_middle_6,low_lt_3_5,198,0.8687,0.1768,0.4293,0.5202,0.4444,0.2525,1020,0.902,-0.0333,0.1539,0.0229,0.4118,0.0175,0.5363,-0.0161,0.4275,0.0169,0.2392,0.0133
2024,up_4_middle_6,high_4_5_5_5,195,0.8872,0.1282,0.4359,0.5436,0.4615,0.1487,724,0.9282,-0.041,0.1077,0.0205,0.4268,0.0091,0.5359,0.0077,0.4448,0.0167,0.1367,0.012
2025,up_4_middle_6,mid_3_5_4_5,195,0.9282,0.0769,0.4205,0.5077,0.4256,0.1333,654,0.9327,-0.0045,0.078,-0.0011,0.3593,0.0612,0.5138,-0.0061,0.3761,0.0495,0.1147,0.0186
2023,up_4_middle_6,very_high_5_5_plus,189,0.9259,0.1217,0.4074,0.5503,0.4392,0.127,684,0.9254,0.0005,0.1038,0.0179,0.4108,-0.0034,0.5468,0.0035,0.424,0.0152,0.1389,-0.0119
2024,up_3_middle_6,very_high_5_5_plus,189,0.9524,0.1111,0.4339,0.5714,0.4233,0.2434,1020,0.902,0.0504,0.1539,-0.0428,0.4118,0.0221,0.5363,0.0351,0.4275,-0.0042,0.2392,0.0042
2025,up_3_middle_6,low_lt_3_5,189,0.9101,0.1958,0.4074,0.5714,0.5132,0.2698,955,0.9026,0.0075,0.156,0.0398,0.3916,0.0158,0.5047,0.0667,0.422,0.0912,0.2398,0.03
2025,up_5_plus_early_1_3,very_high_5_5_plus,189,0.9683,0.0847,0.3069,0.5185,0.3386,0.037,893,0.9351,0.0332,0.1053,-0.0206,0.3751,-0.0682,0.5532,-0.0347,0.4255,-0.0869,0.0571,-0.0201
2025,up_5_plus_early_1_3,low_lt_3_5,187,0.9733,0.0642,0.385,0.5561,0.4706,0.0588,893,0.9351,0.0382,0.1053,-0.0411,0.3751,0.0099,0.5532,0.0029,0.4255,0.0451,0.0571,0.0017
2025,up_3_middle_6,very_high_5_5_plus,176,0.8693,0.1875,0.4545,0.5455,0.4318,0.2784,955,0.9026,-0.0333,0.156,0.0315,0.3916,0.0629,0.5047,0.0408,0.422,0.0098,0.2398,0.0386
2023,up_4_middle_6,mid_3_5_4_5,174,0.9195,0.0977,0.4368,0.5747,0.4195,0.1322,684,0.9254,-0.0059,0.1038,-0.0061,0.4108,0.026,0.5468,0.0279,0.424,-0.0045,0.1389,-0.0067
2023,up_2_middle_6,low_lt_3_5,170,0.7235,0.4,0.4706,0.6235,0.5235,0.5235,1240,0.8016,-0.0781,0.3056,0.0944,0.3903,0.0803,0.5379,0.0856,0.4323,0.0912,0.4323,0.0912
2023,up_4_f5_1_5,low_lt_3_5,157,0.828,0.2739,0.5032,0.6369,0.5159,0.2357,1143,0.9029,-0.0749,0.1557,0.1182,0.4156,0.0876,0.5608,0.0761,0.4558,0.0601,0.1382,0.0975
2024,up_5_plus_early_1_3,very_high_5_5_plus,154,0.8701,0.1753,0.4805,0.6299,0.4481,0.026,822,0.8881,-0.018,0.135,0.0403,0.4161,0.0644,0.573,0.0569,0.4672,-0.0191,0.0389,-0.0129
2025,up_4_early_1_3,low_lt_3_5,154,0.9091,0.2273,0.3571,0.526,0.4221,0.1558,719,0.8901,0.019,0.2086,0.0187,0.4089,-0.0518,0.5535,-0.0275,0.4339,-0.0118,0.1446,0.0112
2023,up_5_plus_middle_6,low_lt_3_5,149,1.0,0.0134,0.4094,0.651,0.4832,0.0134,1330,0.9805,0.0195,0.0331,-0.0197,0.4113,-0.0019,0.5887,0.0623,0.4549,0.0283,0.0406,-0.0272
2024,up_5_plus_early_1_3,low_lt_3_5,144,0.8472,0.1806,0.3194,0.5278,0.4792,0.0694,822,0.8881,-0.0409,0.135,0.0456,0.4161,-0.0967,0.573,-0.0452,0.4672,0.012,0.0389,0.0305
2024,up_4_middle_6,very_high_5_5_plus,140,0.9714,0.0714,0.3929,0.4643,0.4071,0.1071,724,0.9282,0.0432,0.1077,-0.0363,0.4268,-0.0339,0.5359,-0.0716,0.4448,-0.0377,0.1367,-0.0296
2024,up_4_early_1_3,low_lt_3_5,138,0.8768,0.1812,0.3478,0.5217,0.413,0.1014,803,0.8829,-0.0061,0.1918,-0.0106,0.3873,-0.0395,0.5268,-0.0051,0.4247,-0.0117,0.1108,-0.0094
2025,up_4_early_1_3,very_high_5_5_plus,132,0.8636,0.2273,0.447,0.5833,0.4545,0.1667,719,0.8901,-0.0265,0.2086,0.0187,0.4089,0.0381,0.5535,0.0298,0.4339,0.0206,0.1446,0.0221
2025,up_4_middle_6,very_high_5_5_plus,131,0.9313,0.084,0.313,0.4885,0.3282,0.1221,654,0.9327,-0.0014,0.078,0.006,0.3593,-0.0463,0.5138,-0.0253,0.3761,-0.0479,0.1147,0.0074
2023,up_4_early_1_3,low_lt_3_5,130,0.7538,0.2923,0.4769,0.6385,0.5154,0.2154,914,0.8589,-0.1051,0.2144,0.0779,0.4344,0.0425,0.57,0.0685,0.4431,0.0723,0.1915,0.0239
2024,up_4_early_1_3,very_high_5_5_plus,129,0.876,0.2326,0.3953,0.5349,0.4031,0.1163,803,0.8829,-0.0069,0.1918,0.0408,0.3873,0.008,0.5268,0.0081,0.4247,-0.0216,0.1108,0.0055
2023,up_3_middle_6,low_lt_3_5,120,0.8417,0.2167,0.425,0.625,0.5333,0.2917,981,0.8695,-0.0278,0.1978,0.0189,0.4149,0.0101,0.5668,0.0582,0.4506,0.0827,0.2589,0.0328
2024,up_4_middle_6,low_lt_3_5,118,0.9322,0.1186,0.4068,0.5593,0.4492,0.1525,724,0.9282,0.004,0.1077,0.0109,0.4268,-0.02,0.5359,0.0234,0.4448,0.0044,0.1367,0.0158
2025,up_4_middle_6,low_lt_3_5,115,0.9304,0.087,0.3391,0.5478,0.3565,0.1304,654,0.9327,-0.0023,0.078,0.009,0.3593,-0.0202,0.5138,0.034,0.3761,-0.0196,0.1147,0.0157
2023,up_5_plus_early_1_3,low_lt_3_5,101,0.8713,0.1782,0.5545,0.6832,0.5347,0.0594,921,0.9359,-0.0646,0.1042,0.074,0.4332,0.1213,0.6113,0.0719,0.4734,0.0613,0.0543,0.0051
