season,state_bucket,opponent_team_strength_bucket,count,held_to_win_rate,gave_up_tie_or_lead_rate,opponent_scored_next_1_inning_rate,opponent_scored_next_2_innings_rate,lead_reduced_next_2_rate,lead_cut_to_1_next_2_rate,baseline_count,held_to_win_baseline_rate,held_to_win_lift,gave_up_tie_or_lead_baseline_rate,gave_up_tie_or_lead_lift,opponent_scored_next_1_inning_baseline_rate,opponent_scored_next_1_inning_lift,opponent_scored_next_2_innings_baseline_rate,opponent_scored_next_2_innings_lift,lead_reduced_next_2_baseline_rate,lead_reduced_next_2_lift,lead_cut_to_1_next_2_baseline_rate,lead_cut_to_1_next_2_lift
2025,up_3_early_1_3,40_45,215,0.8791,0.2326,0.307,0.4698,0.3023,0.1581,1574,0.8113,0.0678,0.3253,-0.0927,0.3952,-0.0882,0.5559,-0.0861,0.425,-0.1227,0.2541,-0.096
2024,up_5_plus_early_1_3,45_50,211,0.9384,0.1043,0.4692,0.6398,0.4692,0.019,822,0.8881,0.0503,0.135,-0.0307,0.4161,0.0531,0.573,0.0668,0.4672,0.002,0.0389,-0.0199
2024,up_3_early_1_3,40_45,210,0.8381,0.2762,0.5333,0.6905,0.5429,0.2238,1634,0.8237,0.0144,0.2803,-0.0041,0.4002,0.1331,0.5532,0.1373,0.4278,0.1151,0.2301,-0.0063
2023,up_1_middle_6,55_60,206,0.6505,0.5049,0.4126,0.5825,0.432,0.9709,1639,0.6705,-0.02,0.5095,-0.0046,0.3905,0.0221,0.5503,0.0322,0.446,-0.014,0.975,-0.0041
2023,up_3_f5_1_5,lt_40,206,0.8786,0.1942,0.4369,0.5777,0.4466,0.2476,1832,0.8264,0.0522,0.2735,-0.0793,0.4099,0.027,0.5617,0.016,0.4481,-0.0015,0.2702,-0.0226
2025,up_1_late_7_plus,60_plus,200,0.845,0.23,0.335,0.355,0.23,0.97,4136,0.7962,0.0488,0.3039,-0.0739,0.3138,0.0212,0.3656,-0.0106,0.3039,-0.0739,0.9768,-0.0068
2025,up_1_middle_6,40_45,200,0.695,0.445,0.375,0.48,0.39,0.985,1601,0.6721,0.0229,0.4859,-0.0409,0.3691,0.0059,0.524,-0.044,0.4204,-0.0304,0.9781,0.0069
2024,up_4_late_7_plus,lt_40,198,0.9545,0.0455,0.3838,0.4394,0.3333,0.0657,2139,0.9715,-0.017,0.0383,0.0072,0.323,0.0608,0.3806,0.0588,0.3249,0.0084,0.0827,-0.017
2025,up_2_middle_6,55_60,195,0.8359,0.3128,0.3436,0.5077,0.4051,0.4051,1273,0.8272,0.0087,0.3009,0.0119,0.392,-0.0484,0.5169,-0.0092,0.4171,-0.012,0.4171,-0.012
2025,up_4_late_7_plus,lt_40,195,0.9385,0.0667,0.3487,0.4154,0.3026,0.0821,1928,0.9761,-0.0376,0.0311,0.0356,0.2822,0.0665,0.333,0.0824,0.2573,0.0453,0.0705,0.0116
2024,up_2_late_7_plus,60_plus,193,0.8601,0.1813,0.3782,0.4197,0.3782,0.3782,3327,0.8744,-0.0143,0.1776,0.0037,0.3408,0.0374,0.3956,0.0241,0.3267,0.0515,0.3267,0.0515
2023,up_3_f5_1_5,40_45,191,0.8115,0.2618,0.4188,0.5707,0.4084,0.2461,1832,0.8264,-0.0149,0.2735,-0.0117,0.4099,0.0089,0.5617,0.009,0.4481,-0.0397,0.2702,-0.0241
2023,up_2_early_1_3,60_plus,189,0.6931,0.6402,0.4233,0.6243,0.4974,0.4974,2917,0.7011,-0.008,0.505,0.1352,0.432,-0.0087,0.5883,0.036,0.4758,0.0216,0.4758,0.0216
2024,up_5_plus_middle_6,55_60,189,0.9841,0.0159,0.3862,0.5185,0.4497,0.0476,1412,0.9816,0.0025,0.0269,-0.011,0.3817,0.0045,0.5163,0.0022,0.4256,0.0241,0.0276,0.02
2024,up_3_f5_1_5,40_45,188,0.9309,0.1436,0.4096,0.5691,0.4894,0.2181,1931,0.8674,0.0635,0.2258,-0.0822,0.392,0.0176,0.5298,0.0393,0.4247,0.0647,0.2496,-0.0315
2024,up_2_middle_6,55_60,186,0.8065,0.3333,0.4462,0.5753,0.4409,0.4409,1291,0.7885,0.018,0.3238,0.0095,0.4361,0.0101,0.5655,0.0098,0.4547,-0.0138,0.4547,-0.0138
2025,up_4_middle_6,50_55,186,0.9677,0.0645,0.3602,0.4462,0.328,0.0968,654,0.9327,0.035,0.078,-0.0135,0.3593,0.0009,0.5138,-0.0676,0.3761,-0.0481,0.1147,-0.0179
2023,up_2_f5_1_5,60_plus,185,0.7297,0.5243,0.4703,0.627,0.5459,0.5459,2652,0.7534,-0.0237,0.4163,0.108,0.4427,0.0276,0.592,0.035,0.4729,0.073,0.4729,0.073
2025,up_4_early_1_3,45_50,183,0.9126,0.1967,0.3607,0.4317,0.3115,0.1639,719,0.8901,0.0225,0.2086,-0.0119,0.4089,-0.0482,0.5535,-0.1218,0.4339,-0.1224,0.1446,0.0193
2024,up_3_late_7_plus,60_plus,182,0.9725,0.0549,0.3462,0.3956,0.3626,0.1484,2744,0.953,0.0195,0.0678,-0.0129,0.3287,0.0175,0.3812,0.0144,0.32,0.0426,0.1396,0.0088
2023,up_1_middle_6,40_45,181,0.7182,0.4696,0.3481,0.5028,0.4088,0.989,1639,0.6705,0.0477,0.5095,-0.0399,0.3905,-0.0424,0.5503,-0.0475,0.446,-0.0372,0.975,0.014
2023,up_5_plus_middle_6,40_45,181,0.9834,0.0442,0.453,0.6519,0.4696,0.0442,1330,0.9805,0.0029,0.0331,0.0111,0.4113,0.0417,0.5887,0.0632,0.4549,0.0147,0.0406,0.0036
2025,up_4_middle_6,45_50,181,0.9116,0.0884,0.4033,0.5801,0.4144,0.1436,654,0.9327,-0.0211,0.078,0.0104,0.3593,0.044,0.5138,0.0663,0.3761,0.0383,0.1147,0.0289
2024,up_1_middle_6,40_45,178,0.6517,0.5,0.382,0.5618,0.4494,0.9831,1608,0.658,-0.0063,0.51,-0.01,0.3943,-0.0123,0.5647,-0.0029,0.449,0.0004,0.9826,0.0005
2024,up_5_plus_middle_6,40_45,178,0.9831,0.0337,0.4101,0.4831,0.382,0.0169,1412,0.9816,0.0015,0.0269,0.0068,0.3817,0.0284,0.5163,-0.0332,0.4256,-0.0436,0.0276,-0.0107
2023,up_5_plus_middle_6,lt_40,175,0.9886,0.0114,0.44,0.6629,0.4971,0.0514,1330,0.9805,0.0081,0.0331,-0.0217,0.4113,0.0287,0.5887,0.0742,0.4549,0.0422,0.0406,0.0108
2024,up_5_plus_f5_1_5,lt_40,174,0.9655,0.0575,0.2356,0.431,0.3563,0.023,1894,0.9498,0.0157,0.0692,-0.0117,0.3685,-0.1329,0.5148,-0.0838,0.4197,-0.0634,0.0533,-0.0303
2025,up_5_plus_middle_6,55_60,174,0.9828,0.0172,0.3966,0.6092,0.4023,0.0115,1288,0.9806,0.0022,0.0272,-0.01,0.3773,0.0193,0.5435,0.0657,0.4045,-0.0022,0.038,-0.0265
2024,up_3_f5_1_5,lt_40,172,0.8837,0.2093,0.3547,0.4302,0.3663,0.2674,1931,0.8674,0.0163,0.2258,-0.0165,0.392,-0.0373,0.5298,-0.0996,0.4247,-0.0584,0.2496,0.0178
2024,up_1_f5_1_5,60_plus,171,0.5965,0.5731,0.3977,0.5263,0.3626,0.9883,3704,0.6547,-0.0582,0.5702,0.0029,0.4023,-0.0046,0.5664,-0.0401,0.4355,-0.0729,0.9754,0.0129
2024,up_2_early_1_3,60_plus,170,0.6588,0.4529,0.4176,0.5353,0.3824,0.3824,3030,0.7429,-0.0841,0.4502,0.0027,0.3835,0.0341,0.5419,-0.0066,0.4145,-0.0321,0.4145,-0.0321
2025,up_3_early_1_3,lt_40,170,0.8941,0.2353,0.3647,0.5118,0.3647,0.1882,1574,0.8113,0.0828,0.3253,-0.09,0.3952,-0.0305,0.5559,-0.0441,0.425,-0.0603,0.2541,-0.0659
2023,up_4_middle_6,45_50,168,0.9345,0.119,0.4821,0.5595,0.4583,0.1429,684,0.9254,0.0091,0.1038,0.0152,0.4108,0.0713,0.5468,0.0127,0.424,0.0343,0.1389,0.004
2023,up_3_early_1_3,40_45,165,0.7879,0.2848,0.4303,0.6,0.4606,0.3576,1690,0.774,0.0139,0.3657,-0.0809,0.4385,-0.0082,0.5964,0.0036,0.458,0.0026,0.2817,0.0759
2024,up_4_f5_1_5,55_60,165,0.9212,0.1212,0.4424,0.5515,0.4303,0.1818,1221,0.914,0.0072,0.1532,-0.032,0.3931,0.0493,0.5569,-0.0054,0.4398,-0.0095,0.1507,0.0311
2025,up_2_late_7_plus,60_plus,164,0.9268,0.1585,0.2683,0.311,0.2744,0.2744,3185,0.8942,0.0326,0.1799,-0.0214,0.3341,-0.0658,0.3962,-0.0852,0.3353,-0.0609,0.3353,-0.0609
2024,up_3_early_1_3,lt_40,163,0.9018,0.1718,0.3865,0.5031,0.3681,0.184,1634,0.8237,0.0781,0.2803,-0.1085,0.4002,-0.0137,0.5532,-0.0501,0.4278,-0.0597,0.2301,-0.0461
2023,up_3_early_1_3,lt_40,161,0.9565,0.1491,0.4224,0.6273,0.4161,0.1863,1690,0.774,0.1825,0.3657,-0.2166,0.4385,-0.0161,0.5964,0.0309,0.458,-0.0419,0.2817,-0.0954
2025,up_4_f5_1_5,40_45,161,0.9379,0.0683,0.3354,0.4534,0.354,0.0435,1146,0.9136,0.0243,0.1257,-0.0574,0.3927,-0.0573,0.5515,-0.0981,0.4564,-0.1024,0.1405,-0.097
2025,up_4_f5_1_5,55_60,161,0.9068,0.1863,0.4472,0.6273,0.5776,0.1863,1146,0.9136,-0.0068,0.1257,0.0606,0.3927,0.0545,0.5515,0.0758,0.4564,0.1212,0.1405,0.0458
2023,up_2_middle_6,55_60,159,0.7925,0.327,0.4843,0.6101,0.4717,0.4717,1240,0.8016,-0.0091,0.3056,0.0214,0.3903,0.094,0.5379,0.0722,0.4323,0.0394,0.4323,0.0394
2023,up_3_late_7_plus,60_plus,159,0.9748,0.044,0.3836,0.4025,0.3208,0.0943,2579,0.9387,0.0361,0.0954,-0.0514,0.3373,0.0463,0.3889,0.0136,0.3075,0.0133,0.1706,-0.0763
2023,up_1_middle_6,lt_40,158,0.7152,0.5,0.3354,0.5443,0.4684,0.9747,1639,0.6705,0.0447,0.5095,-0.0095,0.3905,-0.0551,0.5503,-0.006,0.446,0.0224,0.975,-0.0003
2024,up_4_f5_1_5,40_45,153,0.915,0.1046,0.3333,0.5817,0.4641,0.1046,1221,0.914,0.001,0.1532,-0.0486,0.3931,-0.0598,0.5569,0.0248,0.4398,0.0243,0.1507,-0.0461
2025,up_2_early_1_3,60_plus,153,0.7516,0.3856,0.3856,0.5556,0.3268,0.3268,2763,0.7351,0.0165,0.4629,-0.0773,0.3959,-0.0103,0.553,0.0026,0.447,-0.1202,0.447,-0.1202
2025,up_3_f5_1_5,lt_40,153,0.9085,0.1699,0.3007,0.5098,0.3333,0.2288,1710,0.8643,0.0442,0.2216,-0.0517,0.3713,-0.0706,0.5222,-0.0124,0.4146,-0.0813,0.2444,-0.0156
2023,up_5_plus_middle_6,55_60,148,1.0,0.0135,0.3041,0.4865,0.3919,0.027,1330,0.9805,0.0195,0.0331,-0.0196,0.4113,-0.1072,0.5887,-0.1022,0.4549,-0.063,0.0406,-0.0136
2024,up_2_f5_1_5,60_plus,145,0.7448,0.3034,0.3103,0.5103,0.3517,0.3517,2806,0.7744,-0.0296,0.3553,-0.0519,0.3813,-0.071,0.5474,-0.0371,0.4195,-0.0678,0.4195,-0.0678
2025,up_3_middle_6,55_60,145,0.9448,0.131,0.4,0.4483,0.3724,0.1793,955,0.9026,0.0422,0.156,-0.025,0.3916,0.0084,0.5047,-0.0564,0.422,-0.0496,0.2398,-0.0605
2025,up_2_middle_6,40_45,143,0.8881,0.1958,0.3916,0.5035,0.3497,0.3497,1273,0.8272,0.0609,0.3009,-0.1051,0.392,-0.0004,0.5169,-0.0134,0.4171,-0.0674,0.4171,-0.0674
2024,up_5_plus_middle_6,lt_40,142,0.9718,0.0423,0.3239,0.4648,0.3521,0.0352,1412,0.9816,-0.0098,0.0269,0.0154,0.3817,-0.0578,0.5163,-0.0515,0.4256,-0.0735,0.0276,0.0076
2025,up_2_f5_1_5,60_plus,141,0.7163,0.4043,0.3333,0.5106,0.3972,0.3972,2589,0.7636,-0.0473,0.4002,0.0041,0.409,-0.0757,0.5577,-0.0471,0.4434,-0.0462,0.4434,-0.0462
2023,up_2_middle_6,lt_40,139,0.8345,0.3022,0.3309,0.482,0.4101,0.4101,1240,0.8016,0.0329,0.3056,-0.0034,0.3903,-0.0594,0.5379,-0.0559,0.4323,-0.0222,0.4323,-0.0222
2024,up_3_middle_6,55_60,138,0.8913,0.1377,0.4058,0.5507,0.4493,0.2536,1020,0.902,-0.0107,0.1539,-0.0162,0.4118,-0.006,0.5363,0.0144,0.4275,0.0218,0.2392,0.0144
2025,up_1_f5_1_5,60_plus,137,0.7664,0.3796,0.3504,0.4672,0.2847,0.9416,3632,0.6352,0.1312,0.5765,-0.1969,0.4025,-0.0521,0.5498,-0.0826,0.4452,-0.1605,0.9722,-0.0306
2025,up_5_plus_middle_6,lt_40,136,0.9485,0.0662,0.4412,0.5441,0.5074,0.0515,1288,0.9806,-0.0321,0.0272,0.039,0.3773,0.0639,0.5435,0.0006,0.4045,0.1029,0.038,0.0135
2023,up_4_f5_1_5,40_45,135,0.9259,0.1037,0.4,0.5481,0.4222,0.1259,1143,0.9029,0.023,0.1557,-0.052,0.4156,-0.0156,0.5608,-0.0127,0.4558,-0.0336,0.1382,-0.0123
2025,up_5_plus_early_1_3,40_45,135,0.9852,0.0519,0.4074,0.5926,0.3556,0.0519,893,0.9351,0.0501,0.1053,-0.0534,0.3751,0.0323,0.5532,0.0394,0.4255,-0.0699,0.0571,-0.0052
2023,up_4_f5_1_5,55_60,132,0.8864,0.1591,0.303,0.4242,0.3182,0.1212,1143,0.9029,-0.0165,0.1557,0.0034,0.4156,-0.1126,0.5608,-0.1366,0.4558,-0.1376,0.1382,-0.017
2023,up_4_late_7_plus,60_plus,132,1.0,0.0303,0.3258,0.3712,0.3182,0.053,2125,0.9755,0.0245,0.0381,-0.0078,0.3233,0.0025,0.3751,-0.0039,0.2894,0.0288,0.0776,-0.0246
2023,up_4_f5_1_5,lt_40,131,0.9389,0.0916,0.3969,0.542,0.5038,0.1221,1143,0.9029,0.036,0.1557,-0.0641,0.4156,-0.0187,0.5608,-0.0188,0.4558,0.048,0.1382,-0.0161
2024,up_1_middle_6,lt_40,130,0.6923,0.5462,0.4769,0.5154,0.4615,0.9923,1608,0.658,0.0343,0.51,0.0362,0.3943,0.0826,0.5647,-0.0493,0.449,0.0125,0.9826,0.0097
2024,up_2_middle_6,40_45,129,0.7907,0.3023,0.4264,0.5194,0.4496,0.4496,1291,0.7885,0.0022,0.3238,-0.0215,0.4361,-0.0097,0.5655,-0.0461,0.4547,-0.0051,0.4547,-0.0051
2024,up_3_f5_1_5,60_plus,126,0.8651,0.2143,0.254,0.4048,0.3175,0.1667,1931,0.8674,-0.0023,0.2258,-0.0115,0.392,-0.138,0.5298,-0.125,0.4247,-0.1072,0.2496,-0.0829
2025,up_3_middle_6,40_45,126,0.9206,0.1111,0.373,0.5397,0.4841,0.1984,955,0.9026,0.018,0.156,-0.0449,0.3916,-0.0186,0.5047,0.035,0.422,0.0621,0.2398,-0.0414
2023,up_4_early_1_3,40_45,125,0.96,0.096,0.312,0.44,0.288,0.104,914,0.8589,0.1011,0.2144,-0.1184,0.4344,-0.1224,0.57,-0.13,0.4431,-0.1551,0.1915,-0.0875
2023,up_5_plus_early_1_3,40_45,125,0.968,0.08,0.408,0.552,0.408,0.032,921,0.9359,0.0321,0.1042,-0.0242,0.4332,-0.0252,0.6113,-0.0593,0.4734,-0.0654,0.0543,-0.0223
2024,up_2_middle_6,lt_40,124,0.8145,0.3306,0.4677,0.5806,0.4516,0.4516,1291,0.7885,0.026,0.3238,0.0068,0.4361,0.0316,0.5655,0.0151,0.4547,-0.0031,0.4547,-0.0031
2023,up_3_f5_1_5,60_plus,121,0.8595,0.2479,0.405,0.5455,0.4463,0.2562,1832,0.8264,0.0331,0.2735,-0.0256,0.4099,-0.0049,0.5617,-0.0162,0.4481,-0.0018,0.2702,-0.014
2025,up_4_f5_1_5,lt_40,121,0.8512,0.1736,0.405,0.5372,0.3802,0.1074,1146,0.9136,-0.0624,0.1257,0.0479,0.3927,0.0123,0.5515,-0.0143,0.4564,-0.0762,0.1405,-0.0331
2023,up_1_middle_6,60_plus,120,0.775,0.375,0.2833,0.4833,0.3417,0.975,1639,0.6705,0.1045,0.5095,-0.1345,0.3905,-0.1072,0.5503,-0.067,0.446,-0.1043,0.975,0.0
2023,up_2_middle_6,40_45,117,0.8291,0.2393,0.359,0.5385,0.3504,0.3504,1240,0.8016,0.0275,0.3056,-0.0663,0.3903,-0.0313,0.5379,0.0006,0.4323,-0.0819,0.4323,-0.0819
2024,up_5_plus_f5_1_5,60_plus,117,0.8803,0.1453,0.4957,0.5641,0.4786,0.1624,1894,0.9498,-0.0695,0.0692,0.0761,0.3685,0.1272,0.5148,0.0493,0.4197,0.0589,0.0533,0.1091
2023,up_4_early_1_3,55_60,116,0.8017,0.25,0.5345,0.6293,0.431,0.2155,914,0.8589,-0.0572,0.2144,0.0356,0.4344,0.1001,0.57,0.0593,0.4431,-0.0121,0.1915,0.024
2024,up_3_early_1_3,60_plus,116,0.8621,0.2759,0.5086,0.6552,0.4224,0.2759,1634,0.8237,0.0384,0.2803,-0.0044,0.4002,0.1084,0.5532,0.102,0.4278,-0.0054,0.2301,0.0458
2024,up_5_plus_early_1_3,40_45,116,0.8448,0.1897,0.4052,0.5948,0.5172,0.069,822,0.8881,-0.0433,0.135,0.0547,0.4161,-0.0109,0.573,0.0218,0.4672,0.05,0.0389,0.0301
2023,up_3_middle_6,40_45,115,0.8609,0.2174,0.4087,0.5478,0.4087,0.2261,981,0.8695,-0.0086,0.1978,0.0196,0.4149,-0.0062,0.5668,-0.019,0.4506,-0.0419,0.2589,-0.0328
2023,up_3_middle_6,lt_40,115,0.887,0.1478,0.3652,0.4957,0.4087,0.2696,981,0.8695,0.0175,0.1978,-0.05,0.4149,-0.0497,0.5668,-0.0711,0.4506,-0.0419,0.2589,0.0107
2024,up_3_middle_6,40_45,115,0.9217,0.113,0.3478,0.4522,0.3826,0.1739,1020,0.902,0.0197,0.1539,-0.0409,0.4118,-0.064,0.5363,-0.0841,0.4275,-0.0449,0.2392,-0.0653
2025,up_3_late_7_plus,60_plus,115,0.9391,0.1391,0.5304,0.5826,0.5652,0.3478,2484,0.9569,-0.0178,0.0761,0.063,0.318,0.2124,0.3732,0.2094,0.3019,0.2633,0.1514,0.1964
2025,up_5_plus_early_1_3,55_60,113,0.9381,0.1416,0.3009,0.4248,0.3363,0.0796,893,0.9351,0.003,0.1053,0.0363,0.3751,-0.0742,0.5532,-0.1284,0.4255,-0.0892,0.0571,0.0225
2025,up_4_early_1_3,40_45,112,0.9018,0.1518,0.3839,0.5804,0.3929,0.1161,719,0.8901,0.0117,0.2086,-0.0568,0.4089,-0.025,0.5535,0.0269,0.4339,-0.041,0.1446,-0.0285
2024,up_4_f5_1_5,lt_40,111,1.0,0.0721,0.2162,0.4054,0.2252,0.0721,1221,0.914,0.086,0.1532,-0.0811,0.3931,-0.1769,0.5569,-0.1515,0.4398,-0.2146,0.1507,-0.0786
2023,up_5_plus_early_1_3,lt_40,110,0.9273,0.1545,0.4727,0.6818,0.4727,0.0636,921,0.9359,-0.0086,0.1042,0.0503,0.4332,0.0395,0.6113,0.0705,0.4734,-0.0007,0.0543,0.0093
2024,up_4_late_7_plus,60_plus,109,0.9817,0.0367,0.4128,0.4679,0.4128,0.1193,2139,0.9715,0.0102,0.0383,-0.0016,0.323,0.0898,0.3806,0.0873,0.3249,0.0879,0.0827,0.0366
2025,up_1_middle_6,lt_40,109,0.8073,0.3853,0.367,0.4495,0.3303,0.9633,1601,0.6721,0.1352,0.4859,-0.1006,0.3691,-0.0021,0.524,-0.0745,0.4204,-0.0901,0.9781,-0.0148
2025,up_5_plus_early_1_3,lt_40,105,0.9048,0.0952,0.4095,0.6381,0.4667,0.0476,893,0.9351,-0.0303,0.1053,-0.0101,0.3751,0.0344,0.5532,0.0849,0.4255,0.0412,0.0571,-0.0095
2023,up_5_plus_early_1_3,55_60,104,0.9519,0.0865,0.4038,0.5865,0.4615,0.0481,921,0.9359,0.016,0.1042,-0.0177,0.4332,-0.0294,0.6113,-0.0248,0.4734,-0.0119,0.0543,-0.0062
2024,up_4_early_1_3,40_45,104,0.7885,0.2212,0.3942,0.5192,0.4135,0.1058,803,0.8829,-0.0944,0.1918,0.0294,0.3873,0.0069,0.5268,-0.0076,0.4247,-0.0112,0.1108,-0.005
2025,up_4_early_1_3,55_60,104,0.8558,0.2981,0.4423,0.625,0.5288,0.1442,719,0.8901,-0.0343,0.2086,0.0895,0.4089,0.0334,0.5535,0.0715,0.4339,0.0949,0.1446,-0.0004
2023,up_3_middle_6,55_60,103,0.8447,0.2621,0.4272,0.6214,0.5049,0.2913,981,0.8695,-0.0248,0.1978,0.0643,0.4149,0.0123,0.5668,0.0546,0.4506,0.0543,0.2589,0.0324
2024,up_4_early_1_3,55_60,103,0.8641,0.2913,0.4175,0.5728,0.4854,0.2233,803,0.8829,-0.0188,0.1918,0.0995,0.3873,0.0302,0.5268,0.046,0.4247,0.0607,0.1108,0.1125
2024,up_5_plus_early_1_3,55_60,101,0.8317,0.1782,0.4059,0.5644,0.4653,0.0396,822,0.8881,-0.0564,0.135,0.0432,0.4161,-0.0102,0.573,-0.0086,0.4672,-0.0019,0.0389,0.0007
2023,up_5_plus_f5_1_5,60_plus,100,0.9,0.1,0.48,0.59,0.46,0.15,1901,0.9605,-0.0605,0.0631,0.0369,0.3924,0.0876,0.5692,0.0208,0.4477,0.0123,0.0568,0.0932
