season,state_bucket,l10_rpg_bucket,count,eventually_won_rate,tied_or_led_later_rate,scored_next_1_inning_rate,scored_next_2_innings_rate,reduced_deficit_next_2_rate,within_1_next_2_rate,baseline_count,eventually_won_baseline_rate,eventually_won_lift,tied_or_led_later_baseline_rate,tied_or_led_later_lift,scored_next_1_inning_baseline_rate,scored_next_1_inning_lift,scored_next_2_innings_baseline_rate,scored_next_2_innings_lift,reduced_deficit_next_2_baseline_rate,reduced_deficit_next_2_lift,within_1_next_2_baseline_rate,within_1_next_2_lift
2023,down_4_f5_1_5,low_lt_3_5,171,0.1111,0.1813,0.4386,0.5906,0.4795,0.1696,1143,0.0971,0.014,0.1557,0.0256,0.4156,0.023,0.5608,0.0298,0.4558,0.0237,0.1382,0.0314
2024,down_4_f5_1_5,very_high_5_5_plus,167,0.1677,0.2156,0.485,0.7006,0.5928,0.1437,1221,0.0844,0.0833,0.1532,0.0624,0.3931,0.0919,0.5569,0.1437,0.4398,0.153,0.1507,-0.007
2025,down_3_middle_6,very_high_5_5_plus,153,0.1438,0.1895,0.366,0.5098,0.4248,0.2484,955,0.0974,0.0464,0.156,0.0335,0.3916,-0.0256,0.5047,0.0051,0.422,0.0028,0.2398,0.0086
2025,down_4_early_1_3,low_lt_3_5,153,0.2026,0.2745,0.4183,0.5425,0.3856,0.1699,719,0.1099,0.0927,0.2086,0.0659,0.4089,0.0094,0.5535,-0.011,0.4339,-0.0483,0.1446,0.0253
2023,down_3_middle_6,low_lt_3_5,147,0.1361,0.2109,0.449,0.619,0.483,0.2993,981,0.1305,0.0056,0.1978,0.0131,0.4149,0.0341,0.5668,0.0522,0.4506,0.0324,0.2589,0.0404
2023,down_4_middle_6,very_high_5_5_plus,146,0.0685,0.0822,0.3699,0.5,0.3356,0.1301,684,0.0746,-0.0061,0.1038,-0.0216,0.4108,-0.0409,0.5468,-0.0468,0.424,-0.0884,0.1389,-0.0088
2024,down_5_plus_early_1_3,very_high_5_5_plus,141,0.1277,0.1418,0.3688,0.5887,0.4539,0.0213,822,0.1071,0.0206,0.135,0.0068,0.4161,-0.0473,0.573,0.0157,0.4672,-0.0133,0.0389,-0.0176
2023,down_5_plus_early_1_3,low_lt_3_5,140,0.0,0.0357,0.3143,0.5143,0.3857,0.0071,921,0.0641,-0.0641,0.1042,-0.0685,0.4332,-0.1189,0.6113,-0.097,0.4734,-0.0877,0.0543,-0.0472
2024,down_5_plus_early_1_3,low_lt_3_5,138,0.058,0.0652,0.3986,0.4855,0.4348,0.0507,822,0.1071,-0.0491,0.135,-0.0698,0.4161,-0.0175,0.573,-0.0875,0.4672,-0.0324,0.0389,0.0118
2024,down_4_middle_6,low_lt_3_5,130,0.0615,0.0692,0.3923,0.4769,0.3846,0.0846,724,0.0691,-0.0076,0.1077,-0.0385,0.4268,-0.0345,0.5359,-0.059,0.4448,-0.0602,0.1367,-0.0521
2025,down_4_middle_6,low_lt_3_5,130,0.1154,0.1308,0.2923,0.4692,0.3692,0.1846,654,0.0673,0.0481,0.078,0.0528,0.3593,-0.067,0.5138,-0.0446,0.3761,-0.0069,0.1147,0.0699
2025,down_4_early_1_3,very_high_5_5_plus,123,0.122,0.2439,0.3496,0.4878,0.4065,0.1382,719,0.1099,0.0121,0.2086,0.0353,0.4089,-0.0593,0.5535,-0.0657,0.4339,-0.0274,0.1446,-0.0064
2023,down_5_plus_early_1_3,very_high_5_5_plus,121,0.1074,0.1074,0.4876,0.6116,0.5537,0.0909,921,0.0641,0.0433,0.1042,0.0032,0.4332,0.0544,0.6113,0.0003,0.4734,0.0803,0.0543,0.0366
2024,down_4_early_1_3,low_lt_3_5,121,0.0248,0.1074,0.3471,0.4628,0.4132,0.0992,803,0.1146,-0.0898,0.1918,-0.0844,0.3873,-0.0402,0.5268,-0.064,0.4247,-0.0115,0.1108,-0.0116
2024,down_4_middle_6,very_high_5_5_plus,118,0.0763,0.1271,0.5339,0.5932,0.5424,0.161,724,0.0691,0.0072,0.1077,0.0194,0.4268,0.1071,0.5359,0.0573,0.4448,0.0976,0.1367,0.0243
2025,down_5_plus_early_1_3,very_high_5_5_plus,115,0.1391,0.1739,0.5391,0.6783,0.4957,0.1043,893,0.0649,0.0742,0.1053,0.0686,0.3751,0.164,0.5532,0.1251,0.4255,0.0702,0.0571,0.0472
2023,down_4_middle_6,low_lt_3_5,114,0.114,0.1579,0.4474,0.5526,0.4561,0.1754,684,0.0746,0.0394,0.1038,0.0541,0.4108,0.0366,0.5468,0.0058,0.424,0.0321,0.1389,0.0365
2025,down_4_middle_6,very_high_5_5_plus,100,0.09,0.11,0.34,0.48,0.35,0.16,654,0.0673,0.0227,0.078,0.032,0.3593,-0.0193,0.5138,-0.0338,0.3761,-0.0261,0.1147,0.0453
