candidate_id,candidate_type,derivative_type,game,market_ticker,status,blocked_reason,first_seen_at,created_at,decision_time,settlement_horizon,inning,half_inning,outs,runners_state,spread_cents,baseline_source,opening_price_cents,price_delta_from_open_cents,market_mismatch_score,baseball_support_score,execution_quality_score,risk_blocker_score,overall_watch_score,snap_yes_bid,snap_yes_ask,snap_mid_cents,snap_spread_cents,snap_taken_at,paper_status,paper_good_entry_label,paper_good_entry_score,paper_entry_price_cents,paper_outcome,game_state_inning,game_state_half,game_state_outs,game_state_runner_state,game_state_checked_at,recent_play_description,recent_play_type,seconds_since_last_play,seconds_since_last_score,last_score_description,first_discovery_inflated_score,low_baseball_support_watch,near_settled_should_block,wide_spread_should_block,rally_block_validated,derivative_selection_correct,no_entry_price_reason_guess
815,trailing_team_total_lag_watch,team_total,MIA@PHI,KXMLBTEAMTOTAL-26JUN151840MIAPHI-MIA2,blocked,rally_still_active,2026-06-15T20:11:47.535471,2026-06-15T20:11:47.535494,,full_game,5,bottom,1,1--,2,first_discovery,75,1,4.0,50.0,100.0,0.0,56.2,75,77,76,2,2026-06-16T00:13:23.975185+00:00,blocked_observation,not_evaluable,,,unknown,5,bottom,1,1--,2026-06-15T20:11:41.288352,,,77,,,False,False,False,False,validated,True,blocked_so_no_entry
816,trailing_team_total_lag_watch,team_total,MIA@PHI,KXMLBTEAMTOTAL-26JUN151840MIAPHI-MIA2,observed_only,,2026-06-15T20:12:47.544263,2026-06-15T20:12:47.544286,,full_game,5,bottom,1,,2,first_discovery,75,1,4.0,25.0,100.0,30.0,44.2,75,77,76,2,2026-06-16T00:13:23.975185+00:00,blocked_observation,not_evaluable,,,unknown,5,bottom,1,,2026-06-15T20:12:17.943992,Gabriel Rincones Jr. flies out to center fielder Jakob Marsee.,Flyout,12,57,J.T. Realmuto homers (5) on a line drive to left field. Bryson Stott scores.,False,False,False,False,not_applicable,True,blocked_so_no_entry
817,trailing_team_total_lag_watch,team_total,MIA@PHI,KXMLBTEAMTOTAL-26JUN151840MIAPHI-MIA2,blocked,rally_still_active,2026-06-15T20:14:47.561787,2026-06-15T20:14:47.561807,,full_game,5,bottom,2,1--,2,first_discovery,75,1,4.0,25.0,100.0,30.0,44.2,75,77,76,2,2026-06-16T00:13:23.975185+00:00,blocked_observation,not_evaluable,,,unknown,5,bottom,2,1--,2026-06-15T20:14:44.710655,Mound Visit.,Mound Visit,48,177,J.T. Realmuto homers (5) on a line drive to left field. Bryson Stott scores.,False,False,False,False,validated,True,blocked_so_no_entry
818,trailing_team_total_lag_watch,team_total,MIN@TEX,KXMLBTEAMTOTAL-26JUN152005MINTEX-TEX4,observed_only,,2026-06-15T20:17:48.238230,2026-06-15T20:17:48.238259,,full_game,1,top,2,,1,first_discovery,61,-3,10.0,55.0,100.0,0.0,59.5,58,59,58,1,2026-06-16T00:17:52.427163+00:00,paper_closed,possible_value,66.0,58,lost,1,top,2,,2026-06-15T20:17:46.799085,,,32,,,False,False,False,False,not_applicable,True,has_entry_price
819,trailing_team_total_lag_watch,team_total,NYM@CIN,KXMLBTEAMTOTAL-26JUN151910NYMCIN-NYM6,blocked,rally_still_active,2026-06-15T20:18:48.451540,2026-06-15T20:18:48.451569,,full_game,4,top,0,-2-,1,first_discovery,0,28,100.0,50.0,100.0,0.0,85.0,28,29,28,1,2026-06-16T00:17:52.427163+00:00,paper_closed,strong_value,75.0,29,lost,4,top,0,-2-,2026-06-15T20:18:27.260275,,,39,,,True,False,False,False,validated,True,has_entry_price
820,trailing_team_total_lag_watch,team_total,MIA@PHI,KXMLBTEAMTOTAL-26JUN151840MIAPHI-MIA2,observed_only,,2026-06-15T20:20:48.470018,2026-06-15T20:20:48.470045,,full_game,6,top,0,,2,first_discovery,75,1,4.0,25.0,100.0,30.0,44.2,75,77,76,2,2026-06-16T00:22:22.239684+00:00,blocked_observation,not_evaluable,,,unknown,6,top,0,,2026-06-15T20:20:16.147357,,,48,538,J.T. Realmuto homers (5) on a line drive to left field. Bryson Stott scores.,False,False,False,False,not_applicable,True,blocked_so_no_entry
821,trailing_team_total_lag_watch,team_total,MIN@TEX,KXMLBTEAMTOTAL-26JUN152005MINTEX-TEX4,blocked,rally_still_active,2026-06-15T20:21:48.478639,2026-06-15T20:21:48.478662,,full_game,1,bottom,0,1--,1,first_discovery,61,-3,10.0,55.0,100.0,0.0,59.5,58,59,58,1,2026-06-16T00:22:22.239684+00:00,paper_closed,possible_value,66.0,58,lost,1,bottom,0,1--,2026-06-15T20:21:27.780214,,,27,,,False,False,False,False,validated,True,has_entry_price
822,trailing_team_total_lag_watch,team_total,MIN@TEX,KXMLBTEAMTOTAL-26JUN152005MINTEX-TEX4,observed_only,,2026-06-15T20:25:48.515230,2026-06-15T20:25:48.515251,,full_game,1,bottom,3,,1,first_discovery,61,-3,10.0,55.0,100.0,0.0,59.5,58,59,58,1,2026-06-16T00:26:51.132471+00:00,paper_closed,possible_value,66.0,58,lost,1,bottom,3,,2026-06-15T20:25:44.712209,,,160,,,False,False,False,False,not_applicable,True,has_entry_price
823,trailing_team_total_lag_watch,team_total,MIA@PHI,KXMLBTEAMTOTAL-26JUN151840MIAPHI-MIA2,observed_only,,2026-06-15T20:26:49.389404,2026-06-15T20:26:49.389417,,full_game,6,bottom,0,,2,first_discovery,75,1,4.0,25.0,100.0,30.0,44.2,75,77,76,2,2026-06-16T00:26:51.132471+00:00,blocked_observation,not_evaluable,,,unknown,6,bottom,0,,2026-06-15T20:26:23.427974,,,62,899,J.T. Realmuto homers (5) on a line drive to left field. Bryson Stott scores.,False,False,False,False,not_applicable,True,blocked_so_no_entry
824,trailing_team_total_lag_watch,team_total,MIN@TEX,KXMLBTEAMTOTAL-26JUN152005MINTEX-TEX6,observed_only,,2026-06-15T20:28:49.407966,2026-06-15T20:28:49.408002,,full_game,1,bottom,3,,5,first_discovery,0,30,100.0,55.0,70.0,0.0,79.0,32,34,33,2,2026-06-16T00:26:51.132471+00:00,paper_closed,strong_value,82.0,34,lost,1,bottom,3,,2026-06-15T20:28:12.524548,,,25,,,True,False,False,False,not_applicable,True,has_entry_price
825,trailing_team_total_lag_watch,team_total,MIA@PHI,KXMLBTEAMTOTAL-26JUN151840MIAPHI-MIA3,observed_only,,2026-06-15T20:28:49.408752,2026-06-15T20:28:49.408765,,full_game,6,bottom,1,,8,first_discovery,58,-41,100.0,25.0,40.0,30.0,58.0,58,59,58,1,2026-06-16T00:26:51.132471+00:00,paper_closed,possible_value,65.0,57,lost,6,bottom,1,,2026-06-15T20:28:14.396973,,,52,1019,J.T. Realmuto homers (5) on a line drive to left field. Bryson Stott scores.,False,False,False,False,not_applicable,True,has_entry_price
826,trailing_team_total_lag_watch,team_total,NYM@CIN,KXMLBTEAMTOTAL-26JUN151910NYMCIN-NYM8,blocked,wide_spread_hard_block: spread=56c > 12c,2026-06-15T20:28:49.409756,2026-06-15T20:28:49.409767,,full_game,4,top,1,123,56,first_discovery,12,23,92.0,50.0,0.0,15.0,55.3,12,13,12,1,2026-06-16T00:26:51.132471+00:00,blocked_observation,not_evaluable,,,unknown,4,top,1,123,2026-06-15T20:28:36.845846,Mound Visit.,Mound Visit,118,,,False,False,False,False,not_applicable,True,blocked_so_no_entry
827,trailing_team_total_lag_watch,team_total,MIN@TEX,KXMLBTEAMTOTAL-26JUN152005MINTEX-TEX6,observed_only,,2026-06-15T20:29:49.419648,2026-06-15T20:29:49.419708,,full_game,2,top,1,,5,first_discovery,0,30,100.0,55.0,70.0,0.0,79.0,27,32,29,5,2026-06-16T00:31:47.467611+00:00,paper_closed,strong_value,82.0,34,lost,2,top,1,,2026-06-15T20:29:46.690683,,,19,,,True,False,False,False,not_applicable,True,has_entry_price
828,trailing_team_total_lag_watch,team_total,MIA@PHI,KXMLBTEAMTOTAL-26JUN151840MIAPHI-MIA3,blocked,rally_still_active,2026-06-15T20:29:49.420649,2026-06-15T20:29:49.420667,,full_game,6,bottom,1,1--,8,first_discovery,58,-41,100.0,25.0,40.0,30.0,58.0,13,21,17,8,2026-06-16T00:31:47.467611+00:00,paper_closed,possible_value,65.0,57,lost,6,bottom,1,1--,2026-06-15T20:29:48.621955,,,6,1079,J.T. Realmuto homers (5) on a line drive to left field. Bryson Stott scores.,False,False,False,False,validated,True,has_entry_price
829,trailing_team_total_lag_watch,team_total,MIN@TEX,KXMLBTEAMTOTAL-26JUN152005MINTEX-TEX6,observed_only,,2026-06-15T20:33:49.463535,2026-06-15T20:33:49.463561,,full_game,2,bottom,0,,5,first_discovery,0,30,100.0,55.0,70.0,0.0,79.0,,,,,,paper_closed,strong_value,82.0,34,lost,2,bottom,0,,2026-06-15T20:33:27.714933,Batter Timeout.,Batter Timeout,38,,,True,False,False,False,not_applicable,True,has_entry_price
830,trailing_team_total_lag_watch,team_total,NYM@CIN,KXMLBTEAMTOTAL-26JUN151910NYMCIN-NYM8,blocked,wide_spread_hard_block: spread=56c > 12c,2026-06-15T20:34:49.480779,2026-06-15T20:34:49.480806,,full_game,4,bottom,0,,56,first_discovery,12,23,92.0,50.0,0.0,15.0,55.3,,,,,,blocked_observation,not_evaluable,,,unknown,4,bottom,0,,2026-06-15T20:34:46.132006,,,36,,,False,False,False,False,not_applicable,True,blocked_so_no_entry
831,trailing_team_total_lag_watch,team_total,SD@STL,KXMLBTEAMTOTAL-26JUN151945SDSTL-SD2,blocked,rally_still_active,2026-06-15T20:39:49.545945,2026-06-15T20:39:49.545962,,full_game,4,bottom,2,-2-,4,first_discovery,0,57,100.0,50.0,80.0,0.0,80.0,,,,,,blocked_observation,not_evaluable,,,unknown,4,bottom,2,-2-,2026-06-15T20:39:40.440690,,,30,,,True,False,False,False,validated,True,blocked_so_no_entry
832,trailing_team_total_lag_watch,team_total,NYM@CIN,KXMLBTEAMTOTAL-26JUN151910NYMCIN-NYM8,blocked,wide_spread_hard_block: spread=56c > 12c,2026-06-15T20:40:49.563250,2026-06-15T20:40:49.563265,,full_game,5,top,0,,56,first_discovery,12,23,92.0,50.0,0.0,15.0,55.3,,,,,,blocked_observation,not_evaluable,,,unknown,5,top,0,,2026-06-15T20:40:20.508331,,,72,,,False,False,False,False,not_applicable,True,blocked_so_no_entry
833,trailing_team_total_lag_watch,team_total,MIN@TEX,KXMLBTEAMTOTAL-26JUN152005MINTEX-TEX6,observed_only,,2026-06-15T20:41:49.572747,2026-06-15T20:41:49.572771,,full_game,3,top,0,,5,first_discovery,0,30,100.0,55.0,70.0,0.0,79.0,,,,,,paper_closed,strong_value,82.0,34,lost,3,top,0,,2026-06-15T20:41:30.496748,,,45,,,True,False,False,False,not_applicable,True,has_entry_price
834,trailing_team_total_lag_watch,team_total,SD@STL,KXMLBTEAMTOTAL-26JUN151945SDSTL-SD2,observed_only,,2026-06-15T20:41:49.573383,2026-06-15T20:41:49.573397,,full_game,4,bottom,3,,4,first_discovery,0,57,100.0,50.0,80.0,0.0,80.0,,,,,,blocked_observation,not_evaluable,,,unknown,4,bottom,3,,2026-06-15T20:41:31.435136,,,150,,,True,False,False,False,not_applicable,True,blocked_so_no_entry
835,trailing_team_total_lag_watch,team_total,SD@STL,KXMLBTEAMTOTAL-26JUN151945SDSTL-SD2,observed_only,,2026-06-15T20:43:50.038075,2026-06-15T20:43:50.038090,,full_game,5,top,0,,4,first_discovery,0,57,100.0,50.0,80.0,0.0,80.0,,,,,,blocked_observation,not_evaluable,,,unknown,5,top,0,,2026-06-15T20:43:22.490179,,,50,,,True,False,False,False,not_applicable,True,blocked_so_no_entry
836,trailing_team_total_lag_watch,team_total,DET@HOU,KXMLBTEAMTOTAL-26JUN152010DETHOU-HOU7,observed_only,,2026-06-15T20:43:50.039631,2026-06-15T20:43:50.039649,,full_game,2,top,2,,6,first_discovery,25,-3,12.0,48.0,60.0,0.0,48.0,,,,,,paper_open,possible_value,70.0,24,unknown,2,top,2,,2026-06-15T20:43:24.548148,,,63,,,False,False,False,False,not_applicable,True,has_entry_price
837,trailing_team_total_lag_watch,team_total,MIN@TEX,KXMLBTEAMTOTAL-26JUN152005MINTEX-TEX6,observed_only,,2026-06-15T20:47:50.087559,2026-06-15T20:47:50.087582,,full_game,3,bottom,0,,5,first_discovery,0,30,100.0,55.0,70.0,0.0,79.0,,,,,,paper_closed,strong_value,82.0,34,lost,3,bottom,0,,2026-06-15T20:47:39.513357,,,51,,,True,False,False,False,not_applicable,True,has_entry_price
838,trailing_team_total_lag_watch,team_total,DET@HOU,KXMLBTEAMTOTAL-26JUN152010DETHOU-HOU7,observed_only,,2026-06-15T20:48:50.101749,2026-06-15T20:48:50.101764,,full_game,2,bottom,0,,6,first_discovery,25,-3,12.0,48.0,60.0,0.0,48.0,,,,,,paper_open,possible_value,70.0,24,unknown,2,bottom,0,,2026-06-15T20:48:19.264605,Hao-Yu Lee remains in the game as the second baseman.,Defensive Switch,53,,,False,False,False,False,not_applicable,True,has_entry_price
839,trailing_team_total_lag_watch,team_total,MIN@TEX,KXMLBTEAMTOTAL-26JUN152005MINTEX-TEX6,blocked,rally_still_active,2026-06-15T20:49:50.111488,2026-06-15T20:49:50.111513,,full_game,3,bottom,1,1--,5,first_discovery,0,30,100.0,55.0,70.0,0.0,79.0,,,,,,paper_closed,strong_value,82.0,34,lost,3,bottom,1,1--,2026-06-15T20:49:30.452313,Joc Pederson homers (9) on a fly ball to right field. Elias Díaz scores.,Home Run,20,20,Joc Pederson homers (9) on a fly ball to right field. Elias Díaz scores.,True,False,False,False,validated,True,has_entry_price
840,f5_total_overreaction_fade_watch,f5_total,MIN@TEX,KXMLBF5TOTAL-26JUN152005MINTEX-1,observed_only,,2026-06-15T20:50:50.124800,2026-06-15T20:50:50.124828,,first_5,3,bottom,1,,1,first_discovery,0,100,100.0,21.0,100.0,30.0,71.8,,,,,,paper_closed,possible_value,68.0,9,lost,3,bottom,1,,2026-06-15T20:50:45.093003,,,28,80,Joc Pederson homers (9) on a fly ball to right field. Elias Díaz scores.,True,False,False,False,not_applicable,True,has_entry_price
841,trailing_team_total_lag_watch,team_total,SD@STL,KXMLBTEAMTOTAL-26JUN151945SDSTL-SD2,observed_only,,2026-06-15T20:50:50.672865,2026-06-15T20:50:50.672889,,full_game,5,bottom,0,,4,first_discovery,0,57,100.0,50.0,80.0,0.0,80.0,,,,,,blocked_observation,not_evaluable,,,unknown,5,bottom,0,,2026-06-15T20:50:45.996749,,,78,,,True,False,False,False,not_applicable,True,blocked_so_no_entry
842,trailing_team_total_lag_watch,team_total,SD@STL,KXMLBTEAMTOTAL-26JUN151945SDSTL-SD2,blocked,rally_still_active,2026-06-15T20:51:50.686153,2026-06-15T20:51:50.686170,,full_game,5,bottom,0,1--,4,first_discovery,0,57,100.0,50.0,80.0,0.0,80.0,,,,,,blocked_observation,not_evaluable,,,unknown,5,bottom,0,1--,2026-06-15T20:51:22.973417,,,50,,,True,False,False,False,validated,True,blocked_so_no_entry
843,trailing_team_total_lag_watch,team_total,DET@HOU,KXMLBTEAMTOTAL-26JUN152010DETHOU-HOU7,blocked,rally_still_active,2026-06-15T20:52:50.700579,2026-06-15T20:52:50.700597,,full_game,2,bottom,1,-2-,6,first_discovery,25,-3,12.0,48.0,60.0,0.0,48.0,,,,,,paper_open,possible_value,70.0,24,unknown,2,bottom,1,-2-,2026-06-15T20:52:38.226812,,,70,,,False,False,False,False,validated,True,has_entry_price
844,trailing_team_total_lag_watch,team_total,NYM@CIN,KXMLBTEAMTOTAL-26JUN151910NYMCIN-NYM8,blocked,wide_spread_hard_block: spread=56c > 12c,2026-06-15T20:53:50.745038,2026-06-15T20:53:50.745057,,full_game,5,bottom,0,,56,first_discovery,12,23,92.0,50.0,0.0,15.0,55.3,,,,,,blocked_observation,not_evaluable,,,unknown,5,bottom,0,,2026-06-15T20:53:16.011637,On-field Delay.,Game Advisory,78,,,False,False,False,False,not_applicable,True,blocked_so_no_entry
845,f5_total_overreaction_fade_watch,f5_total,MIN@TEX,KXMLBF5TOTAL-26JUN152005MINTEX-1,observed_only,,2026-06-15T20:57:50.798467,2026-06-15T20:57:50.798496,,first_5,4,top,0,,1,first_discovery,0,100,100.0,21.0,100.0,30.0,71.8,,,,,,paper_closed,possible_value,68.0,9,lost,4,top,0,,2026-06-15T20:57:30.206357,,,98,500,Joc Pederson homers (9) on a fly ball to right field. Elias Díaz scores.,True,False,False,False,not_applicable,True,has_entry_price
846,trailing_team_total_lag_watch,team_total,SD@STL,KXMLBTEAMTOTAL-26JUN151945SDSTL-SD2,blocked,rally_still_active,2026-06-15T20:58:50.813594,2026-06-15T20:58:50.813615,,full_game,5,bottom,2,-2-,4,first_discovery,0,57,100.0,50.0,80.0,0.0,80.0,,,,,,blocked_observation,not_evaluable,,,unknown,5,bottom,2,-2-,2026-06-15T20:58:44.861459,Mound Visit.,Mound Visit,62,,,True,False,False,False,validated,True,blocked_so_no_entry
847,trailing_team_total_lag_watch,team_total,DET@HOU,KXMLBTEAMTOTAL-26JUN152010DETHOU-HOU7,observed_only,,2026-06-15T20:58:50.815349,2026-06-15T20:58:50.815367,,full_game,3,top,0,,6,first_discovery,25,-3,12.0,48.0,60.0,0.0,48.0,,,,,,paper_open,possible_value,70.0,24,unknown,3,top,0,,2026-06-15T20:58:46.801492,,,33,,,False,False,False,False,not_applicable,True,has_entry_price
848,trailing_team_total_lag_watch,team_total,SD@STL,KXMLBTEAMTOTAL-26JUN151945SDSTL-SD2,observed_only,,2026-06-15T21:00:50.838335,2026-06-15T21:00:50.838353,,full_game,5,bottom,3,,4,first_discovery,0,57,100.0,50.0,80.0,0.0,80.0,,,,,,blocked_observation,not_evaluable,,,unknown,5,bottom,3,,2026-06-15T21:00:36.149620,Mound Visit.,Mound Visit,182,,,True,False,False,False,not_applicable,True,blocked_so_no_entry
