candidate_id,derivative_type,market_ticker,settlement_horizon,inning,half_inning,blocked_reason,baseline_source,overall_watch_score,market_mismatch_score,created_at,paper_setup_id,outcome,good_entry_label,net_pnl_cents
843,team_total,KXMLBTEAMTOTAL-26JUN152010DETHOU-HOU7,full_game,2,bottom,rally_still_active,first_discovery,48.0,12.0,2026-06-15T20:52:50.700597,22,unknown,possible_value,
844,team_total,KXMLBTEAMTOTAL-26JUN151910NYMCIN-NYM8,full_game,5,bottom,wide_spread_hard_block: spread=56c > 12c,first_discovery,55.3,92.0,2026-06-15T20:53:50.745057,20,unknown,not_evaluable,
845,f5_total,KXMLBF5TOTAL-26JUN152005MINTEX-1,first_5,4,top,,first_discovery,71.8,100.0,2026-06-15T20:57:50.798496,23,lost,possible_value,-9
846,team_total,KXMLBTEAMTOTAL-26JUN151945SDSTL-SD2,full_game,5,bottom,rally_still_active,first_discovery,80.0,100.0,2026-06-15T20:58:50.813615,21,unknown,not_evaluable,
847,team_total,KXMLBTEAMTOTAL-26JUN152010DETHOU-HOU7,full_game,3,top,,first_discovery,48.0,12.0,2026-06-15T20:58:50.815367,22,unknown,possible_value,
848,team_total,KXMLBTEAMTOTAL-26JUN151945SDSTL-SD2,full_game,5,bottom,,first_discovery,80.0,100.0,2026-06-15T21:00:50.838353,21,unknown,not_evaluable,
849,team_total,KXMLBTEAMTOTAL-26JUN151910NYMCIN-NYM8,full_game,6,top,wide_spread_hard_block: spread=56c > 12c,first_discovery,55.3,92.0,2026-06-15T21:00:50.840787,20,unknown,not_evaluable,
850,team_total,KXMLBTEAMTOTAL-26JUN151945SDSTL-SD2,full_game,6,top,,first_discovery,80.0,100.0,2026-06-15T21:01:50.958807,21,unknown,not_evaluable,
851,team_total,KXMLBTEAMTOTAL-26JUN152010DETHOU-HOU7,full_game,3,top,rally_still_active,first_discovery,48.0,12.0,2026-06-15T21:03:50.985691,22,unknown,possible_value,
852,f5_total,KXMLBF5TOTAL-26JUN152005MINTEX-1,first_5,4,bottom,market_nearly_settled,first_discovery,71.8,100.0,2026-06-15T21:04:50.995833,23,lost,possible_value,-9
853,team_total,KXMLBTEAMTOTAL-26JUN152010DETHOU-HOU7,full_game,3,top,,first_discovery,48.0,12.0,2026-06-15T21:06:51.023345,22,unknown,possible_value,
854,f5_total,KXMLBF5TOTAL-26JUN152005MINTEX-1,first_5,4,bottom,rally_still_active,first_discovery,71.8,100.0,2026-06-15T21:07:51.035800,23,lost,possible_value,-9
855,team_total,KXMLBTEAMTOTAL-26JUN152010DETHOU-HOU7,full_game,3,top,,first_discovery,48.0,12.0,2026-06-15T21:08:51.051506,22,unknown,possible_value,
856,team_total,KXMLBTEAMTOTAL-26JUN151910NYMCIN-NYM8,full_game,6,bottom,wide_spread_hard_block: spread=56c > 12c,first_discovery,55.3,92.0,2026-06-15T21:10:51.513290,20,unknown,not_evaluable,
857,team_total,KXMLBTEAMTOTAL-26JUN151945SDSTL-SD2,full_game,6,bottom,,first_discovery,80.0,100.0,2026-06-15T21:11:51.523254,21,unknown,not_evaluable,
858,team_total,KXMLBTEAMTOTAL-26JUN152010DETHOU-HOU7,full_game,3,bottom,,first_discovery,48.0,12.0,2026-06-15T21:11:51.524994,22,unknown,possible_value,
859,fg_total,KXMLBTOTAL-26JUN152005MINTEX-8,full_game,5,top,,first_discovery,63.1,70.0,2026-06-15T21:12:50.725770,24,won,possible_value,52
860,team_total,KXMLBTEAMTOTAL-26JUN151945SDSTL-SD2,full_game,6,bottom,,first_discovery,77.5,100.0,2026-06-15T21:12:50.751778,21,unknown,not_evaluable,
861,fg_total,KXMLBTOTAL-26JUN151840MIAPHI-6,full_game,8,bottom,rally_still_active,first_discovery,61.0,58.0,2026-06-15T21:12:50.753255,25,unknown,not_evaluable,
862,team_total,KXMLBTEAMTOTAL-26JUN152010DETHOU-HOU2,full_game,3,bottom,,first_discovery,74.4,100.0,2026-06-15T21:12:50.755941,26,unknown,watch_only,
863,team_total,KXMLBTEAMTOTAL-26JUN151910NYMCIN-NYM5,full_game,6,bottom,wide_spread_hard_block: spread=54c > 12c,first_discovery,33.8,20.0,2026-06-15T21:12:50.756825,27,unknown,not_evaluable,
864,fg_total,KXMLBTOTAL-26JUN152005MINTEX-8,full_game,5,top,rally_still_active,first_discovery,63.1,70.0,2026-06-15T21:13:50.770166,24,won,possible_value,52
865,team_total,KXMLBTEAMTOTAL-26JUN151945SDSTL-SD2,full_game,6,bottom,rally_still_active,first_discovery,77.5,100.0,2026-06-15T21:13:50.771091,21,unknown,not_evaluable,
866,fg_total,KXMLBTOTAL-26JUN151840MIAPHI-6,full_game,8,bottom,rally_still_active,first_discovery,61.0,58.0,2026-06-15T21:16:50.813671,25,unknown,not_evaluable,
867,fg_total,KXMLBTOTAL-26JUN151840MIAPHI-6,full_game,8,bottom,rally_still_active,first_discovery,61.0,58.0,2026-06-15T21:17:51.154990,25,unknown,not_evaluable,
868,team_total,KXMLBTEAMTOTAL-26JUN152010DETHOU-HOU2,full_game,3,bottom,rally_still_active,first_discovery,74.4,100.0,2026-06-15T21:17:51.156279,26,unknown,watch_only,
869,fg_total,KXMLBTOTAL-26JUN152005MINTEX-8,full_game,5,bottom,,first_discovery,63.1,70.0,2026-06-15T21:19:51.183494,24,won,possible_value,52
870,fg_total,KXMLBTOTAL-26JUN151840MIAPHI-6,full_game,8,bottom,market_nearly_settled,first_discovery,61.0,58.0,2026-06-15T21:19:51.185037,25,unknown,not_evaluable,
871,fg_total,KXMLBTOTAL-26JUN151840MIAPHI-6,full_game,9,top,market_nearly_settled,first_discovery,61.0,58.0,2026-06-15T21:21:51.216346,25,unknown,not_evaluable,
872,team_total,KXMLBTEAMTOTAL-26JUN152010DETHOU-HOU2,full_game,3,bottom,,first_discovery,74.4,100.0,2026-06-15T21:21:51.217693,26,unknown,watch_only,
873,fg_total,KXMLBTOTAL-26JUN152005MINTEX-8,full_game,5,bottom,rally_still_active,first_discovery,63.1,70.0,2026-06-15T21:22:51.232589,24,won,possible_value,52
874,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,full_game,3,bottom,,first_discovery,69.4,88.0,2026-06-15T21:22:51.236085,28,unknown,possible_value,
875,f5_total,KXMLBF5TOTAL-26JUN152010DETHOU-1,first_5,3,bottom,,first_discovery,47.2,18.0,2026-06-15T21:22:51.236453,29,unknown,possible_value,
876,team_total,KXMLBTEAMTOTAL-26JUN152010DETHOU-HOU2,full_game,3,bottom,,first_discovery,62.4,100.0,2026-06-15T21:22:51.238201,26,unknown,watch_only,
877,fg_total,KXMLBTOTAL-26JUN151840MIAPHI-6,full_game,9,top,rally_still_active,first_discovery,61.0,58.0,2026-06-15T21:23:51.252580,25,unknown,not_evaluable,
878,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,full_game,4,top,,first_discovery,69.4,88.0,2026-06-15T21:25:51.288104,28,unknown,possible_value,
879,f5_total,KXMLBF5TOTAL-26JUN152010DETHOU-1,first_5,4,top,,first_discovery,47.2,18.0,2026-06-15T21:25:51.288460,29,unknown,possible_value,
880,team_total,KXMLBTEAMTOTAL-26JUN152010DETHOU-HOU2,full_game,4,top,,first_discovery,62.4,100.0,2026-06-15T21:25:51.288754,26,unknown,watch_only,
881,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,full_game,4,top,rally_still_active,first_discovery,69.4,88.0,2026-06-15T21:27:51.316881,28,unknown,possible_value,
882,f5_total,KXMLBF5TOTAL-26JUN152010DETHOU-1,first_5,4,top,rally_still_active,first_discovery,47.2,18.0,2026-06-15T21:27:51.317281,29,unknown,possible_value,
883,team_total,KXMLBTEAMTOTAL-26JUN152010DETHOU-HOU2,full_game,4,top,rally_still_active,first_discovery,62.4,100.0,2026-06-15T21:27:51.317478,26,unknown,watch_only,
884,fg_total,KXMLBTOTAL-26JUN152005MINTEX-8,full_game,6,top,,first_discovery,63.1,70.0,2026-06-15T21:31:51.372339,24,won,possible_value,52
885,team_total,KXMLBTEAMTOTAL-26JUN152005MINTEX-TEX2,full_game,6,top,,first_discovery,74.5,100.0,2026-06-15T21:31:51.372666,30,pushed,watch_only,0
886,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,full_game,4,bottom,,first_discovery,69.4,88.0,2026-06-15T21:36:51.450935,28,unknown,possible_value,
887,f5_total,KXMLBF5TOTAL-26JUN152010DETHOU-1,first_5,4,bottom,market_nearly_settled,first_discovery,47.2,18.0,2026-06-15T21:36:51.451265,29,unknown,possible_value,
888,team_total,KXMLBTEAMTOTAL-26JUN152010DETHOU-HOU2,full_game,4,bottom,,first_discovery,62.4,100.0,2026-06-15T21:36:51.451615,26,unknown,watch_only,
889,fg_total,KXMLBTOTAL-26JUN152005MINTEX-8,full_game,6,bottom,,first_discovery,63.1,70.0,2026-06-15T21:38:52.024470,24,won,possible_value,52
890,team_total,KXMLBTEAMTOTAL-26JUN152005MINTEX-TEX2,full_game,6,bottom,,first_discovery,74.5,100.0,2026-06-15T21:38:52.024848,30,pushed,watch_only,0
891,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,full_game,5,top,,first_discovery,69.4,88.0,2026-06-15T21:41:52.076484,28,unknown,possible_value,
892,team_total,KXMLBTEAMTOTAL-26JUN152010DETHOU-HOU2,full_game,5,top,,first_discovery,62.4,100.0,2026-06-15T21:41:52.076829,26,unknown,watch_only,
893,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,full_game,5,top,rally_still_active,first_discovery,69.4,88.0,2026-06-15T21:43:52.239479,28,unknown,possible_value,
894,team_total,KXMLBTEAMTOTAL-26JUN152010DETHOU-HOU2,full_game,5,top,rally_still_active,first_discovery,62.4,100.0,2026-06-15T21:43:52.239825,26,unknown,watch_only,
895,fg_total,KXMLBTOTAL-26JUN152005MINTEX-8,full_game,7,top,,first_discovery,63.1,70.0,2026-06-15T21:44:52.253324,24,won,possible_value,52
896,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,full_game,5,top,rally_still_active,first_discovery,69.4,88.0,2026-06-15T21:47:52.835027,28,unknown,possible_value,
897,team_total,KXMLBTEAMTOTAL-26JUN152010DETHOU-HOU2,full_game,5,top,rally_still_active,first_discovery,62.4,100.0,2026-06-15T21:47:52.835381,26,unknown,watch_only,
898,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,full_game,5,top,,first_discovery,69.4,88.0,2026-06-15T21:50:52.877575,28,unknown,possible_value,
899,team_total,KXMLBTEAMTOTAL-26JUN152010DETHOU-HOU2,full_game,5,top,,first_discovery,62.4,100.0,2026-06-15T21:50:52.877876,26,unknown,watch_only,
900,fg_total,KXMLBTOTAL-26JUN152005MINTEX-8,full_game,7,bottom,,first_discovery,63.1,70.0,2026-06-15T21:51:52.890279,24,won,possible_value,52
901,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,full_game,5,bottom,,first_discovery,69.4,88.0,2026-06-15T21:52:52.907527,28,unknown,possible_value,
902,team_total,KXMLBTEAMTOTAL-26JUN152010DETHOU-HOU2,full_game,5,bottom,,first_discovery,62.4,100.0,2026-06-15T21:52:52.907961,26,unknown,watch_only,
903,fg_total,KXMLBTOTAL-26JUN152005MINTEX-8,full_game,8,top,market_nearly_settled,first_discovery,63.1,70.0,2026-06-15T21:56:53.629706,24,won,possible_value,52
904,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,full_game,5,bottom,rally_still_active,first_discovery,69.4,88.0,2026-06-15T21:58:54.323962,28,unknown,possible_value,
905,team_total,KXMLBTEAMTOTAL-26JUN152010DETHOU-HOU2,full_game,5,bottom,rally_still_active,first_discovery,62.4,100.0,2026-06-15T21:58:54.324259,26,unknown,watch_only,
906,fg_total,KXMLBTOTAL-26JUN152005MINTEX-8,full_game,8,bottom,market_nearly_settled,first_discovery,63.1,70.0,2026-06-15T22:03:54.495159,24,won,possible_value,52
907,fg_total,KXMLBTOTAL-26JUN152005MINTEX-8,full_game,8,bottom,rally_still_active,first_discovery,63.1,70.0,2026-06-15T22:05:55.176556,24,won,possible_value,52
908,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,full_game,6,top,,first_discovery,69.4,88.0,2026-06-15T22:05:55.178645,28,unknown,possible_value,
909,team_total,KXMLBTEAMTOTAL-26JUN152010DETHOU-HOU2,full_game,6,top,,first_discovery,62.4,100.0,2026-06-15T22:05:55.178908,26,unknown,watch_only,
910,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,full_game,6,top,rally_still_active,first_discovery,69.4,88.0,2026-06-15T22:07:55.529257,28,unknown,possible_value,
911,team_total,KXMLBTEAMTOTAL-26JUN152010DETHOU-HOU2,full_game,6,top,rally_still_active,first_discovery,62.4,100.0,2026-06-15T22:07:55.529519,26,unknown,watch_only,
912,fg_total,KXMLBTOTAL-26JUN152005MINTEX-8,full_game,9,top,market_nearly_settled,first_discovery,63.1,70.0,2026-06-15T22:11:56.344520,24,won,possible_value,52
913,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,full_game,6,bottom,,first_discovery,69.4,88.0,2026-06-15T22:12:56.360320,28,unknown,possible_value,
914,team_total,KXMLBTEAMTOTAL-26JUN152010DETHOU-HOU2,full_game,6,bottom,,first_discovery,62.4,100.0,2026-06-15T22:12:56.360704,26,unknown,watch_only,
915,fg_total,KXMLBTOTAL-26JUN152005MINTEX-8,full_game,9,bottom,market_nearly_settled,first_discovery,63.1,70.0,2026-06-15T22:16:56.577824,24,won,possible_value,52
916,team_total,KXMLBTEAMTOTAL-26JUN152210TBLAD-LAD6,full_game,1,top,,first_discovery,58.9,8.0,2026-06-15T22:17:56.593071,31,unknown,possible_value,
917,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,full_game,2,bottom,,first_discovery,86.5,100.0,2026-06-15T22:17:56.595177,32,unknown,possible_value,
918,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,full_game,7,top,,first_discovery,69.4,88.0,2026-06-15T22:18:56.607509,28,unknown,possible_value,
919,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,full_game,7,top,rally_still_active,first_discovery,69.4,88.0,2026-06-15T22:20:57.290558,28,unknown,possible_value,
920,team_total,KXMLBTEAMTOTAL-26JUN152210TBLAD-LAD6,full_game,1,bottom,,first_discovery,58.9,8.0,2026-06-15T22:21:57.302541,31,unknown,possible_value,
921,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,full_game,7,top,,first_discovery,69.4,88.0,2026-06-15T22:21:57.303213,28,unknown,possible_value,
922,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,full_game,3,top,,first_discovery,86.5,100.0,2026-06-15T22:22:57.321054,32,unknown,possible_value,
923,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,full_game,7,bottom,,first_discovery,69.4,88.0,2026-06-15T22:27:57.386309,28,unknown,possible_value,
924,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,full_game,3,top,rally_still_active,first_discovery,86.5,100.0,2026-06-15T22:27:57.387544,32,unknown,possible_value,
925,team_total,KXMLBTEAMTOTAL-26JUN152210TBLAD-LAD6,full_game,2,top,,first_discovery,58.9,8.0,2026-06-15T22:28:57.399249,31,unknown,possible_value,
926,team_total,KXMLBTEAMTOTAL-26JUN152210TBLAD-LAD6,full_game,2,top,rally_still_active,first_discovery,58.9,8.0,2026-06-15T22:29:57.412916,31,unknown,possible_value,
927,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,full_game,7,bottom,rally_still_active,first_discovery,69.4,88.0,2026-06-15T22:33:58.227532,28,unknown,possible_value,
928,team_total,KXMLBTEAMTOTAL-26JUN152210TBLAD-LAD6,full_game,2,top,rally_still_active,first_discovery,58.9,8.0,2026-06-15T22:34:58.241515,31,unknown,possible_value,
929,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,full_game,3,bottom,,first_discovery,86.5,100.0,2026-06-15T22:35:58.256617,32,unknown,possible_value,
930,team_total,KXMLBTEAMTOTAL-26JUN152210TBLAD-LAD6,full_game,2,top,,first_discovery,58.9,8.0,2026-06-15T22:36:58.269840,31,unknown,possible_value,
931,team_total,KXMLBTEAMTOTAL-26JUN152210TBLAD-LAD6,full_game,2,bottom,,first_discovery,58.9,8.0,2026-06-15T22:38:58.558361,31,unknown,possible_value,
932,team_total,KXMLBTEAMTOTAL-26JUN152210TBLAD-LAD6,full_game,2,bottom,rally_still_active,first_discovery,58.9,8.0,2026-06-15T22:39:58.572397,31,unknown,possible_value,
933,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,full_game,8,top,market_nearly_settled,first_discovery,69.4,88.0,2026-06-15T22:39:58.573126,28,unknown,possible_value,
934,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,full_game,4,top,,first_discovery,86.5,100.0,2026-06-15T22:41:58.610935,32,unknown,possible_value,
935,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,full_game,8,top,rally_still_active,first_discovery,69.4,88.0,2026-06-15T22:42:58.623438,28,unknown,possible_value,
936,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,full_game,4,top,rally_still_active,first_discovery,86.5,100.0,2026-06-15T22:43:58.639788,32,unknown,possible_value,
937,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,full_game,8,bottom,market_nearly_settled,first_discovery,69.4,88.0,2026-06-15T22:49:58.981111,28,unknown,possible_value,
938,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,full_game,8,bottom,rally_still_active,first_discovery,69.4,88.0,2026-06-15T22:50:58.993249,28,unknown,possible_value,
939,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,full_game,4,top,rally_still_active,first_discovery,86.5,100.0,2026-06-15T22:51:59.006948,32,unknown,possible_value,
940,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,full_game,4,top,,first_discovery,86.5,100.0,2026-06-15T22:54:59.047592,32,unknown,possible_value,
941,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,full_game,9,top,market_nearly_settled,first_discovery,69.4,88.0,2026-06-15T22:55:59.059630,28,unknown,possible_value,
942,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,full_game,4,bottom,rally_still_active,first_discovery,86.5,100.0,2026-06-15T22:56:59.075135,32,unknown,possible_value,
943,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,full_game,9,top,market_nearly_settled,first_discovery,69.4,88.0,2026-06-15T22:59:59.110921,28,unknown,possible_value,
944,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,full_game,4,bottom,,first_discovery,86.5,100.0,2026-06-15T22:59:59.112313,32,unknown,possible_value,
945,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,full_game,4,bottom,rally_still_active,first_discovery,86.5,100.0,2026-06-15T23:01:59.140611,32,unknown,possible_value,
