combo,feature_value,outcome,seasons_seen,season_count,total_count,min_season_count,avg_rate,min_rate,max_rate,rate_range,avg_lift,min_lift,max_lift,stability_label
team_strength_bucket+opponent_strength_bucket,55_60__50_55,team_trailed_early_1to3,"2023,2024,2025",3,722,216,0.473,0.463,0.4922,0.0292,-0.0151,-0.0252,-0.0005,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,55_60__50_55,team_won,"2023,2024,2025",3,722,216,0.5189,0.4574,0.5509,0.0935,0.0196,-0.0426,0.0529,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,55_60__excellent_lt_3_5,f5_total_4plus,"2023,2024,2025",3,716,217,0.6226,0.5779,0.6544,0.0765,-0.0033,-0.0447,0.0202,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,55_60__excellent_lt_3_5,f5_total_5plus,"2023,2024,2025",3,716,217,0.4704,0.4525,0.4885,0.036,-0.036,-0.0425,-0.0254,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,55_60__excellent_lt_3_5,game_total_10plus,"2023,2024,2025",3,716,217,0.407,0.3764,0.4378,0.0614,0.0079,-0.0147,0.0263,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,55_60__excellent_lt_3_5,game_total_9plus,"2023,2024,2025",3,716,217,0.4918,0.4639,0.5115,0.0476,-0.0066,-0.0214,0.0137,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,55_60__excellent_lt_3_5,opponent_blew_early_small_lead,"2023,2024,2025",3,716,217,0.2757,0.2203,0.3118,0.0915,-0.0052,-0.0494,0.0241,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,55_60__excellent_lt_3_5,opponent_runs_4plus,"2023,2024,2025",3,716,217,0.5596,0.5399,0.572,0.0321,0.0016,-0.0094,0.022,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,55_60__excellent_lt_3_5,opponent_runs_5plus,"2023,2024,2025",3,716,217,0.4489,0.4335,0.4661,0.0326,0.0173,-0.0059,0.0409,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,55_60__excellent_lt_3_5,team_early_deficit_scored_next2,"2023,2024,2025",3,716,217,0.3397,0.3136,0.3594,0.0458,0.0149,-0.0012,0.0278,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,55_60__excellent_lt_3_5,team_early_deficit_tied_or_led_later,"2023,2024,2025",3,716,217,0.2757,0.2203,0.3118,0.0915,-0.0052,-0.0494,0.0241,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,55_60__excellent_lt_3_5,team_f5_runs_2plus,"2023,2024,2025",3,716,217,0.5585,0.5019,0.6313,0.1294,-0.0246,-0.0735,0.0368,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,55_60__excellent_lt_3_5,team_post5_runs_2plus,"2023,2024,2025",3,716,217,0.4929,0.4677,0.5069,0.0392,0.012,-0.0024,0.0269,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,55_60__excellent_lt_3_5,team_runs_4plus,"2023,2024,2025",3,716,217,0.5269,0.5209,0.53,0.0091,-0.0311,-0.0445,-0.0203,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,55_60__excellent_lt_3_5,team_runs_5plus,"2023,2024,2025",3,716,217,0.4299,0.4153,0.4562,0.0409,-0.0016,-0.0099,0.0033,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,55_60__excellent_lt_3_5,team_trailed_early_1to3,"2023,2024,2025",3,716,217,0.5059,0.4788,0.5551,0.0763,0.0179,-0.005,0.0624,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,55_60__excellent_lt_3_5,team_won,"2023,2024,2025",3,716,217,0.4961,0.4677,0.5207,0.053,-0.0032,-0.0323,0.0207,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,below_avg_30_45__avg_45_60,f5_total_4plus,"2023,2024,2025",3,698,174,0.6169,0.5439,0.6667,0.1228,-0.009,-0.0772,0.0325,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,below_avg_30_45__avg_45_60,f5_total_5plus,"2023,2024,2025",3,698,174,0.5054,0.4351,0.5747,0.1396,-0.001,-0.0606,0.0437,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,below_avg_30_45__avg_45_60,game_total_10plus,"2023,2024,2025",3,698,174,0.381,0.3228,0.431,0.1082,-0.0181,-0.0577,0.0053,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,below_avg_30_45__avg_45_60,game_total_9plus,"2023,2024,2025",3,698,174,0.4721,0.4246,0.523,0.0984,-0.0264,-0.0617,-0.0007,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,below_avg_30_45__avg_45_60,opponent_blew_early_small_lead,"2023,2024,2025",3,698,174,0.2965,0.2737,0.3103,0.0366,0.0156,0.004,0.025,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,below_avg_30_45__avg_45_60,opponent_runs_4plus,"2023,2024,2025",3,698,174,0.568,0.5439,0.6092,0.0653,0.0101,-0.0054,0.0347,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,below_avg_30_45__avg_45_60,opponent_runs_5plus,"2023,2024,2025",3,698,174,0.4373,0.407,0.4655,0.0585,0.0057,-0.0182,0.0227,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,below_avg_30_45__avg_45_60,team_early_deficit_scored_next2,"2023,2024,2025",3,698,174,0.35,0.3018,0.3966,0.0948,0.0252,-0.013,0.065,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,below_avg_30_45__avg_45_60,team_early_deficit_tied_or_led_later,"2023,2024,2025",3,698,174,0.2965,0.2737,0.3103,0.0366,0.0156,0.004,0.025,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,below_avg_30_45__avg_45_60,team_f5_runs_2plus,"2023,2024,2025",3,698,174,0.5664,0.5263,0.5983,0.072,-0.0167,-0.0532,0.0229,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,below_avg_30_45__avg_45_60,team_post5_runs_2plus,"2023,2024,2025",3,698,174,0.4521,0.4184,0.4713,0.0529,-0.0288,-0.0517,-0.0106,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,below_avg_30_45__avg_45_60,team_trailed_early_1to3,"2023,2024,2025",3,698,174,0.4998,0.4596,0.546,0.0864,0.0117,-0.023,0.0571,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,below_avg_30_45__avg_45_60,team_won,"2023,2024,2025",3,698,174,0.4659,0.4253,0.4912,0.0659,-0.0334,-0.0747,-0.0068,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__avg_45_60,f5_total_4plus,"2023,2024,2025",3,695,189,0.6243,0.6032,0.6429,0.0397,-0.0016,-0.031,0.0203,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__avg_45_60,f5_total_5plus,"2023,2024,2025",3,695,189,0.5112,0.4916,0.5344,0.0428,0.0048,-0.0009,0.0118,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__avg_45_60,game_total_10plus,"2023,2024,2025",3,695,189,0.4156,0.3915,0.4412,0.0497,0.0165,-0.0342,0.0501,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__avg_45_60,game_total_9plus,"2023,2024,2025",3,695,189,0.5128,0.4974,0.5336,0.0362,0.0144,-0.0263,0.0483,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__avg_45_60,opponent_blew_early_small_lead,"2023,2024,2025",3,695,189,0.2813,0.2388,0.3193,0.0805,0.0004,-0.0309,0.0316,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__avg_45_60,opponent_runs_4plus,"2023,2024,2025",3,695,189,0.5773,0.5556,0.6092,0.0536,0.0194,-0.0189,0.0599,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__avg_45_60,opponent_runs_5plus,"2023,2024,2025",3,695,189,0.4384,0.4286,0.4538,0.0252,0.0068,-0.0243,0.0372,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__avg_45_60,team_early_deficit_scored_next2,"2023,2024,2025",3,695,189,0.3255,0.2649,0.3571,0.0922,0.0007,-0.0499,0.0292,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__avg_45_60,team_early_deficit_tied_or_led_later,"2023,2024,2025",3,695,189,0.2813,0.2388,0.3193,0.0805,0.0004,-0.0309,0.0316,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__avg_45_60,team_f5_runs_2plus,"2023,2024,2025",3,695,189,0.5798,0.563,0.5979,0.0349,-0.0034,-0.0124,0.0034,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__avg_45_60,team_post5_runs_2plus,"2023,2024,2025",3,695,189,0.4804,0.4603,0.4958,0.0355,-0.0006,-0.0352,0.0257,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__avg_45_60,team_runs_4plus,"2023,2024,2025",3,695,189,0.5614,0.5546,0.5661,0.0115,0.0034,-0.0084,0.0134,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__avg_45_60,team_runs_5plus,"2023,2024,2025",3,695,189,0.4311,0.4244,0.4403,0.0159,-0.0005,-0.0243,0.0151,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__avg_45_60,team_trailed_early_1to3,"2023,2024,2025",3,695,189,0.4848,0.4552,0.5336,0.0784,-0.0033,-0.0274,0.0409,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__avg_45_60,team_won,"2023,2024,2025",3,695,189,0.4753,0.459,0.4921,0.0331,-0.024,-0.039,-0.0079,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,50_55__good_3_5_4_25,f5_total_4plus,"2023,2024,2025",3,678,216,0.6099,0.5909,0.6296,0.0387,-0.0161,-0.0433,0.007,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,50_55__good_3_5_4_25,f5_total_5plus,"2023,2024,2025",3,678,216,0.4941,0.4907,0.5,0.0093,-0.0123,-0.0393,0.0043,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,50_55__good_3_5_4_25,game_total_10plus,"2023,2024,2025",3,678,216,0.3684,0.3091,0.4256,0.1165,-0.0307,-0.0714,-0.0001,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,50_55__good_3_5_4_25,game_total_9plus,"2023,2024,2025",3,678,216,0.465,0.4227,0.5,0.0773,-0.0335,-0.0636,-0.0131,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,50_55__good_3_5_4_25,opponent_blew_early_small_lead,"2023,2024,2025",3,678,216,0.2663,0.2409,0.3102,0.0693,-0.0146,-0.0374,0.0225,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,50_55__good_3_5_4_25,opponent_runs_4plus,"2023,2024,2025",3,678,216,0.5401,0.5289,0.5545,0.0256,-0.0178,-0.0456,0.0045,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,50_55__good_3_5_4_25,opponent_runs_5plus,"2023,2024,2025",3,678,216,0.4122,0.3935,0.4339,0.0404,-0.0194,-0.0231,-0.0161,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,50_55__good_3_5_4_25,team_early_deficit_scored_next2,"2023,2024,2025",3,678,216,0.3139,0.281,0.338,0.057,-0.0109,-0.0506,0.0101,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,50_55__good_3_5_4_25,team_early_deficit_tied_or_led_later,"2023,2024,2025",3,678,216,0.2663,0.2409,0.3102,0.0693,-0.0146,-0.0374,0.0225,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,50_55__good_3_5_4_25,team_f5_runs_2plus,"2023,2024,2025",3,678,216,0.5668,0.5364,0.5992,0.0628,-0.0163,-0.0431,0.0047,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,50_55__good_3_5_4_25,team_post5_runs_2plus,"2023,2024,2025",3,678,216,0.497,0.4727,0.5413,0.0686,0.016,-0.0046,0.0458,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,50_55__good_3_5_4_25,team_runs_4plus,"2023,2024,2025",3,678,216,0.5415,0.4864,0.5826,0.0962,-0.0164,-0.0636,0.0081,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,50_55__good_3_5_4_25,team_runs_5plus,"2023,2024,2025",3,678,216,0.4251,0.3682,0.4628,0.0946,-0.0064,-0.057,0.0278,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,50_55__good_3_5_4_25,team_trailed_early_1to3,"2023,2024,2025",3,678,216,0.476,0.4463,0.4955,0.0492,-0.0121,-0.0426,0.0129,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,50_55__good_3_5_4_25,team_won,"2023,2024,2025",3,678,216,0.5152,0.4455,0.5537,0.1082,0.0158,-0.0525,0.0537,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,high_4_5_5_5__55_60,f5_total_4plus,"2023,2024,2025",3,651,193,0.6305,0.6009,0.6844,0.0835,0.0045,-0.028,0.0633,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,high_4_5_5_5__55_60,f5_total_5plus,"2023,2024,2025",3,651,193,0.5167,0.4721,0.5911,0.119,0.0103,-0.044,0.0954,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,high_4_5_5_5__55_60,game_total_10plus,"2023,2024,2025",3,651,193,0.4206,0.4044,0.4378,0.0334,0.0215,-0.006,0.0467,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,high_4_5_5_5__55_60,game_total_9plus,"2023,2024,2025",3,651,193,0.5179,0.4974,0.5451,0.0477,0.0194,-0.0263,0.0598,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,high_4_5_5_5__55_60,opponent_blew_early_small_lead,"2023,2024,2025",3,651,193,0.2902,0.2222,0.3264,0.1042,0.0093,-0.0475,0.0411,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,high_4_5_5_5__55_60,opponent_runs_4plus,"2023,2024,2025",3,651,193,0.5762,0.5181,0.6311,0.113,0.0183,-0.0564,0.0811,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,high_4_5_5_5__55_60,opponent_runs_5plus,"2023,2024,2025",3,651,193,0.4509,0.4077,0.4889,0.0812,0.0193,-0.0089,0.0637,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,high_4_5_5_5__55_60,team_early_deficit_scored_next2,"2023,2024,2025",3,651,193,0.3256,0.3111,0.3523,0.0412,0.0008,-0.0146,0.0207,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,high_4_5_5_5__55_60,team_early_deficit_tied_or_led_later,"2023,2024,2025",3,651,193,0.2902,0.2222,0.3264,0.1042,0.0093,-0.0475,0.0411,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,high_4_5_5_5__55_60,team_f5_runs_2plus,"2023,2024,2025",3,651,193,0.5802,0.5644,0.601,0.0366,-0.003,-0.0151,0.0065,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,high_4_5_5_5__55_60,team_post5_runs_2plus,"2023,2024,2025",3,651,193,0.4545,0.3822,0.515,0.1328,-0.0265,-0.0951,0.0449,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,high_4_5_5_5__55_60,team_runs_4plus,"2023,2024,2025",3,651,193,0.5443,0.5111,0.5622,0.0511,-0.0136,-0.0389,0.0129,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,high_4_5_5_5__55_60,team_runs_5plus,"2023,2024,2025",3,651,193,0.4339,0.3822,0.4893,0.1071,0.0023,-0.043,0.0727,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,high_4_5_5_5__55_60,team_trailed_early_1to3,"2023,2024,2025",3,651,193,0.5014,0.487,0.515,0.028,0.0133,-0.0019,0.0223,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,high_4_5_5_5__55_60,team_won,"2023,2024,2025",3,651,193,0.479,0.4222,0.5279,0.1057,-0.0203,-0.0758,0.0279,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,low_lt_3_5__45_50,f5_total_4plus,"2023,2024,2025",3,646,159,0.6326,0.5522,0.6981,0.1459,0.0066,-0.0689,0.0639,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,low_lt_3_5__45_50,f5_total_5plus,"2023,2024,2025",3,646,159,0.5216,0.4545,0.5786,0.1241,0.0152,-0.0412,0.0476,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,low_lt_3_5__45_50,game_total_10plus,"2023,2024,2025",3,646,159,0.399,0.3199,0.4717,0.1518,-0.0001,-0.0606,0.046,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,low_lt_3_5__45_50,game_total_9plus,"2023,2024,2025",3,646,159,0.4951,0.431,0.5597,0.1287,-0.0033,-0.0553,0.036,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,low_lt_3_5__45_50,opponent_blew_early_small_lead,"2023,2024,2025",3,646,159,0.2871,0.2421,0.3396,0.0975,0.0062,-0.0456,0.0543,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,low_lt_3_5__45_50,opponent_runs_4plus,"2023,2024,2025",3,646,159,0.5802,0.5253,0.6415,0.1162,0.0222,-0.0247,0.067,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,low_lt_3_5__45_50,opponent_runs_5plus,"2023,2024,2025",3,646,159,0.4445,0.4175,0.4843,0.0668,0.0129,-0.0077,0.0314,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,low_lt_3_5__45_50,team_early_deficit_scored_next2,"2023,2024,2025",3,646,159,0.3387,0.3,0.3962,0.0962,0.0139,-0.0279,0.0646,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,low_lt_3_5__45_50,team_early_deficit_tied_or_led_later,"2023,2024,2025",3,646,159,0.2871,0.2421,0.3396,0.0975,0.0062,-0.0456,0.0543,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,low_lt_3_5__45_50,team_f5_runs_2plus,"2023,2024,2025",3,646,159,0.5852,0.566,0.6105,0.0445,0.0021,-0.0285,0.0351,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,low_lt_3_5__45_50,team_post5_runs_2plus,"2023,2024,2025",3,646,159,0.4711,0.4209,0.566,0.1451,-0.0099,-0.0564,0.0705,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,low_lt_3_5__45_50,team_runs_4plus,"2023,2024,2025",3,646,159,0.5601,0.5051,0.6226,0.1175,0.0022,-0.0449,0.0481,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,low_lt_3_5__45_50,team_runs_5plus,"2023,2024,2025",3,646,159,0.4269,0.3805,0.4843,0.1038,-0.0047,-0.0447,0.0314,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,low_lt_3_5__45_50,team_trailed_early_1to3,"2023,2024,2025",3,646,159,0.5044,0.4632,0.5786,0.1154,0.0163,-0.0295,0.0897,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,low_lt_3_5__45_50,team_won,"2023,2024,2025",3,646,159,0.4714,0.4646,0.4842,0.0196,-0.0279,-0.0346,-0.0158,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,45_50__55_60,f5_total_4plus,"2023,2024,2025",3,642,172,0.6036,0.5812,0.6308,0.0496,-0.0224,-0.0414,0.0097,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,45_50__55_60,f5_total_5plus,"2023,2024,2025",3,642,172,0.4982,0.4712,0.5233,0.0521,-0.0082,-0.031,0.0276,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,45_50__55_60,game_total_10plus,"2023,2024,2025",3,642,172,0.3985,0.3508,0.436,0.0852,-0.0006,-0.0403,0.0281,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,45_50__55_60,game_total_9plus,"2023,2024,2025",3,642,172,0.5,0.4607,0.5233,0.0626,0.0016,-0.0246,0.0298,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,45_50__55_60,opponent_blew_early_small_lead,"2023,2024,2025",3,642,172,0.263,0.2366,0.2907,0.0541,-0.0179,-0.0331,0.0054,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,45_50__55_60,opponent_runs_4plus,"2023,2024,2025",3,642,172,0.5771,0.5183,0.6201,0.1018,0.0192,-0.031,0.0701,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,45_50__55_60,opponent_runs_5plus,"2023,2024,2025",3,642,172,0.4541,0.3874,0.5233,0.1359,0.0225,-0.0292,0.0704,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,45_50__55_60,team_early_deficit_scored_next2,"2023,2024,2025",3,642,172,0.3303,0.2984,0.3663,0.0679,0.0055,-0.0295,0.0347,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,45_50__55_60,team_early_deficit_tied_or_led_later,"2023,2024,2025",3,642,172,0.263,0.2366,0.2907,0.0541,-0.0179,-0.0331,0.0054,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,45_50__55_60,team_f5_runs_2plus,"2023,2024,2025",3,642,172,0.5627,0.5288,0.593,0.0642,-0.0204,-0.0466,-0.0015,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,45_50__55_60,team_trailed_early_1to3,"2023,2024,2025",3,642,172,0.4925,0.4695,0.5079,0.0384,0.0044,-0.0131,0.0152,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,55_60__45_50,f5_total_4plus,"2023,2024,2025",3,642,172,0.6036,0.5812,0.6308,0.0496,-0.0224,-0.0414,0.0097,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,55_60__45_50,f5_total_5plus,"2023,2024,2025",3,642,172,0.4982,0.4712,0.5233,0.0521,-0.0082,-0.031,0.0276,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,55_60__45_50,game_total_10plus,"2023,2024,2025",3,642,172,0.3985,0.3508,0.436,0.0852,-0.0006,-0.0403,0.0281,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,55_60__45_50,game_total_9plus,"2023,2024,2025",3,642,172,0.5,0.4607,0.5233,0.0626,0.0016,-0.0246,0.0298,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,55_60__45_50,opponent_blew_early_small_lead,"2023,2024,2025",3,642,172,0.2727,0.2513,0.2907,0.0394,-0.0082,-0.0364,0.0063,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,55_60__45_50,team_early_deficit_scored_next2,"2023,2024,2025",3,642,172,0.3179,0.3082,0.3314,0.0232,-0.0069,-0.0138,-0.0002,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,55_60__45_50,team_early_deficit_tied_or_led_later,"2023,2024,2025",3,642,172,0.2727,0.2513,0.2907,0.0394,-0.0082,-0.0364,0.0063,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,55_60__45_50,team_f5_runs_2plus,"2023,2024,2025",3,642,172,0.5939,0.5864,0.6022,0.0158,0.0107,-0.0015,0.0227,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,55_60__45_50,team_post5_runs_2plus,"2023,2024,2025",3,642,172,0.5069,0.4241,0.5698,0.1457,0.026,-0.046,0.0743,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,55_60__45_50,team_runs_4plus,"2023,2024,2025",3,642,172,0.5771,0.5183,0.6201,0.1018,0.0192,-0.031,0.0701,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,55_60__45_50,team_runs_5plus,"2023,2024,2025",3,642,172,0.4541,0.3874,0.5233,0.1359,0.0225,-0.0292,0.0704,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,55_60__45_50,team_trailed_early_1to3,"2023,2024,2025",3,642,172,0.4608,0.4593,0.4624,0.0031,-0.0273,-0.032,-0.0202,mixed_or_noisy
l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__very_bad_5_25_plus,f5_total_4plus,"2023,2024,2025",3,637,147,0.6612,0.6452,0.6871,0.0419,0.0352,0.0171,0.066,mixed_or_noisy
l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__very_bad_5_25_plus,f5_total_5plus,"2023,2024,2025",3,637,147,0.5455,0.5161,0.5646,0.0485,0.0391,0.0236,0.0689,mixed_or_noisy
l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__very_bad_5_25_plus,opponent_blew_early_small_lead,"2023,2024,2025",3,637,147,0.2789,0.273,0.2849,0.0119,-0.002,-0.0123,0.0092,mixed_or_noisy
l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__very_bad_5_25_plus,opponent_runs_4plus,"2023,2024,2025",3,637,147,0.5564,0.5329,0.5986,0.0657,-0.0016,-0.0416,0.0486,mixed_or_noisy
l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__very_bad_5_25_plus,opponent_runs_5plus,"2023,2024,2025",3,637,147,0.4166,0.3763,0.4558,0.0795,-0.0149,-0.0403,0.0306,mixed_or_noisy
l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__very_bad_5_25_plus,team_early_deficit_scored_next2,"2023,2024,2025",3,637,147,0.3373,0.3226,0.3605,0.0379,0.0126,-0.0053,0.0457,mixed_or_noisy
l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__very_bad_5_25_plus,team_early_deficit_tied_or_led_later,"2023,2024,2025",3,637,147,0.2789,0.273,0.2849,0.0119,-0.002,-0.0123,0.0092,mixed_or_noisy
l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__very_bad_5_25_plus,team_post5_runs_2plus,"2023,2024,2025",3,637,147,0.5071,0.4839,0.5374,0.0535,0.0261,0.0045,0.0601,mixed_or_noisy
l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__very_bad_5_25_plus,team_trailed_early_1to3,"2023,2024,2025",3,637,147,0.4569,0.4409,0.4694,0.0285,-0.0311,-0.0518,-0.0132,mixed_or_noisy
home_away+opponent_strength_bucket,away__lt_40,f5_total_4plus,"2023,2024,2025",3,625,179,0.6256,0.6,0.6704,0.0704,-0.0004,-0.0279,0.0478,mixed_or_noisy
home_away+opponent_strength_bucket,away__lt_40,f5_total_5plus,"2023,2024,2025",3,625,179,0.5238,0.4756,0.5754,0.0998,0.0174,-0.0201,0.0829,mixed_or_noisy
