combo,feature_value,outcome,seasons_seen,season_count,total_count,min_season_count,avg_rate,min_rate,max_rate,rate_range,avg_lift,min_lift,max_lift,stability_label
l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__excellent_lt_3_75,opponent_runs_5plus,"2023,2024,2025",3,812,244,0.442,0.4007,0.4662,0.0655,0.0104,-0.0159,0.041,mixed_or_noisy
l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__excellent_lt_3_75,team_early_deficit_scored_next2,"2023,2024,2025",3,812,244,0.3231,0.2872,0.3419,0.0547,-0.0017,-0.0276,0.014,mixed_or_noisy
l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__excellent_lt_3_75,team_early_deficit_tied_or_led_later,"2023,2024,2025",3,812,244,0.2658,0.2537,0.2869,0.0332,-0.0151,-0.034,0.0016,mixed_or_noisy
l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__excellent_lt_3_75,team_trailed_early_1to3,"2023,2024,2025",3,812,244,0.5171,0.5034,0.5369,0.0335,0.029,0.0183,0.048,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,very_high_5_5_plus__45_50,f5_total_4plus,"2023,2024,2025",3,811,266,0.6187,0.5977,0.6496,0.0519,-0.0072,-0.0365,0.0285,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,very_high_5_5_plus__45_50,f5_total_5plus,"2023,2024,2025",3,811,266,0.5054,0.4945,0.5255,0.031,-0.001,-0.0348,0.0298,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,very_high_5_5_plus__45_50,game_total_10plus,"2023,2024,2025",3,811,266,0.4006,0.3872,0.4161,0.0289,0.0015,-0.0385,0.0356,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,very_high_5_5_plus__45_50,game_total_9plus,"2023,2024,2025",3,811,266,0.498,0.4797,0.5219,0.0422,-0.0004,-0.0312,0.0356,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,very_high_5_5_plus__45_50,opponent_blew_early_small_lead,"2023,2024,2025",3,811,266,0.2883,0.2632,0.3285,0.0653,0.0074,-0.0221,0.0588,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,very_high_5_5_plus__45_50,opponent_runs_4plus,"2023,2024,2025",3,811,266,0.5302,0.5129,0.5401,0.0272,-0.0277,-0.0369,-0.0099,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,very_high_5_5_plus__45_50,opponent_runs_5plus,"2023,2024,2025",3,811,266,0.4008,0.3801,0.4173,0.0372,-0.0307,-0.0365,-0.0201,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,very_high_5_5_plus__45_50,team_early_deficit_scored_next2,"2023,2024,2025",3,811,266,0.3266,0.312,0.3394,0.0274,0.0018,-0.0196,0.0246,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,very_high_5_5_plus__45_50,team_early_deficit_tied_or_led_later,"2023,2024,2025",3,811,266,0.2883,0.2632,0.3285,0.0653,0.0074,-0.0221,0.0588,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,very_high_5_5_plus__45_50,team_f5_runs_2plus,"2023,2024,2025",3,811,266,0.6213,0.5904,0.6533,0.0629,0.0382,0.015,0.0738,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,very_high_5_5_plus__45_50,team_post5_runs_2plus,"2023,2024,2025",3,811,266,0.4609,0.428,0.5036,0.0756,-0.0201,-0.0444,0.0263,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,very_high_5_5_plus__45_50,team_runs_4plus,"2023,2024,2025",3,811,266,0.578,0.5314,0.6387,0.1073,0.0201,-0.0179,0.0887,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,very_high_5_5_plus__45_50,team_runs_5plus,"2023,2024,2025",3,811,266,0.4634,0.417,0.5182,0.1012,0.0318,0.0004,0.093,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,very_high_5_5_plus__45_50,team_trailed_early_1to3,"2023,2024,2025",3,811,266,0.4648,0.4576,0.4745,0.0169,-0.0232,-0.0351,-0.0081,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,very_high_5_5_plus__45_50,team_won,"2023,2024,2025",3,811,266,0.5397,0.4925,0.573,0.0805,0.0403,-0.0075,0.075,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,f5_total_4plus,"2023,2024,2025",3,799,216,0.6521,0.6299,0.6667,0.0368,0.0261,0.0073,0.0456,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,f5_total_5plus,"2023,2024,2025",3,799,216,0.5449,0.5276,0.5653,0.0377,0.0385,0.0343,0.046,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,opponent_blew_early_small_lead,"2023,2024,2025",3,799,216,0.2788,0.2559,0.3009,0.045,-0.0021,-0.0318,0.0312,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,opponent_runs_4plus,"2023,2024,2025",3,799,216,0.5588,0.5289,0.5827,0.0538,0.0009,-0.0456,0.0334,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,opponent_runs_5plus,"2023,2024,2025",3,799,216,0.4395,0.4286,0.4491,0.0205,0.008,-0.0243,0.0243,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,team_early_deficit_scored_next2,"2023,2024,2025",3,799,216,0.3102,0.3009,0.315,0.0141,-0.0145,-0.0307,0.0,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,team_early_deficit_tied_or_led_later,"2023,2024,2025",3,799,216,0.2788,0.2559,0.3009,0.045,-0.0021,-0.0318,0.0312,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,team_f5_runs_2plus,"2023,2024,2025",3,799,216,0.6087,0.5827,0.6231,0.0404,0.0256,0.0073,0.0409,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,team_trailed_early_1to3,"2023,2024,2025",3,799,216,0.4591,0.4438,0.4769,0.0331,-0.0289,-0.0451,-0.0057,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__below_avg_30_45,f5_total_4plus,"2023,2024,2025",3,780,231,0.6044,0.5589,0.632,0.0731,-0.0215,-0.0637,0.0013,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__below_avg_30_45,f5_total_5plus,"2023,2024,2025",3,780,231,0.4861,0.4563,0.5195,0.0632,-0.0203,-0.0362,-0.0115,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__below_avg_30_45,game_total_10plus,"2023,2024,2025",3,780,231,0.3812,0.3706,0.3878,0.0172,-0.0179,-0.0404,-0.0033,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__below_avg_30_45,game_total_9plus,"2023,2024,2025",3,780,231,0.4836,0.4719,0.5035,0.0316,-0.0149,-0.0518,0.0172,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__below_avg_30_45,opponent_blew_early_small_lead,"2023,2024,2025",3,780,231,0.2585,0.2468,0.27,0.0232,-0.0224,-0.0385,-0.011,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__below_avg_30_45,opponent_runs_4plus,"2023,2024,2025",3,780,231,0.5461,0.5411,0.5551,0.014,-0.0119,-0.0334,0.0058,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__below_avg_30_45,opponent_runs_5plus,"2023,2024,2025",3,780,231,0.4129,0.3878,0.4266,0.0388,-0.0187,-0.0288,0.0014,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__below_avg_30_45,team_early_deficit_scored_next2,"2023,2024,2025",3,780,231,0.2991,0.2641,0.3252,0.0611,-0.0257,-0.0675,0.0104,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__below_avg_30_45,team_early_deficit_tied_or_led_later,"2023,2024,2025",3,780,231,0.2585,0.2468,0.27,0.0232,-0.0224,-0.0385,-0.011,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__below_avg_30_45,team_f5_runs_2plus,"2023,2024,2025",3,780,231,0.5684,0.5315,0.6147,0.0832,-0.0148,-0.048,0.0202,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__below_avg_30_45,team_post5_runs_2plus,"2023,2024,2025",3,780,231,0.4752,0.4372,0.5245,0.0873,-0.0058,-0.0583,0.0472,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__below_avg_30_45,team_runs_4plus,"2023,2024,2025",3,780,231,0.5246,0.4905,0.5594,0.0689,-0.0334,-0.0588,0.0094,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__below_avg_30_45,team_runs_5plus,"2023,2024,2025",3,780,231,0.4209,0.3954,0.4372,0.0418,-0.0107,-0.0212,0.0049,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__below_avg_30_45,team_trailed_early_1to3,"2023,2024,2025",3,780,231,0.4854,0.4416,0.528,0.0864,-0.0026,-0.0473,0.0454,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__below_avg_30_45,team_won,"2023,2024,2025",3,780,231,0.4948,0.4753,0.507,0.0317,-0.0045,-0.0247,0.009,mixed_or_noisy
l10_rpg_bucket+opponent_starter_xfip_bucket,high_4_5_5_5__excellent_lt_3_75,f5_total_4plus,"2023,2024,2025",3,779,228,0.5854,0.5504,0.6491,0.0987,-0.0405,-0.0707,0.0149,mixed_or_noisy
l10_rpg_bucket+opponent_starter_xfip_bucket,high_4_5_5_5__excellent_lt_3_75,game_total_10plus,"2023,2024,2025",3,779,228,0.3708,0.2986,0.4254,0.1268,-0.0283,-0.0819,-0.0003,mixed_or_noisy
l10_rpg_bucket+opponent_starter_xfip_bucket,high_4_5_5_5__excellent_lt_3_75,game_total_9plus,"2023,2024,2025",3,779,228,0.4695,0.3957,0.5219,0.1262,-0.029,-0.0906,0.0055,mixed_or_noisy
l10_rpg_bucket+opponent_starter_xfip_bucket,high_4_5_5_5__excellent_lt_3_75,opponent_blew_early_small_lead,"2023,2024,2025",3,779,228,0.2802,0.2374,0.3443,0.1069,-0.0007,-0.0323,0.0566,mixed_or_noisy
l10_rpg_bucket+opponent_starter_xfip_bucket,high_4_5_5_5__excellent_lt_3_75,opponent_runs_4plus,"2023,2024,2025",3,779,228,0.5576,0.518,0.5833,0.0653,-0.0004,-0.032,0.0221,mixed_or_noisy
l10_rpg_bucket+opponent_starter_xfip_bucket,high_4_5_5_5__excellent_lt_3_75,opponent_runs_5plus,"2023,2024,2025",3,779,228,0.4517,0.4353,0.4693,0.034,0.0201,0.0101,0.0339,mixed_or_noisy
l10_rpg_bucket+opponent_starter_xfip_bucket,high_4_5_5_5__excellent_lt_3_75,team_early_deficit_scored_next2,"2023,2024,2025",3,779,228,0.3292,0.3129,0.3377,0.0248,0.0044,-0.0019,0.0091,mixed_or_noisy
l10_rpg_bucket+opponent_starter_xfip_bucket,high_4_5_5_5__excellent_lt_3_75,team_early_deficit_tied_or_led_later,"2023,2024,2025",3,779,228,0.2802,0.2374,0.3443,0.1069,-0.0007,-0.0323,0.0566,mixed_or_noisy
l10_rpg_bucket+opponent_starter_xfip_bucket,high_4_5_5_5__excellent_lt_3_75,team_f5_runs_2plus,"2023,2024,2025",3,779,228,0.5262,0.4532,0.6053,0.1521,-0.0569,-0.1263,0.0108,mixed_or_noisy
l10_rpg_bucket+opponent_starter_xfip_bucket,high_4_5_5_5__excellent_lt_3_75,team_post5_runs_2plus,"2023,2024,2025",3,779,228,0.4795,0.4388,0.5128,0.074,-0.0015,-0.0385,0.0427,mixed_or_noisy
l10_rpg_bucket+opponent_starter_xfip_bucket,high_4_5_5_5__excellent_lt_3_75,team_runs_4plus,"2023,2024,2025",3,779,228,0.5303,0.4676,0.5702,0.1026,-0.0276,-0.0824,0.0038,mixed_or_noisy
l10_rpg_bucket+opponent_starter_xfip_bucket,high_4_5_5_5__excellent_lt_3_75,team_runs_5plus,"2023,2024,2025",3,779,228,0.3926,0.3237,0.4474,0.1237,-0.039,-0.1015,-0.0055,mixed_or_noisy
l10_rpg_bucket+opponent_starter_xfip_bucket,high_4_5_5_5__excellent_lt_3_75,team_trailed_early_1to3,"2023,2024,2025",3,779,228,0.5145,0.4649,0.5714,0.1065,0.0264,-0.024,0.0787,mixed_or_noisy
l10_rpg_bucket+opponent_starter_xfip_bucket,high_4_5_5_5__excellent_lt_3_75,team_won,"2023,2024,2025",3,779,228,0.4698,0.4568,0.4912,0.0344,-0.0295,-0.0412,-0.0088,mixed_or_noisy
home_away+opponent_strength_bucket,away__40_45,game_total_10plus,"2023,2024,2025",3,768,246,0.4254,0.3978,0.4597,0.0619,0.0263,0.0067,0.0382,mixed_or_noisy
home_away+opponent_strength_bucket,away__40_45,opponent_runs_4plus,"2023,2024,2025",3,768,246,0.571,0.5474,0.6169,0.0695,0.0131,-0.0019,0.0424,mixed_or_noisy
home_away+opponent_strength_bucket,away__40_45,opponent_runs_5plus,"2023,2024,2025",3,768,246,0.4303,0.4124,0.4556,0.0432,-0.0013,-0.0042,0.0027,mixed_or_noisy
home_away+opponent_strength_bucket,away__40_45,team_post5_runs_2plus,"2023,2024,2025",3,768,246,0.5198,0.4745,0.5685,0.094,0.0388,0.0044,0.073,mixed_or_noisy
home_away+opponent_strength_bucket,away__40_45,team_runs_4plus,"2023,2024,2025",3,768,246,0.5961,0.5657,0.6129,0.0472,0.0382,0.0164,0.0598,mixed_or_noisy
home_away+opponent_strength_bucket,away__40_45,team_trailed_early_1to3,"2023,2024,2025",3,768,246,0.4497,0.4146,0.4708,0.0562,-0.0384,-0.068,-0.0219,mixed_or_noisy
home_away+opponent_strength_bucket,away__40_45,team_won,"2023,2024,2025",3,768,246,0.5376,0.5323,0.5438,0.0115,0.0382,0.0323,0.0438,mixed_or_noisy
l10_rpg_bucket+opponent_starter_xfip_bucket,high_4_5_5_5__good_3_75_4_25,f5_total_4plus,"2023,2024,2025",3,757,222,0.6063,0.595,0.6261,0.0311,-0.0197,-0.0261,-0.0081,mixed_or_noisy
l10_rpg_bucket+opponent_starter_xfip_bucket,high_4_5_5_5__good_3_75_4_25,f5_total_5plus,"2023,2024,2025",3,757,222,0.4702,0.4492,0.4839,0.0347,-0.0362,-0.0535,-0.0118,mixed_or_noisy
l10_rpg_bucket+opponent_starter_xfip_bucket,high_4_5_5_5__good_3_75_4_25,game_total_9plus,"2023,2024,2025",3,757,222,0.4612,0.4373,0.4775,0.0402,-0.0372,-0.049,-0.0165,mixed_or_noisy
l10_rpg_bucket+opponent_starter_xfip_bucket,high_4_5_5_5__good_3_75_4_25,opponent_blew_early_small_lead,"2023,2024,2025",3,757,222,0.2785,0.2613,0.3047,0.0434,-0.0024,-0.024,0.035,mixed_or_noisy
l10_rpg_bucket+opponent_starter_xfip_bucket,high_4_5_5_5__good_3_75_4_25,opponent_runs_4plus,"2023,2024,2025",3,757,222,0.5483,0.5412,0.5586,0.0174,-0.0097,-0.0295,0.0093,mixed_or_noisy
l10_rpg_bucket+opponent_starter_xfip_bucket,high_4_5_5_5__good_3_75_4_25,opponent_runs_5plus,"2023,2024,2025",3,757,222,0.4257,0.4144,0.4409,0.0265,-0.0058,-0.0385,0.0157,mixed_or_noisy
l10_rpg_bucket+opponent_starter_xfip_bucket,high_4_5_5_5__good_3_75_4_25,team_early_deficit_scored_next2,"2023,2024,2025",3,757,222,0.326,0.3018,0.3441,0.0423,0.0012,-0.0298,0.0293,mixed_or_noisy
l10_rpg_bucket+opponent_starter_xfip_bucket,high_4_5_5_5__good_3_75_4_25,team_early_deficit_tied_or_led_later,"2023,2024,2025",3,757,222,0.2785,0.2613,0.3047,0.0434,-0.0024,-0.024,0.035,mixed_or_noisy
l10_rpg_bucket+opponent_starter_xfip_bucket,high_4_5_5_5__good_3_75_4_25,team_post5_runs_2plus,"2023,2024,2025",3,757,222,0.4521,0.4194,0.5,0.0806,-0.0289,-0.0586,0.0299,mixed_or_noisy
l10_rpg_bucket+opponent_starter_xfip_bucket,high_4_5_5_5__good_3_75_4_25,team_trailed_early_1to3,"2023,2024,2025",3,757,222,0.4952,0.464,0.5412,0.0772,0.0072,-0.0249,0.0586,mixed_or_noisy
l10_rpg_bucket+opponent_starter_xfip_bucket,high_4_5_5_5__good_3_75_4_25,team_won,"2023,2024,2025",3,757,222,0.4701,0.4444,0.4883,0.0439,-0.0293,-0.0536,-0.0117,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,mid_3_5_4_5__55_60,f5_total_4plus,"2023,2024,2025",3,743,223,0.6404,0.6188,0.681,0.0622,0.0145,-0.0038,0.0468,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,mid_3_5_4_5__55_60,f5_total_5plus,"2023,2024,2025",3,743,223,0.5286,0.4978,0.5603,0.0625,0.0222,0.0053,0.0321,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,mid_3_5_4_5__55_60,game_total_10plus,"2023,2024,2025",3,743,223,0.4028,0.3646,0.4224,0.0578,0.0037,-0.0159,0.0304,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,mid_3_5_4_5__55_60,game_total_9plus,"2023,2024,2025",3,743,223,0.498,0.4792,0.5259,0.0467,-0.0005,-0.0071,0.0035,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,mid_3_5_4_5__55_60,opponent_blew_early_small_lead,"2023,2024,2025",3,743,223,0.2646,0.2332,0.2847,0.0515,-0.0163,-0.0545,0.015,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,mid_3_5_4_5__55_60,team_early_deficit_tied_or_led_later,"2023,2024,2025",3,743,223,0.2646,0.2332,0.2847,0.0515,-0.0163,-0.0545,0.015,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,mid_3_5_4_5__55_60,team_post5_runs_2plus,"2023,2024,2025",3,743,223,0.4489,0.4271,0.4843,0.0572,-0.0321,-0.0602,0.0142,mixed_or_noisy
l10_rpg_bucket+opponent_strength_bucket,mid_3_5_4_5__55_60,team_trailed_early_1to3,"2023,2024,2025",3,743,223,0.5209,0.4798,0.5517,0.0719,0.0328,-0.0129,0.0628,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,45_50__good_3_5_4_25,f5_total_4plus,"2023,2024,2025",3,733,200,0.6374,0.6192,0.65,0.0308,0.0114,-0.0019,0.0274,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,45_50__good_3_5_4_25,f5_total_5plus,"2023,2024,2025",3,733,200,0.526,0.4875,0.5556,0.0681,0.0196,-0.0082,0.0425,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,45_50__good_3_5_4_25,game_total_10plus,"2023,2024,2025",3,733,200,0.3881,0.3665,0.4127,0.0462,-0.011,-0.014,-0.0061,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,45_50__good_3_5_4_25,game_total_9plus,"2023,2024,2025",3,733,200,0.4944,0.47,0.5079,0.0379,-0.004,-0.0158,0.019,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,45_50__good_3_5_4_25,opponent_blew_early_small_lead,"2023,2024,2025",3,733,200,0.2894,0.2776,0.3056,0.028,0.0085,-0.0027,0.0203,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,45_50__good_3_5_4_25,opponent_runs_4plus,"2023,2024,2025",3,733,200,0.5749,0.545,0.6032,0.0582,0.017,-0.0043,0.0287,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,45_50__good_3_5_4_25,opponent_runs_5plus,"2023,2024,2025",3,733,200,0.4377,0.41,0.4762,0.0662,0.0062,-0.0066,0.0233,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,45_50__good_3_5_4_25,team_early_deficit_scored_next2,"2023,2024,2025",3,733,200,0.3512,0.2847,0.3889,0.1042,0.0264,-0.0301,0.0573,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,45_50__good_3_5_4_25,team_early_deficit_tied_or_led_later,"2023,2024,2025",3,733,200,0.2894,0.2776,0.3056,0.028,0.0085,-0.0027,0.0203,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,45_50__good_3_5_4_25,team_f5_runs_2plus,"2023,2024,2025",3,733,200,0.5694,0.5587,0.5794,0.0207,-0.0138,-0.0208,-0.0054,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,45_50__good_3_5_4_25,team_runs_4plus,"2023,2024,2025",3,733,200,0.5209,0.5159,0.5267,0.0108,-0.0371,-0.0586,-0.0233,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,45_50__good_3_5_4_25,team_runs_5plus,"2023,2024,2025",3,733,200,0.4016,0.3843,0.4206,0.0363,-0.0299,-0.0409,-0.0166,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,45_50__good_3_5_4_25,team_trailed_early_1to3,"2023,2024,2025",3,733,200,0.5108,0.4626,0.5397,0.0771,0.0227,-0.02,0.0508,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,50_55__55_60,f5_total_4plus,"2023,2024,2025",3,722,216,0.6348,0.5814,0.6935,0.1121,0.0089,-0.0412,0.0593,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,50_55__55_60,f5_total_5plus,"2023,2024,2025",3,722,216,0.5171,0.4457,0.5685,0.1228,0.0107,-0.0468,0.0413,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,50_55__55_60,game_total_10plus,"2023,2024,2025",3,722,216,0.4217,0.3876,0.4839,0.0963,0.0226,-0.0035,0.0582,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,50_55__55_60,game_total_9plus,"2023,2024,2025",3,722,216,0.5216,0.469,0.5726,0.1036,0.0231,-0.0163,0.0489,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,50_55__55_60,opponent_blew_early_small_lead,"2023,2024,2025",3,722,216,0.2785,0.25,0.3065,0.0565,-0.0024,-0.0197,0.0212,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,50_55__55_60,opponent_runs_4plus,"2023,2024,2025",3,722,216,0.5697,0.5504,0.5847,0.0343,0.0118,0.0011,0.0241,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,50_55__55_60,opponent_runs_5plus,"2023,2024,2025",3,722,216,0.4641,0.3837,0.5363,0.1526,0.0325,-0.0329,0.0834,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,50_55__55_60,team_early_deficit_scored_next2,"2023,2024,2025",3,722,216,0.3161,0.287,0.3629,0.0759,-0.0087,-0.0295,0.0313,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,50_55__55_60,team_early_deficit_tied_or_led_later,"2023,2024,2025",3,722,216,0.2785,0.25,0.3065,0.0565,-0.0024,-0.0197,0.0212,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,50_55__55_60,team_f5_runs_2plus,"2023,2024,2025",3,722,216,0.5596,0.5426,0.5806,0.038,-0.0235,-0.0328,-0.0139,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,50_55__55_60,team_post5_runs_2plus,"2023,2024,2025",3,722,216,0.5007,0.4537,0.5484,0.0947,0.0197,-0.0236,0.0529,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,50_55__55_60,team_runs_4plus,"2023,2024,2025",3,722,216,0.5597,0.5388,0.5847,0.0459,0.0018,-0.0105,0.0102,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,50_55__55_60,team_runs_5plus,"2023,2024,2025",3,722,216,0.4508,0.4352,0.4677,0.0325,0.0193,0.01,0.033,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,50_55__55_60,team_trailed_early_1to3,"2023,2024,2025",3,722,216,0.4818,0.438,0.5121,0.0741,-0.0062,-0.0547,0.0232,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,50_55__55_60,team_won,"2023,2024,2025",3,722,216,0.4811,0.4491,0.5426,0.0935,-0.0182,-0.0489,0.0426,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,55_60__50_55,f5_total_4plus,"2023,2024,2025",3,722,216,0.6348,0.5814,0.6935,0.1121,0.0089,-0.0412,0.0593,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,55_60__50_55,f5_total_5plus,"2023,2024,2025",3,722,216,0.5171,0.4457,0.5685,0.1228,0.0107,-0.0468,0.0413,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,55_60__50_55,game_total_10plus,"2023,2024,2025",3,722,216,0.4217,0.3876,0.4839,0.0963,0.0226,-0.0035,0.0582,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,55_60__50_55,game_total_9plus,"2023,2024,2025",3,722,216,0.5216,0.469,0.5726,0.1036,0.0231,-0.0163,0.0489,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,55_60__50_55,opponent_blew_early_small_lead,"2023,2024,2025",3,722,216,0.2667,0.25,0.2907,0.0407,-0.0142,-0.0353,0.003,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,55_60__50_55,opponent_runs_4plus,"2023,2024,2025",3,722,216,0.5597,0.5388,0.5847,0.0459,0.0018,-0.0105,0.0102,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,55_60__50_55,opponent_runs_5plus,"2023,2024,2025",3,722,216,0.4508,0.4352,0.4677,0.0325,0.0193,0.01,0.033,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,55_60__50_55,team_early_deficit_scored_next2,"2023,2024,2025",3,722,216,0.3095,0.2903,0.3241,0.0338,-0.0153,-0.0413,0.0093,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,55_60__50_55,team_early_deficit_tied_or_led_later,"2023,2024,2025",3,722,216,0.2667,0.25,0.2907,0.0407,-0.0142,-0.0353,0.003,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,55_60__50_55,team_f5_runs_2plus,"2023,2024,2025",3,722,216,0.5761,0.5349,0.6331,0.0982,-0.0071,-0.0405,0.0386,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,55_60__50_55,team_post5_runs_2plus,"2023,2024,2025",3,722,216,0.5049,0.4729,0.5417,0.0688,0.0239,0.0028,0.0644,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,55_60__50_55,team_runs_4plus,"2023,2024,2025",3,722,216,0.5697,0.5504,0.5847,0.0343,0.0118,0.0011,0.0241,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,55_60__50_55,team_runs_5plus,"2023,2024,2025",3,722,216,0.4641,0.3837,0.5363,0.1526,0.0325,-0.0329,0.0834,mixed_or_noisy
