season,combo,feature_value,outcome,count,feature_rate,baseline_rate,lift
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__very_bad_5_25_plus,f5_total_4plus,314,0.6529,0.6211,0.0318
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__very_bad_5_25_plus,f5_total_4plus,347,0.6282,0.6226,0.0056
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__very_bad_5_25_plus,f5_total_5plus,429,0.5758,0.531,0.0448
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__very_bad_5_25_plus,f5_total_5plus,314,0.5318,0.4957,0.0361
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__very_bad_5_25_plus,f5_total_5plus,347,0.5043,0.4925,0.0118
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__very_bad_5_25_plus,game_total_10plus,429,0.4406,0.4257,0.0149
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__very_bad_5_25_plus,game_total_10plus,314,0.4204,0.3805,0.0399
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__very_bad_5_25_plus,game_total_10plus,347,0.3718,0.3911,-0.0193
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__very_bad_5_25_plus,game_total_9plus,429,0.5501,0.5237,0.0264
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__very_bad_5_25_plus,game_total_9plus,314,0.5127,0.4863,0.0264
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__very_bad_5_25_plus,game_total_9plus,347,0.4496,0.4853,-0.0357
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__very_bad_5_25_plus,opponent_blew_early_small_lead,429,0.303,0.2853,0.0177
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__very_bad_5_25_plus,opponent_blew_early_small_lead,314,0.258,0.2697,-0.0117
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__very_bad_5_25_plus,opponent_blew_early_small_lead,347,0.3343,0.2877,0.0466
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__very_bad_5_25_plus,opponent_runs_4plus,429,0.5641,0.5745,-0.0104
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__very_bad_5_25_plus,opponent_runs_4plus,314,0.5255,0.55,-0.0245
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__very_bad_5_25_plus,opponent_runs_4plus,347,0.5504,0.5493,0.0011
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__very_bad_5_25_plus,opponent_runs_5plus,429,0.4639,0.4529,0.011
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__very_bad_5_25_plus,opponent_runs_5plus,314,0.4013,0.4252,-0.0239
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__very_bad_5_25_plus,opponent_runs_5plus,347,0.4035,0.4166,-0.0131
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__very_bad_5_25_plus,team_early_deficit_scored_next2,429,0.3613,0.3316,0.0297
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__very_bad_5_25_plus,team_early_deficit_scored_next2,314,0.3408,0.3148,0.026
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__very_bad_5_25_plus,team_early_deficit_scored_next2,347,0.366,0.3279,0.0381
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__very_bad_5_25_plus,team_early_deficit_tied_or_led_later,429,0.303,0.2853,0.0177
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__very_bad_5_25_plus,team_early_deficit_tied_or_led_later,314,0.258,0.2697,-0.0117
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__very_bad_5_25_plus,team_early_deficit_tied_or_led_later,347,0.3343,0.2877,0.0466
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__very_bad_5_25_plus,team_f5_runs_2plus,429,0.6294,0.5945,0.0349
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__very_bad_5_25_plus,team_f5_runs_2plus,314,0.6274,0.5795,0.0479
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__very_bad_5_25_plus,team_f5_runs_2plus,347,0.6225,0.5754,0.0471
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__very_bad_5_25_plus,team_post5_runs_2plus,429,0.5012,0.4955,0.0057
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__very_bad_5_25_plus,team_post5_runs_2plus,314,0.4936,0.4773,0.0163
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__very_bad_5_25_plus,team_post5_runs_2plus,347,0.4352,0.4701,-0.0349
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__very_bad_5_25_plus,team_runs_4plus,429,0.62,0.5745,0.0455
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__very_bad_5_25_plus,team_runs_4plus,314,0.5732,0.55,0.0232
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__very_bad_5_25_plus,team_runs_4plus,347,0.5274,0.5493,-0.0219
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__very_bad_5_25_plus,team_runs_5plus,429,0.4965,0.4529,0.0436
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__very_bad_5_25_plus,team_runs_5plus,314,0.4459,0.4252,0.0207
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__very_bad_5_25_plus,team_runs_5plus,347,0.3919,0.4166,-0.0247
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__very_bad_5_25_plus,team_trailed_early_1to3,429,0.4848,0.4889,-0.0041
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__very_bad_5_25_plus,team_trailed_early_1to3,314,0.465,0.4826,-0.0176
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__very_bad_5_25_plus,team_trailed_early_1to3,347,0.5072,0.4927,0.0145
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__very_bad_5_25_plus,team_won,429,0.5035,0.5,0.0035
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__very_bad_5_25_plus,team_won,314,0.4968,0.498,-0.0012
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,mid_3_5_4_5__very_bad_5_25_plus,team_won,347,0.4957,0.5,-0.0043
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__avg_4_25_4_75,f5_total_4plus,181,0.6354,0.6342,0.0012
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__avg_4_25_4_75,f5_total_4plus,192,0.6406,0.6211,0.0195
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__avg_4_25_4_75,f5_total_4plus,194,0.6495,0.6226,0.0269
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__avg_4_25_4_75,f5_total_5plus,181,0.547,0.531,0.016
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__avg_4_25_4_75,f5_total_5plus,192,0.5052,0.4957,0.0095
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__avg_4_25_4_75,f5_total_5plus,194,0.5464,0.4925,0.0539
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__avg_4_25_4_75,game_total_10plus,181,0.3757,0.4257,-0.05
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__avg_4_25_4_75,game_total_10plus,192,0.4062,0.3805,0.0257
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__avg_4_25_4_75,game_total_10plus,194,0.4175,0.3911,0.0264
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__avg_4_25_4_75,game_total_9plus,181,0.5083,0.5237,-0.0154
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__avg_4_25_4_75,game_total_9plus,192,0.5104,0.4863,0.0241
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__avg_4_25_4_75,game_total_9plus,194,0.5206,0.4853,0.0353
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__avg_4_25_4_75,opponent_blew_early_small_lead,181,0.3039,0.2853,0.0186
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__avg_4_25_4_75,opponent_blew_early_small_lead,192,0.3073,0.2697,0.0376
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__avg_4_25_4_75,opponent_blew_early_small_lead,194,0.2835,0.2877,-0.0042
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__avg_4_25_4_75,opponent_runs_4plus,181,0.5635,0.5745,-0.011
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__avg_4_25_4_75,opponent_runs_4plus,192,0.599,0.55,0.049
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__avg_4_25_4_75,opponent_runs_4plus,194,0.5464,0.5493,-0.0029
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__avg_4_25_4_75,opponent_runs_5plus,181,0.4365,0.4529,-0.0164
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__avg_4_25_4_75,opponent_runs_5plus,192,0.4635,0.4252,0.0383
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__avg_4_25_4_75,opponent_runs_5plus,194,0.4278,0.4166,0.0112
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__avg_4_25_4_75,team_early_deficit_scored_next2,181,0.3204,0.3316,-0.0112
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__avg_4_25_4_75,team_early_deficit_scored_next2,192,0.3333,0.3148,0.0185
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__avg_4_25_4_75,team_early_deficit_scored_next2,194,0.3351,0.3279,0.0072
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__avg_4_25_4_75,team_early_deficit_tied_or_led_later,181,0.3039,0.2853,0.0186
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__avg_4_25_4_75,team_early_deficit_tied_or_led_later,192,0.3073,0.2697,0.0376
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__avg_4_25_4_75,team_early_deficit_tied_or_led_later,194,0.2835,0.2877,-0.0042
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__avg_4_25_4_75,team_f5_runs_2plus,181,0.6133,0.5945,0.0188
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__avg_4_25_4_75,team_f5_runs_2plus,192,0.625,0.5795,0.0455
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__avg_4_25_4_75,team_f5_runs_2plus,194,0.5825,0.5754,0.0071
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__avg_4_25_4_75,team_post5_runs_2plus,181,0.442,0.4955,-0.0535
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__avg_4_25_4_75,team_post5_runs_2plus,192,0.5052,0.4773,0.0279
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__avg_4_25_4_75,team_post5_runs_2plus,194,0.433,0.4701,-0.0371
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__avg_4_25_4_75,team_runs_4plus,181,0.5912,0.5745,0.0167
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__avg_4_25_4_75,team_runs_4plus,192,0.5573,0.55,0.0073
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__avg_4_25_4_75,team_runs_4plus,194,0.5309,0.5493,-0.0184
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__avg_4_25_4_75,team_runs_5plus,181,0.4586,0.4529,0.0057
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__avg_4_25_4_75,team_runs_5plus,192,0.4219,0.4252,-0.0033
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__avg_4_25_4_75,team_runs_5plus,194,0.4072,0.4166,-0.0094
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__avg_4_25_4_75,team_trailed_early_1to3,181,0.4862,0.4889,-0.0027
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__avg_4_25_4_75,team_trailed_early_1to3,192,0.4844,0.4826,0.0018
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__avg_4_25_4_75,team_trailed_early_1to3,194,0.4794,0.4927,-0.0133
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__avg_4_25_4_75,team_won,181,0.4807,0.5,-0.0193
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__avg_4_25_4_75,team_won,192,0.5156,0.498,0.0176
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__avg_4_25_4_75,team_won,194,0.5103,0.5,0.0103
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__bad_4_75_5_25,f5_total_4plus,199,0.6834,0.6342,0.0492
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__bad_4_75_5_25,f5_total_4plus,134,0.6418,0.6211,0.0207
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__bad_4_75_5_25,f5_total_4plus,177,0.5593,0.6226,-0.0633
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__bad_4_75_5_25,f5_total_5plus,199,0.5427,0.531,0.0117
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__bad_4_75_5_25,f5_total_5plus,134,0.4925,0.4957,-0.0032
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__bad_4_75_5_25,f5_total_5plus,177,0.4576,0.4925,-0.0349
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__bad_4_75_5_25,game_total_10plus,199,0.4774,0.4257,0.0517
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__bad_4_75_5_25,game_total_10plus,134,0.4627,0.3805,0.0822
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__bad_4_75_5_25,game_total_10plus,177,0.4011,0.3911,0.01
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__bad_4_75_5_25,game_total_9plus,199,0.5528,0.5237,0.0291
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__bad_4_75_5_25,game_total_9plus,134,0.5821,0.4863,0.0958
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__bad_4_75_5_25,game_total_9plus,177,0.4972,0.4853,0.0119
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__bad_4_75_5_25,opponent_blew_early_small_lead,199,0.3518,0.2853,0.0665
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__bad_4_75_5_25,opponent_blew_early_small_lead,134,0.3134,0.2697,0.0437
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__bad_4_75_5_25,opponent_blew_early_small_lead,177,0.3051,0.2877,0.0174
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__bad_4_75_5_25,opponent_runs_4plus,199,0.5477,0.5745,-0.0268
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__bad_4_75_5_25,opponent_runs_4plus,134,0.5075,0.55,-0.0425
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__bad_4_75_5_25,opponent_runs_4plus,177,0.5593,0.5493,0.01
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__bad_4_75_5_25,opponent_runs_5plus,199,0.4372,0.4529,-0.0157
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__bad_4_75_5_25,opponent_runs_5plus,134,0.4104,0.4252,-0.0148
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__bad_4_75_5_25,opponent_runs_5plus,177,0.4068,0.4166,-0.0098
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__bad_4_75_5_25,team_early_deficit_scored_next2,199,0.397,0.3316,0.0654
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__bad_4_75_5_25,team_early_deficit_scored_next2,134,0.3358,0.3148,0.021
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__bad_4_75_5_25,team_early_deficit_scored_next2,177,0.3333,0.3279,0.0054
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__bad_4_75_5_25,team_early_deficit_tied_or_led_later,199,0.3518,0.2853,0.0665
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__bad_4_75_5_25,team_early_deficit_tied_or_led_later,134,0.3134,0.2697,0.0437
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__bad_4_75_5_25,team_early_deficit_tied_or_led_later,177,0.3051,0.2877,0.0174
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__bad_4_75_5_25,team_f5_runs_2plus,199,0.6332,0.5945,0.0387
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__bad_4_75_5_25,team_f5_runs_2plus,134,0.7164,0.5795,0.1369
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__bad_4_75_5_25,team_f5_runs_2plus,177,0.5819,0.5754,0.0065
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__bad_4_75_5_25,team_post5_runs_2plus,199,0.5226,0.4955,0.0271
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__bad_4_75_5_25,team_post5_runs_2plus,134,0.5299,0.4773,0.0526
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__bad_4_75_5_25,team_post5_runs_2plus,177,0.5254,0.4701,0.0553
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__bad_4_75_5_25,team_runs_4plus,199,0.6131,0.5745,0.0386
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__bad_4_75_5_25,team_runs_4plus,134,0.6418,0.55,0.0918
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__bad_4_75_5_25,team_runs_4plus,177,0.5537,0.5493,0.0044
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__bad_4_75_5_25,team_runs_5plus,199,0.5327,0.4529,0.0798
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__bad_4_75_5_25,team_runs_5plus,134,0.5522,0.4252,0.127
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__bad_4_75_5_25,team_runs_5plus,177,0.4407,0.4166,0.0241
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__bad_4_75_5_25,team_trailed_early_1to3,199,0.5176,0.4889,0.0287
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__bad_4_75_5_25,team_trailed_early_1to3,134,0.4552,0.4826,-0.0274
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__bad_4_75_5_25,team_trailed_early_1to3,177,0.452,0.4927,-0.0407
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__bad_4_75_5_25,team_won,199,0.5779,0.5,0.0779
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__bad_4_75_5_25,team_won,134,0.597,0.498,0.099
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__bad_4_75_5_25,team_won,177,0.5367,0.5,0.0367
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__excellent_lt_3_75,f5_total_4plus,158,0.6203,0.6342,-0.0139
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__excellent_lt_3_75,f5_total_4plus,146,0.5753,0.6211,-0.0458
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__excellent_lt_3_75,f5_total_4plus,161,0.5652,0.6226,-0.0574
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__excellent_lt_3_75,f5_total_5plus,158,0.5063,0.531,-0.0247
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__excellent_lt_3_75,f5_total_5plus,146,0.4521,0.4957,-0.0436
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__excellent_lt_3_75,f5_total_5plus,161,0.4224,0.4925,-0.0701
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__excellent_lt_3_75,game_total_10plus,158,0.4177,0.4257,-0.008
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__excellent_lt_3_75,game_total_10plus,146,0.363,0.3805,-0.0175
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__excellent_lt_3_75,game_total_10plus,161,0.3851,0.3911,-0.006
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__excellent_lt_3_75,game_total_9plus,158,0.519,0.5237,-0.0047
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__excellent_lt_3_75,game_total_9plus,146,0.4726,0.4863,-0.0137
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__excellent_lt_3_75,game_total_9plus,161,0.4224,0.4853,-0.0629
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__excellent_lt_3_75,opponent_blew_early_small_lead,158,0.2911,0.2853,0.0058
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__excellent_lt_3_75,opponent_blew_early_small_lead,146,0.2877,0.2697,0.018
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__excellent_lt_3_75,opponent_blew_early_small_lead,161,0.3043,0.2877,0.0166
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__excellent_lt_3_75,opponent_runs_4plus,158,0.6139,0.5745,0.0394
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__excellent_lt_3_75,opponent_runs_4plus,146,0.4795,0.55,-0.0705
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__excellent_lt_3_75,opponent_runs_4plus,161,0.5155,0.5493,-0.0338
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__excellent_lt_3_75,opponent_runs_5plus,158,0.4873,0.4529,0.0344
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__excellent_lt_3_75,opponent_runs_5plus,146,0.363,0.4252,-0.0622
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__excellent_lt_3_75,opponent_runs_5plus,161,0.4286,0.4166,0.012
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__excellent_lt_3_75,team_early_deficit_scored_next2,158,0.2911,0.3316,-0.0405
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__excellent_lt_3_75,team_early_deficit_scored_next2,146,0.3014,0.3148,-0.0134
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__excellent_lt_3_75,team_early_deficit_scored_next2,161,0.3043,0.3279,-0.0236
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__excellent_lt_3_75,team_early_deficit_tied_or_led_later,158,0.2911,0.2853,0.0058
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__excellent_lt_3_75,team_early_deficit_tied_or_led_later,146,0.2877,0.2697,0.018
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__excellent_lt_3_75,team_early_deficit_tied_or_led_later,161,0.3043,0.2877,0.0166
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__excellent_lt_3_75,team_f5_runs_2plus,158,0.5759,0.5945,-0.0186
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__excellent_lt_3_75,team_f5_runs_2plus,146,0.5411,0.5795,-0.0384
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__excellent_lt_3_75,team_f5_runs_2plus,161,0.4658,0.5754,-0.1096
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__excellent_lt_3_75,team_post5_runs_2plus,158,0.5063,0.4955,0.0108
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__excellent_lt_3_75,team_post5_runs_2plus,146,0.5137,0.4773,0.0364
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__excellent_lt_3_75,team_post5_runs_2plus,161,0.528,0.4701,0.0579
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__excellent_lt_3_75,team_runs_4plus,158,0.519,0.5745,-0.0555
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__excellent_lt_3_75,team_runs_4plus,146,0.5411,0.55,-0.0089
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__excellent_lt_3_75,team_runs_4plus,161,0.528,0.5493,-0.0213
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__excellent_lt_3_75,team_runs_5plus,158,0.443,0.4529,-0.0099
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__excellent_lt_3_75,team_runs_5plus,146,0.4178,0.4252,-0.0074
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__excellent_lt_3_75,team_runs_5plus,161,0.4099,0.4166,-0.0067
2023,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__excellent_lt_3_75,team_trailed_early_1to3,158,0.5,0.4889,0.0111
2024,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__excellent_lt_3_75,team_trailed_early_1to3,146,0.4863,0.4826,0.0037
2025,l10_rpg_bucket+opponent_starter_xfip_bucket,very_high_5_5_plus__excellent_lt_3_75,team_trailed_early_1to3,161,0.528,0.4927,0.0353
